Wavelength,d_NH3_CH3OH_50_10K_I10m_Baselined,H2O_CH3OH_CO_NH3_120K_NASA,H2O_CH3OH_CO_NH3_100K_NASA,all
2.930335,0.006633996401835064,0.2023506517304183,0.22666210706457604,0.4356467551968294
2.932637,0.007986000909087278,0.2098851797058338,0.23362106740690425,0.4514922480218253
2.9349380000000003,0.009678420836915495,0.2158697310854352,0.2391502829828132,0.464698434905164
2.93724,0.0116586245812874,0.2218132394710665,0.2447871760605497,0.4782590401129037
2.939542,0.013862391928108512,0.2286563137127731,0.2507543445250579,0.4932730501659395
2.941843,0.016139070946570726,0.2350759208284581,0.2567355158933912,0.5079505076684201
2.944145,0.018298415288153548,0.241427444860028,0.26242069484638675,0.5221465549945683
2.946447,0.02018687586953333,0.24747138786619802,0.2679605333148528,0.5356187970505841
2.948748,0.021763892555492527,0.2532183727395251,0.2740855965914578,0.5490678618864755
2.95105,0.023014496724700826,0.26003344117358146,0.27978815845954663,0.5628360963578289
2.953351,0.023955105574746297,0.2658383690972193,0.2854139457859737,0.5752074204579393
2.955653,0.024652353613486368,0.26992818273165725,0.28927585008918905,0.5838563864343327
2.957955,0.02517432392503624,0.2774496735207529,0.29573360304632873,0.5983576004921178
2.960256,0.025545159447025415,0.2822647410015812,0.3008127942648237,0.6086226947134303
2.962558,0.02576292874444354,0.2871372686739676,0.3043535974975668,0.617253794915978
2.96486,0.025818940359743997,0.2941459634678126,0.3106988443653529,0.6306637481929095
2.967161,0.02568035989775064,0.29920390890119364,0.3160160849488749,0.6409003537478192
2.969463,0.02530807579950369,0.3051029942815866,0.3207838322719493,0.6511949023530397
2.971764,0.024680842279889183,0.3100310507105209,0.3258886150043316,0.6606005079947417
2.974066,0.023819422265268484,0.31495427855192937,0.3310590665270662,0.6698327673442641
2.976368,0.02275230442204441,0.3199866324714232,0.33515853733655593,0.6778974742300234
2.978669,0.0215364660830226,0.325014157803391,0.33950136895735106,0.6860519928437647
2.980971,0.02026220183493739,0.330004985870162,0.34483647531471884,0.6951036630198182
2.983273,0.019017391970760168,0.3352193775393823,0.3491633725966785,0.7034001421068211
2.985574,0.017860945258306934,0.34029132587658845,0.3540315545402916,0.712183825675187
2.987876,0.016840181855331513,0.3449383585115153,0.3586447870625373,0.7204233274293841
2.990177,0.01598648758075226,0.3500378297976192,0.3632222880370912,0.7292466054154626
2.992479,0.015286342389496646,0.3552551186193549,0.36766941714844575,0.7382108781572974
2.994781,0.01471463762643,0.3598480710739917,0.3722010465415037,0.7467637552419253
2.997082,0.01424771321267539,0.3646336841709121,0.3767312273583038,0.7556126247418912
2.999384,0.013862874786861105,0.3688051009345377,0.3802937592349134,0.7629617349563121
3.001686,0.01353839370512057,0.3741957360484533,0.3851957412912078,0.7729298710447816
3.003987,0.013269924238680487,0.3793391474810428,0.3901928465217625,0.7828019182414858
3.006289,0.013064709268829704,0.38404653746004347,0.3939712162607799,0.7910824629896529
3.0085900000000003,0.012927577383094123,0.38885581063584057,0.3981899531821594,0.7999733412010941
3.010892,0.01284790568891676,0.3929784586654546,0.4020277145477453,0.8078540789021167
3.013194,0.012810242706214735,0.3981093157704768,0.4060817966344916,0.8170013551111831
3.015495,0.012802516966173294,0.4022483809976789,0.4100566898858131,0.8251075878496653
3.0177970000000003,0.012815554152493226,0.4063744090385612,0.4133604094710344,0.8325503726620889
3.020098,0.01284211138388568,0.4110354445773132,0.4172160366104662,0.841093592571665
3.0224,0.012872531485298854,0.4155704539816391,0.4201861007976477,0.8486290862645857
3.024702,0.01289377727041282,0.4195144442727949,0.42320010513131495,0.8556083266745227
3.027003,0.012894742987917998,0.4235622491957575,0.4267476683865943,0.8632046605702697
3.029305,0.012876877214072166,0.4272541872180613,0.4291122276980279,0.8692432921301613
3.031607,0.01284790568891676,0.4310697370810281,0.4322821954087817,0.8761998381787266
3.0339080000000003,0.012816037011245816,0.435521211921156,0.4352894397199128,0.8836266886523145
3.03621,0.012791894073616313,0.4385091418821834,0.4372807492155942,0.8885817851713939
3.038511,0.012785616909832643,0.44233821179022265,0.43959460835800573,0.8947184370580612
3.040813,0.012802999824925882,0.4459147465706573,0.4423242088863976,0.9010419552819808
3.043115,0.012840662807627912,0.4490847142814112,0.4442271552303551,0.9061525323193942
3.045416,0.012894742987917998,0.4522054303994009,0.4461552102294473,0.9112553836167662
3.047718,0.01295944606076507,0.4554608641093632,0.4470344960179137,0.915454806188042
3.05002,0.013029460579890628,0.4586062060237349,0.4492271576134253,0.9208628242170508
3.052321,0.0130989922402636,0.4618881969650897,0.4501503835483775,0.9251375727537308
3.054623,0.013172869629409882,0.463611036994331,0.4518080376460192,0.92859194426976
3.056924,0.013256887052360557,0.4669369680821716,0.4519050922552898,0.932098947389822
3.059226,0.013352975944125982,0.4693647818901945,0.4529137841894506,0.9356315420237712
3.061528,0.013451479129654356,0.4723401575236545,0.4542083285051445,0.9399999651584532
3.063829,0.013541773716388702,0.47423827528008605,0.4548514963635945,0.9426315453600692
3.066131,0.013614685388029802,0.4762701449109851,0.4551943260779334,0.9450791563769484
3.068433,0.01366635127455694,0.4781692283849219,0.4553768466864125,0.9472124263458914
3.070734,0.013692425647196806,0.4797182392632308,0.455390366731485,0.9488010316419128
3.073036,0.013691942788444215,0.4811841984360943,0.4553913324489902,0.9502674736735288
3.075337,0.01366490269829917,0.4826945806141961,0.4553913324489902,0.9517508157614852
3.077639,0.013613719670524623,0.4834695689121032,0.4551387973213856,0.9522220859040134
3.079941,0.013547085162667193,0.4841368797081826,0.4540992024270591,0.9517831672979088
3.082242,0.013475139208531271,0.4846438813984021,0.4541349339747508,0.9522539545816842
3.084544,0.013407056124416072,0.4861185320288123,0.4535617806354264,0.9530873687886549
3.086846,0.013350078791610442,0.486105977701245,0.45272595213469297,0.9521820086275484
3.089147,0.013310967232650643,0.48608473191613105,0.4516694571840259,0.9510651563328076
3.0914490000000003,0.013299861481341073,0.4849046251248009,0.4501025805318711,0.9483070671380129
3.09375,0.013326901571486116,0.4847785989903749,0.4491986689470224,0.9473041695088834
3.096052,0.013399330384374629,0.4834758460758869,0.4474120915624392,0.9442872680227008
3.098354,0.013502662157428905,0.4834328716469062,0.4463464222954728,0.9432819560998079
3.100655,0.013614685388029802,0.4820591384957876,0.4444323702002059,0.9401061940840232
3.102957,0.013712222856053002,0.4802252409534504,0.44318128317224503,0.9371187469817484
3.105259,0.013770648765116396,0.4793454723062313,0.4409461300065055,0.9340622510778532
3.10756,0.013765337318837906,0.4776168379719589,0.43888046026292493,0.9302626355537218
3.109862,0.013695805658464935,0.4753203617446404,0.4371648631149726,0.9261810305180781
3.112163,0.013586196721626987,0.4739031713057886,0.4355086575935886,0.9229980256210042
3.114465,0.013462584880963928,0.4715255748080351,0.4335627368206506,0.9185508965096496
3.116767,0.013337041605290508,0.4687008511053831,0.43073463310673055,0.9127725258174042
3.119068,0.013216326917142987,0.4670079483188022,0.42806538992241255,0.9082896651583576
3.12137,0.013106717980305042,0.4638191491166974,0.4262339066738384,0.9031597737708408
3.123672,0.013014491958560337,0.4614338268789024,0.42407649376726597,0.8985248126047288
3.125973,0.012947374591950316,0.4588703297614018,0.4207283511768064,0.8925460555301585
3.128275,0.012905848739227569,0.4558881941054054,0.4188992822219951,0.8876933250666281
3.130576,0.012876877214072166,0.452822523885211,0.4160431727004249,0.881742573799708
3.132878,0.01284742283016417,0.4498428025229777,0.4132942578219296,0.8759844831750714
3.13518,0.012814105576235456,0.4469041241547144,0.4105525858247231,0.870270815555673
3.137481,0.01277982260480156,0.4439722058089875,0.4078196052850633,0.8645716336988523
3.139783,0.012747471068378024,0.4410586360958589,0.4051759536146326,0.8589820607788696
3.142085,0.01271367095569672,0.4371252686972602,0.4020335088527764,0.8518724485057333
3.144386,0.012674559396736923,0.4340784299684168,0.3985371286252716,0.8452901179904253
3.146688,0.012625790662725327,0.4311436144701743,0.3959142398812023,0.8396836450141019
3.148989,0.012564950459898978,0.4277186973380529,0.3934154458365487,0.8336990936345006
3.151291,0.012491555929505285,0.4245014094695452,0.3895298814544563,0.8265228468535069
3.153593,0.01240657278904943,0.4206201908162263,0.3870397788673493,0.8200665424726249
3.155894,0.012316761061067678,0.4176650952503749,0.3833840552514898,0.8133659115629324
3.158196,0.012226466474333331,0.41384954538740815,0.3806486604180671,0.8067246722798085
3.160498,0.012136171887598987,0.4098949322036954,0.3772063603708524,0.7992374644621467
3.162799,0.012040082995833562,0.4066563985500738,0.3740953014279145,0.7927917829738218
3.165101,0.011934819787768926,0.4025511334355529,0.3710895056930413,0.7855754589163632
3.167402,0.011818450828394715,0.39935653992841696,0.3669852062960257,0.7781601970528373
3.1697040000000003,0.011689527541453169,0.3953396379656201,0.363950439035997,0.7709796045430704
3.172006,0.011551912796964995,0.3911807755295618,0.3605549762877836,0.7632876646143104
3.174307,0.011414780911229414,0.3875004261173203,0.3566539604256084,0.7555691674541579
3.176609,0.011289237635555994,0.3829900425093763,0.35360760455551754,0.7478868847004498
3.1789110000000003,0.011175282969944736,0.3792773415607113,0.3501604759207769,0.7406131004514329
3.181212,0.011064225456849016,0.3751175134071477,0.3467032072522321,0.7328849461162288
3.183514,0.0109483393562274,0.37114744874335215,0.34282923148020183,0.7249250195797814
3.1858150000000003,0.010829073244337652,0.36674377691973065,0.33903106453232834,0.7166039146963966
3.188117,0.010712221426210852,0.3624134996265028,0.3357717679523453,0.7088974890050591
3.190419,0.010602129630620316,0.35865830710760976,0.33119136982527586,0.7004518065635059
3.19272,0.010500246433823808,0.35393594850727883,0.3274743231478374,0.6919105180889399
3.1950220000000003,0.010408020412079104,0.34934106461763165,0.3241179719585838,0.6838670569882945
3.197323,0.010323520130375841,0.34468775481892105,0.32066649759506993,0.6756777725443668
3.199625,0.010244814153703657,0.34007259086166514,0.31626862007647955,0.6665860250918483
3.201927,0.010168522470794424,0.3355791073100619,0.31198518008225296,0.6577328098631092
3.204228,0.010099473669174044,0.33112232102365546,0.3077282973194189,0.6489500920122484
3.20653,0.010046359206389136,0.3266158002857323,0.3039093674451839,0.6405715269373053
3.208832,0.01001545624622337,0.3212869710921482,0.2998803940135724,0.6311828213519439
3.211133,0.010001453342398258,0.31704264265688137,0.2954921736700337,0.6225362696693133
3.213435,0.009994693319862,0.3117186420508232,0.29103731881863765,0.6127506541893228
3.215736,0.00999131330859387,0.30687122303357145,0.2870146225508097,0.603877158892975
3.218038,0.009995176178614588,0.30254577432786955,0.28206821748927696,0.5946091679957609
3.22034,0.010010627658697473,0.2970435988421057,0.2779412237308896,0.5849954502316927
3.222641,0.010036702031337335,0.2925636353355749,0.2734400144392449,0.5760403518061571
3.224943,0.010063742121482378,0.2872661919609092,0.2683067430404598,0.5656366771228514
3.227245,0.010085470765348931,0.2821981064937237,0.2637654564723501,0.5560490337314228
3.229546,0.010103336539194766,0.2775365880962191,0.2587886313094042,0.5464285559448181
3.231848,0.010121685171793187,0.2726621289888223,0.2543530908081117,0.5371369049687272
3.234149,0.010143896674412331,0.2674945746186033,0.2495669948524389,0.5272054661454546
3.236451,0.010166591035784066,0.262623012663722,0.24467418711244365,0.5174637908119497
3.238753,0.0101844568096299,0.2577036476923343,0.2396109302327841,0.5074990347347483
3.241054,0.01019314826717652,0.2521594634950951,0.23450421606539146,0.4968568278276631
3.2433560000000003,0.010189768255908388,0.24754478239659164,0.2300411526152014,0.4877757032677014
3.245658,0.010170936764557376,0.2425534714710681,0.22484704101359,0.4775714492492154
3.247959,0.010143896674412331,0.23749166316766626,0.21961478357052389,0.4672503434126025
3.250261,0.010121202313040598,0.23296679379714466,0.2144395034602634,0.4575274995704487
3.252562,0.010113959431751746,0.22752932138422785,0.20956987294039248,0.4472131537563721
3.254864,0.010119270878030237,0.2224385415556706,0.20521834986205076,0.4377761622957516
3.257166,0.010129893770587218,0.21809667565238067,0.2002415246991048,0.4284680941220727
3.259467,0.01014196523940197,0.21296050710107997,0.1952888424737884,0.4183913148142704
3.261769,0.010151139555701185,0.2079397417916484,0.19039458615753535,0.40848546750488496
3.264071,0.010155485284474491,0.2033752780034144,0.18563504743325496,0.3991658107211439
3.266372,0.010155485284474491,0.1987345225322712,0.1807055424280629,0.3895955502448085
3.2686740000000003,0.010153070990711542,0.19394070083655693,0.17621737032273813,0.3803111421500066
3.270975,0.010151622414453772,0.18912708193198646,0.17159689491920369,0.3708755992656439
3.273277,0.010149208120690822,0.18431298016866332,0.16688998779895564,0.3613521760883098
3.275579,0.01014196523940197,0.18032842974229005,0.1622883438867722,0.3527587388684642
3.27788,0.010126996618071678,0.17577941743413894,0.15804739546277355,0.34395380951498417
3.280182,0.010102853680442177,0.17117970495696588,0.1535920577526249,0.33487461639003296
3.282484,0.010069536426513459,0.16671133006049732,0.1492260489117054,0.3260069153987162
3.284785,0.010027527715038122,0.16268573664015382,0.14505318357182198,0.3177664479270139
3.287087,0.009978276122273935,0.15819080451229278,0.14113864766457426,0.3093077282991409
3.289388,0.009923713083231258,0.1545891610767234,0.13689142207679192,0.3014042962367466
3.29169,0.009861424304147135,0.15073787966606494,0.13328205290118111,0.2938813568713932
3.293992,0.009786581197495677,0.14643126245171406,0.12942642576174934,0.2856442694109591
3.296293,0.009695803752008741,0.14298751382824162,0.12575669924206476,0.2784400168223151
3.298595,0.009593437696459643,0.1391695496715119,0.12219561594171295,0.2709586033096845
3.300897,0.009486725912137235,0.1357050381216781,0.11871661862930145,0.2639083826631168
3.3031980000000005,0.009378565551557059,0.1322308693967925,0.115361233157553,0.2569706681059025
3.3055,0.009266542320956162,0.12883782094234206,0.11242931481182604,0.2505336780751243
3.307801,0.009147276209066413,0.1253906923076015,0.1091043494414908,0.2436423179581587
3.310103,0.009025595803413715,0.1227426949083975,0.10624920563742568,0.2380174963492369
3.3124050000000005,0.008916469725328356,0.11940082948172158,0.10355533665672564,0.23187263586377554
3.314706,0.008831003726119913,0.11717823064354947,0.10146938684553647,0.22747862121520585
3.317008,0.00876002348948917,0.114573207673326,0.09915407912686708,0.22248731028968224
3.31931,0.00868228323032217,0.11272241007464825,0.09757513100589753,0.21897982431086796
3.321611,0.008584745762298973,0.11094500700636416,0.09628541527772942,0.21581516804639256
3.323913,0.008474171107955845,0.10962197402426736,0.0953221120663122,0.2134182571985354
3.326214,0.00836359645361272,0.10840227281522484,0.09514393718660648,0.211909806455444
3.3285160000000005,0.008258333245548082,0.1082965267484076,0.09519125734436032,0.211746117338316
3.330818,0.008154518613741215,0.10766108462999904,0.0964235128809702,0.21223911612471044
3.3331190000000004,0.008049255405676577,0.10845925014803044,0.09766445987512667,0.2141729654288337
3.335421,0.007946889350127483,0.1091627753505542,0.09894500128699556,0.21605466598767725
3.3377230000000004,0.0078585261984035,0.1103631622094931,0.10020526263125566,0.21842695103915227
3.340024,0.007793340266803839,0.1109720470965092,0.10143800102661814,0.2202033883899312
3.3423260000000004,0.007751331555328501,0.11178711267088126,0.10204688591363424,0.221585330139844
3.344627,0.007728637193956767,0.11187789011636816,0.10211738329151236,0.2217239106018373
3.3469290000000003,0.007723808606430867,0.11117919350137033,0.10147180113929943,0.22037480324710065
3.349231,0.007738777227761159,0.10988658062068672,0.09973978679375883,0.21736514464220671
3.351532,0.0077759573517105956,0.1079749428191826,0.09762824546868244,0.2133791456395756
3.3538339999999995,0.007832934684516225,0.1057943526924858,0.09538922943292223,0.20901651680992428
3.356135,0.007901500627384015,0.1032844528965226,0.09325644232273188,0.20444239584663848
3.3584370000000003,0.007972963722767346,0.10145683251796916,0.09183442329635408,0.2012642195370906
3.360739,0.008036701078109236,0.09992955028352674,0.09128155002463847,0.1992478013862745
3.3630400000000003,0.008082089800852704,0.09924340799609624,0.09173398867581536,0.19905948647276428
3.365342,0.008098989857193357,0.09941723714702866,0.09303432729654043,0.20055055430076246
3.3676440000000003,0.008079192648337164,0.10056547526068788,0.0948266989861548,0.20347136689517986
3.3699449999999995,0.008015455292995273,0.10181173370112286,0.09673640535264856,0.2065635943467667
3.372247,0.007915503531209128,0.10357271957181884,0.09855436855615017,0.21004259165917816
3.3745480000000003,0.007809274605639311,0.1055225032147776,0.10017677396485283,0.21350855178526973
3.37685,0.007729602911461949,0.10677455596024367,0.10070840145145453,0.21521256032316016
3.3791519999999995,0.007695319940028053,0.10762583594105997,0.10104398828450463,0.2163651441655926
3.381453,0.007715117148884246,0.10802033154192606,0.09998314760506424,0.21571859629587453
3.3837550000000003,0.0077952717018141965,0.10742786385249804,0.09873544058837147,0.2139585761426837
3.386057,0.007917434966219487,0.10696576802626936,0.09696190039010813,0.21184510338259693
3.388358,0.008056981145718022,0.10581946134762048,0.09507923411375943,0.20895567660709796
3.39066,0.008194595890206192,0.1040724783807496,0.09305605594040699,0.2053231302113628
3.392961,0.00832641632966328,0.1026036220553706,0.0915326365759853,0.2024626749610192
3.395263,0.008450028170326343,0.10090733925752164,0.09026706378544673,0.1996244312132947
3.397565,0.00856543141219537,0.0997460639575425,0.08982283373306384,0.1981343291028017
3.3998660000000003,0.00867455749028073,0.09802756965707443,0.08975523350770122,0.1964573606550564
3.402168,0.008776440687077234,0.0972158840939705,0.08924292037120317,0.1952352451522509
3.40447,0.008848869499965745,0.0960246715513308,0.08930038056276139,0.19417392161405794
3.406771,0.008857078098759777,0.09479241601472092,0.08899907670114518,0.19264857081462589
3.409073,0.008781269274603135,0.09361424065840113,0.08777261546956637,0.1901681254025706
3.411374,0.008654760281424536,0.09204591542998856,0.08633273066934277,0.18703340638075586
3.413676,0.008523422700720035,0.08961423875194494,0.08443171576039563,0.1825693772130606
3.415978,0.00841477948138727,0.08722263935036627,0.08143171433055349,0.17706913316230705
3.418279,0.008327382047168463,0.0848566314626749,0.07915551817084386,0.17233953168068722
3.420581,0.008258333245548082,0.08255387807157283,0.07685373049724697,0.1676659418143679
3.422883,0.008222118839103827,0.08062582307248065,0.07494547270701098,0.16379341461859545
3.425184,0.008247227494238509,0.07846503015464006,0.07331823871078243,0.16003049635966102
3.427486,0.008358767866086818,0.07730278913715574,0.07218834922972164,0.1578499062329642
3.429787,0.008556257095896158,0.07612171662832043,0.07154518137127168,0.15622315509548826
3.432089,0.008830520867367322,0.07498120425470264,0.07049544644314085,0.15430717156521082
3.434391,0.009165624841664836,0.07382330896599168,0.06934817404698683,0.15233710785464333
3.436692,0.009526320329849623,0.07253697324909167,0.06872238910363009,0.1507856826825714
3.438994,0.00987397863171448,0.0709889280882879,0.06715261529895973,0.14801552201896212
3.441296,0.010172868199567735,0.06887062674067522,0.06620669500263579,0.14525018994287875
3.443597,0.010387740344470322,0.0672858843146746,0.06490587352315813,0.14257949818230306
3.445899,0.010487209247503876,0.06543074098722353,0.06317965348264859,0.139097603717376
3.4482,0.010469826332410634,0.06389525015398709,0.06213378142453847,0.1364988579109362
3.450502,0.010351043079273477,0.0627267319727191,0.0608532400126696,0.13393101506466218
3.452804,0.010160796730752984,0.06102900059861239,0.059443775313859165,0.13063357264322453
3.455105,0.009989864732336096,0.05995125986283133,0.05855966093786673,0.12850078553303415
3.457407,0.00994351029208745,0.058844064743142285,0.05726415090466756,0.1260517259398973
3.459709,0.010065673556492741,0.05778418978120708,0.05662581163374347,0.1244756749714433
3.46201,0.010297928616488566,0.056692929000353484,0.055572696694344524,0.1225635543111866
3.464312,0.010573158105464909,0.05560842824203618,0.0550236862926496,0.1212052726401507
3.466613,0.010838730419389452,0.05450606170987304,0.053929045500527885,0.11927383762979038
3.468915,0.011053119705539443,0.05387689675524817,0.05343990958415415,0.11836992604494175
3.471217,0.011185423003749128,0.05290055635751103,0.052977330899172864,0.117063310260433
3.473518,0.0112549546641221,0.052328368735691785,0.0524157661699106,0.11599908956972448
3.47582,0.011301309104370749,0.05170451522734541,0.05244377197756082,0.11544959630927698
3.478122,0.011353940708403064,0.05135685692548056,0.05242735477997276,0.1151381524138564
3.4804230000000005,0.011415263769982005,0.05094208125700568,0.052428320497477934,0.11478566552446562
3.482725,0.011484795430354976,0.05046405109194151,0.0524254233449624,0.11437426986725888
3.4850260000000004,0.011555775666985716,0.050282013342215034,0.052403694701095835,0.1142414837102966
3.487328,0.011615650152306886,0.050280564765957284,0.05278080738686869,0.11467702230513285
3.4896300000000005,0.011652347417503732,0.050288773364751314,0.053344303551141316,0.11528542433339635
3.491931,0.011671178908854746,0.05024869608828633,0.053784670733503466,0.11570454573064455
3.4942330000000004,0.011686630388937629,0.05088172391293192,0.054447152942057035,0.1170155072439266
3.496535,0.01170835903280418,0.05085275238777652,0.05493435742342044,0.11749546884400115
3.4988360000000003,0.011727673382907785,0.05129118813512831,0.055619051134593166,0.11863791265262925
3.501138,0.011732019111681093,0.052181096816151816,0.056302296269508126,0.12021541219734105
3.503439,0.011711739044072312,0.052739764392898535,0.05702996440966138,0.12148146784663222
3.5057410000000004,0.011662487451308124,0.05377742785221461,0.05788462440174581,0.12332453970526855
3.508043,0.011582332898378171,0.05481750560529364,0.05851716936763881,0.12491700787131065
3.5103440000000004,0.011488175441623104,0.05658863150979404,0.06020379499043594,0.1282806019418531
3.512646,0.011411400899961285,0.05863643547952855,0.06191987499714108,0.1319677113766309
3.5149470000000003,0.011379049363537749,0.06197636947119412,0.06425497992466668,0.13761039875939854
3.517249,0.011371806482248895,0.06598989142272284,0.06753407371350591,0.14489577161847764
3.5195510000000003,0.011352492132145292,0.07085083048504713,0.0720840517391622,0.15428737435635465
3.5218519999999995,0.011299377669360384,0.07647758352897929,0.07667362418253088,0.16445058538087054
3.524154,0.011230328867740004,0.08150124599092648,0.08181365560385225,0.1745452304625187
3.526456,0.011170454382418836,0.08612896427574976,0.08718304493265389,0.1844824635908225
3.528757,0.0111381028459953,0.08967797610728681,0.09092616598273216,0.19174224493601427
3.5310589999999995,0.01114148285726343,0.09142737336792067,0.0942578913756037,0.1968267476007878
3.53336,0.011190734450027615,0.09170115428063924,0.09481462751734004,0.1977065162480069
3.5356620000000003,0.011299860528112977,0.08960796158816126,0.09314152193961543,0.1940493440558897
3.537964,0.011487692582870516,0.08547131065472206,0.0895229784477054,0.186481981685298
3.540265,0.011761473495589087,0.0807880636133509,0.08432548683482582,0.1768750239437658
3.542567,0.012083540283566669,0.07607439647056659,0.07975812589407627,0.16791606264820955
3.5448690000000003,0.01240415849528648,0.0712660890122746,0.0747648835335423,0.15843513104110338
3.5471699999999995,0.012676973690499877,0.0675924996225693,0.07102997108225803,0.15129944439532722
3.549472,0.012861425733989284,0.06400823910209315,0.06737859319517189,0.14424825803125432
3.5517730000000003,0.012920817360557862,0.060951743198197975,0.06390201017652335,0.13777457073527916
3.554075,0.012853217135195251,0.05825690849999275,0.06072141957321251,0.1318315452084005
3.556377,0.012688079441809445,0.05589283204731173,0.057721418143370375,0.12630232963249155
3.558678,0.012456307240566209,0.053260286128190636,0.0549314602709049,0.12064805363966175
3.5609800000000003,0.012190252067889077,0.050920352613139125,0.05229988006928898,0.1154104847503172
3.563282,0.011922748318954174,0.048872548643404616,0.04947032777911113,0.11026562474146992
3.565583,0.011679387507648777,0.04639886325388565,0.04714536288538991,0.10522361364692434
3.567885,0.01146354964524101,0.04441527949824561,0.04449060546364967,0.10036943460713628
3.570186,0.011274751872978292,0.04245825297399803,0.042170952016206936,0.09590395686318326
3.572488,0.011110579897097664,0.039936764567972655,0.03963642642386163,0.09068377088893197
3.57479,0.01096379083631028,0.03802029817894264,0.03749977644365054,0.08648386545890346
3.577091,0.010829073244337652,0.03608210314604608,0.03555144137694958,0.0824626177673333
3.579393,0.01070304710991164,0.034119765175520005,0.03363014640039366,0.0784529586858253
3.581695,0.01058426385677448,0.0326600831664402,0.03157558240812288,0.07481992943133756
3.583996,0.010471757767420995,0.030846948550464458,0.02960600155630796,0.07092470787419343
3.586298,0.010370357429377076,0.029007739561848864,0.027916961639747873,0.0672950586309738
3.588599,0.010283442853910864,0.027514740298840344,0.02604684969096651,0.06384503284371773
3.590901,0.010211496899774944,0.025938206471633737,0.02471850526259121,0.06086820863399989
3.593203,0.01014341381565974,0.02448866449635833,0.023189774451891024,0.0578218527639091
3.595504,0.01006663927399792,0.02330517769376005,0.021892332983681487,0.055264149951439454
3.597806,0.009981656133542065,0.02209706509477968,0.020622414464369587,0.05270113569269133
3.600108,0.009899087286849163,0.02063883166195765,0.019223572658116136,0.04976149160692295
3.602409,0.009827141332713242,0.01970643141070621,0.018275720926781813,0.04780929367020127
3.604711,0.009765335412381712,0.01835394404470141,0.017351529274324408,0.045470808731407526
3.607012,0.009706426644565723,0.01741912949968702,0.016425406186856638,0.04355096233110938
3.609314,0.009646069300491965,0.016514252197333216,0.015533566070822766,0.04169388756864795
3.611616,0.009581366227644892,0.015595854849906887,0.014584265763230676,0.039761486840782456
3.613917,0.00951231742602451,0.014771614959235627,0.013690977070939036,0.037974909456199184
3.616219,0.00943747431937305,0.014295516229181812,0.012887017247876557,0.03662000779643142
