Wavelength,H2O_40K,H2O_CH3OH_CO_NH3_120K_NASA,HNCO_NH3,all
3.024702,0.3900175971921396,0.43318369688878783,0.003982254184498349,0.8271835482654258
3.027003,0.3912406433314378,0.4373633934993612,0.004091944421206704,0.8326959812520057
3.029305,0.3927887714449808,0.4411756278169616,0.004202133249900097,0.8381665325118425
3.031607,0.3943792798772519,0.4451155016827318,0.004324288286234403,0.8438190698462181
3.0339080000000003,0.3946340603816063,0.4497120211927969,0.0044344771149277965,0.848780558689331
3.03621,0.39549662451572204,0.4527973083962119,0.004549153271486532,0.8528430861834204
3.038511,0.395483162532126,0.4567511428375631,0.004713190034564028,0.8569474954042531
3.040813,0.3963342590505858,0.4604442136707394,0.004896671885058004,0.8616751446063832
3.043115,0.3965426705003317,0.4637174700525138,0.005080652327537021,0.8653407928803825
3.045416,0.39540887232635535,0.4669398700518142,0.005260145442150693,0.8676088878203202
3.047718,0.39545175123706855,0.4703013772149403,0.0054431287006596295,0.8711962571526685
3.05002,0.395103235439527,0.4735492054054777,0.005614644343512696,0.8742670851885174
3.052321,0.3935840256611163,0.4769381351277808,0.005794636050111407,0.8763167968390085
3.054623,0.3928904842099285,0.4787171113303963,0.005977120716635308,0.8775847162569601
3.056924,0.3913164293131636,0.482151412923338,0.0061596053831592095,0.8796274476196608
3.059226,0.3907639893937415,0.484658333424109,0.006333115393952426,0.8817554382118029
3.061528,0.38880950881239257,0.4877306572359129,0.0064996451169551115,0.8830398111652605
3.063829,0.38744436395735865,0.4896906223290972,0.006657200184227114,0.8837921864706829
3.066131,0.3854554805290421,0.491788697402137,0.006810766515618811,0.884054944446798
3.068433,0.3829420783324657,0.4937496596792914,0.006956355375249902,0.8836480933870071
3.070734,0.3814024262826684,0.4953491427672933,0.007112414666566789,0.8838639837165284
3.073036,0.3786242717420368,0.4968628680338686,0.007255510566272691,0.8827426503421781
3.075337,0.3759134271193853,0.4984224637630674,0.0074120684495746145,0.8817479593320272
3.077639,0.3743553271661416,0.4992227038990534,0.007557158717220667,0.8811351897824156
3.079941,0.3717402122046173,0.4999117580223758,0.007708730680672213,0.8793607009076654
3.082242,0.3680531244752615,0.5004352796066657,0.007856812500228494,0.8763452165821557
3.084544,0.3654065982186799,0.5019579795289717,0.008005392911769812,0.8753699706594213
3.086846,0.3622195982503171,0.5019450161373608,0.008143004299640294,0.8723076186873182
3.089147,0.3591278293510966,0.501923078090019,0.008268150887884828,0.8693190583290005
3.0914490000000003,0.3561382718088089,0.5007045192785863,0.008388810148264021,0.8652316012356592
3.09375,0.35290889152171784,0.5005743867704913,0.008520438432314046,0.8620037167245231
3.096052,0.3495154744715493,0.4992291855948589,0.00864807798048377,0.8573927380468921
3.098354,0.3461215588293958,0.4991848109081904,0.008767241464907845,0.854073611202494
3.100655,0.3420700003589772,0.4977663167107574,0.008895878197047645,0.8487321952667822
3.102957,0.3390305836181857,0.4958726643515831,0.009014044497501643,0.8439172924672705
3.105259,0.3347676221461109,0.494964229754844,0.009093819215107721,0.8388256711160627
3.10756,0.33115831476642105,0.493179270448408,0.009129717838030458,0.8334673030528593
3.109862,0.32647703461889943,0.4908079669675674,0.009165117868968151,0.8264501194554349
3.112163,0.3228796934468504,0.4893445994914809,0.009189548876235014,0.8214138418145663
3.114465,0.31907443941704056,0.4868895325571539,0.009223951723202634,0.8151879236973971
3.116767,0.31464095948608284,0.4839727694446817,0.009256360202230106,0.8078700891329946
3.119068,0.3109778041720088,0.4822247059451385,0.009292258825152841,0.8024947689423001
3.12137,0.30636483112643736,0.4789320044759477,0.009328157448075572,0.7946249930504606
3.123672,0.30188149199697584,0.4764689600698601,0.009329653224030688,0.7876801052908666
3.125973,0.29739167117170884,0.4738219352212935,0.009268326409871014,0.7804819328028733
3.128275,0.2929846166159581,0.4707426311216989,0.009218965803352257,0.7729462135410092
3.130576,0.2886603283297237,0.4675770706086928,0.009161627725072887,0.7653990266634894
3.132878,0.284437752808437,0.4645002594690234,0.00910428964679352,0.7580423019242539
3.13518,0.2793226976339324,0.4614658286480822,0.00905193748836453,0.7498404637703792
3.137481,0.275050262914142,0.4584383781149316,0.008992605042145012,0.7424812460712186
3.139783,0.27001747541716864,0.4554298740772124,0.00893426977989557,0.7343816192742766
3.142085,0.2651881134500907,0.451368343767093,0.008885407765361845,0.7254418649825456
3.144386,0.2607172391202552,0.4482222283415034,0.00882856827906752,0.7177680357408261
3.146688,0.2555573106670971,0.4451917862564425,0.008776714712623567,0.7095258116361631
3.148989,0.2513147914664089,0.4416552733065681,0.008717880858389086,0.7016879456313662
3.151291,0.2461653334449367,0.4383331549102601,0.008659545596139642,0.6931580339513365
3.153593,0.24112905580406804,0.4343254725345249,0.008611680765575995,0.6840662091041688
3.155894,0.2363839558824616,0.4312740895860923,0.008555339871266705,0.6762133853398206
3.158196,0.23117815696667998,0.4273342157203223,0.008498998976957413,0.6670113716639596
3.160498,0.2264554936844003,0.4232507473628612,0.008446148226543387,0.6581523892738048
3.162799,0.22165604723642468,0.41990669091921146,0.008387812964293941,0.64995055111993
3.165101,0.2167055274169826,0.4156676618624185,0.008330474886014575,0.6407036641654157
3.167402,0.2112678832281584,0.4123689772894073,0.00828659879133123,0.6319234593088968
3.1697040000000003,0.20669828768528528,0.40822119056587625,0.00824322128863293,0.6231626995397945
3.172006,0.2018350214632248,0.4039268177987442,0.008208818441665308,0.6139706577036343
3.174307,0.19677929873493968,0.4001265496887847,0.008175412778667762,0.6050812612023921
3.176609,0.1916059082981856,0.3954692019565449,0.008141508523685179,0.5952166187784157
3.1789110000000003,0.1869799718610032,0.3916355281835879,0.0081076042687026,0.5867231043132937
3.181212,0.18211570845497266,0.3873401582324857,0.008074198605705053,0.5775300652931633
3.183514,0.17698669270488698,0.38324073493150346,0.008041291534692544,0.568268719171083
3.1858150000000003,0.17200875032626778,0.37869357602795706,0.008018854895365838,0.5587211812495906
3.188117,0.1670058783483967,0.3742222031061364,0.007984950640383254,0.5492130320949165
3.190419,0.1625938378727956,0.3703446532384961,0.00795104638540067,0.5408895374966923
3.19272,0.15813991567045133,0.3654684236248246,0.00791714213041809,0.531525481425694
3.1950220000000003,0.15283040962178185,0.3607238222952032,0.007883237875435508,0.5214374697924206
3.197323,0.14857941435734806,0.3559188913353921,0.007849333620452923,0.5123476393131929
3.199625,0.14328287170028958,0.35115334914239915,0.007815429365470342,0.5022516502081591
3.201927,0.13924178366155673,0.3465134521296357,0.007803463157829428,0.4935586989490219
3.204228,0.13465274303126715,0.3419114481077351,0.007852823764348189,0.4844170149033505
3.20653,0.1302062997086985,0.3372580891113757,0.007905674514762215,0.4753700633348365
3.208832,0.12573592397084796,0.3317556279644965,0.007949550609445558,0.4654411025447901
3.211133,0.12123164397801485,0.32737300441601264,0.008005392911769812,0.4566100413057973
3.213435,0.11682857815814444,0.3218755291889839,0.008048770414468116,0.4467528777615964
3.215736,0.11245393208142118,0.31687016425118764,0.008093145101136495,0.4374172414337453
3.218038,0.10821839316852354,0.3124037772492174,0.008145497259565485,0.4287676676773065
3.22034,0.10397387959989522,0.30672232157970963,0.00819136772218898,0.41888756890179385
3.222641,0.10040396098702327,0.30209638514252724,0.008233748040917206,0.41073409417046775
3.224943,0.09616443333824534,0.2966263324746756,0.008291584711181613,0.40108235052410257
3.227245,0.0919867310956121,0.2913931109997169,0.00833396502990984,0.3917138071252389
3.229546,0.08852351116753829,0.2865797039761602,0.008379336900548299,0.3834825520442468
3.231848,0.08474717547286062,0.28154641788720186,0.008431689058977286,0.3747252824190398
3.234149,0.0810565975996095,0.2762104864633254,0.008475066561675591,0.3657421506246105
3.236451,0.07762578615056316,0.2711801919262772,0.00852891449605969,0.3573348925729001
3.238753,0.07415857748660902,0.26610053678271023,0.008572790590743035,0.3488319048600623
3.241054,0.07117300868020161,0.26037570361050416,0.008615170909471259,0.34016388320017704
3.2433560000000003,0.06752132098178344,0.2556106600094961,0.008683478011421466,0.331815459002701
3.245658,0.06484338343014445,0.25045671466015856,0.008752782297341746,0.32405288038764474
3.247959,0.06166436093354229,0.2452299748810054,0.00882009221532187,0.31571442802986954
3.250261,0.058781502076052684,0.2405576693892145,0.00889238805315238,0.3082315595184196
3.252562,0.056080130701116906,0.2349430250457018,0.008956706419222277,0.299979862166041
3.254864,0.05358218485607663,0.2296863697474464,0.009031495216977974,0.2923000498205009
3.257166,0.05109371225875207,0.2252030306179849,0.009096312175032912,0.2853930550517699
3.259467,0.04858579457401103,0.21989950767313585,0.009159134765147695,0.2776444370122946
3.261769,0.04612324875990845,0.21471514821271095,0.009236915114813624,0.2700753120874331
3.264071,0.043741474847382014,0.2100019581781469,0.00929973770492841,0.2630431707304573
3.266372,0.04178849004198824,0.20520999060994688,0.009364554662983346,0.2563630353149185
3.2686740000000003,0.03996613633667443,0.20025996938248986,0.009437847684783928,0.2496639534039482
3.270975,0.037807731633445,0.1952895058836462,0.009500670274898716,0.2425979077919899
3.273277,0.036178831618325934,0.19031854379281754,0.009576954848609529,0.23607433025975294
3.275579,0.0344088300714411,0.18620416273228413,0.009637783070784159,0.2302507758745094
3.27788,0.03277893287235194,0.18150692764124127,0.009631799966963705,0.22391766048055695
3.280182,0.03104832009228511,0.17675734039176952,0.009618337983367678,0.2174239984674223
3.282484,0.02978239504227368,0.17214337016222805,0.009609861919622032,0.21153562712412374
3.284785,0.0281220837320972,0.1679866087829664,0.00959839430396616,0.20570708681902974
3.287087,0.027008727829507397,0.16334521599424784,0.009577453440594564,0.1999313972643498
3.289388,0.0258260676409973,0.15962621837784954,0.009569475968833957,0.1950217619876808
3.29169,0.024682796219305216,0.15564944870518665,0.009561498497073348,0.1898937434215652
3.293992,0.02351958111821161,0.15120250679063288,0.009540557633701752,0.18426264554254626
3.296293,0.022375312512549442,0.147646548753342,0.009530087202015956,0.17955194846790734
3.298595,0.02124749744239353,0.14370418192764667,0.009518619586360084,0.1744702989564003
3.300897,0.020131648579878533,0.14012678443499918,0.009506653378719171,0.1697650863935969
3.3031980000000005,0.0194735071596284,0.13653941510265089,0.009489202659242841,0.1655021249215221
3.3055,0.018340207577637067,0.13303580922378902,0.009481723779467271,0.16085774058089336
3.307801,0.017592319600080095,0.12947636104260288,0.009472250531751549,0.15654093117443452
3.310103,0.016575690542587652,0.1267420825966546,0.009450312484409876,0.15276808562365213
3.3124050000000005,0.016064135165938687,0.12329132746820673,0.009443332196619348,0.14879879483076475
3.314706,0.015401007825838172,0.12099630856107693,0.009426380069128056,0.14582369645604315
3.317008,0.014677052263563029,0.118306404801797,0.009414413861487144,0.14239787092684714
3.31931,0.013999964347881451,0.11639530172314642,0.009403444837816308,0.1397987109088442
3.321611,0.01351084561055919,0.11455998462622162,0.009392475814145472,0.1374633060509263
3.323913,0.012585957478313738,0.11319384258721756,0.009372532134743951,0.13515233220027525
3.326214,0.01215068667537558,0.11193439923301164,0.009365551846953422,0.13345063775534066
3.3285160000000005,0.011682010209439878,0.1118252075882883,0.009357075783207776,0.13286429358093596
3.330818,0.01104929698042668,0.11116906053597833,0.009335137735866104,0.1315534952522711
3.3331190000000004,0.010754629117269234,0.1119932330872461,0.009326163080135421,0.13207402528465076
3.335421,0.010068566545856972,0.11271968160944645,0.00931918279234489,0.13210743094764832
3.3377230000000004,0.009628309823068438,0.11395918128425085,0.00929973770492841,0.13288722881224768
3.340024,0.009330650408000764,0.11458790577738374,0.009288768681257574,0.13320732486664208
3.3423260000000004,0.008902359892853139,0.11542952904812788,0.009277799657586737,0.13360968859856773
3.344627,0.008535894783850223,0.115523264341315,0.009265334857960791,0.13332449398312599
3.3469290000000003,0.008033314062931939,0.11480180173896505,0.009249878506424612,0.13208499430832155
3.349231,0.007703246168836796,0.11346707099501835,0.009242399626649042,0.1304127167905042
3.351532,0.00744547411257216,0.11149314532625301,0.009231430602978206,0.12817005004180335
3.3538339999999995,0.007019177965364686,0.10924150392182147,0.009211985515561724,0.1254726674027479
3.356135,0.0065664564429502,0.10664982278359407,0.00920600241174127,0.12242228163828554
3.3584370000000003,0.006575431098680884,0.1047626521202253,0.009185560140354713,0.1205236433592609
3.360739,0.005984101004425839,0.10318560567155018,0.009175588300653952,0.11834529497662995
3.3630400000000003,0.005781672658500419,0.1024771064608112,0.009169106604848458,0.11742788572416007
3.365342,0.005486506203357935,0.10265659957542488,0.009150658701402055,0.11729376448018485
3.3676440000000003,0.005204303139826438,0.1038422513158452,0.009139191085746179,0.11818574554141782
3.3699449999999995,0.005041762152704058,0.10512911722922824,0.00912872065406038,0.11929960003599267
3.372247,0.004564111031037672,0.10694748219866172,0.009116255854434431,0.12062784908413382
3.3745480000000003,0.004501288440922886,0.10896079663424507,0.009101298094883293,0.12256338317005125
3.37685,0.004341739005710733,0.1102536456514486,0.009093819215107721,0.12368920387226705
3.3791519999999995,0.003999704903974678,0.11113266332107054,0.009052934672334608,0.12418530289737982
3.381453,0.003849130124493208,0.11154001297284658,0.009026509297127595,0.1244156523944674
3.3837550000000003,0.003478676279609989,0.11092824060720496,0.008999086737950508,0.12340600362476545
3.386057,0.0035031072868768496,0.11045108807752364,0.008969171218848226,0.12292336658324872
3.388358,0.003271262013834189,0.10926743070504344,0.008929283860045191,0.12146797657892285
3.39066,0.0029860673983924642,0.10746352490317604,0.008903357076823213,0.11935294937839172
3.392961,0.003013988549554591,0.10594680808469052,0.008875435925661085,0.1178362325599062
3.395263,0.002805078507823677,0.10419525444125208,0.00884452322258873,0.11584485617166447
3.397565,0.002587692402347118,0.10299614071723573,0.008806630231725844,0.11439046335130867
3.3998660000000003,0.002658492464222511,0.10122165184248558,0.008780703448503872,0.11266084775521196
3.402168,0.0025178895244418005,0.10038351871563672,0.00875178511337167,0.1116531933534502
3.40447,0.002501934580920585,0.09915349228854804,0.008719875226329237,0.11037530209579786
3.406771,0.002407202103763369,0.09788108554273113,0.00868497378737658,0.10897326143387108
3.409073,0.0019634552370795667,0.09666452109923844,0.008658548412169566,0.10728652474848756
3.411374,0.001992872164196807,0.09504509433183507,0.00862813430108225,0.10566610079711412
3.413676,0.001997359492062149,0.0925341850951838,0.00859572582205478,0.10312727040930074
3.415978,0.0020442271386557197,0.09006465899329069,0.008564813118982427,0.10067369925092884
3.418279,0.0014733393157872318,0.08762155826660459,0.008535894783850223,0.09763079236624203
3.420581,0.001491288627248599,0.08524377308995845,0.008503984896807792,0.09523904661401483
3.422883,0.001491288627248599,0.08325289529370179,0.0084725736017504,0.09321675752270077
3.425184,0.001490790035263561,0.08102169616065684,0.008445649634558348,0.09095813583047876
3.427486,0.001490790035263561,0.07982158525267043,0.008412243971560804,0.08972461925949479
3.429787,0.001490291443278523,0.07860202925726753,0.008380832676503412,0.08847315337704947
3.432089,0.0014843083394580673,0.0774243549886078,0.008351914341371208,0.08726057766943708
3.434391,0.0014813167875478395,0.07622873140848674,0.00832698474211931,0.08603703293815389
3.436692,0.001014136097567252,0.07490048236034555,0.008289091751256424,0.08420371020916922
3.438994,0.0009981811540460362,0.07330199645631379,0.008259674824139182,0.08255985243449901
3.441296,0.0009966853780909225,0.07111467341795218,0.008233748040917206,0.0803451068369603
3.443597,0.0009966853780909225,0.06947829452305752,0.008207821257695232,0.07868280115884367
3.445899,0.0009966853780909225,0.0675627041165416,0.008167933898892194,0.07672732339352471
3.4482,0.0009966853780909225,0.06597718160412082,0.008142007115670218,0.07511587409788195
3.450502,0.0009966853780909225,0.06477058900032891,0.008116080332448244,0.07388335471086807
3.452804,0.0009966853780909225,0.06301753958093538,0.008087161997316041,0.07210138695634233
3.455105,0.0009966853780909225,0.06190468227033059,0.008049767598438192,0.0709511352468597
3.457407,0.0009966853780909225,0.060761410848638515,0.00802533659117133,0.06978343281790078
3.459709,0.0009966853780909225,0.059667001441480134,0.007995421072069053,0.06865910789164012
3.46201,0.0009966853780909225,0.0585401835552943,0.007981460496487989,0.06751832942987321
3.464312,0.0009986797460310745,0.057420345956899,0.007969992880832114,0.06638901858376219
3.466613,0.0010121417296271,0.056282060455057285,0.00796151681708647,0.06525571900177086
3.468915,0.0006925442672177548,0.055632395098552806,0.007955035121280976,0.06427997448705153
3.471217,0.0005015835369482081,0.054624242104805994,0.007947057649520367,0.06307288329127457
3.473518,0.0005374821598709427,0.054033410602536,0.007936088625849531,0.06250698138825647
3.47582,0.0006476709885643363,0.053389229757866925,0.007923623826223582,0.061960524572654836
3.478122,0.0004960990251127904,0.05303024352863958,0.007913651986522824,0.0614399945402752
3.4804230000000005,0.0004985919850379803,0.052601953013491964,0.00790717029071733,0.061007715289247276
3.482725,0.0004990905770230181,0.052108346948304365,0.007900190002926797,0.06050762752825418
3.4850260000000004,0.0004990905770230181,0.051920377769945035,0.007890218163226038,0.0603096865101941
3.487328,0.0004985919850379803,0.051918881993989925,0.007877753363600089,0.060295227342628
3.4896300000000005,0.0004985919850379803,0.051927358057735566,0.007866784339929253,0.060292734382702814
3.491931,0.0004985919850379803,0.05188597492297743,0.007859305460153683,0.06024387236816909
3.4942330000000004,0.0004990905770230181,0.052539629015362216,0.007853322356333226,0.060892041948718466
3.496535,0.0004990905770230181,0.052509713496259935,0.007844347700602545,0.0608531517738855
3.4988360000000003,0.0004990905770230181,0.05296243501867442,0.007832381492961633,0.061293907088659075
3.501138,0.0004985919850379803,0.05388134004709942,0.007820415285320721,0.062200347317458125
3.503439,0.0004985919850379803,0.05445821097378836,0.00781293640554515,0.0627697393643715
3.5057410000000004,0.0004990905770230181,0.05552968514963498,0.007806454709739658,0.06383523043639766
3.508043,0.0004990905770230181,0.056603652285406786,0.0077994744219491265,0.06490221728437894
3.5103440000000004,0.0004990905770230181,0.0584324876865261,0.007750612407415403,0.06668219067096452
3.512646,0.0004956004331277523,0.06054701629507218,0.0077152123764777075,0.06875782910467762
3.5149470000000003,0.00047765112166638514,0.06399577705557988,0.007668344729884137,0.07214177290713039
3.517249,0.0008670514619810478,0.06814007363521557,0.007618984123365377,0.07662610922056201
3.5195510000000003,0.0010031670738964162,0.07315939914859293,0.007572615068756845,0.08173518129124617
3.5218519999999995,0.000759355593212844,0.07896949155024051,0.007530733342013655,0.087259580485467
3.524154,0.0007563640413026161,0.08415684256257566,0.00748735583931535,0.09240056244319364
3.526456,0.000989206498315353,0.08893534814717967,0.00744298115264697,0.097367535798142
3.528757,0.0009976825620609986,0.0925999992372088,0.00740109942590378,0.10099878122517357
3.5310589999999995,0.0009966853780909225,0.09440639799900144,0.007355727555265324,0.10275881093235767
3.53336,0.0009966853780909225,0.09468909965451797,0.007307364132716641,0.10299314916532552
3.5356620000000003,0.0009966853780909225,0.09252770339937832,0.007260496486123071,0.10078488526359228
3.537964,0.0009966853780909225,0.08825626586355792,0.0072255950471704095,0.09647854628881926
3.540265,0.0009966853780909225,0.08342042220067455,0.007175735848666613,0.09159284342743207
3.542567,0.0009966853780909225,0.0785531672427338,0.007131859753983271,0.08668171237480797
3.5448690000000003,0.0009966853780909225,0.07358818825572559,0.007090476619225119,0.08167535025304162
3.5471699999999995,0.0009966853780909225,0.06979490043355663,0.0070456033405716986,0.07783718915221924
3.549472,0.0009966853780909225,0.06609385212861969,0.006996242734052939,0.07408678024076355
3.5517730000000003,0.0009966853780909225,0.06293776486332928,0.006962338479070357,0.07089678872049053
3.554075,0.0009966853780909225,0.060155122994832326,0.006914972240491747,0.06806678061341499
3.556377,0.0009966853780909225,0.05771401663608638,0.006867107409928103,0.06557780942410539
3.558678,0.0009976825620609986,0.0549956931336593,0.006824228499214837,0.06281760419493514
3.5609800000000003,0.000988707906330315,0.05257951637416525,0.0067828453644566845,0.06035106964495225
3.563282,0.000909431780709276,0.050464987765619175,0.006736476309848153,0.05811089585617661
3.565583,0.0008486035585346423,0.047910701026269605,0.0066985833189852646,0.05545788790378951
3.567885,0.0010021698899263403,0.04586248515173358,0.006655205816286961,0.05351986085794688
3.570186,0.0009966853780909225,0.04384169183637465,0.006607340985723315,0.05144571820018889
3.572488,0.0009961867861058848,0.04123804449050632,0.006561470523099821,0.048795701799712016
3.57479,0.0009966853780909225,0.03925913290189057,0.006508619772685795,0.046764438052667286
3.577091,0.0009961867861058848,0.03725778467394812,0.0064552704302867315,0.04470924189034073
3.579393,0.0009961867861058848,0.03523150684675377,0.0064024196798727045,0.042630113312732365
3.581695,0.0010021698899263403,0.033724263275983955,0.006349568929458679,0.04107600209536897
3.583996,0.0007728175768088693,0.03185205037216633,0.006296718179044654,0.03892158612801985
3.586298,0.00048213844953172696,0.02995291350115667,0.0062438674286306286,0.03667891937931903
3.588599,0.0004965976170978284,0.028411267083419237,0.006191016678216602,0.03509888137873367
3.590901,0.0004990905770230181,0.026783364252270226,0.006138664519787613,0.03342111934908085
3.593203,0.0004990905770230181,0.02528659111318621,0.006085813769373586,0.031871495459582816
3.595504,0.0004985919850379803,0.02406454215785812,0.0060334616109446,0.0305965957538407
3.597806,0.0004985919850379803,0.02281706501129309,0.005981109452515612,0.02929676644884668
3.600108,0.0004990905770230181,0.021311317216478397,0.005928258702101586,0.027738666495603
3.602409,0.0004990905770230181,0.02034853609337005,0.005876405135657636,0.026724031806050704
3.604711,0.0004985919850379803,0.018951979943278668,0.0058240529772286475,0.0252746249055453
3.607012,0.0004985919850379803,0.01798670586024514,0.00577170081879966,0.024256998664082784
3.609314,0.0004990905770230181,0.017052344480283966,0.005719847252355709,0.02327128230966269
3.611616,0.0004990905770230181,0.016104022524741725,0.005667495093926722,0.022270608195691464
