Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,HNCO_NH3,H2O_CH3OH_CO_NH3_100K_NASA,all
2.983273,0.7634542160657463,0.00013384176794196972,0.3609919154570143,1.1245799732907025
2.985574,0.7668432656488391,0.00013125411169666898,0.3660250158980737,1.1329995356586091
2.987876,0.7752520140124509,0.0001282278696470799,0.37079453004346974,1.1461747719255675
2.990177,0.7836568764083596,0.00012442679267658156,0.37552710217015534,1.1593084053711915
2.992479,0.7885590246658588,0.00011992397841922205,0.3801248858501948,1.168803834494473
2.994781,0.7960501989055692,0.00011547964226910092,0.3848100324123197,1.1809757109601575
2.997082,0.8041393264255983,0.0001110499256457894,0.3894936813250374,1.1937440576762814
2.999384,0.8096646867534871,0.00010662020902247792,0.3931769004337597,1.2029482073962692
3.001686,0.8171816055292305,0.000102205111925976,0.3982449460276533,1.2155287566688098
3.003987,0.8248869937385757,9.777539530266451e-05,0.4034113372659517,1.22839610639983
3.006289,0.8314790522009738,9.293633192868395e-05,0.4073177061363436,1.2388896946692458
3.0085900000000003,0.8389061079735824,9.35064934742587e-05,0.41167936042651776,1.2506789748935745
3.010892,0.8468776849705921,9.692746274770718e-05,0.4156471329226039,1.2626217453559436
3.013194,0.8540074642139109,0.00010017299769944036,0.4198385543968289,1.2739461916084394
3.015495,0.8630165945876564,0.00010343315217798316,0.423948104370128,1.2870681321099624
3.0177970000000003,0.8703499013894267,0.00010670792618333553,0.4273637434514342,1.2978203527670442
3.020098,0.8778833355279083,0.00011028971025168975,0.4313499869568756,1.3093436121950357
3.0224,0.8855964956726599,0.00011353524520342293,0.4344206674580615,1.320130698375925
3.024702,0.8907672614476381,0.00011676616062834651,0.4375367766579319,1.3284208042661985
3.027003,0.8944807893339424,0.00011998245652646045,0.4412045200561133,1.335805291846582
3.029305,0.9024717961694676,0.00012321337195138403,0.4436491831050984,1.3462441926465174
3.031607,0.909397562108372,0.00012679515601973822,0.4469265392244751,1.3564508964888669
3.0339080000000003,0.9130979748536782,0.00013002607144466178,0.45003565939377865,1.3632636603189014
3.03621,0.9179957513975116,0.00013338856261087186,0.4520944281121807,1.3702235680723032
3.038511,0.9229707615494444,0.0001381983869312332,0.4544866734319146,1.3775956333682902
3.040813,0.928269764258626,0.00014357837279716927,0.4573087441315089,1.3857220867629323
3.043115,0.9313663947720582,0.00014897297818991498,0.459276156236073,1.390791523986321
3.045416,0.9369651027403436,0.0001542360078413742,0.4612695275970282,1.3983888663452133
3.047718,0.939453579308236,0.00015960137418050062,0.4621786007871858,1.401791781469602
3.05002,0.9427202209086802,0.00016463049140300612,0.4644455427731857,1.4073303941732689
3.052321,0.9454088248132836,0.00016990814058127495,0.4654000446620278,1.4109787776158926
3.054623,0.9491451827598438,0.00017525888739359182,0.4671138548003096,1.4164342964475467
3.056924,0.94874638532431,0.0001806096342059087,0.4672141973105906,1.4161411922691067
3.059226,0.951665232815324,0.00018569722953565258,0.4682570605144562,1.420107990559316
3.061528,0.9534945521115727,0.000190580151490062,0.4695954598680052,1.423280592131068
3.063829,0.9526478968982532,0.0001951999219618984,0.4702604162047926,1.4231035130250078
3.066131,0.9549197307666959,0.00019970273621925795,0.47061485989782503,1.4257342934007402
3.068433,0.9534955236034984,0.00020397163804766378,0.4708035637231296,1.424503058964676
3.070734,0.9523812223646256,0.0002085475499390713,0.4708175417842632,1.423407311698828
3.073036,0.9513354113065208,0.00021274335413342912,0.4708185402172013,1.4223666948778555
3.075337,0.9497358498507196,0.0002173338855516463,0.4708185402172013,1.4207717239534727
3.077639,0.9476403417668064,0.00022158816785324247,0.4705574500038831,1.4184193799385427
3.079941,0.9426769895179828,0.00022603250400336363,0.4694826369459976,1.4123856589679835
3.082242,0.9411303743721368,0.00023037450346581747,0.4695195789647081,1.4108803278403108
3.084544,0.9363788073631338,0.00023473112245508092,0.4689270090159343,1.4055405475015232
3.086846,0.9323281717785832,0.000238766111854533,0.4680628653079921,1.40062980319843
3.089147,0.929386979973276,0.00024243561308374482,0.4669705796736895,1.3965999952600492
3.0914490000000003,0.923674607449674,0.00024597353857167014,0.4653506222315909,1.3892712032198369
3.09375,0.9147096799585516,0.00024983309364940695,0.4644160890015112,1.3793756020537122
3.096052,0.9131737512238892,0.0002535756925126669,0.4625689880659904,1.3759963149823924
3.098354,0.9060745739762324,0.00025706975942016343,0.4614672173187758,1.3677988610544285
3.100655,0.9007231107030588,0.0002608415973370425,0.4594883232354233,1.3604722755358192
3.102957,0.8935321274684155,0.00026430642519091976,0.4581948533640898,1.3519912872576962
3.105259,0.8871372818669512,0.00026664554948045715,0.4558839803288126,1.3432879077452442
3.10756,0.8793211435780668,0.0002676981554107491,0.4537483322741753,1.3333371740076527
3.109862,0.8725192428596994,0.0002687361418142313,0.4519746161596064,1.3247625951611202
3.112163,0.865297657629394,0.0002694524986279021,0.4502623036707317,1.3158294137987536
3.114465,0.8569982021074328,0.00027046124597776517,0.4482504613004213,1.3055191246538318
3.116767,0.8498548219771529,0.0002714115152203898,0.4453265504411389,1.2954527839335122
3.119068,0.8415155352862345,0.0002724641211506816,0.44256688180017706,1.2843548812075622
3.12137,0.8344688186025699,0.0002735167270809734,0.4406733537330337,1.2754156890626849
3.123672,0.8262281383421187,0.00027356058566140224,0.4384428545492752,1.2649445534770554
3.125973,0.817876222256165,0.0002717623838638204,0.4349812875528156,1.2531292721928444
3.128275,0.8094985616341783,0.0002703150507096691,0.4330902555680175,1.2428591322529057
3.130576,0.8006813009157749,0.00026863380512656405,0.4301373901535296,1.2310873248744312
3.132878,0.7923969035186633,0.00026695255954345897,0.427295350795173,1.2199592068733798
3.13518,0.7834975517325312,0.0002654175092284501,0.42446079968385225,1.2082237689256121
3.137481,0.7754594275386055,0.0002636777855381066,0.4216352344689746,1.1973583397931182
3.139783,0.7660092398305547,0.0002619673009013824,0.418902024300873,1.185173231432329
3.142085,0.7587439374635891,0.0002605345872740407,0.4156531235202327,1.1746575955710958
3.144386,0.7477719076537996,0.0002588679612177453,0.4120382970677717,1.1600690726827891
3.146688,0.7403555382923749,0.00025734753042954594,0.4093265532078396,1.149939439030644
3.148989,0.7303593721220342,0.0002556224262660121,0.4067431079804559,1.1373581025287558
3.151291,0.7209198708251671,0.0002539119416292879,0.4027259130539328,1.123899695820729
3.153593,0.7109912233436683,0.00025250846705556537,0.4001514537229921,1.111395185533716
3.155894,0.702503784134068,0.0002508564605260796,0.3963718858357414,1.0991265264303354
3.158196,0.6927470907234328,0.0002492044539965938,0.3935438245385184,1.0865401197159477
3.160498,0.6826081152400021,0.0002476547841547752,0.3899849103305921,1.072840680354749
3.162799,0.6737053632321297,0.00024594429951805093,0.3867684586204408,1.0607197661520886
3.165101,0.6640599056469967,0.000244263053934946,0.3836608361005444,1.047965004801476
3.167402,0.6536314255696826,0.00024297653557570038,0.3794174961135372,1.0332918982187955
3.1697040000000003,0.6444998872132885,0.00024170463674326445,0.3762799206054973,1.021021512455529
3.172006,0.6346654744485908,0.00024069588939340137,0.37276943039506977,1.0076756007330538
3.174307,0.6241641324768431,0.00023971638109715758,0.3687362605415368,0.9931401093994772
3.176609,0.6139556953207188,0.00023872225327410416,0.3655867038382393,0.9797811214122324
3.1789110000000003,0.6046818333971976,0.00023772812545105082,0.3620227974656224,0.9669423589882712
3.181212,0.5955818685283915,0.00023674861715480697,0.3584484075471553,0.9542670246927016
3.183514,0.5851072425846028,0.0002357837283853728,0.3544431938158896,0.9397862201288778
3.1858150000000003,0.5753238331460084,0.00023512584967894044,0.35051635707026635,0.9260753160659536
3.188117,0.5662909012200814,0.00023413172185588702,0.3471466459041136,0.9136716788460508
3.190419,0.5560625484794786,0.0002331375940328336,0.3424110784786137,0.8987067645521252
3.19272,0.5459289162016397,0.00023214346620978018,0.33856811009979243,0.884729169767642
3.1950220000000003,0.5364146100264873,0.0002311493383867268,0.3350980564233587,0.8717438157882327
3.197323,0.5267273782885454,0.00023015521056367333,0.3315296571025203,0.8584871906016294
3.199625,0.5171275808239241,0.00022916108274062002,0.3269827935023249,0.8443395354089895
3.201927,0.5072781099343766,0.0002288102140971893,0.32255424420529666,0.8300611643537704
3.204228,0.497768661218853,0.00023025754725134059,0.3181531518140667,0.8161520705801709
3.20653,0.4881970370200793,0.00023180721709315912,0.3142048487602738,0.8026336929974462
3.208832,0.4780289167788751,0.00023309373545240473,0.3100393865424401,0.7883013970567676
3.211133,0.4686763640093655,0.00023473112245508092,0.3055025072716259,0.7744136024034465
3.213435,0.459403959323733,0.00023600302128751695,0.30089673612808143,0.7605366984731019
3.215736,0.44944470984657203,0.00023730415917357206,0.2967377637243454,0.7464197777300909
3.218038,0.4403452307237287,0.0002388392094885811,0.2916237902152982,0.7322078601485156
3.22034,0.4312112636375201,0.0002401842059550651,0.2873569870542453,0.7188084348977205
3.222641,0.4213846228082285,0.00024142686573388184,0.28270329112967113,0.7043293408036335
3.224943,0.41228174346364505,0.00024312273084379647,0.2773961208470979,0.6899209870415868
3.227245,0.4031400044420302,0.00024436539062261316,0.27270098995559183,0.6760853597882446
3.229546,0.3942761121111892,0.00024569576756228764,0.2675555658089939,0.6620773736877454
3.231848,0.38488227093483374,0.00024723081787729657,0.26296976332421185,0.6480992650769228
3.234149,0.37652792611906577,0.0002485027167097325,0.2580215296828925,0.6347979585186679
3.236451,0.3674182463310018,0.0002500816256051703,0.25296296920191097,0.620631297158518
3.238753,0.35874428067165137,0.000251368143964416,0.24772818530735136,0.6067238341229672
3.241054,0.35038847861799466,0.0002526108037432326,0.2424484719305764,0.5930895613523143
3.2433560000000003,0.3419481567667949,0.0002546136789161491,0.237834214107058,0.5800369845527691
3.245658,0.33401641093874235,0.0002566457931426848,0.2324641425493832,0.5667371992812682
3.247959,0.32524189586507346,0.000258619429261982,0.2270546328906527,0.5525551481849882
3.250261,0.3175209637849157,0.00026073926064937525,0.2217040307752713,0.5394857338208364
3.252562,0.310001616279358,0.00026262517960781473,0.2166694326848046,0.5269336741437703
3.254864,0.30294761340625004,0.0002648181086292561,0.21217049386563894,0.5153829253805182
3.257166,0.2948550856644805,0.0002667186471145052,0.20702506971904105,0.5021468740306361
3.259467,0.288304315608928,0.00026856070749251595,0.2019046063958961,0.4904774827123166
3.261769,0.2808699736468762,0.000270841353674815,0.1968445482655074,0.4779853632660585
3.264071,0.27433669044598785,0.00027268341405282574,0.19192377152998635,0.466533145390027
3.266372,0.2680083920414396,0.0002745839525380749,0.18682727059735627,0.4551102465913339
3.2686740000000003,0.2617160388381453,0.00027673302297908736,0.1821870535174467,0.4441798253785712
3.270975,0.2553896834174487,0.00027857508335709817,0.17741005112501482,0.4330783096258206
3.273277,0.2495374160565339,0.0002808118709589683,0.17254368898462127,0.4223619169121141
3.275579,0.2441922674808777,0.00028259545322974064,0.1677861560344827,0.4122610189685901
3.27788,0.2388145739257078,0.0002824200189080253,0.1634015377867317,0.4024985317313475
3.280182,0.23347671153949495,0.00028202529168416585,0.15879526742671826,0.3925540042578974
3.282484,0.22861682318076726,0.00028177675972840244,0.15428135211348076,0.3831799520539764
3.284785,0.22364229877479716,0.00028144051061178147,0.14996712338786722,0.3738908626732761
3.287087,0.2190204259378861,0.00028082649048577794,0.14591997547320054,0.3652212279015724
3.289388,0.2146788285215634,0.00028059257805682417,0.14152886741135176,0.35648828851097203
3.29169,0.2106971688637432,0.0002803586656278704,0.1377972243051308,0.34877475183450185
3.293992,0.20649692352262186,0.0002797446455018668,0.13381098079968942,0.34058764896781313
3.296293,0.2028514000711224,0.00027943763543886505,0.130016935634836,0.3331477733413972
3.298595,0.1995114108302816,0.000279101386322244,0.12633521417552102,0.3261257263921249
3.300897,0.1966217080970411,0.00027875051767881336,0.12273835951594615,0.3196388181306661
3.3031980000000005,0.1936027969376715,0.0002782388342404771,0.11926930427245057,0.3131503400443625
3.3055,0.19160103782459634,0.0002780195413383329,0.11623806187232033,0.30811711923825497
3.307801,0.18999370443338887,0.0002777417703289504,0.11280045726637553,0.3030719034700934
3.310103,0.1887798252721235,0.0002770985111493276,0.10984859028482574,0.29890551406809857
3.3124050000000005,0.1877825888103076,0.0002768938377739931,0.1070634616039419,0.29512294425202346
3.314706,0.18726429786790252,0.0002763967738624664,0.10490684645760416,0.2924475410993692
3.317008,0.18696022089513256,0.0002760459052190358,0.10251310348846307,0.2897493702888147
3.31931,0.18579005887052732,0.0002757242756292244,0.100880665634638,0.28694644878079456
3.321611,0.18354834125178388,0.000275402646039413,0.09954725844577964,0.28337100234360296
3.323913,0.18038710652528708,0.0002748178649670286,0.0985513215900056,0.2792132459802597
3.326214,0.17778545114804115,0.0002746131915916941,0.0983671107129226,0.27642717505255543
3.3285160000000005,0.1736580677013535,0.00027436465963593065,0.09841603392689044,0.2723484662878799
3.330818,0.1685499631555883,0.000273721400456308,0.09969003435593073,0.2685137189119753
3.3331190000000004,0.16312272351220344,0.000273458248973735,0.10097302068141403,0.2643692024425912
3.335421,0.15839544380134504,0.0002732535755984005,0.10229694275736026,0.2609656401343037
3.3377230000000004,0.15367593602589288,0.00027268341405282574,0.10359989774160597,0.25754851718155164
3.340024,0.15020916708873747,0.00027236178446301434,0.10487439738711528,0.2553559262603158
3.3423260000000004,0.14717859802625846,0.00027204015487320294,0.10550390935459952,0.2529545475357312
3.344627,0.14429083827686948,0.0002716746667029627,0.1055767949590822,0.25013930790265465
3.3469290000000003,0.1413209874597519,0.00027122146137186485,0.10490934253994944,0.2465015514610732
3.349231,0.138996207281354,0.0002710021684697207,0.10311865306543246,0.24238586251525615
3.351532,0.13750788165105496,0.0002706805388799093,0.10093557944623456,0.23871414163616944
3.3538339999999995,0.1361657655555862,0.0002701103773343345,0.09862071267920493,0.2350565886121255
3.356135,0.1348775672619984,0.0002699349430126192,0.0964156735353684,0.2315631757403794
3.3584370000000003,0.13382447001445,0.0002693355424134253,0.0949454810339877,0.22903928659085115
3.360739,0.13198543579894342,0.00026904315187723307,0.0943738781769144,0.22662835712773505
3.3630400000000003,0.12997784773431356,0.0002688530980287082,0.09484164400842328,0.2250883448407656
3.365342,0.12766521120498794,0.00026831217553675266,0.09618603395960096,0.22411955734012567
3.3676440000000003,0.1264421028704276,0.0002679759264201317,0.0980391254927504,0.22474920428959813
3.3699449999999995,0.1245744096431104,0.0002676689163571298,0.10001352662788138,0.2248556051873489
3.372247,0.12296076155438546,0.00026730342818688963,0.10189307663389098,0.2251211416164633
3.3745480000000003,0.12219085420320268,0.0002668648423826013,0.10357044396993144,0.2260281630155167
3.37685,0.12131213975633225,0.00026664554948045715,0.10412008130236614,0.22569886660817884
3.3791519999999995,0.1203727070641004,0.00026544674828206936,0.10446703674836258,0.22510519056074507
3.381453,0.11917680050346195,0.00026467191336116,0.10337025816583853,0.22281173058266165
3.3837550000000003,0.11828059920192747,0.0002638678393866316,0.10208028280978836,0.22062474985110248
3.386057,0.11778416682785252,0.00026299066777805497,0.10024666071893222,0.2182938182145628
3.388358,0.11720612913201182,0.0002618211056332863,0.09830021570606863,0.21576816594371373
3.39066,0.11655377230384878,0.0002610608902391866,0.09620849870070863,0.2130233318947966
3.392961,0.11607191230866057,0.0002602421967378485,0.0946334707408254,0.21096562524622384
3.395263,0.11614380271116848,0.0002593357860756528,0.09332502437542003,0.20972816287266416
3.397565,0.11600633660367025,0.00025822470203812245,0.09286574522388516,0.20913030652959352
3.3998660000000003,0.11576054914644725,0.0002574644866440228,0.0927958549182168,0.20881386855130807
3.402168,0.11505233153255168,0.00025661655408906547,0.09226618624454452,0.20757513433118527
3.40447,0.1147263959914516,0.0002556809043732505,0.0923255930043626,0.20730766990018745
3.406771,0.11422024869811882,0.000254657537496578,0.09201408192766936,0.2064889881632848
3.409073,0.1136218096718367,0.00025388270257566863,0.09074607209625783,0.2046217644706702
3.411374,0.1131700659263478,0.00025299091144028254,0.08925740858552192,0.20268046542331
3.413676,0.11272220814856194,0.00025204064219765793,0.08729199334683405,0.20026624213759367
3.415978,0.1121937165409362,0.00025113423153546216,0.08419036142456639,0.19663521219703808
3.418279,0.11115422018034876,0.00025028629898050486,0.08183705498941914,0.1932415614687484
3.420581,0.11109544491883892,0.0002493506492646899,0.07945729008141174,0.1908020856495153
3.422883,0.11060144127457842,0.00024842961907568453,0.07748438659568796,0.18833425748934207
3.425184,0.11089288885231324,0.0002476401646279656,0.07580202709495691,0.1869425561118981
3.427486,0.11033865270865424,0.0002466606563317218,0.07463386055735731,0.18521917392234327
3.429787,0.11010063718683746,0.0002457396261427165,0.07396890422056984,0.18431528103355
3.432089,0.11014192559368324,0.00024489169358775907,0.07288360761683414,0.1832704249041051
3.434391,0.10965035067923723,0.0002441607172472787,0.07169746928634839,0.1815919806828329
3.436692,0.1092525247356292,0.00024304963320974843,0.07105048474244707,0.180546059111286
3.438994,0.10910437221694734,0.0002421870811279815,0.0694275320015341,0.17877409129960942
3.441296,0.10914760360764468,0.00024142686573388184,0.06844956693864625,0.1778385974120248
3.443597,0.1088163248609528,0.00024066665033978217,0.06710467777099953,0.1761616692822921
3.445899,0.10779917281465837,0.00023949708819501347,0.06531997889411123,0.1733586487969646
3.4482,0.10715895963556757,0.00023873687280091382,0.064238676022128,0.17163637253049652
3.450502,0.10644199859433996,0.0002379766574068141,0.06291475394618179,0.16959472919792856
3.452804,0.10538744410890287,0.00023712872485185678,0.06145754107299664,0.16708211390675135
3.455105,0.10477977590932584,0.00023603226034113613,0.0605434757181484,0.16555928388781538
3.457407,0.10420125246752228,0.00023531590352746532,0.059204077931661325,0.16364064630271105
3.459709,0.1037742817661408,0.0002344387319188888,0.05854411375956446,0.16255283425762412
3.46201,0.10305197751932138,0.00023402938516821974,0.05745532264054535,0.16074132954503495
3.464312,0.1027376998813307,0.00023369313605159868,0.056887713515224515,0.15985910653260682
3.466613,0.10223689579358973,0.0002334446040958353,0.055755989779866254,0.1582263301775518
3.468915,0.10185412797483136,0.0002332545502473105,0.05525028349670882,0.1573376660217875
3.471217,0.10047752391599732,0.00023302063781835663,0.054772034119349666,0.15548257867316534
3.473518,0.09931124785909523,0.00023269900822854526,0.054191445365833285,0.15373539223315708
3.47582,0.09840436014637713,0.00023233352005830508,0.05422039992103874,0.15285709358747418
3.478122,0.0978569244461986,0.0002320411295221129,0.05420342656109072,0.15229239213681145
3.4804230000000005,0.09729248763731888,0.000231851075673588,0.05420442499402883,0.15172876370702132
3.482725,0.09625639149847166,0.00023164640229825342,0.05420142969521448,0.1506894675959844
3.4850260000000004,0.09537330533793524,0.0002313540117620613,0.05417896495410679,0.1497836243038041
3.487328,0.09480692554520397,0.00023098852359182108,0.05456885301644238,0.14960676708523815
3.4896300000000005,0.09403216073439227,0.00023066689400200966,0.05515143863583501,0.14941426626422932
3.491931,0.09327828299998492,0.00023044760109986552,0.05560672405561743,0.14911545465670226
3.4942330000000004,0.09252731974135492,0.0002302721667781502,0.056291649051167264,0.14904924095930033
3.496535,0.09207751897971757,0.0002300090152955773,0.05679535846844847,0.14910288646346162
3.4988360000000003,0.09129206775772228,0.00022965814665214663,0.05750324742157506,0.1490249733259495
3.501138,0.09040169540774247,0.00022930727800871606,0.058209638725294485,0.1488406414110457
3.503439,0.08963664551618862,0.00022908798510657192,0.058961957944167386,0.1488276914454626
3.5057410000000004,0.08909746749737926,0.00022889793125804698,0.059845571094402986,0.1491719365230403
3.508043,0.08844802514499356,0.0002286932578827125,0.06049954466887115,0.14917626307174742
3.5103440000000004,0.0874707042676562,0.00022726054425537074,0.062243307795296535,0.1499412726072081
3.512646,0.08678871693575678,0.00022622255785188856,0.06401752312633457,0.15103246261994324
3.5149470000000003,0.08640886359277576,0.0002248483223317853,0.06643173397070709,0.15306544588581464
3.517249,0.08549177521483692,0.000223400989177634,0.06982191301209124,0.1555370892161058
3.5195510000000003,0.08461840397355831,0.00022204137318434044,0.07452602980004043,0.15936647514678307
3.5218519999999995,0.08436921629459508,0.0002208133329323332,0.0792710823384525,0.1638611119659799
3.524154,0.0839412741012878,0.00021954143409989724,0.08458524165159258,0.16874605718698027
3.526456,0.08334186358307989,0.00021824029621384208,0.090136528787536,0.17369663266682972
3.528757,0.0828706899990753,0.0002170122559618349,0.09400645485568647,0.17709415711072365
3.5310589999999995,0.08224650643675993,0.00021568187902216046,0.09745104849219813,0.1799132368079802
3.53336,0.08181419252978668,0.00021426378492162844,0.0980266450810239,0.18005510139573222
3.5356620000000003,0.08106274352519377,0.00021288954940152518,0.0962968600157322,0.17757249309032752
3.537964,0.08018354333236047,0.00021186618252485253,0.09255573179659912,0.17295114131148442
3.540265,0.07936943309855461,0.00021040422984389167,0.08718216572364093,0.16676200305203942
3.542567,0.07866461570639928,0.00020911771148464606,0.0824600771428056,0.16133381056068952
3.5448690000000003,0.07793988272976543,0.00020790429075944855,0.07729767963625965,0.15544546665678452
3.5471699999999995,0.07714957404814123,0.00020658853334658376,0.07343624024808318,0.150792402829571
3.549472,0.07636898028577485,0.00020514120019243245,0.06966116530905403,0.14623528679502132
3.5517730000000003,0.07557770011222488,0.00020414707236937903,0.06606680673182448,0.14184865391641874
3.554075,0.07490057023995436,0.00020275821732246621,0.0627784678501285,0.13788179630740532
3.556377,0.07375420976753083,0.00020135474274874372,0.059676835927860834,0.1336324004381404
3.558678,0.07312905471328968,0.0002000974634431174,0.056792363169634125,0.1301215153463669
3.5609800000000003,0.07204001226448732,0.00019888404271791986,0.05407163341325897,0.12631052972046422
3.563282,0.07148480462890254,0.00019752442672462626,0.05114622490456936,0.12282855396019655
3.565583,0.07062260554477044,0.00019641334268709592,0.0487424976060471,0.11956151649350465
3.567885,0.06971960379975542,0.00019514144385465997,0.04599780545915708,0.11591255070276718
3.570186,0.06904150243555914,0.00019373796928093755,0.04359956954179448,0.11283480994663456
3.572488,0.06818367506509307,0.0001923929728144535,0.04097918229570032,0.10935525033360782
3.57479,0.06746282805616231,0.0001908433029726349,0.03877014942011132,0.10642382077924624
3.577091,0.06666426169316897,0.0001892790136040068,0.0367558109674556,0.10360935167422858
3.579393,0.06571900004938246,0.00018772934376218823,0.03476942863706721,0.10067615803021183
3.581695,0.06526045586041304,0.00018617967392036967,0.03264526256121835,0.09809189809555176
3.583996,0.06447063292475172,0.0001846300040785512,0.030608958583924,0.09526422151275428
3.586298,0.06375950083507882,0.00018308033423673265,0.028862699375153313,0.09280528054446888
3.588599,0.06285504185217518,0.0001815306643949141,0.026929233990485243,0.08996580650705534
3.590901,0.062356180748285785,0.0001799956140799051,0.025555889484102118,0.08809206584646781
3.593203,0.06169848071453093,0.00017844594423808654,0.02397537014305924,0.08585229680182825
3.595504,0.06099803503604161,0.00017691089392307764,0.022633975490695932,0.08380892142066063
3.597806,0.06048217282345104,0.00017537584360806868,0.021321036177069017,0.08197858484412812
