Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,H2O_CH3OH_CO_NH3_120K_NASA,HNCO_NH3,all
3.197323,0.5052582245879047,0.352369585250181,0.0006405552276091308,0.8582683650656948
3.199625,0.4960497102343542,0.3476515661539292,0.0006377884261432463,0.8443390648144267
3.201927,0.4866016990241665,0.3430579392749043,0.0006368119079788162,0.8302964502070497
3.204228,0.4774798508483097,0.33850182750901125,0.0006408400454070895,0.816622518402728
3.20653,0.4682983614318895,0.3338948728924264,0.0006451530006333213,0.8028383873249492
3.208832,0.4585446888638143,0.32844728356974,0.0006487335672362307,0.7876407060007905
3.211133,0.4495733416309418,0.3241083645640845,0.0006532906520035701,0.7743349968470299
3.213435,0.4406788756847331,0.3186657114404945,0.0006568305303496282,0.7600014176555772
3.215736,0.4311255604091755,0.3137102611677102,0.000660451785209389,0.7454962733620951
3.218038,0.4223969716632837,0.30928841401723683,0.0006647240521787697,0.7323501097326993
3.22034,0.4136353006667668,0.30366361514699297,0.0006684673718090839,0.7179673831855689
3.222641,0.4042091889745984,0.2990838096254377,0.0006719258736414398,0.7039649244736775
3.224943,0.3954773385983633,0.2936683055968774,0.0006766457114361841,0.6898222899066768
3.227245,0.38670821244677606,0.2884872710253917,0.0006801042132685397,0.6758755876854362
3.229546,0.3782056080889564,0.2837218644178153,0.0006838068446420031,0.6626112793514136
3.231848,0.36919465534477225,0.2787387714300916,0.0006880791116113836,0.6486215058864752
3.234149,0.3611808295912574,0.273456051157222,0.0006916189899574418,0.6353284997384369
3.236451,0.35244245595433565,0.2684759198889561,0.000696013321697376,0.621614389164989
3.238753,0.34412203694854965,0.2634469202496367,0.0006995938883002855,0.6082685510864867
3.241054,0.3361068133534591,0.257779176447255,0.0007030523901326412,0.5945890421908467
3.2433560000000003,0.32801051494697764,0.25306165097091265,0.0007086266813212616,0.5817807925992116
3.245658,0.32040206325041715,0.24795910196505835,0.0007142823490235847,0.569075447564499
3.247959,0.3119851931759076,0.24278448445239784,0.0007197752636985026,0.5554894528920039
3.250261,0.3045789625606323,0.2381587722792469,0.0007256750609419328,0.5434634099008211
3.252562,0.29736610002999625,0.2326001184768937,0.0007309238460757432,0.5306971423529656
3.254864,0.2905996149092019,0.2273958837696553,0.0007370270846034296,0.5187325257634606
3.257166,0.282836934692122,0.22295725354225449,0.0007423165579940914,0.5065365047923704
3.259467,0.2765531708621376,0.21770661856351087,0.0007474432783573481,0.4950072327040058
3.261769,0.2694218490900843,0.21257395874316906,0.0007537906464261423,0.4827495984796795
3.264071,0.26315485935900845,0.2079077697374284,0.000758917366789399,0.4718215464632262
3.266372,0.2570844993429149,0.203163588785966,0.0007642068401800606,0.461012294969061
3.2686740000000003,0.2510486194190223,0.19826293032315076,0.0007701880139371933,0.4500817377561102
3.270975,0.2449801231916964,0.19334203344404047,0.0007753147343004503,0.43909747137003735
3.273277,0.2393663914236665,0.18842064294502067,0.0007815400375986906,0.4285685744062858
3.275579,0.2342391085239817,0.18434729145074671,0.0007865040049345423,0.419372903979663
3.27788,0.2290806071624397,0.1796968982821142,0.0007860157458523272,0.40956352119040623
3.280182,0.2239603134706335,0.1749946750229705,0.0007849171629173438,0.3997399056565213
3.282484,0.2192985118156585,0.1704267163792464,0.0007842254625508724,0.3905094536574557
3.284785,0.21452674662339466,0.16631140719265378,0.0007832896326432938,0.3816214434486917
3.287087,0.21009325909245133,0.16171629945389995,0.0007815807258555418,0.3725911392722068
3.289388,0.20592862309123525,0.15803438854796326,0.0007809297137459218,0.3647439413529445
3.29169,0.20210925395921825,0.1540972761487474,0.0007802787016363018,0.35698680880960204
3.293992,0.19808020859084546,0.14969468017474966,0.0007785697948485496,0.3485534585604436
3.296293,0.19458327491562427,0.1461741829792622,0.0007777153414546736,0.34153517323634114
3.298595,0.1913794220241092,0.14227113035381087,0.0007767795115470951,0.3344273318894672
3.300897,0.18860750217948685,0.13872940750220936,0.000775802993382665,0.32811271267507885
3.3031980000000005,0.1857116403818187,0.1351778122524152,0.0007743789043928715,0.3216638315386268
3.3055,0.1837914720039924,0.13170914514743906,0.0007737685805401027,0.31627438573197153
3.307801,0.18224965274599011,0.12818519261258424,0.0007729955036599291,0.3112078408622343
3.310103,0.18108525071342815,0.1254781810281685,0.0007712052203584745,0.3073346369619551
3.3124050000000005,0.18012866112845427,0.12206183763361322,0.0007706355847625573,0.30296113434683003
3.314706,0.1796314954746953,0.11978970518958232,0.0007692521840296148,0.30019045284830725
3.317008,0.17933981253256492,0.11712662577712372,0.0007682756658651848,0.29723471397555384
3.31931,0.1782173457472741,0.11523458066350856,0.0007673805242144577,0.2942193069349971
3.321611,0.17606699945664844,0.11341756577615733,0.0007664853825637303,0.2902510506153695
3.323913,0.1730346151317531,0.11206504722376874,0.0007648578522896803,0.2858645202078116
3.326214,0.1705390019719284,0.11081816333204116,0.000764288216693763,0.2821214535206633
3.3285160000000005,0.16657984868234088,0.11071006057183197,0.0007635965163272919,0.2780535057705001
3.330818,0.16167994801230415,0.11006045677075776,0.0007618062330258372,0.2725022110160877
3.3331190000000004,0.15647392003718805,0.1108764104813776,0.0007610738444025147,0.2681114043629681
3.335421,0.15193932196560214,0.1115956146897098,0.0007605042088065974,0.2642954408641185
3.3377230000000004,0.14741217904908666,0.11282275378505212,0.000758917366789399,0.2609938502009282
3.340024,0.14408671394048525,0.11344520849109666,0.0007580222251386716,0.25828994465672056
3.3423260000000004,0.14117966941021146,0.1142784388985536,0.0007571270834879441,0.25621523539225305
3.344627,0.1384096133543567,0.11437123944156415,0.000756109877066663,0.25353696267298753
3.3469290000000003,0.13556081222307062,0.1136569714323283,0.0007548485411042746,0.2499726321965032
3.349231,0.1333307889626298,0.11233555093424644,0.0007542382172515059,0.24642057811412774
3.351532,0.1319031267666434,0.1103813097120178,0.0007533430756007785,0.243037779554262
3.3538339999999995,0.1306157146754194,0.10815212220012478,0.00075175623358358,0.2395195931091278
3.356135,0.1293800227224965,0.10558628590986348,0.000751267974501365,0.2357175766068613
3.3584370000000003,0.1283698492104539,0.10371793455191064,0.0007495997559704642,0.23283738351833505
3.360739,0.12660577314191462,0.10215661477774816,0.0007487859908334391,0.22951117391049625
3.3630400000000003,0.1246800133977855,0.10145518088616268,0.000748257043494373,0.22688345132744256
3.365342,0.12246163881714225,0.1016328840536298,0.0007467515779908772,0.2248412744487629
3.3676440000000003,0.1212883837879341,0.10280671219873204,0.0007458157480832986,0.22484091173474946
3.3699449999999995,0.1194968168350726,0.10408074518548932,0.0007449612946894223,0.22432252331525135
3.372247,0.11794894026357565,0.1058809769959131,0.0007439440882681412,0.2245738613477569
3.3745480000000003,0.1172104139644117,0.10787421419100257,0.0007427234405626039,0.2258273515959769
3.37685,0.11636751549426178,0.10915417061667547,0.0007421131167098351,0.2262637992276471
3.3791519999999995,0.11546637362512414,0.11002442251735467,0.0007387766796480332,0.2262295728221269
3.381453,0.11431921163866254,0.11042770998352312,0.0007366202020349173,0.2254835418242206
3.3837550000000003,0.1134595390696042,0.10982203835440604,0.000734382347908099,0.22401595977191832
3.386057,0.1129833410394808,0.1093496441008893,0.0007319410524970243,0.2230649261928671
3.388358,0.11242886388111792,0.10817779043542558,0.0007286859919489249,0.22133534030849245
3.39066,0.11180309680239416,0.10639187360238107,0.0007265702025926599,0.2189215406073679
3.392961,0.11134087718802782,0.10489028183728397,0.0007242916602089902,0.2169554506855208
3.395263,0.11140983737242924,0.10315619509475067,0.0007217689882842133,0.2152878014554641
3.397565,0.11127797431712112,0.10196903921208844,0.0007186766807635187,0.21396569020997308
3.3998660000000003,0.11104220503801893,0.10021224595371216,0.0007165608914072543,0.21197101188313835
3.402168,0.11036285403222644,0.09938247088562263,0.000714200972509882,0.21045952589035896
3.40447,0.11005020346646052,0.0981647105685633,0.0007115969240714023,0.2089265109590952
3.406771,0.10956468649249908,0.09690499255918528,0.0007087487460918152,0.20717842779777615
3.409073,0.10899063955207636,0.09570055997968596,0.0007065922684786994,0.20539779180024095
3.411374,0.10855730866360794,0.09409728251320487,0.0007041102848107737,0.2033587014616236
3.413676,0.10812770535267467,0.0916114126483038,0.0007014655481154428,0.20044058354909394
3.415978,0.1076207548078858,0.08916651323590206,0.0006989428761906655,0.19748621091997853
3.418279,0.10662362781721647,0.08674777567871078,0.0006965829572932933,0.19406798645322051
3.420581,0.1065672482069964,0.08439370232968113,0.0006939789088548138,0.19165492944553236
3.422883,0.1060933799128325,0.08242267803052503,0.0006914155486731857,0.1892074734920307
3.425184,0.10637294822797344,0.08021372893492687,0.0006892183828032183,0.18727589554570356
3.427486,0.10584130248201376,0.07902558581244536,0.000686492269594185,0.18555338056405327
3.429787,0.105612988357982,0.07781819151348822,0.0006839289094125566,0.1841151087808828
3.432089,0.10565259386929364,0.0766522612869401,0.0006815689905151843,0.18298642414674893
3.434391,0.10518105531108927,0.07546856074364527,0.0006795345776726223,0.1813291506324072
3.436692,0.1047994445609219,0.0741535573043886,0.0006764422701519277,0.17962944413546242
3.438994,0.10465733066739193,0.07257101187411204,0.0006740416629977044,0.17790238420450166
3.441296,0.10469879996747117,0.07040550133056138,0.0006719258736414398,0.175776227171674
3.443597,0.10438102398259427,0.06878544078715285,0.000669810084285175,0.1738362748540323
3.445899,0.10340533056275243,0.06688895309435101,0.0006665550237370756,0.17096083868084055
3.4482,0.1027912121638262,0.06531924178172484,0.0006644392343808108,0.16877489317993186
3.450502,0.10210347410857948,0.06412468160041812,0.0006623234450245463,0.16689047915402214
3.452804,0.10109190275496123,0.062389113998155964,0.000659963526127174,0.16414098027924434
3.455105,0.10050900281789238,0.06128735435985985,0.0006569119068633308,0.16245326908461558
3.457407,0.09995405971233763,0.06015548390707625,0.0006549181822776197,0.1607644618016915
3.459709,0.09954449213065616,0.05907198820543647,0.0006524768868665452,0.1592689572229592
3.46201,0.09885162865629857,0.0579564072096707,0.0006513376156747103,0.15745937348164396
3.464312,0.09855016082313826,0.056847736892639764,0.0006504017857671317,0.15604829950154514
3.466613,0.09806976926828773,0.05572080263895247,0.0006497100854006607,0.15444028199264084
3.468915,0.09770260288106933,0.05507761589670344,0.0006491811380615946,0.15342939991583435
3.471217,0.09638210853922033,0.0540795164394298,0.0006485301259519745,0.1511101551046021
3.473518,0.09526336933146468,0.05349457684651722,0.0006476349843012472,0.14940558116228314
3.47582,0.09439344592418447,0.052856819923274116,0.0006466177778799661,0.14789688362533854
3.478122,0.09386832343891142,0.05250141358833989,0.0006458040127429412,0.14701554103999426
3.4804230000000005,0.09332689280192183,0.052077394085966976,0.0006452750654038751,0.14604956195329266
3.482725,0.0923330274415958,0.05158871037543241,0.0006447054298079575,0.14456644324683618
3.4850260000000004,0.0914859354467188,0.05140261566950157,0.0006438916646709327,0.14353244278089128
3.487328,0.09094264102096156,0.05140113480977268,0.0006428744582496518,0.14298665028898389
3.4896300000000005,0.0901994552498786,0.0514095263482364,0.0006419793165989244,0.14225096091471393
3.491931,0.08947630520804738,0.051368555895737036,0.0006413689927461557,0.14148623009653058
3.4942330000000004,0.08875595084936756,0.05201569159726312,0.0006408807336639406,0.14141252318029462
3.496535,0.08832448374966674,0.05198607440268527,0.0006401483450406184,0.1409507064973926
3.4988360000000003,0.08757104714036193,0.0524342812806301,0.0006391718268761885,0.1406445002478682
3.501138,0.08671696593760637,0.053344022774079805,0.0006381953087117588,0.14069918402039794
3.503439,0.08598309911036142,0.05391514100952273,0.00063758498485899,0.14053582510474316
3.5057410000000004,0.0854658977273507,0.05497593019531948,0.0006370560375199237,0.1410788839601901
3.508043,0.08484292633177833,0.05603918748066438,0.0006364864019240066,0.1415186002143667
3.5103440000000004,0.0839054405816724,0.05784978530919044,0.0006324989527525844,0.14238772484361542
3.512646,0.08325125072424261,0.05994322734593498,0.0006296100865161463,0.14382408815669373
3.5149470000000003,0.08288688002017561,0.06335759626085173,0.0006257853903721293,0.14687026167139947
3.517249,0.08200717172186546,0.06746056494970358,0.0006217572529438562,0.1500894939245129
3.5195510000000003,0.08116939867082648,0.0724298365799576,0.0006179732450566905,0.15421720849584075
3.5218519999999995,0.08093036776138098,0.07818198938688617,0.000614555431481186,0.15972691257974833
3.524154,0.0805198682853157,0.08331761092668583,0.0006110155531351278,0.16444849476513668
3.526456,0.07994488945050919,0.08804846414058813,0.0006073942982753671,0.16860074788937268
3.528757,0.07949292067436467,0.09167657047637506,0.0006039764846998626,0.1717734676354396
3.5310589999999995,0.07889417853277117,0.09346495540896772,0.0006002738533263995,0.1729594077950653
3.53336,0.0784794855319788,0.09374483789772843,0.000596327092411829,0.17282065052211906
3.5356620000000003,0.0777586652261071,0.09160499558947856,0.0005925023962678119,0.1699561632118535
3.537964,0.07691530080876527,0.08737615382367088,0.0005896542182882247,0.16488110885072435
3.540265,0.07613437331513828,0.082588534320161,0.0005855853926031003,0.15930849302790234
3.542567,0.07545828393968912,0.0777698167623444,0.0005820048260001909,0.1538101055280337
3.5448690000000003,0.07476309072937197,0.07285434970224015,0.0005786277006815378,0.14819606813229366
3.5471699999999995,0.07400499464814816,0.06909888942976845,0.0005749657575649258,0.14367884983548154
3.549472,0.07325621751076238,0.06543474884057845,0.0005709376201366526,0.13926190397147747
3.5517730000000003,0.07249718953515474,0.06231013481261501,0.000568170818670768,0.13537549516644054
3.554075,0.07184765914964397,0.0595552420969651,0.0005643054342698999,0.131967206680879
3.556377,0.0707480237767563,0.05713847901941234,0.0005603993616121805,0.12844690215778082
3.558678,0.07014834974077899,0.054447263272104814,0.0005569001715229736,0.12515251318440676
3.5609800000000003,0.06910369613653572,0.05205518119003359,0.0005535230462043203,0.12171240037277363
3.563282,0.06857111849619225,0.04996173915328905,0.0005497390383171547,0.11908259668779846
3.565583,0.06774406223056699,0.047432924356250065,0.0005466467307964599,0.11572363331761353
3.567885,0.066877866400822,0.045405133767486436,0.0005431068524504018,0.11282610702075885
3.570186,0.06622740412092741,0.043404492273752496,0.0005392007797926827,0.11017109717447257
3.572488,0.06540454138002927,0.04082680910566007,0.0005354574601623682,0.10676680794585172
3.57479,0.06471307574724736,0.038867631684335116,0.0005311445049361362,0.10411185193651863
3.577091,0.06394705856376122,0.036886241367076786,0.0005267908614530533,0.10136009079229104
3.579393,0.0630403253283208,0.03488017005433691,0.0005224779062268214,0.09844297328888453
3.581695,0.06260047117916573,0.033387957067522775,0.0005181649510005895,0.09650659319768908
3.583996,0.0618428410451338,0.03153441430685884,0.0005138519957743577,0.093891107347767
3.586298,0.06116069435618991,0.029654216071074838,0.0005095390405481259,0.09132444946781287
3.588599,0.060293100684869226,0.028127943310496173,0.0005052260853218941,0.0889262700806873
3.590901,0.059814572918786335,0.026516274305551358,0.0005009538183525134,0.0868318010426902
3.593203,0.05918368042095164,0.025034427336839474,0.0004966408631262815,0.0847147486209174
3.595504,0.058511784570229576,0.023824564938334198,0.0004923685961569008,0.08282871810472067
3.597806,0.058016948652430136,0.022589527924437747,0.0004880963291875203,0.08109457290605541
3.600108,0.05724394226106545,0.02109879579735251,0.0004837833739612885,0.07882652143237925
