Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,H2O_CH3OH_CO_NH3_120K_NASA,HNCO_NH3,all
2.85208,0.15608019466003126,0.05544042653028214,2.868522108012687e-05,0.21154930641139352
2.854382,0.16497139897589672,0.058988566440708864,2.9905868785664174e-05,0.2239898712853912
2.8566830000000003,0.17306956117114572,0.06281263988061925,3.112651649120149e-05,0.23591332756825614
2.858985,0.18272818051207304,0.0669541109224223,3.23471641967388e-05,0.2497146385986921
2.861286,0.19125035465195248,0.07076683110441119,3.3567811902276115e-05,0.262050753568266
2.863588,0.2006499073541825,0.07480661644483028,3.478845960781343e-05,0.27549131225862056
2.8658900000000003,0.21027125091975774,0.0789860962196749,3.600910731335074e-05,0.289293356246746
2.868191,0.22044567380212007,0.0831369460397609,3.7229755018888046e-05,0.30361984959689986
2.870493,0.23063826862496656,0.08731593219469591,3.845040272442536e-05,0.3179926512223869
2.872795,0.24097204544695924,0.09164744690170684,3.9671050429962676e-05,0.332659163399096
2.875096,0.2516781140752813,0.09555395486652557,4.08916981355e-05,0.34727296063994234
2.877398,0.26225278559548704,0.0996006508856795,4.2112345841037306e-05,0.3618955488270076
2.879699,0.2738450857828058,0.10362661486862892,4.333299354657462e-05,0.37751503364498135
2.882001,0.28516713659882165,0.10763480853483162,4.4512952995260685e-05,0.3928464580866485
2.884303,0.2968335223896528,0.11180787125085104,4.573360070079801e-05,0.4086871272412046
2.886604,0.30813600342360875,0.1157514007088921,4.691356014948407e-05,0.4239343176926503
2.888906,0.3202180141096161,0.12000739156972952,4.813420785502138e-05,0.44027353988720064
2.891208,0.332751527624576,0.12353529306386138,4.931416730370746e-05,0.4563361348557411
2.893509,0.34380053338613753,0.1278983994450887,5.053481500924477e-05,0.4717494676462354
2.895811,0.3564249066035183,0.13248955822456546,5.1714774457930843e-05,0.4889661796025417
2.898112,0.368959352012862,0.13673123410802354,5.293542216346816e-05,0.505743521543049
2.900414,0.3812151610014486,0.14094970985572902,5.4115381612154216e-05,0.5222189862387897
2.902716,0.3932836592188908,0.14539278266231656,5.5295341060840294e-05,0.5387317372222682
2.905017,0.4060641247455584,0.15024901533326512,5.6475300509526365e-05,0.5563696153793329
2.907319,0.41785864601416256,0.15447292089997647,5.7695948215063673e-05,0.572389262862354
2.909621,0.43061301849808375,0.15919538257541507,5.91200372048572e-05,0.5898675211107037
2.911922,0.4433431617280261,0.1640975218979593,6.583359958531242e-05,0.6075065172255707
2.9142240000000004,0.4561082509973611,0.16902088687661765,7.315748581853631e-05,0.6252022953597972
2.916525,0.4694385342104727,0.17428879855219834,8.04813720517602e-05,0.6438078141347228
2.918827,0.4827268821763132,0.17959471896082066,8.776457002813282e-05,0.6624093657071619
2.921129,0.4963041174011325,0.1847994472879686,9.492570323395172e-05,0.6811984903923349
2.92343,0.5120438135435669,0.19017348724411992,0.00010216821295347312,0.7023194690006404
2.925732,0.5261839129762035,0.19567191941749826,0.0001097769169846557,0.7219656093106863
2.928034,0.5420969414740253,0.2017928062969211,0.00011710080321787959,0.7440068485741643
2.930335,0.5558614874699892,0.2068603082891917,0.00012393643036888856,0.7628457321895498
2.932637,0.5684215599748874,0.21456275335907185,0.00013463744192076567,0.7831189507758801
2.9349380000000003,0.5804173704303929,0.2206806785190369,0.0001565277241067348,0.8012545766735364
2.93724,0.591990100835652,0.2267566459866833,0.0001769939173029104,0.8189237407396381
2.939542,0.6019464604322042,0.2337522273459721,0.00019835525214981345,0.8358970430303262
2.941843,0.6106470923465821,0.2403149040445146,0.00021967589873986515,0.8511816722898365
2.944145,0.6211882156689709,0.2468079803357991,0.00024095585707306562,0.868237151861843
2.946447,0.6301460504332782,0.2529866207446488,0.00026138136201239,0.8833940525399394
2.948748,0.6396476455705348,0.25886168490907546,0.0002835157737394667,0.8987928462533497
2.95105,0.6493137200665324,0.26582863631360565,0.00032404127756330547,0.9154663976577014
2.953351,0.6566826749064556,0.2717629348671881,0.000366519817716004,0.9288121295913596
2.955653,0.6656130187864407,0.2759438955017616,0.0004018779129197348,0.941958792201122
2.957955,0.6711973958813809,0.28363301283408165,0.0004249888428112412,0.955255397558274
2.960256,0.6763549653485392,0.2885553905729208,0.0004494017969219875,0.965359757718382
2.962558,0.683370266269809,0.2935365090810059,0.00044492608866835066,0.9773517014394832
2.96486,0.6874514977236746,0.3007014020692981,0.0004375615141782756,0.9885904613071509
2.967161,0.6925839060424703,0.3058720706226816,0.0004290576684963656,0.9988850343336484
2.969463,0.6961064668132461,0.3119026250586419,0.00042071657584186076,1.00842980844773
2.971764,0.7028263572148502,0.31694050985633465,0.00041331131309493434,1.0201801783842797
2.974066,0.7079224216526776,0.321973458454931,0.00040492953218357797,1.030300809639792
2.976368,0.7134387704576001,0.32711796515310404,0.00039658843952907315,1.040953324050233
2.978669,0.7182785639398817,0.33225753565218075,0.00038902042375474176,1.050925120015817
2.980971,0.7248940821704999,0.3373595910381254,0.00038084208412764175,1.062634515292753
2.983273,0.7323361907195515,0.3426901924422293,0.00037250099147313683,1.075398884153254
2.985574,0.7355871042774486,0.34787517597299195,0.0003652991700104666,1.0838275794204508
2.987876,0.7436531161164565,0.3526257739832795,0.0003568767008422591,1.0966357668005782
2.990177,0.7517154003779289,0.3578388938488912,0.00034629775406093573,1.1099005919808809
2.992479,0.7564177394385995,0.3631724569724528,0.0003337657709507527,1.119923962182003
2.994781,0.7636035770321054,0.3678677695528617,0.0003213965408679746,1.131792743125835
2.997082,0.7713629956188418,0.3727600364772133,0.0003090679990420477,1.1444321000950972
2.999384,0.7766631449267221,0.3770244188765144,0.0002967394572161209,1.1539843032604524
3.001686,0.7838736777213986,0.3825351915476336,0.00028445160364704524,1.1666933208726793
3.003987,0.7912649980265329,0.3877932308250216,0.0002721230618211184,1.1793303519133758
3.006289,0.7975883673678289,0.39260553132401305,0.00025865524880335666,1.1904525539406452
3.0085900000000003,0.8047126999320038,0.3975219856239365,0.00026024209082055517,1.202494927646761
3.010892,0.8123593592983002,0.4017365124123649,0.0002697631429237462,1.2143656348535892
3.013194,0.8191985321810311,0.4069817175721026,0.0002787959359447224,1.2264590456890785
3.015495,0.8278404547492293,0.4112130274374584,0.0002878694172225497,1.2393413516039102
3.0177970000000003,0.8348748595053671,0.4154310095652543,0.00029698358675722827,1.2506028526573785
3.020098,0.8421012345045682,0.4201959225529212,0.00030695220968578304,1.2626041092671751
3.0224,0.8495000099647729,0.4248320007441743,0.0003159850027067592,1.274647995711654
3.024702,0.8544600178225651,0.4288638881660393,0.00032497710747088414,1.2836488830960753
3.027003,0.8580221841046525,0.4330019038684749,0.0003339285239781576,1.2913580164971057
3.029305,0.8656874813586249,0.4367761216975126,0.0003429206287422825,1.3028065236848798
3.031607,0.8723309564207572,0.4406767062234159,0.00035288925167083733,1.313360551895844
3.0339080000000003,0.8758805421286632,0.4452273881703028,0.0003618813564349621,1.321469811655401
3.03621,0.8805786876646067,0.4482819081710987,0.0003712396555107482,1.3292318354912158
3.038511,0.8853509188040622,0.4521963140544715,0.0003846260920148074,1.337931858950549
3.040813,0.8904339367205163,0.4558525567251074,0.00039959937053606515,1.3466860928161597
3.043115,0.8934043500688887,0.4590931714318342,0.0004146133373141741,1.3529121348380373
3.045416,0.8987748574027461,0.4622834369077785,0.0004292611097806218,1.3614875554203054
3.047718,0.9011619048668578,0.4656114223385099,0.0004441937000450283,1.3672175209054127
3.05002,0.9042953997323958,0.4688268624298453,0.00045819046040185615,1.3735804526226432
3.052321,0.9068744174395708,0.4721819969556064,0.0004728789211251552,1.3795292933163026
3.054623,0.9104584832396776,0.4739432327931694,0.0004877708231327104,1.3848894868559798
3.056924,0.9100759405951264,0.4773432867307069,0.0005026627251402656,1.3879218900509738
3.059226,0.912875817271263,0.4798252076363309,0.0005168222385244983,1.3932178471461183
3.061528,0.9146305743959642,0.4828668935194763,0.0005304121163128138,1.3980278800317534
3.063829,0.91381842844048,0.4848073133842352,0.0005432696054778071,1.399169011430193
3.066131,0.9159976634570034,0.486884465963962,0.0005558015885879901,1.4034379310095535
3.068433,0.9146315062903478,0.4888258730685402,0.0005676825595885532,1.4040250619184766
3.070734,0.9135626234321256,0.4904094057386361,0.0005804179839829925,1.4045524471547448
3.073036,0.9125594391279618,0.4919080357842754,0.0005920955136992994,1.4050595704259363
3.075337,0.91102507502503,0.4934520788616008,0.0006048716263505901,1.4050820255129814
3.077639,0.9090149788391668,0.4942443388165584,0.0006167119090943017,1.4038760295648194
3.079941,0.9042539304323164,0.4949265215316682,0.0006290811391770801,1.3998095331031621
3.082242,0.902770354573302,0.4954448224367806,0.0006411655514618994,1.3988563425615446
3.084544,0.8982124591421209,0.4969523376407933,0.0006532906520035701,1.395818087434918
3.086846,0.894326925508854,0.4969395035231429,0.0006645206108945133,1.3919309496428915
3.089147,0.8915056152618899,0.4969177842471192,0.0006747333633641755,1.3890981328723733
3.0914490000000003,0.8860260762851278,0.4957113771879814,0.0006845799215221764,1.382422033394631
3.09375,0.8774265549113927,0.4955825423915677,0.0006953216213309049,1.3737044189242913
3.096052,0.8759532298906,0.4942507558753837,0.0007057378150848232,1.3709097235810683
3.098354,0.8691434116809587,0.4942068237034264,0.0007154623084722706,1.3640656976928571
3.100655,0.8640100714677793,0.4928024750605266,0.0007259598787398915,1.3575385064070458
3.102957,0.8571121892388687,0.4909277066437485,0.0007356029956136363,1.3487754988782308
3.105259,0.8509779944574848,0.490028331168401,0.0007421131167098351,1.3417484387425958
3.10756,0.8434804381925969,0.4882611718919225,0.0007450426712031247,1.3324866527557226
3.109862,0.8369557796643994,0.4859135156017181,0.0007479315374395631,1.3236172268035569
3.112163,0.8300285427623989,0.4844647411669515,0.000749925262025274,1.3152432091913755
3.114465,0.8220673690415691,0.482034156731929,0.0007527327517480099,1.3048542585252458
3.116767,0.8152151496374647,0.4791464802605885,0.0007553774884433407,1.2951170073864964
3.119068,0.8072157682468988,0.4774158488574226,0.0007583070429366302,1.2853899241472582
3.12137,0.8004562723339829,0.4741559829742203,0.0007612365974299198,1.275373491905633
3.123672,0.7925514782233732,0.4717175006206438,0.0007613586622004737,1.2650303375062173
3.125973,0.7845399822058177,0.4690968725204134,0.0007563540066077704,1.2543932087328389
3.128275,0.7765037909870917,0.4660482759585332,0.0007523258691794972,1.2433043928148044
3.130576,0.7680459175596948,0.4629142831522867,0.0007476467196416044,1.2317078474316232
3.132878,0.7600991882018137,0.4598681546899546,0.0007429675701037112,1.2207103104618722
3.13518,0.7515625696989853,0.456863983919941,0.0007386953031343307,1.2091652489220606
3.137481,0.7438520755673984,0.4538667238286624,0.0007338534005690327,1.1984526527966295
3.139783,0.7347870729489536,0.4508882212939497,0.0007290928745174372,1.1864043871174208
3.142085,0.7278179007996821,0.4468671935100966,0.0007251054253460152,1.175410199735125
3.144386,0.7172930856290097,0.44375245188032575,0.0007204669640649736,1.1617660044734004
3.146688,0.7101790039030569,0.4407522300695893,0.0007162353853524443,1.1516474693579986
3.148989,0.7005902766409147,0.4372509840505775,0.0007114341710439975,1.1385526948625362
3.151291,0.6915355248606919,0.43396199459270696,0.0007066736449924018,1.1262041930983913
3.153593,0.6820115642582241,0.4299942777590941,0.0007027675723346824,1.1127086095896528
3.155894,0.6738700689741282,0.4269733239121529,0.0006981697993104919,1.1015415626855916
3.158196,0.6645110536775936,0.4230727393862499,0.0006935720262863014,1.0882773650901298
3.160498,0.6547853379410324,0.419029992326373,0.0006892590710600696,1.0745045893384657
3.162799,0.6462454578078607,0.4157192835924788,0.000684498545008474,1.062649239945348
3.165101,0.6369931444182716,0.411522527120797,0.000679819395470581,1.0491954909345391
3.167402,0.626989724155337,0.4082567377986792,0.0006762388288676716,1.035922700782884
3.1697040000000003,0.6182303828947797,0.4041503137704599,0.0006726989505216135,1.0230533956157613
3.172006,0.6087968160475411,0.3998987654888092,0.0006698914607988775,1.009365472997149
3.174307,0.5987235037058213,0.3961363945376027,0.0006671653475898441,0.9955270635910138
3.176609,0.5889311575208181,0.3915254909617406,0.0006643985461239597,0.9811210470286827
3.1789110000000003,0.5800352937330338,0.3877300474765889,0.0006616317446580751,0.9684269729542806
3.181212,0.5713062390399499,0.3834775119551189,0.0006589056314490418,0.955442656626518
3.183514,0.5612585537937849,0.3794189690581338,0.0006562202064968598,0.9413337430584154
3.1858150000000003,0.5518739114016956,0.3749171554823002,0.0006543892349385536,0.9274454561189344
3.188117,0.5432091574210944,0.3704903721327305,0.0006516224334726691,0.9143511519872976
3.190419,0.5333977074012233,0.3666514900955312,0.0006488556320067845,0.9006980531287613
3.19272,0.5236771170837731,0.3618238873793413,0.0006460888305408999,0.8861470932936552
3.1950220000000003,0.5145506094359974,0.35712660031929383,0.0006433220290750153,0.8723205317843662
