Wavelength,d_NH3_CH3OH_50_10K_I10m_Baselined,H2O_CH3OH_CO_NH3_120K_NASA,CH3OH,all
3.029305,0.012762322061230371,0.4234532525733187,0.21587696519756452,0.6520925398321136
3.031607,0.012733608272282048,0.4272348585778126,0.21849183424445834,0.658460301094553
3.0339080000000003,0.012702023104438895,0.4316467322497221,0.2204175723565924,0.6647663277107534
3.03621,0.012678094946981962,0.4346080810165923,0.22321955959479936,0.6705057355583737
3.038511,0.01267187362604316,0.438403086789262,0.2252271320054361,0.6763020924207412
3.040813,0.01268910189941215,0.44194780403493217,0.2272203475215988,0.6818572534559431
3.043115,0.012726429825044969,0.4450895711090277,0.2291982490169889,0.6870142499510616
3.045416,0.0127800288977485,0.448182524741911,0.230844506250026,0.6918070598896855
3.047718,0.012844156359733084,0.451408997493404,0.23242711458422766,0.6966802684373647
3.05002,0.012913548016358193,0.4545263578468933,0.2339369813197601,0.7013768871830117
3.052321,0.012982461109834163,0.45777915157158894,0.2355148040224704,0.7062764167038935
3.054623,0.013055681271652379,0.4594866648877157,0.2362498770195474,0.7087922231789154
3.056924,0.013138951259602513,0.4627830078589831,0.2369978712216512,0.7129198303402368
3.059226,0.013234185326281109,0.4651892233728524,0.2378243497802137,0.7162477584793472
3.061528,0.0133318122087054,0.4681381294978448,0.23863455719170545,0.7201044988982557
3.063829,0.013421303517594334,0.470019361237109,0.23938015857806355,0.7228208233327669
3.066131,0.013493566553114277,0.4720331549686846,0.2393337379525971,0.7248604594743959
3.068433,0.013544772810072114,0.473915343834247,0.2394294505824248,0.7268895672267439
3.070734,0.013570615220125605,0.4754505744166839,0.2401956301841959,0.7292168198210054
3.073036,0.013570136656976465,0.476903492137469,0.24022099403110025,0.7306946228255456
3.075337,0.0135433371206247,0.4784004376679747,0.2402013729419855,0.7321451477305849
3.077639,0.013492609426815998,0.4791685315223424,0.2394069581144153,0.7320680990635737
3.079941,0.01342656771223486,0.479829905794452,0.2394323219613196,0.7326887954680065
3.082242,0.013355261803013196,0.4803323971010475,0.23936628024673856,0.7330539391507993
3.084544,0.013287784398984644,0.4817939289585171,0.23863168581281066,0.7337133991703124
3.086846,0.01323131394738628,0.4817814863166396,0.2378195641487223,0.7328323644127481
3.089147,0.013192550332306045,0.4817604295380774,0.2370902339094349,0.7320432137798184
3.0914490000000003,0.013181543379875857,0.4805908212015825,0.2361914923153525,0.7299638568968109
3.09375,0.01320834291622762,0.4804659162196573,0.23497929185858424,0.7286535509944692
3.096052,0.013280127388598423,0.4791747528432812,0.23391927448324198,0.7263741547151217
3.098354,0.0133825399025141,0.4791321607230077,0.2331679303390943,0.7256826309646162
3.100655,0.013493566553114277,0.4777706485637082,0.2315408156320228,0.7228050307488454
3.102957,0.01359023630924029,0.4759530657232795,0.23047457693574186,0.7200178789682616
3.105259,0.013648142450286069,0.4750811236655488,0.22847322584604385,0.7172024919618787
3.10756,0.013642878255645544,0.4733678675916324,0.22696670905255525,0.7139774548998332
3.109862,0.013573965162169577,0.4710918212543288,0.22541999295453904,0.7100857793710375
3.112163,0.013465331327315092,0.4696872384116068,0.2232382235576158,0.7063907932965376
3.114465,0.01334281916113559,0.467330793465248,0.22097461986218986,0.7016482324885734
3.116767,0.01321839274235953,0.4645311990427866,0.2187847148917312,0.6965343066768774
3.119068,0.013098751955074863,0.4628533566419064,0.2164722977550931,0.6924244063520744
3.12137,0.01299011812022038,0.4596929256049945,0.21386125721339244,0.6865443009386074
3.123672,0.012898712558734891,0.4573288236482495,0.21131625838627294,0.6815437945932573
3.125973,0.012832192281004616,0.4547881318894722,0.20861811935142907,0.6762384435219059
3.128275,0.012791035850178687,0.4518325258803917,0.20583336038659106,0.6704569221171615
3.130576,0.012762322061230371,0.44879412844651023,0.20287871150380885,0.6644351620115494
3.132878,0.01273312970913291,0.4458409152531754,0.19929953771140066,0.657873582673709
3.13518,0.012700108851842341,0.4429283799275174,0.1966430336705318,0.6522715224498915
3.137481,0.012666130868253495,0.4400225444859473,0.1931255945243625,0.6458142698785633
3.139783,0.012634067137261205,0.4371348944440445,0.18962299083581646,0.6393919524171223
3.142085,0.012600567716821495,0.4332365190311608,0.1861725505305266,0.6320096372785089
3.144386,0.012561804101741262,0.4302167855600957,0.18282165136025752,0.6256002410220944
3.146688,0.012513469223678256,0.4273080787396308,0.17938461082314353,0.6192061587864526
3.148989,0.012453170266886785,0.4239136303227901,0.17535654479684326,0.6117233453865202
3.151291,0.0123804286682177,0.4207249640600791,0.17222769892777454,0.6053330916560713
3.153593,0.012296201553969292,0.4168782734673024,0.16818671169644753,0.5973611867177192
3.155894,0.0122071888082295,0.4139494669945736,0.1644266410336649,0.5905832968364679
3.158196,0.012117697499340566,0.4101678609900798,0.16029664105659805,0.5825821995460184
3.160498,0.012028206190451632,0.406248428798634,0.15678398754192013,0.5750606225310058
3.162799,0.011932972123773034,0.4030387057573609,0.15273630042650516,0.5677079783076391
3.165101,0.0118286453572608,0.3989699618633837,0.14949020658589748,0.560288813806542
3.167402,0.011713311638318378,0.3958037880686822,0.1455076040587654,0.5530247037657661
3.1697040000000003,0.011585535277498352,0.3918226212309975,0.1420810919109324,0.5454892484194283
3.172006,0.011449144779993826,0.3877007568274661,0.13833346389002735,0.5374833654974873
3.174307,0.01131323284563844,0.3840531485047311,0.1347107408510476,0.5300771222014171
3.176609,0.011188806426862385,0.3795828901286266,0.13165942221213933,0.5224311187676283
3.1789110000000003,0.011075865523665657,0.3759032180748993,0.12824822408507885,0.5152273076836438
3.181212,0.010965795999363757,0.3717803965450696,0.12517393441501193,0.5079201269594452
3.183514,0.010850940843570474,0.3678456503328513,0.12172110129397633,0.5004176924703981
3.1858150000000003,0.01073273574573322,0.36348115441270656,0.11877219516898375,0.4929860853274236
3.188117,0.010616923463641658,0.3591894000912308,0.1159094304108362,0.4857157539657087
3.190419,0.01050781106563804,0.3554676144803793,0.11301125197965232,0.4789866775256697
3.19272,0.010406834241169777,0.35078726688180295,0.1102336714620514,0.4714277725850242
3.1950220000000003,0.010315428679684291,0.3462332599545993,0.10748145479135486,0.4640301434256384
3.197323,0.010231680128585021,0.34162134688634976,0.1046340040539797,0.4564870310689145
3.199625,0.010153674335275416,0.3370472403068823,0.10213446872602837,0.44933538336818607
3.201927,0.010078061357711506,0.33259373164099776,0.099721074764922,0.4423928677636312
3.204228,0.010009626827384672,0.3281765937744477,0.0971047700285808,0.4352909906304132
3.20653,0.009956984880979416,0.3237101639035364,0.09478421731840732,0.4284513661029231
3.208832,0.00992635683943454,0.31842874098964186,0.09281971559119304,0.4211748134202695
3.211133,0.00991247850810952,0.3142221709087128,0.09068771676178022,0.4148223661786025
3.213435,0.009905778624021578,0.3089455336263097,0.08788860090246807,0.4067399131527994
3.215736,0.009902428681977606,0.3041412381721065,0.08586284309216402,0.39990650994624816
3.218038,0.009906257187170716,0.29985426948212224,0.0839002556175463,0.3936607822868392
3.22034,0.009921571207943156,0.2944010423976869,0.0819295325693932,0.38625214617502335
3.222641,0.009947413617996644,0.2899609334999782,0.08030385355176911,0.3802122006697439
3.224943,0.009974213154348408,0.2847106171907778,0.07827618148886853,0.3729610118339947
3.227245,0.009995748496059649,0.2796876183774181,0.07633082228761978,0.3660141891610976
3.229546,0.01001345533257778,0.2750675697356333,0.07518466354543261,0.3602656886136438
3.231848,0.01003164073224505,0.27023647474507834,0.07329386054318568,0.3535619760205091
3.234149,0.010053654637105431,0.2651148919229962,0.07146287793458109,0.3466314244946828
3.236451,0.010076147105114949,0.26028666831133607,0.07026024874079559,0.3406230641572465
3.238753,0.01009385394163308,0.25541106694791105,0.06834216763904774,0.3338470885285919
3.241054,0.010102468078317576,0.2499162048695008,0.06712805292968292,0.3271467258775013
3.2433560000000003,0.010099118136273604,0.24534257685318234,0.06533104830466717,0.3207727432941231
3.245658,0.010080454173457196,0.24039566958053585,0.06419015375712055,0.3146662775111136
3.247959,0.010053654637105431,0.235378892088115,0.06229408656023309,0.3077266332854535
3.250261,0.010031162169095912,0.2308942768175364,0.06109385018219327,0.3020192891688256
3.252562,0.010023983721858832,0.2255051771950857,0.05988595679376724,0.2954151177107118
3.254864,0.010029247916499355,0.2204596859137166,0.058068373953338526,0.2885573077835545
3.257166,0.010039776305780406,0.2161564460766616,0.05692269377430052,0.2831189161567425
3.259467,0.010051740384508873,0.2110659698592734,0.055699007801952916,0.2768167180457352
3.261769,0.010060833084342509,0.20608987023452946,0.05451839251302778,0.2706690958318997
3.264071,0.010065140152684756,0.20156601278572145,0.052981726241143466,0.2646128791795497
3.266372,0.010065140152684756,0.19696654235934954,0.05211313412545677,0.25914481663749106
3.2686740000000003,0.010062747336939066,0.19221536741470074,0.05038552115706612,0.25266363590870594
3.270975,0.010061311647491649,0.18744457138093726,0.04919820598405305,0.24670408901248195
3.273277,0.010058918831745957,0.18267329678402452,0.04799557679026754,0.24072779240603806
3.275579,0.010051740384508873,0.17872419367733214,0.04683410402730796,0.235610038089149
3.27788,0.010036904926885576,0.17421565024929664,0.045694166606059634,0.22994672178224185
3.280182,0.010012976769428642,0.16965685769060154,0.04450350149100259,0.2241733359510328
3.282484,0.009979955912138072,0.1652282343084722,0.04392396151739565,0.2191321517380059
3.284785,0.009938320918163006,0.161238453334103,0.042689747155766976,0.21386652140803303
3.287087,0.00988950747695086,0.156783508978771,0.04153975990838673,0.2082127763641086
3.289388,0.00983542984109819,0.15321390644934554,0.04042757914978843,0.2034769154402322
3.29169,0.0097736951948593,0.14939688677181545,0.039822196766128,0.19899277873280274
3.293992,0.009699517906742805,0.14512858204464754,0.03863775297200976,0.19346585292340013
3.296293,0.009609548034704731,0.14171546966499046,0.03778782481913946,0.18911284251883465
3.298595,0.009508092647087331,0.13793147084475088,0.036865633630749226,0.18430519712258744
3.300897,0.009402330191127684,0.13449778024968084,0.036248287168360316,0.18014839760916884
3.3031980000000005,0.009295132045720621,0.13105451839162804,0.03519784105600092,0.17554749149334958
3.3055,0.009184105395120443,0.1276916551426305,0.03466137176581645,0.17153713230356735
3.307801,0.009065900297283191,0.12427519282092947,0.03411580977579836,0.16745690289401105
3.310103,0.008945302383700242,0.12165075251105295,0.033827236196867734,0.1644232910916209
3.3124050000000005,0.0088371471119949,0.11833861695586413,0.03366883179450283,0.16084459586236186
3.314706,0.008752441434597354,0.1161357907803788,0.03365878196837092,0.15854701418334707
3.317008,0.008682092651673967,0.1135539425907756,0.03420530108468728,0.15644133632713686
3.31931,0.008605043984662641,0.111719610040127,0.034712099459625154,0.1550367534844148
3.321611,0.008508374228536626,0.10995801908814754,0.03542850849388576,0.15389490181056992
3.323913,0.008398783267383867,0.10864675605950756,0.037491594229822615,0.15453713355671406
3.326214,0.008289192306231109,0.10743790554478323,0.039728398388896816,0.15545549623991115
3.3285160000000005,0.008184865539718877,0.10733310021512188,0.042393995129599266,0.15791196088444
3.330818,0.00808197446265406,0.10670331111085536,0.04638377610396847,0.16116906167747788
3.3331190000000004,0.007977647696141827,0.1074943759963816,0.050478840971148166,0.1659508646636716
3.335421,0.007876192308524427,0.10819164250467668,0.05509697536033645,0.17116481017353755
3.3377230000000004,0.007788615252232048,0.1093813504934354,0.06024009352412986,0.1774100592697973
3.340024,0.007724009227098327,0.1099848186244993,0.06533056974151802,0.1830393975931157
3.3423260000000004,0.0076823742331232625,0.1107926332202454,0.07076848280518087,0.18924349025854956
3.344627,0.0076598817651137435,0.11088260309228344,0.07495016760235466,0.19349265245975186
3.3469290000000003,0.007655096133622355,0.1101901222154798,0.07860495437232679,0.19645017272142887
3.349231,0.0076699315912456545,0.10890900866523552,0.08135764960617248,0.19793658986265367
3.351532,0.007706780953729334,0.10701437715779548,0.08359206094950099,0.1983132190610258
3.3538339999999995,0.007763251405327698,0.1048531859762852,0.08447979559115322,0.19709623297276613
3.356135,0.007831207372505391,0.10236561472706236,0.085096663490393,0.19529348558996076
3.3584370000000003,0.007902034718577916,0.10055425320757244,0.08505407137011965,0.19351035929627
3.360739,0.007965205054264221,0.09904055796684677,0.0850124363761446,0.1920181993972556
3.3630400000000003,0.008010189990283256,0.09836051973192073,0.0856273900227878,0.19199809974499174
3.365342,0.008026939700503112,0.09853280246561064,0.08746363682603292,0.19402337899214667
3.3676440000000003,0.008007318611388425,0.09967082563426242,0.08991818721796523,0.19759633146361608
3.3699449999999995,0.00794414827570212,0.10090599712218937,0.0934983181366717,0.2023484635345632
3.372247,0.007845085703830414,0.10265131692709813,0.09618975728742764,0.20668615991835615
3.3745480000000003,0.0077398018110199016,0.10458375492332013,0.09894053826867677,0.2112640950030168
3.37685,0.00766083889141202,0.10582466916903674,0.10143241658624193,0.21491792464669068
3.3791519999999995,0.0076268609078231735,0.10666837600096822,0.10289873407520282,0.21719397098399426
3.381453,0.00764648199693786,0.10705936209381453,0.10422052549312387,0.2189263695838763
3.3837550000000003,0.007725923479694879,0.10647216510982137,0.10482782212938084,0.2190259107188971
3.386057,0.007846999956426967,0.10601418017609568,0.10487472131799644,0.21873590145051908
3.388358,0.007985304706528048,0.1048780712600404,0.10488094263893524,0.2177443186055037
3.39066,0.00812169520403257,0.10314662978645668,0.1042430179611334,0.2155113429516226
3.392961,0.00825234294374743,0.1016908406867768,0.10429565990753864,0.21423884353806288
3.395263,0.008374855109926934,0.1000096483438526,0.10363476419857813,0.21201926765235765
3.397565,0.008489231702571078,0.09885870397017407,0.103682620513492,0.21103055618623712
3.3998660000000003,0.008597386974276422,0.09715549772238953,0.1036381141406221,0.20939099883728804
3.402168,0.00869836379874468,0.09635103306868738,0.10433873059096113,0.2093881274583932
3.40447,0.008770148271115484,0.09517041777976226,0.10428848146030156,0.2082290475111793
3.406771,0.008778283844650844,0.09394912462316037,0.10428321726566103,0.20701062573347226
3.409073,0.008703149430236071,0.09278143053926197,0.10426838180803774,0.20575296177753574
3.411374,0.008577765885161737,0.09122705743085953,0.10387500289944576,0.20367982621546696
3.413676,0.008447596708596012,0.08881701341179712,0.10324377810573182,0.20050838822612496
3.415978,0.008339920000039809,0.08644669013411324,0.1026087248068248,0.19739533494097786
3.418279,0.008253300070045709,0.08410173070333367,0.10202727058062128,0.1943823013540007
3.420581,0.008184865539718877,0.08181946304509131,0.10084426247595046,0.19084859106076066
3.422883,0.008148973303533476,0.07990856039058054,0.0996162694352606,0.18767380312937465
3.425184,0.008173858587288687,0.07776699029818496,0.09840837604683456,0.1843492249323082
3.427486,0.008284406674739724,0.07661508879820815,0.09726939575188452,0.1821688912248324
3.429787,0.008480139002737443,0.07544452333541493,0.09663769239502146,0.18056235473317386
3.432089,0.008751962871448214,0.07431415717714936,0.09485504466447986,0.17792116471307742
3.434391,0.00908408569695046,0.07316656274551481,0.09365145834439607,0.17590210678686136
3.436692,0.009441572369357056,0.07189167051620936,0.0925110423599986,0.173844285245565
3.438994,0.009786137836736907,0.07035739706007074,0.09074466577652772,0.17088820067333538
3.441296,0.01008236842605375,0.06825794052479935,0.08835376428343088,0.16669407323428398
3.443597,0.010295329027420464,0.0666872962693262,0.08612557426104117,0.16310819955778785
3.445899,0.01039391303614303,0.06484865665033536,0.08380597867716598,0.15904854836364438
3.4482,0.01037668476277404,0.06332682583607438,0.08148064033550112,0.1551841509343495
3.450502,0.010258958228085924,0.06216870301515875,0.07917205170405613,0.1515997129473008
3.452804,0.010070404347325285,0.06048607498278715,0.07698884661768544,0.14754532594779787
3.455105,0.009900992992530187,0.0594179220339096,0.07533876087945529,0.14465767590589507
3.457407,0.009855050930212876,0.058320576732934615,0.07302634374281718,0.1412019714059647
3.459709,0.009976127406944963,0.05727013062057521,0.07088716646616726,0.13813342449368746
3.46201,0.01020631628168067,0.056188577903521775,0.0686656763278655,0.13506057051306794
3.464312,0.01047909727668972,0.05511372507055631,0.06648007842574914,0.13207290077299516
3.466613,0.010742307008715993,0.054021165401072685,0.06474097994177916,0.12950445235156785
3.468915,0.01095478904693357,0.053397597617744985,0.0632617412477915,0.12761412791247007
3.471217,0.01108591534979757,0.05242994293018657,0.06159490579934146,0.1251107640793256
3.473518,0.011154828443273536,0.05186284559845723,0.0604942105563225,0.12351188459805325
3.47582,0.011200770505590851,0.051244542009770064,0.05894223026366576,0.12138754277902665
3.478122,0.011252933888846966,0.050899976542390216,0.058409110915525274,0.12056202134676244
3.4804230000000005,0.011313711408787579,0.050488890797280084,0.057328993887919275,0.11913159609398692
3.482725,0.01138262450226355,0.05001511327963278,0.056803052987015865,0.11820079076891217
3.4850260000000004,0.011452973285186937,0.0498346949724075,0.05576887802172716,0.1170565462793216
3.487328,0.01151231511568013,0.04983325928296009,0.054696896567656514,0.11604247096629675
3.4896300000000005,0.011548685915014671,0.04984139485649545,0.053640707697507437,0.11503078846901756
3.491931,0.01156734987783108,0.04980167411511693,0.052646253473597256,0.11401527746654527
3.4942330000000004,0.011582663898603518,0.05042907040363775,0.05199014339612813,0.1140018776983694
3.496535,0.011604199240314758,0.05040035661468943,0.051444102842960894,0.11344865869796507
3.4988360000000003,0.011623341766280307,0.05083489195410735,0.050847813159134087,0.11330604687952175
3.501138,0.011627648834622554,0.051716883837969935,0.05088992671625831,0.1142344593888508
3.503439,0.01160754918235873,0.052270581401523394,0.050858820111564285,0.1147369506954464
3.5057410000000004,0.011558735741146586,0.05329901360902242,0.051755647453050176,0.1166133968032192
3.508043,0.011479294258389564,0.05432983863226715,0.052350022884280416,0.11815915577493713
3.5103440000000004,0.01138597444430752,0.05608520826330783,0.05411687803090042,0.12158806073851575
3.512646,0.01130988290359447,0.058114794578804974,0.05673461845668903,0.12615929593908848
3.5149470000000003,0.01127781917260218,0.06142501588139724,0.06107231484048204,0.13377514989448147
3.517249,0.011270640725365098,0.06540283277703797,0.06660689766027089,0.14328037116267395
3.5195510000000003,0.011251498199399551,0.07022052799941708,0.07429166470913985,0.1557636909079565
3.5218519999999995,0.011198856252994294,0.07579722437633013,0.08212861483943491,0.16912469546875936
3.524154,0.011130421722667464,0.08077619537996901,0.0916759496647516,0.18358256676738807
3.526456,0.01107107989217427,0.08536274460131411,0.1013692462505556,0.197803070744044
3.528757,0.011039016161181973,0.08888018374748342,0.1102111789940419,0.2101303789027073
3.5310589999999995,0.011042366103225948,0.09061401803681288,0.11834723109254862,0.22000361523258746
3.53336,0.011091179544438091,0.0908853633423745,0.12404739676193945,0.2260239396487521
3.5356620000000003,0.011199334816143436,0.0888107920908583,0.1265828243260762,0.22659295123307796
3.537964,0.01138549588115838,0.08471094159218723,0.12554673510819095,0.2216431725815365
3.540265,0.011656841186720016,0.08006935760869115,0.12084915923624565,0.2125753580316568
3.542567,0.011976042807195516,0.07539762414679932,0.11371330411943875,0.2010869710734336
3.5448690000000003,0.0122938087382236,0.07063209230767634,0.10615631343138984,0.1890822144772898
3.5471699999999995,0.012564196917486956,0.06699118386902925,0.0987735197296274,0.17832890051614358
3.549472,0.012747008040457931,0.06343880961297281,0.0923612520943182,0.16854706974774894
3.5517730000000003,0.012805871307801987,0.06040950487892495,0.08626148619539656,0.1594768623821235
3.554075,0.012738872466922574,0.057738643943581976,0.08079007371129401,0.15126759012179852
3.556377,0.012575203869917144,0.055395598765398985,0.07543351638298472,0.14340431901830086
3.558678,0.01234549355833058,0.052786472476294886,0.07055456507751587,0.13568653111214135
3.5609800000000003,0.012081805263155164,0.05046735545556884,0.06563876440956333,0.12818792512828733
3.563282,0.011816681278532332,0.04843776914007169,0.06183227312131425,0.12208672353991827
3.565583,0.01157548545136644,0.045986090127034224,0.05825214220260778,0.11581371778100845
3.567885,0.011361567723701449,0.04402015271037252,0.05512521058613564,0.1105069310202096
3.570186,0.011174449532388223,0.04208053626691344,0.05273622334563533,0.10599120914493697
3.572488,0.01101173806168107,0.03958147950211125,0.05013044699857521,0.10072366456236752
3.57479,0.010866254864342912,0.03768206236317982,0.047624211786535926,0.09617252901405864
3.577091,0.01073273574573322,0.03576110988253715,0.04509979117482939,0.09159363680309976
3.579393,0.010607830763808022,0.033816229244437536,0.0425835061366582,0.08700756614490376
3.581695,0.010490104229119907,0.032369532844591306,0.040552484131713626,0.08341212120542484
3.583996,0.010378599015370596,0.030572528219575557,0.03828457336794541,0.07923570060289156
3.586298,0.01027810075405147,0.02874968118450632,0.035842944181039865,0.07487072611959766
3.588599,0.010191959387206509,0.02726996392736952,0.0338860994642118,0.07134802277878782
3.590901,0.010120653477984843,0.025707455245431717,0.031750750692754987,0.06757885941617156
3.593203,0.010053176073956291,0.0242708086717174,0.02962353749483355,0.06394752224050723
3.595504,0.00997708453324324,0.023097850393178482,0.02768344248822533,0.06075837741464705
3.597806,0.009892857418994832,0.0219004853940335,0.025877345163375948,0.057670687976404275
3.600108,0.009811023120492115,0.02045522468363468,0.0245158330040764,0.0547820808082032
3.602409,0.009739717211270456,0.019531119242647887,0.022647043906689847,0.05191788036060819
3.604711,0.009678461128180705,0.01819066386191044,0.021208483080378968,0.04907760807047011
3.607012,0.009620076423985786,0.01726416560517795,0.019410521329064942,0.04629476335822867
3.609314,0.00956025603034345,0.01636733826369206,0.01822224902975359,0.0441498433237891
3.611616,0.009496128568358865,0.015457111154030288,0.016974634899949048,0.0419278746223382
3.613917,0.009427694038032031,0.01464020385845056,0.01553224556844506,0.03960014346492765
3.616219,0.00935351674991554,0.014168340593399815,0.014619625643037594,0.03814148298635295
3.618521,0.009274075267158515,0.013263377678378568,0.013432310470024524,0.035969763415561615
