Wavelength,H2O_CH4_10_0.6_a_V3,CO_CH3OH_10K,HNCO_NH3,all
2.95105,0.6822976583383891,0.01442816838201451,0.003947707870765232,0.7006735345911689
2.953351,0.6887515956158079,0.014238317538907645,0.004465212518816323,0.7074551256735321
2.955653,0.6955564843212153,0.014053423636874065,0.0048959706980849045,0.7145058786561742
2.957955,0.7002125390713532,0.013893810134314243,0.005177524951047567,0.719283874156715
2.960256,0.7070258545765853,0.0137614598076575,0.005474941415444748,0.7262622557996876
2.962558,0.7110964945859679,0.013643980304220614,0.0054204150636385975,0.7301608899538271
2.96486,0.7172168297291546,0.013529970659535028,0.0053306944302121155,0.7360774948189017
2.967161,0.7216240460374135,0.013413978238420127,0.005227094361780431,0.7402651186376141
2.969463,0.7249744425088477,0.013291541793909954,0.005125477069778062,0.7433914613725356
2.971764,0.7308137190931789,0.013162661326004509,0.00503526074224425,0.7490116411614277
2.974066,0.7363996959886653,0.01303477224631372,0.0049331477561345505,0.7543676159911136
2.976368,0.7407737007917332,0.012916797048769508,0.004831530464132182,0.7585220283046349
2.978669,0.7457757500287864,0.012805761568727892,0.004739331360169056,0.7633208429576833
2.980971,0.7509785553793077,0.012689273453505666,0.004639696844596,0.7683075256774093
2.983273,0.7549173407561409,0.012554940350419607,0.004538079552593632,0.7720103606591543
2.985574,0.7569387813258273,0.012400283788933071,0.004450341695596463,0.7737894068103568
2.987876,0.7632281481596129,0.012226295157260723,0.004347733015379436,0.7798021763322529
2.990177,0.7684636693212179,0.01203594862004653,0.004218852547473992,0.7847184704887384
2.992479,0.7713223372381822,0.011837175283007748,0.004066178762416772,0.7872256912836068
2.994781,0.7757811057336031,0.011637906251861636,0.003915487753788869,0.7913344997392537
2.997082,0.7790764801591239,0.011441611385359495,0.003765292439268293,0.7942833839837516
2.999384,0.7833563030817994,0.011240855271891404,0.003615097124747718,0.7982122554784385
3.001686,0.7880535004428455,0.011028698193954748,0.003465397504334471,0.8025475961411348
3.003987,0.7913553188917616,0.010804148763334876,0.003315202189813895,0.8054746698449103
3.006289,0.7941634260097782,0.01057117253289042,0.0031511274402881173,0.8078857259829567
3.0085900000000003,0.7981790439732475,0.010333239361372676,0.003170459510473934,0.811682742845094
3.010892,0.801736640581545,0.010089357860566991,0.003286451931588834,0.8151124503737008
3.013194,0.804323172433586,0.009840023724580687,0.0033964960234157907,0.8175596921815824
3.015495,0.8081246505426891,0.009583749871091785,0.003507035809350076,0.821215436223131
3.0177970000000003,0.810914912672842,0.009318553523670964,0.003618071289391689,0.8238515374859047
3.020098,0.8136095058402805,0.009042451905888916,0.0037395163456872037,0.8263914740918566
3.0224,0.8147347314639165,0.008759410570604267,0.003849560437514161,0.8273437024720349
3.024702,0.8147595161692829,0.008477856317641603,0.0039591088352337895,0.8271964813221583
3.027003,0.8158074135121757,0.008205720252718185,0.0040681615388460865,0.8280812953037399
3.029305,0.820399523722468,0.007940523905297366,0.0041777099365657155,0.8325177575643311
3.031607,0.8221280090747229,0.0076733447814472345,0.004299154992861231,0.8341005088490315
3.0339080000000003,0.8226108151352611,0.007400217328309155,0.0044087033905808575,0.8344197358541512
3.03621,0.8230217455502364,0.007132046816244366,0.004522713035266444,0.8346765054017472
3.038511,0.8218975113148154,0.006884695456687378,0.004685796396577564,0.8334680031680802
3.040813,0.8234639046939737,0.006661137414282165,0.0048682118280745,0.8349932539363304
3.043115,0.8230113359739826,0.006448484642238182,0.005051122953678767,0.8345109435698995
3.045416,0.8215331761459286,0.006231866317335568,0.005229572832317075,0.8329946152955812
3.047718,0.8202855140777825,0.006015247992432957,0.005411492569706682,0.8317122546399219
3.05002,0.8188033886968699,0.00581449187896486,0.005582011342627732,0.8301998919184624
3.052321,0.8170164114399502,0.005642981717829154,0.0057609569153733685,0.8284203500731527
3.054623,0.8148021458625131,0.005491299320986592,0.005942380958655648,0.8262358261421553
3.056924,0.8097475530500831,0.005342591088788002,0.0061238050019379285,0.8212139491408089
3.059226,0.8081395213659092,0.005189917303730783,0.006296306551288293,0.8196257452209281
3.061528,0.8055629033960147,0.0050481487890347955,0.006461868383136055,0.8170729205681855
3.063829,0.8011988124750935,0.004935626226671193,0.006618507721051903,0.8127529464228166
3.066131,0.7985622155182125,0.004850862534318,0.006771181506109122,0.8101842595586396
3.068433,0.7932290426174637,0.004772047171252746,0.006915924185449083,0.8049170139741656
3.070734,0.788838679908854,0.004677865290860306,0.007071076441042943,0.8005876216407574
3.073036,0.7839808776570335,0.004570795363677322,0.007213340649846262,0.7957650136705571
3.075337,0.7793520860827986,0.0044647168247089935,0.0073689885995474515,0.791185791507055
3.077639,0.7744189383266641,0.0043705349443165535,0.007513235584780085,0.7863027088557608
3.079941,0.7675089624705029,0.0042813100049974,0.007663926593407989,0.7794541990689083
3.082242,0.7625787888790123,0.0041856410422829735,0.007811147743284594,0.7745755776645799
3.084544,0.7567330682712858,0.004077579726885332,0.007958864587268525,0.7687695125854398
3.086846,0.7511812942692051,0.003954647588267832,0.008095676160891227,0.7632316180183641
3.089147,0.7446416019112185,0.0038183317087524572,0.008220095381830715,0.7566800290018016
3.0914490000000003,0.7383383556424277,0.003671110558875853,0.008340053355804244,0.7503495195571077
3.09375,0.7297405413508125,0.003520419550247949,0.008470916600139003,0.7417318775011994
3.096052,0.7243240918400324,0.003371711318049359,0.008597814291615132,0.7362936174496969
3.098354,0.717630734308774,0.0032244901681727552,0.008716285183266675,0.7295715096602134
3.100655,0.7103460137074724,0.0030742948536521797,0.008844174262957463,0.7222644828240821
3.102957,0.7030355170125897,0.0029201339862729744,0.008961653766394347,0.7149173047652571
3.105259,0.6951029242130096,0.002765477424786441,0.00904096482356693,0.7069093664613629
3.10756,0.6874147086083424,0.002613299333836551,0.009076654799294592,0.6991046627414736
3.109862,0.6794196583512391,0.002466078183959948,0.009111849080914924,0.6909975856161139
3.112163,0.6712198864278087,0.0023228225869419724,0.009136138092174027,0.6826788471069247
3.114465,0.6630300283865251,0.002183036848675298,0.009170340985579705,0.6743834062207801
3.116767,0.6545496935983468,0.002046720969159924,0.009202561102556066,0.6657989756700627
3.119068,0.6457000667002087,0.001915857724825165,0.009238251078283726,0.6568541755033176
3.12137,0.6372921032517005,0.0017914385038856782,0.009273941054011388,0.6483574828095975
3.123672,0.6283309451794136,0.0016724719181268064,0.009275428136333374,0.6392788452338738
3.125973,0.6191675439113364,0.0015564794970119064,0.009214457761131951,0.6299384811694803
3.128275,0.6101419456050967,0.0014439569346483068,0.009165384044506416,0.6207512865842514
3.130576,0.6009522725493311,0.0013408525603239509,0.009108379222163624,0.6114015043318187
3.132878,0.5914676614997051,0.001252123315112126,0.00905137439982083,0.6017711592146381
3.13518,0.5820286543079533,0.001175290728476188,0.008999326518551325,0.5922032715549808
3.137481,0.5724602709541886,0.0011039107770208648,0.008940338919779217,0.5825045206509887
3.139783,0.5633295854971951,0.001031043743243556,0.00888234270922177,0.5732429719496605
3.142085,0.5537170853678783,0.0009581767094662466,0.008833764686703561,0.5635090267640482
3.144386,0.5437575993634315,0.000889275228547567,0.008777255558468098,0.5534241301504471
3.146688,0.534206069609316,0.0008273134651314879,0.00872570337130592,0.5437590864457535
3.148989,0.5251958378204035,0.000770308642788695,0.008667211466641142,0.5346333579298334
3.151291,0.5147718864373898,0.0007162779850898741,0.008609215256083692,0.5240973796785634
3.153593,0.5053958323972686,0.0006642301038203678,0.008561628621780143,0.5146216911228689
3.155894,0.4957332671631117,0.0006176348577314763,0.008505615187652008,0.5048565172084951
3.158196,0.4859155496733607,0.0005794664114671715,0.008449601753523873,0.4949446178383517
3.160498,0.4762078762754367,0.0005467506003834818,0.008397058178147036,0.4851516850539672
3.162799,0.4667658949190409,0.0005145304834071207,0.008339061967589585,0.4756194873700376
3.165101,0.4565729369900423,0.00047834481357213047,0.008282057145246794,0.4653333389488612
3.167402,0.4474333290391169,0.00043868928498583997,0.008238436063801874,0.4561104543879047
3.1697040000000003,0.4377053321827925,0.0003965552858629061,0.008195310676464285,0.4462971981451197
3.172006,0.4269334035364341,0.00035590836906195824,0.008161107783058607,0.4354504196885545
3.174307,0.4178631927605347,0.0003236882520855971,0.008127896277867587,0.4263147772904879
3.176609,0.4087781111614155,0.00030584326422176635,0.008094189078569241,0.4171781435042065
3.1789110000000003,0.3993678542278887,0.00030286909957779446,0.008060481879270895,0.4077312052067374
3.181212,0.3895813654668996,0.00030683465243642365,0.008027270374079876,0.3979154704934159
3.183514,0.380465550833126,0.00031129589940238125,0.007994554562996187,0.38877140129552457
3.1858150000000003,0.37083520571594536,0.00031129589940238125,0.007972248328166398,0.3791187499435141
3.188117,0.3617337662112843,0.00030138201725580865,0.007938541128868052,0.3699736893574082
3.190419,0.3522734441729174,0.00028105855885533467,0.007904833929569704,0.3604593366613424
3.19272,0.34342679143942323,0.00026023940634753207,0.007871126730271358,0.3515581575760421
3.1950220000000003,0.3339000463906743,0.00024982983009363085,0.007837419530973012,0.3419872957517409
3.197323,0.3252110243833107,0.00025379538295225993,0.0078037123316746625,0.3332685320979376
3.199625,0.3165695890102506,0.000267179123850133,0.007770005132376317,0.3246067732664771
3.201927,0.3076470950783353,0.0002845284176066352,0.007758108473800428,0.3156897319697423
3.204228,0.29850996559794657,0.00030138201725580865,0.0078071821904259625,0.3066185298056284
3.20653,0.2901580155835664,0.00031327867583169584,0.007859725765802798,0.2983310200252009
3.208832,0.2810089894446018,0.0003177399227976535,0.007903346847247718,0.28923007621464714
3.211133,0.2731750397723801,0.00032170547565628263,0.007958864587268525,0.2814556098353049
3.213435,0.26506895403523495,0.0003336021342321698,0.008001989974606117,0.2734045461440733
3.215736,0.25694898886308465,0.0003554126749546296,0.008046106750158365,0.2653505082881977
3.218038,0.2488458772905835,0.0003772232156770895,0.008098154631427872,0.25732125513768844
3.22034,0.2412652273072068,0.00038812848603831935,0.008143758489302105,0.2497971142825472
3.222641,0.23347638579875196,0.0003891198742529766,0.008185892488425037,0.24205139816142995
3.224943,0.2256875442902971,0.00039506820354092017,0.008243393004875161,0.2343260054987132
3.227245,0.2180816139074466,0.00041687874426338007,0.008285527003998094,0.2267840196557081
3.229546,0.2108400186934826,0.00044761177891775516,0.008330635167765001,0.21961826564016532
3.231848,0.2036207297143484,0.0004714050960695297,0.008382683049034508,0.2124748178594524
3.234149,0.19647034221613285,0.00047834481357213047,0.008425808436372095,0.20537449546607706
3.236451,0.18936754135222086,0.00047487495482083006,0.008479343399963589,0.19832175970700527
3.238753,0.1828684959110352,0.000470909401962201,0.00852296448140851,0.19186236979440588
3.241054,0.17630550593000407,0.0004728921783915154,0.008565098480531443,0.18534349658892704
3.2433560000000003,0.16964882976268786,0.0004837974487527454,0.008633008573235465,0.17876563578467605
3.245658,0.1634189462217816,0.0005065993776898626,0.008701910054154147,0.17262745565362564
3.247959,0.1573804006063042,0.0005333668594856086,0.008768828758643512,0.16668259622443332
3.250261,0.1515044426580306,0.0005512118473494393,0.008840704404206163,0.1608963589095862
3.252562,0.14611823048779768,0.0005522032355640967,0.008904648944051555,0.15557508266741332
3.254864,0.140777622175439,0.0005472462944908104,0.00897900306015085,0.15030387153008065
3.257166,0.13570914992800373,0.0005526989296714255,0.009043443294103571,0.14530529215177873
3.259467,0.13017670799610884,0.0005750051645012137,0.00910590075162698,0.13985761391223706
3.261769,0.1252936253448145,0.0005987984816529883,0.009183229032370248,0.13507565285883774
3.264071,0.12071737734595656,0.0006062338932629178,0.009245686489893656,0.13056929772911313
3.266372,0.11628488063822395,0.000597807093438331,0.009310126723846377,0.12619281445550865
3.2686740000000003,0.11187617724764308,0.0005903716818284015,0.009382993757623685,0.12184954268709515
3.270975,0.10780256307361638,0.0005992941757603169,0.009445451215147095,0.1178473084645238
3.273277,0.10359957273757688,0.0006176348577314763,0.009521292413568376,0.11373850000887675
3.275579,0.10004792445856722,0.0006270530457707203,0.009581767094662469,0.1102567445990004
3.27788,0.09623454969088807,0.0006171391636241477,0.009575818765374526,0.10642750761988674
3.280182,0.0928955541839224,0.0006012769521896314,0.009562435024476651,0.10305926616058868
3.282484,0.0897533492375662,0.0005953286229016878,0.009554008224652064,0.09990268608511996
3.284785,0.0865937949974535,0.000607225281477575,0.009542607260183508,0.0967436275391146
3.287087,0.08383178743141835,0.0006325056809513353,0.009521788107675705,0.09398608122004537
3.289388,0.08116544882809762,0.0006642301038203678,0.009513857001958446,0.09134353593387644
3.29169,0.0788604712290195,0.0007038856324066582,0.009505925896241187,0.08907028275766735
3.293992,0.07667545160391487,0.0007544464313541789,0.009485106743733384,0.08691500477900244
3.296293,0.07478636136088547,0.0008213651358435442,0.009474697167479484,0.0850824236642085
3.298595,0.07336124080231564,0.0009130685456993414,0.009463296203010924,0.0837376055510259
3.300897,0.07219834242652268,0.0010399662371754713,0.009451399544435036,0.08268970820813319
3.3031980000000005,0.07177601104707867,0.0012109807042038495,0.009434050250678536,0.08242104200196106
3.3055,0.07194157287892643,0.0014365215230383774,0.009426614839068606,0.0828047092410334
3.307801,0.07289082709446078,0.0017260068817182984,0.009417196651029363,0.08403403062720842
3.310103,0.0752146410696174,0.0020784453920289566,0.0093953861103069,0.08668847257195325
3.3124050000000005,0.07928032413792685,0.002481940395394464,0.009388446392804305,0.09115071092612563
3.314706,0.0856901446397934,0.0029245952332389324,0.009371592793155128,0.09798633266618743
3.317008,0.09355234887613284,0.0033945132469864765,0.00935969613457924,0.10630655825769857
3.31931,0.10159944701450584,0.003879797778061207,0.009348790864218009,0.11482803565678508
3.321611,0.10798596989332797,0.004367560779672582,0.009337885593856782,0.12169141626685735
3.323913,0.11109298055806384,0.0048399572639567685,0.009318057829563636,0.12525099565158426
3.326214,0.10779066641504048,0.0052781508548352795,0.009311118112061034,0.1223799353819368
3.3285160000000005,0.09845426790350567,0.005661322399800313,0.009302691312236449,0.11341828161554245
3.330818,0.08478203303516732,0.005967661358129408,0.009280880771513988,0.10003057516481073
3.3331190000000004,0.07022547987935471,0.006174365800885448,0.009271958277582072,0.08567180395782223
3.335421,0.05830552368042309,0.006276478786995146,0.009265018560079472,0.0738470210274977
3.3377230000000004,0.05043191847961508,0.006281435728068432,0.009245686489893656,0.06595904069757717
3.340024,0.04578032497644319,0.0062011332826811955,0.009234781219532426,0.061216239478656814
3.3423260000000004,0.042603421442574,0.006082166696922322,0.009223875949171196,0.05790946408866751
3.344627,0.04071234842311526,0.005979558016705295,0.009211483596487982,0.05590339003630854
3.3469290000000003,0.03914496365574212,0.005935441241153047,0.009196117079160793,0.05427652197605596
3.349231,0.0378046067895255,0.005961713028841464,0.009188681667550864,0.05295500148591783
3.351532,0.03688311144400157,0.006063826014951161,0.00917777639718963,0.05212471385614236
3.3538339999999995,0.03598739219205873,0.006245250058233442,0.009158444327003816,0.051391086577295984
3.356135,0.03534844248771212,0.0065025152999370036,0.009152495997715872,0.051003453785365
3.3584370000000003,0.034477507941135715,0.0068331432695252,0.009132172539315395,0.050442823749976315
3.360739,0.03377709216748035,0.0072351511905687236,0.009122258657168826,0.0501345020152179
3.3630400000000003,0.0331614400861782,0.007705564898423594,0.009115814633773554,0.049982819618375335
3.365342,0.032627577532585265,0.00823992314612386,0.009097473951802396,0.04996497463051151
3.3676440000000003,0.03190039427713415,0.00881988525169836,0.009086072987333835,0.04980635251616634
3.3699449999999995,0.03139528198176628,0.009424632062639292,0.009075663411079932,0.0498955774554855
3.372247,0.030762776300814938,0.010008064026965092,0.009063271058396721,0.049834111386176765
3.3745480000000003,0.030230400829543987,0.010483434675893251,0.009048400235176859,0.0497622357406141
3.37685,0.029642507618252233,0.010760031987782628,0.00904096482356693,0.04944350442960178
3.3791519999999995,0.02899909666693966,0.010745656858670098,0.00900031790676598,0.04874507143237575
3.381453,0.028533144206050756,0.01034612740816322,0.008974046119077565,0.04785331773329154
3.3837550000000003,0.02809990755624553,0.009502456037489887,0.008946782943174492,0.04654914653690991
3.386057,0.02770236088216796,0.008349471543843488,0.008917041296734771,0.044968873722746217
3.388358,0.02708720449497313,0.007087434346584788,0.008877385768148482,0.043052024609706405
3.39066,0.02659944149336176,0.005900742653640044,0.008851609674567391,0.041351793821569185
3.392961,0.026219739807148024,0.0049395917795298245,0.008823850804556988,0.039983182391234835
3.395263,0.02597585830634233,0.0043457502389501225,0.008793117769902612,0.03911472631519507
3.397565,0.02555352692689834,0.004171265913170444,0.008755445017745637,0.03848023785781442
3.3998660000000003,0.02537606843647469,0.004369543556101896,0.00872966892416455,0.038475280916741135
3.402168,0.02508906154833141,0.00488308265129436,0.008700918665939488,0.03867306286556526
3.40447,0.02460427271136401,0.005610265906745464,0.008669194243070454,0.038883732861179916
3.406771,0.02435196441073373,0.006427169795623051,0.008634495655557451,0.03941362986191423
3.409073,0.024077845569381,0.00719599135608976,0.008608223867869033,0.039882060793339794
3.411374,0.023793317151774362,0.007739272097721941,0.008577986527321987,0.040110575776818286
3.413676,0.023177169376364874,0.007872118118486014,0.008545766410345627,0.03959505390519651
3.415978,0.023079021943113804,0.007565779160156919,0.00851503337569125,0.03915983447896197
3.418279,0.02266462166938707,0.007046787429783841,0.00848628311746619,0.0381976922166371
3.420581,0.0223830674164244,0.00655803303995781,0.008454558694597158,0.037395659150979366
3.422883,0.022077224152202642,0.006226909376262283,0.008423329965835455,0.036727463494300366
3.425184,0.02187547665051989,0.006090097802639582,0.008396562484039706,0.036362136937199176
3.427486,0.021665798043119872,0.00615205956605566,0.00836335097884869,0.03618120858802422
3.429787,0.021649440137578028,0.006248719916984743,0.008332122250086987,0.03623028230464975
3.432089,0.021322777720848462,0.006154538036592302,0.008303371991861925,0.03578068774930269
3.434391,0.02125784179278841,0.005748068868582822,0.008278587286495494,0.035284497947866734
3.436692,0.021366398802293383,0.005164141210149695,0.008240914534338518,0.0347714545467816
3.438994,0.02158202573898134,0.004572778140106636,0.00821166858200613,0.0343664724610941
3.441296,0.021815001969425797,0.0040478380804456135,0.008185892488425037,0.03404873253829645
3.443597,0.02196073603698041,0.0035496655025803385,0.008160116394843951,0.0336705179344047
3.445899,0.02204797819987025,0.003040587654353833,0.008120460866257659,0.033209026720481746
3.4482,0.02177584213494683,0.002544397852917871,0.008094684772676572,0.032414924760541274
3.450502,0.021013464597875398,0.002121075085259219,0.008068908679095483,0.031203448362230095
3.452804,0.02021737986150561,0.0018127533505008094,0.00804015842087042,0.030070291632876837
3.455105,0.01953580046392874,0.0016005962725641548,0.008002981362820773,0.02913937809931367
3.457407,0.019180883483081442,0.0014484181816142644,0.007978692351561671,0.028607994016257375
3.459709,0.018731784621841698,0.00133044298407005,0.007948950705121955,0.0280111783110337
3.46201,0.01868072812878685,0.0012382438801069244,0.007935071270116752,0.027854043279010525
3.464312,0.018437838016195817,0.001164385458114958,0.00792367030564819,0.027525893779958968
3.466613,0.018276737431314014,0.001106389247557508,0.007915243505823606,0.02729837018469513
3.468915,0.0181622320925211,0.001064750942541903,0.007908799482428333,0.02713578251749133
3.471217,0.01803880425979627,0.0010379834607461566,0.007900868376711074,0.0269776560972535
3.473518,0.017950075014584444,0.0010166686141310256,0.007889963106349844,0.026856706735065315
3.47582,0.01777856485344874,0.0009879183559059648,0.00787757075366663,0.02664405396302133
3.478122,0.017546084317111608,0.0009462800508903596,0.007867656871520056,0.026360021239522025
3.4804230000000005,0.017385975120444458,0.0009071202164113977,0.007861212848124785,0.026154308184980643
3.482725,0.017448928272075198,0.000887788146225581,0.007854273130622183,0.02619098954892296
3.4850260000000004,0.0171564687487513,0.0008967106401574965,0.007844359248475609,0.02589753863738441
3.487328,0.017087567267832626,0.0009319049217778293,0.007831966895792396,0.02585143908540285
3.4896300000000005,0.017126231408204257,0.0009923796028719224,0.007821061625431166,0.025939672636507347
3.491931,0.016870453248822682,0.0011108504945234656,0.007813626213821236,0.02579492995716738
3.4942330000000004,0.01669795169947232,0.0013363913133579936,0.00780767788453329,0.02584202089736361
3.496535,0.016576010949069474,0.0017195628583230266,0.007798755390601377,0.02609432919799388
3.4988360000000003,0.01670786558161889,0.002307456069614785,0.00778685873202549,0.02680218038325917
3.501138,0.01661913633640706,0.003144683416892845,0.007774962073449603,0.027538781826749514
3.503439,0.016474889351174433,0.004201007559610162,0.007767526661839674,0.028443423572624263
3.5057410000000004,0.016324694036653858,0.0053059097248456845,0.007761082638444401,0.029391686399943943
3.508043,0.01617945566320656,0.006275487398780488,0.0077541429209418014,0.03020908598292885
3.5103440000000004,0.01602331201939805,0.006933769173312912,0.007705564898423594,0.030662646091134563
3.512646,0.015886996139882675,0.007112219051951221,0.007670370616803262,0.030669585808637163
3.5149470000000003,0.015948462209191425,0.006697323084117157,0.00762377537071437,0.03026956066402295
3.517249,0.01579628411824154,0.005929988605972432,0.007574701654088834,0.029300974378302806
3.5195510000000003,0.015686735720521906,0.0051919000801600975,0.007528602102107272,0.028407237902789283
3.5218519999999995,0.015692188355702522,0.004740818442491042,0.007486963797091667,0.02791997059528523
3.524154,0.01573283527250347,0.004489005835968097,0.0074438384097540765,0.02766567951822564
3.526456,0.01571052903767368,0.004294198051787944,0.007399721634201828,0.027404448723663453
3.528757,0.015592553840129466,0.004073118479919375,0.007358083329186222,0.027023755649235058
3.5310589999999995,0.015808676470924755,0.0038222972616110858,0.007312975165419317,0.02694394889795516
3.53336,0.015544967205825919,0.003543717173292394,0.00726489283700844,0.02635357721612675
3.5356620000000003,0.015494902100985725,0.0032522490381831585,0.007218297590919549,0.025965448730088433
3.537964,0.015599493557632068,0.0029716861734351533,0.007183599003406544,0.02575477873447377
3.540265,0.01589145738684863,0.002721856343341521,0.007134029592673679,0.025747343322863832
3.542567,0.016040165619047222,0.002499785383258294,0.007090408511228759,0.025630359513534283
3.5448690000000003,0.016269176296633048,0.002298037881575541,0.007049265900320485,0.025616480078529076
3.5471699999999995,0.01654973916138106,0.0021126482854346325,0.0070046534306609076,0.0256670408774766
3.549472,0.016758922074673742,0.001949564924123512,0.0069555797140353716,0.025664066712832626
3.5517730000000003,0.016537346808697843,0.001813249044608138,0.0069218725147370255,0.02527246836804301
3.554075,0.016110554182287892,0.0017012221763518672,0.006874781574540806,0.02468655793318056
3.556377,0.015346193868787137,0.001602579048993469,0.006827194940237256,0.02377596785801786
3.558678,0.014716662352479771,0.0015079014744937005,0.006784565247006995,0.023009129073980467
3.5609800000000003,0.014214524221755868,0.0014157023705305748,0.006743422636098718,0.02237364922838516
3.563282,0.013869521123055142,0.0013294515958553927,0.006697323084117157,0.02189629580302769
3.565583,0.013735188019969079,0.00125063623279014,0.006659650331960178,0.0216454745847194
3.567885,0.013405055744488213,0.0011767778107981738,0.006616524944622587,0.021198358499908976
3.570186,0.013325744687315629,0.001105397859342851,0.006568938310319039,0.021000080856977518
3.572488,0.013274688194260784,0.0010369920725314995,0.006523334452444804,0.02083501471923709
3.57479,0.013091281374549188,0.0009730475326861056,0.00647079087706797,0.020535119784303262
3.577091,0.013059556951680151,0.0009180254867726276,0.006417751607583806,0.020395334046036585
3.579393,0.013114578997593631,0.0008734130171130507,0.006365208032206971,0.020353200046913652
3.581695,0.012903909001978964,0.0008411929001366894,0.006312664456830136,0.02005776635894579
3.583996,0.012673906936178479,0.0008218608299508728,0.006260120881453302,0.019755888647582653
3.586298,0.012548000632917005,0.0008035201479797135,0.006207577306076467,0.019559098086973186
3.588599,0.012579229361678709,0.0007713000310033524,0.006155033730699632,0.01950556312338169
3.590901,0.012609466702225756,0.0007182607615191887,0.006102985849430125,0.019430713313175068
3.593203,0.01245927138770518,0.0006533248334591378,0.006050442274053289,0.01916303849521761
3.595504,0.012285282756032832,0.000586901823077101,0.0059983943927837844,0.018870578971893717
3.597806,0.01221390280457751,0.0005214702009097215,0.005946346511514277,0.01868171951700151
3.600108,0.012241661674587909,0.00045207302588371286,0.005893802936137443,0.018587537636609062
3.602409,0.012207458781182234,0.00037573613335510354,0.005842250748975264,0.0184254456635126
3.604711,0.012071638595774191,0.0003003906290411513,0.0057902028677057574,0.0181622320925211
3.607012,0.011916486340180329,0.00024041164205438682,0.005738154986436253,0.01789505296867096
3.609314,0.011798511142636114,0.000203730278112068,0.005686602799274073,0.017688844220022253
