Wavelength,d_NH3_CH3OH_50_10K_I10m_Baselined,H2O_CH4_10_0.6_a_V3,HNCO_NH3,all
2.969463,0.025684179063804,0.7166970405184241,0.005066956890842604,0.7474481764730707
2.971764,0.02504762422809757,0.7224696471116664,0.004977770609011525,0.7524950419487755
2.974066,0.02417340265234677,0.7279918460674599,0.004876823498807117,0.7570420722186139
2.976368,0.023090426372969392,0.7323159106327206,0.004776366423118265,0.7601827034288083
2.978669,0.021856519462800945,0.7372608489291899,0.004685220003224965,0.7638025883952158
2.980971,0.020563318376250302,0.7424042512044592,0.004586723065598334,0.7675542926463078
2.983273,0.019300009395148542,0.7462980654650622,0.004486265989909481,0.7700843408501202
2.985574,0.01812637673039341,0.7482964262194971,0.004399529880656179,0.7708223328305467
2.987876,0.017090443764509345,0.7545139841528637,0.0042980927359362155,0.7759025206533092
2.990177,0.016224062741007437,0.7596897287061596,0.0041706837618918175,0.7800844752090588
2.992479,0.015513512693452141,0.7625157577573675,0.004019753131100761,0.7820490235819204
2.994781,0.014933311827034576,0.766923618224788,0.0038707826383719275,0.7857277126901946
2.997082,0.014459448450492525,0.7701813676842002,0.003722302180158648,0.7883631183148514
2.999384,0.014068890941594891,0.7744123256915053,0.0035738217219453685,0.7920550383550455
3.001686,0.013739587747141676,0.7790558927609081,0.0034258312982476447,0.7962213118062975
3.003987,0.013467128556492885,0.7823200126690225,0.003277350840034365,0.7990644920655497
3.006289,0.013258863887381848,0.7850960581996436,0.003115149415385535,0.8014700715024109
3.0085900000000003,0.013119694084964124,0.7890658278101578,0.0031342607614921946,0.8053197826566141
3.010892,0.013038838389897485,0.7925828055282987,0.003248928838132153,0.8088705727563283
3.013194,0.013000615697684166,0.7951398056304667,0.0033577165005854465,0.8114981378287364
3.015495,0.01299277514543528,0.7988978803302608,0.003466994197554296,0.8153576496732503
3.0177970000000003,0.013006006077355277,0.8016562846183221,0.0035767619290387,0.818239052624716
3.020098,0.01303295797571082,0.8043201122448811,0.003696820385349768,0.8210498906059417
3.0224,0.013063830150190808,0.8054324905951921,0.0038056080478030617,0.8223019287931859
3.024702,0.013085391668875243,0.8054569923209697,0.003913905675740801,0.8224562896655857
3.027003,0.013086371737906357,0.8064929252868537,0.004021713269162983,0.8236010102939231
3.029305,0.013068240460830808,0.8110326050389587,0.004130010897100722,0.8282308563968902
3.031607,0.013038838389897485,0.8127413553947003,0.004250069353411789,0.8300302631380095
3.0339080000000003,0.013006496111870831,0.8132186490128512,0.004358366981349528,0.8305835121060716
3.03621,0.012981994386093062,0.8136248876262465,0.004471074919927265,0.8310779569322668
3.038511,0.012975623937390842,0.8125134893449671,0.0046322962755449846,0.8301214095579029
3.040813,0.012993265179950834,0.8140619984141221,0.004812628977269363,0.8318678925713423
3.043115,0.013031487872164156,0.8136145969014199,0.004993451713509298,0.8316395364870933
3.045416,0.013086371737906357,0.8121533139760337,0.0051698641391092325,0.8304095498530494
3.047718,0.013152036362990777,0.8109198971003809,0.005349706806318057,0.8294216402696898
3.05002,0.013223091367746308,0.8094546938988704,0.005518278679669106,0.8281960639462859
3.052321,0.01329365633798628,0.8076881194702933,0.005695181139784598,0.8266769569480642
3.054623,0.013368631618866254,0.8054991352893073,0.005874533772477866,0.8247423006806514
3.056924,0.013453897624572891,0.8005022533341891,0.006053886405171134,0.8200100373639332
3.059226,0.01355141449316841,0.7989125813657275,0.006224418416584405,0.8186884142754803
3.061528,0.013651381534341705,0.7963653819538706,0.006388089944779902,0.8164048534329923
3.063829,0.013743017988750564,0.7920511180789211,0.0065429408516954005,0.8123370769193671
3.066131,0.013817013200599424,0.7894446244906821,0.006693871482486457,0.809955509173768
3.068433,0.01386944689376385,0.7841723431378218,0.006836961561028628,0.8048787515926143
3.070734,0.013895908757603841,0.7798321074335478,0.00699034236439746,0.8007183585555491
3.073036,0.013895418723088285,0.7750297691811051,0.0071309822703618546,0.7960561701745553
3.075337,0.013867976790217184,0.7704538268748491,0.007284853108246242,0.7916066567733124
3.077639,0.013816033131568314,0.7655770033760418,0.007427453152272856,0.7868204896598829
3.079941,0.013748408368421672,0.7587459222291999,0.007576423645001692,0.7800707542426232
3.082242,0.01367539322560392,0.7538720389374861,0.0077219638961216405,0.7752693960592117
3.084544,0.013606298358910614,0.7480930618955416,0.007867994181757142,0.7695673544362093
3.086846,0.01354847428607508,0.7426046753213212,0.008003243708050426,0.7641563933154467
3.089147,0.013508781490315092,0.7361396499575993,0.008126242371454826,0.7577746738193692
3.0914490000000003,0.013497510696457318,0.7299083710577972,0.008244830724219226,0.7516507124784737
3.09375,0.01352495262932842,0.721408722385489,0.008374199836325846,0.7433078748511432
3.096052,0.013598457806661728,0.7160541152340153,0.008499648672308022,0.738152221712985
3.098354,0.013703325192990577,0.7094371791704712,0.008616766921525758,0.7317572712849876
3.100655,0.013817013200599424,0.7022356319298694,0.008743195826539046,0.7247958409570079
3.102957,0.013916000172741612,0.6950086028944586,0.008859334006725669,0.7177839370739258
3.105259,0.013975294349123809,0.6871665805420261,0.00893773952921453,0.7100796144203643
3.10756,0.013969903969452704,0.6795661452057621,0.008973022014334519,0.7025090711895492
3.109862,0.013899338999212729,0.6716623785043694,0.00900781446493895,0.694569531968521
3.112163,0.013788101164181657,0.6635562275480522,0.009031826156201165,0.6863761548684351
3.114465,0.013662652328199479,0.6554598772820464,0.009065638537774484,0.6781881681480204
3.116767,0.01353524335415508,0.6470763667899249,0.009097490781285585,0.6697091009253656
3.119068,0.01341273472526624,0.6383277805837148,0.009132773266405571,0.6608732885753866
3.12137,0.013301496890235168,0.6300158151308644,0.009168055751525558,0.6524853677726251
3.123672,0.013207900297764091,0.6211569711586544,0.009169525855072223,0.6435343973114908
3.125973,0.013139785500101892,0.6120981931040976,0.009109251609658912,0.6343472302138584
3.128275,0.013097642531764129,0.6031756446448654,0.00906073819261893,0.6253340253692484
3.130576,0.013068240460830808,0.5940908947609842,0.009004384223330062,0.616163519445145
3.132878,0.013038348355381929,0.5847145743403476,0.008948030254041194,0.6067009529497708
3.13518,0.013004535973808608,0.5753833370951421,0.008896576629907879,0.5972844496988585
3.137481,0.012969743523204177,0.5659242008413766,0.008838262522556789,0.5877322068871376
3.139783,0.012936911210661966,0.5568977650648465,0.008780928484236809,0.5786156047597453
3.142085,0.01290260879457309,0.5473950157391967,0.00873290510171238,0.5690305296354822
3.144386,0.012862915998813106,0.537549242252658,0.00867704116693907,0.5590891994184102
3.146688,0.012813422512742012,0.5281067671724214,0.008626077577321312,0.5495462672624847
3.148989,0.012751678163782035,0.5191994097831714,0.008568253504485776,0.5405193414514392
3.151291,0.012677192917417614,0.5088944739555574,0.008510919466165797,0.5300825863391408
3.153593,0.012590946842679869,0.4996254710938273,0.008463876152672481,0.5206802940891797
3.155894,0.012499800422786572,0.4900732282821065,0.008408502252414723,0.5109815309573078
3.158196,0.012408163968377716,0.4803676046670166,0.008353128352156966,0.5011288969875513
3.160498,0.01231652751396886,0.47077076871438006,0.008301184693508096,0.491388480921857
3.162799,0.01221901064537334,0.4614365912620812,0.008243850655188114,0.4818994525626426
3.165101,0.012112183120982266,0.4513600115187161,0.008187496685899248,0.4716596913255976
3.167402,0.01199408480273342,0.442324755120906,0.008144373648530373,0.4624632135721698
3.1697040000000003,0.011863245587080136,0.4327078277531317,0.008101740645677058,0.4526728139858888
3.172006,0.01172358575014685,0.4220588876955978,0.008067928264103736,0.4418504017098484
3.174307,0.011584415947729123,0.4130922361299655,0.008035095951561525,0.43271174802925616
3.176609,0.011457006973684729,0.40411088352886654,0.00800177360450376,0.42356966410705504
3.1789110000000003,0.011341358828013659,0.3948080682855633,0.007968451257445995,0.4141178783710229
3.181212,0.01122865088943592,0.38513331684495344,0.007935618944903784,0.4042975866792932
3.183514,0.01111104260570263,0.37612158210389,0.007903276666877129,0.39513590137646976
3.1858150000000003,0.010990004080360456,0.36660119153568016,0.007881225113677138,0.3854724207297177
3.188117,0.01087141572759605,0.3576036677955679,0.007847902766619372,0.3763229862897833
3.190419,0.010759687858049424,0.3482513590661935,0.007814580419561606,0.3668256273438045
3.19272,0.01065629057526724,0.33950571306707666,0.007781258072503841,0.3579432617148477
3.1950220000000003,0.010562693982796164,0.33008773971261784,0.007747935725446075,0.3483983694208601
3.197323,0.01047693794257397,0.3214979246894477,0.007714613378388308,0.33968947601040994
3.199625,0.010397062316538443,0.3129551529797708,0.007681291031330544,0.3310335063276397
3.201927,0.010319636863080696,0.304134531699774,0.007669530202957213,0.3221236987658119
3.204228,0.010249561927356276,0.2951017254745417,0.007718043619997195,0.3130693310218951
3.20653,0.010195658130645184,0.2868451339219491,0.007769987278646065,0.30481077933124034
3.208832,0.01016429592164964,0.2778005668683435,0.007813110316014941,0.2957779731060081
3.211133,0.010150084920698531,0.27005606138450633,0.007867994181757142,0.28807414048696195
3.213435,0.01014322443748076,0.2620425269516293,0.007910627184610459,0.2800963785737205
3.215736,0.010139794195871871,0.2540152715523166,0.007954240256494887,0.27210930600468336
3.218038,0.010143714471996315,0.24600467732653286,0.008005693880628205,0.2641540856791574
3.22034,0.010159395576494087,0.2385105794801445,0.008050777056059295,0.25672075211269785
3.222641,0.010185857440334078,0.2308106671372228,0.008092429989881503,0.2490889545674384
3.224943,0.010213299373205179,0.22311075479430115,0.008149273993685929,0.24147332816119224
3.227245,0.01023535092640517,0.2155916651876195,0.008190926927508136,0.2340179430415328
3.229546,0.01025348220348072,0.20843275094987096,0.008235520068423676,0.2269217532217753
3.231848,0.010272103515071823,0.20129588826532244,0.00828697369255699,0.21985496547295125
3.234149,0.010294645102787372,0.1942271403784361,0.008329606695410306,0.2128513921766338
3.236451,0.010317676725018474,0.1872054358050431,0.008382530423090288,0.20590564295315186
3.238753,0.010335808002094023,0.1807805932715965,0.008425653460459162,0.1995420547341497
3.241054,0.01034462862337402,0.17429253628564334,0.008467306394281367,0.19310447130329872
3.2433560000000003,0.010341198381765131,0.16771186277625014,0.008534441122912455,0.18658750228092774
3.245658,0.010322087035658472,0.1615531089847502,0.008602555920574653,0.18047775194098334
3.247959,0.010294645102787372,0.15558350851625458,0.008668710580174628,0.17454686419921658
3.250261,0.010271613480556269,0.14977463936886115,0.008739765584930158,0.1687860184343476
3.252562,0.010264262962822936,0.1444499243228364,0.0088029800374368,0.16351716732309612
3.254864,0.010269653342494049,0.13917029245224274,0.008876485214770108,0.15831643100950693
3.257166,0.010280434101836265,0.13415968953068905,0.008940189701792308,0.15338031333431762
3.259467,0.010292684964725149,0.12869041430257547,0.009001934050752284,0.1479850333180529
3.261769,0.010301995620520702,0.12386308428983946,0.009078379435178923,0.14324345934553906
3.264071,0.0103064059311607,0.1193390856422322,0.009140123784138905,0.1387856153575318
3.266372,0.0103064059311607,0.11495719700413602,0.0092038282711611,0.13446743120645782
3.2686740000000003,0.010303955758582924,0.11059883002278648,0.009275863344947741,0.13017864912631716
3.270975,0.010302485655036258,0.10657172637395243,0.00933760769390772,0.1262118197228964
3.273277,0.01030003548245848,0.10241672371655834,0.009412582974787692,0.12212934217380453
3.275579,0.010292684964725149,0.09890562641260406,0.009472367185685449,0.11867067856301465
3.27788,0.010277493894742931,0.09513579088443656,0.009466486771498785,0.11487977155067827
3.280182,0.010252992168965164,0.09183491838765552,0.009453255839578787,0.11154116639619947
3.282484,0.010219179787391841,0.08872858959354997,0.009444925252814346,0.10839269463375616
3.284785,0.010176546784538524,0.08560510959140001,0.009433654458956574,0.1052153108348951
3.287087,0.010126563263951876,0.08287463727072544,0.009413073009303248,0.10241427354398057
3.289388,0.01007118936369412,0.08023874161155307,0.009405232457054359,0.09971516343230157
3.29169,0.010007974911187477,0.07796008111422056,0.009397391904805477,0.09736544793021353
3.293992,0.009932019561276392,0.07580000896965246,0.009376810455152148,0.095108838986081
3.296293,0.00983989307235198,0.07393248743087093,0.009366519730325486,0.0931389002335484
3.298595,0.00973600575505424,0.0725236381986492,0.009355248936467712,0.09161489289017116
3.300897,0.009627708127116505,0.0713740172251563,0.00934348810809438,0.09034521346036717
3.3031980000000005,0.009517940395632096,0.07095650781790312,0.009326336900049944,0.08980078511358516
3.3055,0.00940425238802325,0.0711201793460986,0.009318986382316614,0.08984341811643846
3.307801,0.009283213862681073,0.07205859544338716,0.00930967572652106,0.0906514850325893
3.310103,0.009159725164761115,0.07435587725231076,0.009288114207836623,0.0928037166249085
3.3124050000000005,0.0090489773642456,0.07837514034889598,0.00928125372461885,0.09670537143776044
3.314706,0.008962241254992299,0.08471177666954255,0.009264592551089969,0.10293861047562483
3.317008,0.008890206181205658,0.0924842141207664,0.009252831722716638,0.1106272520246887
3.31931,0.008811310624201244,0.1004394344462924,0.00924205096337442,0.11849279603386804
3.321611,0.008712323652059057,0.10675303914470788,0.009231270204032202,0.12469663300079915
3.323913,0.008600105747996875,0.10982457548820898,0.009211668823409984,0.12763635005961582
3.326214,0.008487887843934694,0.10655996554557907,0.009204808340192213,0.124252661729706
3.3285160000000005,0.008381060319543622,0.09733016544509354,0.00919647775342777,0.11490770351806495
3.330818,0.008275702898699215,0.0838140334370451,0.009174916234743334,0.10126465257048768
3.3331190000000004,0.008168875374308144,0.06942367985324588,0.009166095613463337,0.08675865084101736
3.335421,0.008064988057010405,0.05763981985768572,0.009159235130245559,0.0748640430449417
3.3377230000000004,0.00797531174066377,0.049856111612604115,0.009140123784138905,0.06697154713740679
3.340024,0.007909157081063795,0.04525762771863245,0.009129343024796684,0.062296127824492925
3.3423260000000004,0.007866524078210476,0.04211699650843804,0.009118562265454464,0.05910208285210297
3.344627,0.007843492455979373,0.04024751483159427,0.00910631140256558,0.05719731869013923
3.3469290000000003,0.007838592110823819,0.03869802569340816,0.009091120332583365,0.05562773813681535
3.349231,0.007853783180806035,0.03737297236334642,0.009083769814850031,0.054310525359002486
3.351532,0.0078915158385038,0.036461998198928966,0.009072989055507815,0.053426503092940586
3.3538339999999995,0.007949339911339334,0.035576505829320405,0.009053877709401154,0.052579723450060886
3.356135,0.008018924812548197,0.034944851338769525,0.00904799729521449,0.05201177344653221
3.3584370000000003,0.008091449920850393,0.034083860694938725,0.00902790588007672,0.05120321649586584
3.360739,0.008156134476903703,0.033391441924458976,0.009018105189765613,0.050565681591128286
3.3630400000000003,0.00820219772136591,0.0327828190561392,0.009011734741063392,0.049996751518568514
3.365342,0.008219348929410347,0.03225505188288606,0.008993603463987844,0.049468004276284255
3.3676440000000003,0.008199257514272577,0.03153617124856632,0.008982332670130072,0.04871776143296897
3.3699449999999995,0.008134572958219267,0.031036826077215394,0.008972041945303407,0.04814344098073807
3.372247,0.008033135813499305,0.03041154203536673,0.008959791082414523,0.047404468931280565
3.3745480000000003,0.00792532822007712,0.02988524496566025,0.008945090046947863,0.046755663232685235
3.37685,0.007844472525010485,0.029304064030211574,0.00893773952921453,0.046086276084436585
3.3791519999999995,0.007809680074406052,0.028667999229020694,0.008897556698938991,0.04537523600236574
3.381453,0.00782977148954382,0.028207366784398637,0.008871584869614554,0.04490872314355702
3.3837550000000003,0.007911117219126016,0.02777907661780324,0.008844632971259009,0.044534826808188266
3.386057,0.008035095951561525,0.027386068936327827,0.008815230900325686,0.04423639578821503
3.388358,0.00817671592655703,0.02677793610252361,0.008776028139081257,0.043730680168161895
3.39066,0.008316375763490312,0.026295742139217114,0.008750546344272376,0.043362664246979814
3.392961,0.00845015518623693,0.025920375700301698,0.008723104411401275,0.043093635297939914
3.395263,0.008575604022219106,0.025679278718648446,0.008692722271436842,0.042947605012304386
3.397565,0.008692722271436842,0.025261769311395267,0.008655479648254633,0.042609971231086737
3.3998660000000003,0.008803470071952358,0.025086336954826444,0.008629997853445755,0.04251980488022456
3.402168,0.008906867354734541,0.02480260697031988,0.00860157585154354,0.04231105017659796
3.40447,0.008980372532067848,0.024323353214106717,0.008570213642547996,0.04187393938872256
3.406771,0.00898870311883229,0.024073925645689033,0.00853591122645912,0.04159853999098044
3.409073,0.008911767699890097,0.023802936558586903,0.008509939397134686,0.04122464365561169
3.411374,0.008783378656814589,0.023521656746658126,0.008480047291685808,0.040785082695158514
3.413676,0.008650089268583525,0.022912543843822783,0.00844819504817471,0.04001082816058102
3.415978,0.008539831502583566,0.022815517009742818,0.008417812908210275,0.03977316142053666
3.418279,0.008451135255268041,0.022405848154738527,0.008389390906308063,0.03924637431631463
3.420581,0.008381060319543622,0.022127508549903068,0.00835802869731252,0.03886659756675921
3.422883,0.008344307730876969,0.0218251572538054,0.008327156522832531,0.038496621507514914
3.425184,0.008369789525685848,0.021625713205974367,0.00830069465899254,0.038296197390652764
3.427486,0.00848298749877914,0.021418428605894442,0.008267862346450331,0.03816927845112391
3.429787,0.00868341161564129,0.02140225746688111,0.008236990171970342,0.038322659254492734
3.432089,0.008961751220476743,0.021079324721130117,0.008208568170068127,0.03824964411167499
3.434391,0.009301835174272176,0.021015130199592363,0.00818406644429036,0.038501031818154896
3.436692,0.009667890957392044,0.021122447758498995,0.008146823821108151,0.038937162536999186
3.438994,0.010020715808591915,0.02133561277276558,0.008117911784690384,0.03947424036604788
3.441296,0.010324047173720692,0.02156592899507661,0.008092429989881503,0.0399824061586788
3.443597,0.010542112533142836,0.02170999914264989,0.008066948195072627,0.04031905987086536
3.445899,0.010643059643347243,0.02179624521738764,0.008027745433828195,0.040467050294563066
3.4482,0.010625418400787252,0.021527216268347738,0.008002263639019316,0.0401548983081543
3.450502,0.01050486990996063,0.020773543183423563,0.007976781844210436,0.039255194937594634
3.452804,0.010311796310831808,0.019986547751441628,0.007948359842308223,0.03824670390458166
3.455105,0.010138324092325205,0.019312750292552985,0.00791160725364157,0.03736268163851976
3.457407,0.010091280778831887,0.018961885579415333,0.007887595562379356,0.036940761920626584
3.459709,0.0102152595112674,0.01851791430832216,0.007858193491446034,0.036591367311035586
3.46201,0.010450966113249536,0.01846744075321996,0.007844472525010485,0.03676287939147999
3.464312,0.010730285787116102,0.018227323840597824,0.00783320173115271,0.03679081135886664
3.466613,0.010999804770671558,0.018068062623042325,0.00782487114438827,0.03689273853810216
3.468915,0.011217380095578149,0.01795486464994903,0.00781850069568605,0.03699074544121323
3.471217,0.01135164955284032,0.017832846055575745,0.007810660143437163,0.036995155751853234
3.473518,0.011422214523080294,0.01774512987729133,0.0077998793840949425,0.03696722378446657
3.47582,0.011469257836573613,0.017575577934909173,0.00778762852120606,0.03683246429268885
3.478122,0.011522671598769149,0.0173457517471137,0.007777827830894953,0.0366462511767778
3.4804230000000005,0.01158490598224468,0.017187470598589313,0.007771457382192733,0.036543833963026726
3.482725,0.011655470952484656,0.017249704982064844,0.0077645968989749565,0.03666977283352445
3.4850260000000004,0.011727506026271295,0.016960584617887173,0.007754796208663849,0.03644288685282232
3.487328,0.011788270306200162,0.016892469820224975,0.007742545345774966,0.036423285472200105
3.4896300000000005,0.011825512929382371,0.016930692512438294,0.007731764586432746,0.036487970028253415
3.491931,0.011844624275489029,0.016677834702411715,0.007724414068699416,0.03624687304660016
3.4942330000000004,0.011860305379986802,0.016507302690998447,0.00771853365451275,0.036086141725498
3.496535,0.011882356933186794,0.016386754200171823,0.007709713033232755,0.03597882416659137
3.4988360000000003,0.011901958313809007,0.016517103381309555,0.007697952204859426,0.036117013899977984
3.501138,0.011906368624449009,0.016429387203025142,0.007686191376486097,0.036021947203960236
3.503439,0.011885787174795685,0.016286787158998527,0.007678840858752765,0.035851415192546976
3.5057410000000004,0.011835803654209031,0.016138306700785247,0.007672470410050545,0.03564658076504483
3.508043,0.011754457924626842,0.01599472658772752,0.0076656099268327706,0.03541479443918713
3.5103440000000004,0.011658901194093541,0.015840365715327574,0.007617586544308342,0.03511685345372946
3.512646,0.011580985706120235,0.01570560622354985,0.007582794093703912,0.034869386023374
3.5149470000000003,0.011548153393578026,0.01576637050347872,0.007536730849241707,0.03485125474629845
3.517249,0.011540802875844695,0.015615929907203216,0.007488217432201723,0.03464495021524964
3.5195510000000003,0.01152120149522248,0.015507632279265476,0.007442644222255074,0.034471477996743036
3.5218519999999995,0.011467297698511387,0.015513022658936584,0.007401481322948422,0.0343818016803964
3.524154,0.011397222762786973,0.015553205489212124,0.007358848320095102,0.0343092765720942
3.526456,0.011336458482858105,0.015531153936012138,0.007315235248210677,0.03418284766708092
3.528757,0.011303626170315892,0.015414525721309956,0.007274072348904023,0.03399222424052987
3.5310589999999995,0.011307056411924782,0.015628180770092103,0.007229479207988483,0.034164716390005366
3.53336,0.011357039932511429,0.015367482407816638,0.007181945859979612,0.033906468200307675
3.5356620000000003,0.011467787733026948,0.015317988921745544,0.0071358826155174075,0.033921659270289894
3.537964,0.011658411159577987,0.015421386204527732,0.00710158019942853,0.03418137756353425
3.540265,0.011936260729897886,0.015710016534189845,0.007052576747872992,0.034698854011960725
3.542567,0.012263113751773322,0.01585702688885646,0.0070094537105041205,0.0351295943511339
3.5448690000000003,0.012588496670102093,0.016083422835043045,0.006968780845713024,0.03564070035085816
3.5471699999999995,0.012865366171390884,0.016360782370847392,0.006924677739313039,0.036150826281551314
3.549472,0.013052559356333036,0.016567576936411758,0.006876164322273057,0.03649630061501785
3.5517730000000003,0.013112833601746345,0.016348531507958508,0.006842841975215291,0.03630420708492015
3.554075,0.013044228769568594,0.015926611790065326,0.00679628869623753,0.03576712925587145
3.556377,0.012876636965248654,0.01517097856707893,0.006749245382744214,0.034796860915071795
3.558678,0.012641420397782077,0.014548634732323602,0.006707102414406453,0.033897157544512134
3.5609800000000003,0.012371411379711062,0.014052229768066006,0.0066664295496153565,0.03309007069739242
3.563282,0.012099932258093379,0.013711165745239465,0.006620856339668707,0.03243195434300155
3.565583,0.011852954862253472,0.013578366391523957,0.006583613716486496,0.032014934970263934
3.567885,0.01163390943380022,0.013252003404164077,0.006540980713633179,0.031426893551597467
3.570186,0.011442305938218066,0.013173597881675212,0.006493937400139864,0.031109841220033144
3.572488,0.011275694202929235,0.013123124326573013,0.0064488542247087685,0.03084767275421102
3.57479,0.011126723710200402,0.01294181155581752,0.006396910566059897,0.030465445832077824
3.577091,0.010990004080360456,0.012910449346821977,0.006344476872895473,0.030244930300077907
3.579393,0.010862105071800498,0.012964843178048623,0.0062925332142466026,0.030119481464095724
3.581695,0.010741556580973874,0.012756578508937588,0.006240589555597732,0.0297387246455092
3.583996,0.010627378538849474,0.012529202493719893,0.006188645896948864,0.029345226929518232
3.586298,0.010524471290582843,0.012404733726768829,0.0061367022382999925,0.02906590725565166
3.588599,0.010436265077782876,0.012435605901248816,0.006084758579651122,0.028956629558682813
3.590901,0.010363249934965124,0.012465498006697693,0.006033304955517808,0.028862052897180624
3.593203,0.010294155068271816,0.012317017548484415,0.005981361296868938,0.02859253391362516
3.595504,0.010216239580298507,0.012145015433524477,0.005929907672735624,0.028291162686558614
3.597806,0.010129993505560764,0.012074450463284505,0.00587845404860231,0.028082898017447573
3.600108,0.010046197603400794,0.012101892396155604,0.005826510389953439,0.02797460038950984
3.602409,0.009973182460583045,0.012068080014582282,0.005775546800335679,0.027816809275501002
3.604711,0.009910458042591956,0.011933810557320108,0.005724093176202365,0.027568361776114433
3.607012,0.0098506738316942,0.011780429753951277,0.00567263955206905,0.02730374313771453
3.609314,0.009789419517249778,0.011663801539249095,0.005621675962451291,0.02707489701895017
3.611616,0.009723754892165357,0.011676542436653534,0.0055702223383179775,0.02697051966713687
3.613917,0.009653679956440935,0.011543743082938028,0.0055192587487002155,0.02671668178807918
