Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,CO_NH3_10K,HNCO_NH3,all
3.0224,0.8922883729488208,0.005352747489502477,0.0038008079915402976,0.9014419284298636
3.024702,0.8974982108409076,0.005418329291056225,0.0039089690224610295,0.9068255091544252
3.027003,0.9012397994444776,0.005374771228830228,0.004016640636952256,0.9106312113102604
3.029305,0.909291189126274,0.005268078447198012,0.004124801667872989,0.9186840692413448
3.031607,0.9162692885781644,0.005156002084841235,0.0042447086931018535,0.9256699993561076
3.0339080000000003,0.9199976629381378,0.0050825896204154,0.004352869724022586,0.9294331222825758
3.03621,0.9249324487968428,0.005041478640336931,0.0044654355028088686,0.9344393629399884
3.038511,0.9299450518678384,0.005016518402432147,0.004626453508116203,0.9395880237783868
3.040813,0.9352840956973149,0.004997920578110935,0.004806558754174255,0.9450885750296
3.043115,0.938404125435413,0.0049896004988093405,0.004987153416661813,0.948380879350884
3.045416,0.9440451392018944,0.0049959629123929135,0.005163343331283821,0.9542044454455708
3.047718,0.9465524195702514,0.005016518402432147,0.0053429591609123655,0.9569118971335958
3.05002,0.9498437450586764,0.005046862221061492,0.005511318412662283,0.9604019256924002
3.052321,0.9525526649959896,0.005084057869703916,0.0056879977437137965,0.9633247206094072
3.054623,0.9563172561717468,0.005128105348359418,0.0058671241569128365,0.9673124856770188
3.056924,0.9559154452831226,0.005179494073457504,0.006046250570111877,0.967141189926692
3.059226,0.9588563486080216,0.005239202877857183,0.006216567487579817,0.9703121189734586
3.061528,0.9606994908815396,0.0053028270136929075,0.0063800325750346795,0.9723823504702672
3.063829,0.9598464380449114,0.0053669405659581395,0.006534688166758442,0.971748066777628
3.066131,0.962135438685709,0.005440353030383974,0.006685428427046158,0.9742612201431392
3.068433,0.9607004697143984,0.005547045812016191,0.006828338024461786,0.9730758535508764
3.070734,0.9595777484251128,0.005710021483041547,0.006981525366897032,0.9722692952750512
3.073036,0.9585240348523872,0.005942494287056696,0.0071219878821651315,0.9715885170216092
3.075337,0.9569123865500254,0.006253763136222241,0.007275664641029881,0.9704418143272776
3.077639,0.9548010440731384,0.006625719622646478,0.007418084822016005,0.9688448485178008
3.079941,0.9498001869964504,0.00694188263610708,0.0075668674165857,0.9643089370491432
3.082242,0.9482418850849046,0.00706472615991298,0.007712224096148856,0.9630188353409664
3.084544,0.9434544135714812,0.006938946137530046,0.007858070192141518,0.9582514299011526
3.086846,0.939373169965834,0.00664872219483324,0.007993149126685055,0.9540150412873524
3.089147,0.9364097534851776,0.006291937617723675,0.008115992650490955,0.9508176837533924
3.0914490000000003,0.9306542162741922,0.005974795771404064,0.008234431426431304,0.9448634434720276
3.09375,0.9216215466512372,0.0058123095168082116,0.008363637363820776,0.9357974935318664
3.096052,0.9200740119011408,0.0059013833069782255,0.008488927969774204,0.9344643231778932
3.098354,0.9129211907839166,0.006242017141914108,0.008605898496426035,0.9277691064222569
3.100655,0.9075292899800538,0.006797015372973429,0.008732167935238474,0.9230584732882656
3.102957,0.9002839691576533,0.0075110739436220625,0.008848159629031295,0.9166432027303066
3.105259,0.8938408018632125,0.008285330735099884,0.008926466257752187,0.9110525988560644
3.10756,0.8859656020960383,0.009013092965774674,0.008961704240676589,0.9039403993024896
3.109862,0.8791123038336716,0.009607244511194444,0.008996452807171484,0.8977160011520375
3.112163,0.8718361497762123,0.01000024590408742,0.009020434212217258,0.8908568298925169
3.114465,0.8634739806616801,0.010135814255060464,0.009054203945853144,0.8826639988625936
3.116767,0.856276622649371,0.010029610889857756,0.009086016013771006,0.8753922495529998
3.119068,0.8478743213876192,0.009742323445737982,0.009121253996695408,0.8667378988300526
3.12137,0.8407743572447818,0.009325340647799229,0.009156491979619808,0.8592561898722008
3.123672,0.8324714075182199,0.008801665068228265,0.009157960228908324,0.8504310328153565
3.125973,0.8240563814293008,0.00818842628205778,0.00909776200807914,0.8413425697194377
3.128275,0.8156154162696183,0.007509116277904042,0.009049309781558088,0.8321738423290804
3.130576,0.8067315292412331,0.006802398953697992,0.008993026892164946,0.8225269550870961
3.132878,0.7983845320360154,0.006108406456659086,0.008936744002771805,0.8134296824954463
3.13518,0.7894179336310438,0.005445736611108536,0.00888535527767372,0.8037490255198262
3.137481,0.7813190705555856,0.0048187941649118935,0.008827114722562555,0.7949649794430601
3.139783,0.7717974739195546,0.004231005033075698,0.008769853000310406,0.7847983319529407
3.142085,0.7644772723834398,0.003687263379895005,0.008721890190218858,0.7768864259535536
3.144386,0.7534223340737677,0.003193442202523879,0.008666096717255222,0.7652818729935469
3.146688,0.7459499240280767,0.0027539462488278717,0.008615197408586642,0.7573190676854912
3.148989,0.7358782233252814,0.0023663284366594564,0.008557446269904984,0.7468019980318458
3.151291,0.7263673938506996,0.0020291205167301154,0.008500184547652832,0.7368966989150825
3.153593,0.7163637220316056,0.0017374283247447925,0.008453200570420295,0.7265543509267707
3.155894,0.7078121487588547,0.0014878259456969488,0.008397896513886166,0.7176978712184378
3.158196,0.6979817303558057,0.0012739509660030124,0.008342592457352038,0.7075982737791607
3.160498,0.6877661412227358,0.0010933563035154554,0.008290714315824446,0.6971502118420757
3.162799,0.6787961169027577,0.0009416372103687267,0.008233452593572292,0.6879712067066988
3.165101,0.6690777748620655,0.0008163466044152996,0.008177169704179152,0.6780712911706601
3.167402,0.6585704935370102,0.0007116114885011063,0.008134101058382661,0.6674162060838941
3.1697040000000003,0.6493699540787349,0.0006220482819015862,0.008091521829015678,0.6580835241896521
3.172006,0.6394612290469651,0.0005432522367511885,0.00805775209537979,0.6480622333790962
3.174307,0.6288805352574841,0.00047571276947941924,0.00802496119460292,0.6373812092215665
3.176609,0.6185949595749949,0.00041942988008627797,0.007991680877396537,0.6270060703324777
3.1789110000000003,0.6092510211028744,0.00037342473571275387,0.007958400560190159,0.6175828463987774
3.181212,0.6000822937125171,0.00033476083778181346,0.007925609659413286,0.6083426642097121
3.183514,0.5895285178266588,0.0003000122712869176,0.007893308175065918,0.5977218382730117
3.1858150000000003,0.5796711815199869,0.00026868961979856085,0.007871284435738167,0.5878111555755235
3.188117,0.5705699935969013,0.00024128229974624857,0.007838004118531791,0.5786492800151793
3.190419,0.5602643518408024,0.00021730089470047543,0.007804723801325409,0.5682863765368283
3.19272,0.5500541462884571,0.00019576657180223013,0.007771443484119032,0.5580213563443783
3.1950220000000003,0.5404679466837313,0.00017521108176299596,0.007738163166912651,0.548381320932407
3.197323,0.5307075148301017,0.00015367675886475063,0.007704882849706272,0.5385660744386728
3.199625,0.521035177933783,0.00013263185239601092,0.007671602532499894,0.5288394123186788
3.201927,0.5111112809926985,0.00011158694592727116,0.007659856538191758,0.5188827244768176
3.204228,0.5015299755522677,9.201028874704814e-05,0.007708308764712811,0.5093302946057277
3.20653,0.4918860248088603,7.488071371435303e-05,0.007760186906240402,0.4997210924288151
3.208832,0.4816410706900202,6.068763725869134e-05,0.007803255552036892,0.4895050138793157
3.211133,0.4722178467563199,4.8452226521051946e-05,0.007858070192141518,0.4801243691749825
3.213435,0.462875376533488,3.621681578341257e-05,0.007900649421508503,0.4708122427707799
3.215736,0.4528408714793352,2.300257218676204e-05,0.007944207483734499,0.4608080815352564
3.218038,0.4436726335054072,1.1256577878628232e-05,0.007995596208832584,0.4516794862921184
3.22034,0.4344696469649843,2.936498577033452e-06,0.008040622520347096,0.4425132059839084
3.222641,0.42456875259608656,3.4259150065390273e-06,0.008082222916855071,0.43265440142794814
3.224943,0.41539708870715214,1.2235410737639385e-05,0.00813899522267772,0.42354831934056747
3.227245,0.4061862715038572,2.740732005231222e-05,0.008180595619185691,0.4143942744430952
3.229546,0.3972554004982394,4.5515727944018514e-05,0.008225132514270699,0.40552604874045417
3.231848,0.3877905761680311,6.068763725869134e-05,0.008276521239368784,0.39612778504465856
3.234149,0.3793731029969647,6.949713298979168e-05,0.008319100468735768,0.3877617005986903
3.236451,0.3701945872780171,7.634896300286974e-05,0.00837195744312237,0.3786428936841423
3.238753,0.36145507809633615,8.711612445199241e-05,0.008415026088918863,0.369957220309707
3.241054,0.3530361366759812,0.00010228803376666524,0.008456626485426834,0.3615950511951747
3.2433560000000003,0.34453203679689226,0.00011843877594034924,0.0085236765362691,0.3531741521091017
3.245658,0.3365403559194957,0.00012969535381897744,0.008591705419970374,0.3452617566932851
3.247959,0.32769953753690706,0.0001365471838320555,0.008657776637953628,0.33649386135869275
3.250261,0.319920263389916,0.00014046251526810013,0.008728742020231934,0.328789467925416
3.252562,0.3123440970611697,0.00014388843027463914,0.008791876739638153,0.3212798622310825
3.254864,0.3052367916718897,0.0001482931781401893,0.00886528920406399,0.31425037405409384
3.257166,0.29708311395632675,0.00015514500815326735,0.008928913339899716,0.3061671723043797
3.259467,0.2904828439880146,0.00016395450388436773,0.008990579810017416,0.2996373783019164
3.261769,0.28299232553443177,0.00017325341604497362,0.009066928773020287,0.292232507723497
3.264071,0.2764096745575817,0.00017961582962854609,0.00912859524313799,0.2857178856303483
3.266372,0.2700335573139831,0.00018353116106459077,0.009192219378973715,0.2794093078540214
3.2686740000000003,0.263693656886168,0.00018793590893014086,0.009264163594111034,0.2731457563892091
3.270975,0.2573194973082873,0.0001952771553727245,0.00932583006422874,0.2668406045278887
3.273277,0.2514230081656041,0.00020457606753333045,0.009400710777943092,0.2610282950110805
3.275579,0.2460374697753248,0.00021485381255294755,0.00946041958234277,0.2557127431702205
3.27788,0.2406191404842685,0.0002236633082840479,0.009454546585188704,0.2502973503777413
3.280182,0.2352409433404318,0.000230515138297126,0.009441332341592052,0.24491279082032102
3.282484,0.2303443319632285,0.000233941053303665,0.009433012262290458,0.24001128527882265
3.284785,0.22533221830866196,0.00023540930259218168,0.00942175568441183,0.234989383295666
3.287087,0.2206754209819164,0.000237366968310204,0.009401200194372595,0.2303139881445992
3.289388,0.21630101693499554,0.00024275054903476534,0.009393369531500507,0.2259371370155308
3.29169,0.2122892704623384,0.0002510706283363601,0.009385538868628416,0.22192587995930316
3.293992,0.20805728659640366,0.0002593907076379549,0.009364983378589185,0.2176816606826308
3.296293,0.20438421629296427,0.00026624253765103294,0.009354705633569566,0.21400516446418488
3.298595,0.20101898892368394,0.00027015786908707757,0.009343449055690938,0.21063259584846195
3.300897,0.19810745058455528,0.00027260495123460543,0.009331703061382802,0.2077117585971727
3.3031980000000005,0.1950657274751781,0.00027456261695262777,0.009314573486350107,0.20465486357848087
3.3055,0.19304884236918565,0.0002779885319591667,0.009307232239907523,0.2026340631410524
3.307801,0.1914293634039517,0.000285819194831256,0.00929793332774692,0.20101311592652987
3.310103,0.19020631174661728,0.00029511810699186185,0.009276399004848671,0.19977782885845785
3.3124050000000005,0.18920153981684232,0.0002956075234213675,0.009269547174835595,0.1987666945150993
3.314706,0.18867933248655988,0.0002804356141066947,0.009252907016232405,0.19821267511689897
3.317008,0.1883729578016894,0.000256943625490427,0.009241161021924273,0.19787106244910407
3.31931,0.18719395362301045,0.00023932463402822626,0.00923039386047515,0.19666367211751384
3.321611,0.18493529680084225,0.000237366968310204,0.009219626699026028,0.19439229046817846
3.323913,0.18175017467761995,0.0002461764640413044,0.009200050041845804,0.19119640118350706
3.326214,0.1791288602811881,0.0002564542090609215,0.009193198211832726,0.18857851270208176
3.3285160000000005,0.17497028887967922,0.00026428487193301065,0.009184878132531129,0.18441945188414333
3.330818,0.1698235857069986,0.00027162611837559423,0.009163343809632886,0.17925855563500706
3.3331190000000004,0.16435533594013274,0.00028141444696570583,0.009154534313901784,0.17379128470100025
3.335421,0.15959233524818453,0.00029218160841482837,0.009147682483888708,0.16903219934048805
3.3377230000000004,0.15483716521910834,0.0002990334384279065,0.00912859524313799,0.16426479390067428
3.340024,0.15134420016172706,0.0002990334384279065,0.009117828081688869,0.16076106168184384
3.3423260000000004,0.14829073105804175,0.0002956075234213675,0.009107060920239744,0.15769339950170289
3.344627,0.14538115038463112,0.00029413927413285076,0.009094825509502106,0.15477011516826608
3.3469290000000003,0.14238885833463408,0.00029756518913938977,0.009079653600187436,0.1517660771239609
3.349231,0.14004651130302034,0.0003034381862934567,0.00907231235374485,0.14942226184305868
3.351532,0.1385469393630153,0.00030784293415900683,0.009061545192295729,0.14791632748947006
3.3538339999999995,0.1371946817682914,0.00030882176701801803,0.009042457951545008,0.14654596148685442
3.356135,0.13589674939724258,0.00030931118344752366,0.009036584954390942,0.14524264553508104
3.3584370000000003,0.1348356945780745,0.0003112688491655459,0.009016518880781213,0.14416348230802128
3.360739,0.1329827639759664,0.00031420534774257927,0.009006730552191101,0.14230369987590005
3.3630400000000003,0.13096000587281986,0.0003161630134606016,0.00900036813860753,0.14027653702488802
3.365342,0.12862989425194382,0.00031665242989010724,0.008982259730715824,0.13792880641254973
3.3676440000000003,0.1273975436824488,0.0003171418463196128,0.008971003152837196,0.1366856886816056
3.3699449999999995,0.1255157375109998,0.00031958892846714067,0.008960725407817578,0.13479605184728455
3.372247,0.12388989613218232,0.0003244830927621964,0.00894848999707994,0.13316286922202447
3.3745480000000003,0.123114171091416,0.000328398424198241,0.00893380750419477,0.132376377019809
3.37685,0.1222288167704404,0.00032790900776873545,0.008926466257752187,0.13148319203596132
3.3791519999999995,0.1212822853957766,0.0003254619256212076,0.00888633411053273,0.13049408143193053
3.381453,0.12007734214633388,0.000324972509191702,0.008860395039768935,0.12926270969529452
3.3837550000000003,0.11917436883389612,0.0003308455063457689,0.00883347713614613,0.12833869147638802
3.386057,0.1186741852429414,0.00033965500207686934,0.008804112150375795,0.12781795239539406
3.388358,0.11809177969182975,0.0003465068320899473,0.008764958836015349,0.12720324535993505
3.39066,0.11743449342700378,0.00034846449780796964,0.008739509181681057,0.1265224671064928
3.392961,0.11694899232893426,0.00035042216352599193,0.008712101861628744,0.126011516354089
3.395263,0.11702142596050108,0.00035531632782104765,0.008681758042999399,0.12605850033132152
3.397565,0.11688292111095099,0.0003646152399816536,0.008644562394356977,0.12589209874528964
3.3998660000000003,0.11663527639762115,0.0003714670699947317,0.008619112740022687,0.12562585620763858
3.402168,0.11592170724340205,0.00037244590285374283,0.008590726587111363,0.12488487973336715
3.40447,0.1155933088192038,0.00036804115498819263,0.008559403935623005,0.12452075390981501
3.406771,0.115083336899659,0.00036216815783412566,0.008525144785557616,0.12397064984305076
3.409073,0.11448037585850812,0.00035923165925709217,0.00849920571479382,0.12333881323255905
3.411374,0.11402521857906794,0.00035923165925709217,0.00846935131259398,0.12285380155091905
3.413676,0.1135739766310638,0.0003626575742636313,0.008437539244676119,0.12237417345000355
3.415978,0.11304149155576172,0.00036901998784720383,0.008407195426046772,0.1218177069696557
3.418279,0.1119941403966198,0.00037587181786028173,0.00837880927313545,0.12074882148761555
3.420581,0.11193492100864964,0.00038076598215533767,0.008347486621647094,0.12066317361245207
3.422883,0.11143718449984248,0.0003832130643028655,0.00831665338658824,0.12013705095073356
3.425184,0.1117308343575458,0.0003846813135913822,0.008290224899394941,0.12040574057053212
3.427486,0.11117241021147996,0.00038712839573891005,0.008257433998618065,0.11981697260583694
3.429787,0.11093259616102223,0.0003900648943159435,0.008226600763559216,0.11954926181889737
3.432089,0.1109741965575302,0.00039349080932248254,0.00819821461064789,0.11956590197750055
3.434391,0.11047890713087057,0.00039593789147001035,0.008173743789172613,0.11904858881151315
3.436692,0.11007807507510547,0.0003988743900470439,0.00813654814053019,0.11861349760568272
3.438994,0.10992880306410628,0.00040230030505358284,0.008107672571189361,0.1184387759403492
3.441296,0.10997236112633227,0.00040621563648962747,0.008082222916855071,0.11846079967967695
3.443597,0.10963857912140948,0.0004086627186371553,0.008056773262520781,0.1181040151025674
3.445899,0.1086137411180248,0.0004076838857781442,0.008017619948160335,0.11703904495196328
3.4482,0.10796869026393646,0.0004047473872011108,0.007992170293826045,0.11636560794496363
3.450502,0.10724631161398622,0.0004018108886240774,0.007966720639491755,0.11561484314210205
3.452804,0.1061837885455296,0.00040034263933556055,0.00793833448658043,0.1145224656714456
3.455105,0.10557152859221816,0.0004008320557650661,0.007901628254367512,0.11387398890235073
3.457407,0.104988633624677,0.0004042579707716052,0.00787764684932174,0.11327053844477035
3.459709,0.1045584365831416,0.0004086627186371553,0.007848281863551406,0.11281538116533014
3.46201,0.10383067435246683,0.0004111098007846832,0.00783457820352525,0.11207636235677676
3.464312,0.10351402192257672,0.0004086627186371553,0.00782332162564662,0.1117460062668605
3.466613,0.10300943358375644,0.00040278972148308846,0.007815001546345027,0.11122722485158457
3.468915,0.10262377343730608,0.0003974061407585271,0.007808639132761455,0.11082981871082606
3.471217,0.10123676727608727,0.0003978955571880328,0.007800808469889364,0.10943547130316468
3.473518,0.10006167842884436,0.00040034263933556055,0.0077900413084402405,0.10825206237662016
3.47582,0.09914793795495744,0.0003988743900470439,0.007777805897702603,0.1073246182427071
3.478122,0.09859636563890467,0.0003910437271749547,0.007768017569112491,0.10675542693519212
3.4804230000000005,0.0980276637478192,0.00038125539858484313,0.007761655155528921,0.10617057430193297
3.482725,0.0969837385036838,0.0003753824014307762,0.007754803325515839,0.10511392423063043
3.4850260000000004,0.09609397943484267,0.00037587181786028173,0.007745014996925728,0.1042148662496287
3.487328,0.09552331987803916,0.00038027656572583193,0.007732779586188091,0.10363637602995307
3.4896300000000005,0.09474270067297777,0.00038517073002088776,0.007722012424738967,0.10284988382773763
3.491931,0.09398312637438512,0.0003876178121684156,0.007714671178296383,0.10208541536484993
3.4942330000000004,0.0932264885743695,0.00038517073002088776,0.007708798181142316,0.1013204574855327
3.496535,0.09277328896064736,0.0003753824014307762,0.007699988685411215,0.10084866004748934
3.4988360000000003,0.09198190259413684,0.00036314699069313686,0.0076882426911030815,0.10003329227593304
3.501138,0.09108480227885313,0.00035384807853253093,0.007676496696794949,0.0991151470541806
3.503439,0.09031397140238184,0.00034993274709648636,0.007669155450352364,0.09833305959983067
3.5057410000000004,0.08977071916563065,0.0003489539142374752,0.007662793036768794,0.09778246611663692
3.508043,0.08911636939938168,0.0003460174156604418,0.007655941206755714,0.09711832802179783
3.5103440000000004,0.08813166354321647,0.0003416126677948916,0.007607978396664167,0.09608125460767553
3.512646,0.08744452287619063,0.0003386761692178581,0.0075732298301692735,0.09535642887557776
3.5149470000000003,0.08706179922831729,0.0003406338349358804,0.007527224685795748,0.09492965774904892
3.517249,0.08613778100941075,0.00034552799923093615,0.007478772459274695,0.09396208146791638
3.5195510000000003,0.08525781026915973,0.00035091157995549745,0.007433256731330677,0.0930419785804459
3.5218519999999995,0.08500673964082338,0.0003543374949620365,0.007392145751252209,0.09275322288703763
3.524154,0.08457556376642895,0.00035678457710956437,0.007349566521885222,0.09228191486542374
3.526456,0.08397162389241908,0.00035874224282758665,0.007306008459659228,0.0916363745949059
3.528757,0.08349688995579868,0.00035874224282758665,0.007264897479580759,0.09112052967820702
3.5310589999999995,0.08286798984388401,0.00035678457710956437,0.007220360584495752,0.09044513500548933
3.53336,0.08243240922162405,0.00035189041281450864,0.007172887190833713,0.08995718682527228
3.5356620000000003,0.08167528200517893,0.000344549166371925,0.0071268820464601874,0.08914671321801104
3.537964,0.08078943826777382,0.0003386761692178581,0.007092622896394795,0.08822073733338648
3.540265,0.07996917633192249,0.0003367185034998358,0.007043681253444239,0.08734957608886658
3.542567,0.0792590330927099,0.00033525025421131903,0.00700061260764775,0.08659489595456897
3.5448690000000003,0.07852882377988757,0.00033182433920478003,0.006959991043998787,0.08582063916309114
3.5471699999999995,0.07773254324908199,0.0003244830927621964,0.006915943565343284,0.08497296990718749
3.549472,0.07694605104686654,0.00031420534774257927,0.006867491338822232,0.08412774773343136
3.5517730000000003,0.07614879168320197,0.00030392760272296226,0.006834211021615853,0.0832869303075408
3.554075,0.07546654518047119,0.00029854402199840086,0.006787716460812825,0.08255280566328241
3.556377,0.07431152240683804,0.0003034381862934567,0.006740732483580288,0.08135569307671177
3.558678,0.07368164346206435,0.0003244830927621964,0.00669864267064281,0.08070476922546936
3.5609800000000003,0.07258437182711286,0.00034797508137846407,0.006658021106993846,0.07959036801548516
3.563282,0.072024968848188,0.00035384807853253093,0.006612505379049829,0.07899132230577036
3.565583,0.0711562546858156,0.0003386761692178581,0.0065753097304074035,0.07807024058544086
3.567885,0.07024642954336473,0.00034503858280143064,0.006532730501040418,0.07712419862720657
3.570186,0.06956320420777494,0.0004233452115223226,0.006485746523807885,0.07647229594310515
3.572488,0.0686988947932681,0.0005579347296363558,0.006440720212293371,0.07569754973519784
3.57479,0.06797260081188182,0.000646519103376865,0.00638884207076578,0.07500796198602445
3.577091,0.06716800020177466,0.0005926832961312517,0.006336474512808684,0.07409715801071459
3.579393,0.06621559582995681,0.0004311758743944119,0.006284596371281093,0.07293136807563233
3.581695,0.06575358672050355,0.00027994619767718906,0.006232718229753501,0.07226625114793424
3.583996,0.06495779560612748,0.00023100455472663153,0.006180840088225911,0.07136964024908002
3.586298,0.06424128995333131,0.00025596479263141587,0.00612896194669832,0.07062621669266105
3.588599,0.06332999656159194,0.00029120277555581733,0.006077083805170729,0.06969828314231849
3.590901,0.06282736588848972,0.0002995228548574121,0.006025695080072643,0.06915258382341978
3.593203,0.06216469604293918,0.00029462869056235633,0.005973816938545052,0.06843314167204657
3.595504,0.06145895755159213,0.0002936498577033452,0.005922428213446967,0.06767503562274244
3.597806,0.06093919730345721,0.0003014805205754344,0.005871039488348881,0.06711171731238152
3.600108,0.06012725544690745,0.0003083323505885125,0.00581916134682129,0.06625474914431725
