Wavelength,H2O_40K,H2O_CH3OH_CO_NH3_120K_NASA,CH3OH,all
3.006289,0.3623907407179745,0.3844998699850968,0.18360236197618676,0.930492972679258
3.0085900000000003,0.3649988386843917,0.389314820076944,0.18735763630484825,0.941671295066184
3.010892,0.3675890497880179,0.3934423345231479,0.19114143292823052,0.9521728172393964
3.013194,0.3698519796454413,0.39857924814523293,0.19492571298033687,0.9633569407710112
3.015495,0.3717170476629459,0.4027231991680557,0.19876171990592004,0.9732019667369216
3.0177970000000003,0.37377307002646254,0.4068540976153282,0.20176187856756694,0.9823890462093576
3.020098,0.3755980134598685,0.4115206350888825,0.2057346958220649,0.9928533443708158
3.0224,0.3769516138872954,0.4160609976654516,0.20888761796052147,1.0019002295132684
3.024702,0.37815631826770535,0.4200096434837455,0.2118418508933807,1.0100078126448315
3.027003,0.37934216892787614,0.4240622264777169,0.2144997420183783,1.0179041374239712
3.029305,0.38084321511614777,0.42775852250204055,0.21807179686061307,1.0266735344788014
3.031607,0.38238535274596624,0.431578576279729,0.22071325140899192,1.0346771804346873
3.0339080000000003,0.3826323848239717,0.436035305687032,0.222658568594694,1.0413262591056978
3.03621,0.3834687165166319,0.4390267626316456,0.2254890437741885,1.047984522922466
3.038511,0.3834556639410817,0.44286035241360816,0.2275170272717085,1.0538330436263983
3.040813,0.384280876773088,0.4464411089728764,0.22953050790750604,1.0602524936534703
3.043115,0.3844829499797539,0.4496148185464685,0.23152851882413295,1.0656262873503557
3.045416,0.3833836330611937,0.4527392183902042,0.2331915136349717,1.0693143650863697
3.047718,0.3834252079314646,0.4559984948479587,0.23479021242550774,1.0742139152049308
3.05002,0.383087291253332,0.4591475495566225,0.23631543004998345,1.078550270859938
3.052321,0.381614283931057,0.4624334145942014,0.2379092945532786,1.0819569930785369
3.054623,0.3809418345758603,0.4641582882817225,0.2386518410734671,1.08375196393105
3.056924,0.3794156500939365,0.4674881453331928,0.23940744016920576,1.086311235596335
3.059226,0.3788800110676547,0.4699188249578722,0.2402423215756937,1.0890411576012209
3.061528,0.37698497046925694,0.4728977127556596,0.2410607664055629,1.0909434496304793
3.063829,0.3756613426227231,0.4747980710700221,0.2418139483576812,1.0922733620504266
3.066131,0.3737329454423638,0.4768323391409552,0.2417670557714453,1.0923323403547642
3.068433,0.3712959812442713,0.4787336643127658,0.24186374151626155,1.0918933870732987
3.070734,0.3698031533443091,0.4802845036596178,0.2426377109035153,1.0927253679074422
3.073036,0.3671094884937295,0.481752193265928,0.2426633326258916,1.091525014385549
3.075337,0.3644810865209008,0.4832643583148534,0.24264351204820425,1.0903889568839584
3.077639,0.3629703717581476,0.4840402614170035,0.2418410203662297,1.0888516535413808
3.079941,0.3604347881003426,0.4847083599136834,0.24186664208860603,1.087009790102632
3.082242,0.3568598326857633,0.4852159600739685,0.2417999289246829,1.0838757216844146
3.084544,0.3542937930183411,0.4866923513973121,0.24105786583321845,1.0820440102488718
3.086846,0.35120371661401506,0.486679782250486,0.2402374872884529,1.0781209861529542
3.089147,0.3482059750959885,0.4866585113866264,0.2395007419129534,1.0743652283955685
3.0914490000000003,0.3453073364663986,0.4854770115849724,0.2385928627691292,1.0693772108205002
3.09375,0.3421761686205257,0.4853508366879872,0.23736833781103195,1.0648953431195447
3.096052,0.3388859527244301,0.4840465459904166,0.23629754318719245,1.059230041902039
3.098354,0.3355952533996105,0.4840035208339733,0.2355385600903852,1.0551373343239692
3.100655,0.33166691158772793,0.4826281661139628,0.2338949024285097,1.0481899801302004
3.102957,0.3287199300857299,0.480792103819903,0.23281782323125716,1.04232985713689
3.105259,0.32458661449483694,0.4799112966846273,0.23079612430715016,1.0352940354866145
3.10756,0.32108707396121433,0.4781806218524172,0.22927429068374305,1.0285419864973746
3.109862,0.31654816167081745,0.4758814348406877,0.22771184904751315,1.0201414455590183
3.112163,0.31306022342657275,0.4744625715355099,0.2255078974944277,1.0130306924565105
3.114465,0.3093706954043863,0.4720821684981349,0.22322127962952434,1.0046741435320454
3.116767,0.30507204718985764,0.4692541104622608,0.2210091097881295,0.995335267440248
3.119068,0.3015202963540343,0.4675592093556326,0.21867318219336992,0.9877526879030368
3.12137,0.29704761379883643,0.4643666460618015,0.21603559507478373,0.9774498549354216
3.123672,0.2927006227118997,0.4619785081648412,0.2134647211201208,0.9681438519968616
3.125973,0.2883473470515499,0.4594119850686949,0.2107391499737519,0.9584984820939968
3.128275,0.2840743205593976,0.4564263292687704,0.20792607822832426,0.9484267280564922
3.130576,0.27988154323544273,0.4533570402995799,0.204941389285848,0.9381799728208704
3.132878,0.2757873853712004,0.4503738016432757,0.20132582585844586,0.927487012872922
3.13518,0.270827890090853,0.4474316544285185,0.198642313011072,0.9169018575304436
3.137481,0.2666853893542025,0.4444962752158984,0.19508911188907632,0.9062707764591772
3.139783,0.2618056598133286,0.44157926629479344,0.1915508970575272,0.8949358231656492
3.142085,0.25712316919187955,0.4376412559084293,0.18806537595690287,0.8828298010572118
3.144386,0.2527882638230449,0.4345908206594779,0.18468040803088745,0.8720594925134102
3.146688,0.24778525995753015,0.4316525408745133,0.1812084229345374,0.860646223766581
3.148989,0.2436717649443246,0.4282235809346065,0.1771394033639473,0.8490347492428784
3.151291,0.23867891308201564,0.4250024953460545,0.17397874636590546,0.8376601547939755
3.153593,0.23379579954007304,0.4211166952618912,0.16989667421976512,0.8248091690217294
3.155894,0.22919500837299375,0.4181581114705151,0.16609837473466038,0.8134514945781693
3.158196,0.2241475290648636,0.4143380576928268,0.16192638484584101,0.8004119716035314
3.160498,0.21956849219036803,0.41037877644260295,0.15837801801108614,0.7883252866440571
3.162799,0.2149150072923639,0.4071364199901915,0.1542891778628087,0.7763406051453642
3.165101,0.21011504349096327,0.4030263089780545,0.15101008082736705,0.7641514332963847
3.167402,0.20484276982613545,0.3998279445395343,0.1469869869855646,0.7516577013512343
3.1697040000000003,0.2004121455699327,0.3958063009839041,0.14352563732114432,0.7397440838749811
3.172006,0.1956967817952462,0.39164252938339417,0.1397399069828657,0.7270792181615059
3.174307,0.19079481453306446,0.3879578356484484,0.13608035154157225,0.7148330017230852
3.176609,0.1857787580919996,0.3834421279368074,0.1329980099968315,0.7022188960256386
3.1789110000000003,0.18129350638997568,0.3797250444773483,0.12955213005158184,0.6905706809189058
3.181212,0.17657717575784102,0.37556030601939017,0.12644658392808525,0.6785840657053165
3.183514,0.17160414447321934,0.3715855550499959,0.12295864568384053,0.6661483452070558
3.1858150000000003,0.16677759209199425,0.3671766850863768,0.11997975788605315,0.6539340350644242
3.188117,0.1619268682745651,0.362841296288818,0.11708788725860038,0.6418560518219835
3.190419,0.15764900749517194,0.3590816711016397,0.11416024290556558,0.6308909215023772
3.19272,0.15333053870295602,0.3543537381801271,0.11135442259099923,0.6190386994740824
3.1950220000000003,0.14818250622021698,0.349753430441772,0.10857422399880916,0.6065101606607981
3.197323,0.14406079291870205,0.3450946278278029,0.10569782309052696,0.594853243837032
3.199625,0.13892532958278914,0.34047401608303635,0.10317287486465168,0.5825722205304772
3.201927,0.1350071397741123,0.3359752283767382,0.100734943809111,0.5717173119599614
3.204228,0.1305576617976704,0.3315131812534702,0.09809203897455994,0.5601628820257005
3.20653,0.1262464444363157,0.3270013409716219,0.09574789309149097,0.5489956784994285
3.208832,0.12191202249620507,0.32166622157266345,0.0937634181791383,0.5373416622480068
3.211133,0.11754472740285694,0.3174168830879911,0.09160974321335727,0.5265713537042053
3.213435,0.11327556834049728,0.3120865979762735,0.08878216860620726,0.5141443349229781
3.215736,0.10903396471541024,0.307233457015224,0.08673581481717221,0.5030032365478064
3.218038,0.1049272377043418,0.30290290250490604,0.08475327361971588,0.4925834138289637
3.22034,0.10081180897623987,0.2973942321940026,0.08276251413395012,0.4809685553041926
3.222641,0.09735045931181964,0.2929089804919786,0.08112030675824684,0.471379746562045
3.224943,0.09323986487095856,0.2876052839600856,0.07907201925431548,0.4599171680853595
3.227245,0.0891892155918835,0.2825312160721309,0.07710688149092604,0.4488273131549405
3.229546,0.0858313196744166,0.27786419516985256,0.07594906969675194,0.43964458454102107
3.231848,0.08216983051822678,0.2729839822002545,0.07403904280790774,0.42919285552638897
3.234149,0.07859149110257893,0.2678103279951392,0.07218944450957368,0.4185912636072918
3.236451,0.07526501805217728,0.2629330155978856,0.07097458812595803,0.4091726217760209
3.238753,0.07190325470491771,0.25800784375694785,0.06903700579984122,0.3989481042617068
3.241054,0.06900848350512044,0.25245711514704944,0.06781054712684763,0.3892761457790176
3.2433560000000003,0.06546785152995087,0.24783698683100686,0.0659952722679233,0.37930011062888097
3.245658,0.06287135585291162,0.24283978411018114,0.06484277818971411,0.3705539181528069
3.247959,0.059789014308170914,0.2377720007956396,0.06292743358490502,0.3604884486887156
3.250261,0.056993829425534326,0.2332417902222761,0.06171499434490978,0.35195061399272026
3.252562,0.05437461259846325,0.2277978993603996,0.06049482024532923,0.34266733220419204
3.254864,0.051952634690817234,0.22270111032241316,0.05865875795126944,0.3333125029644998
3.257166,0.04953984192892875,0.2183541192354764,0.05750142958581943,0.3253953907502246
3.259467,0.047108195446801115,0.2132118878974264,0.0562653023383442,0.3165853856825717
3.261769,0.044720540978564864,0.20818519602443172,0.055072683676036266,0.3079784206790329
3.264071,0.04241120196362972,0.20361534429569364,0.05352039404301205,0.2995469403023354
3.266372,0.04051761165140429,0.1989691108285508,0.05264297090880496,0.29212969338876005
3.2686740000000003,0.038750679664888085,0.1941696304558742,0.0508977932148724,0.28381810333563473
3.270975,0.03665791671834125,0.1893503295055103,0.049698406550427336,0.2757066527742789
3.273277,0.0350785550767685,0.1845305451264223,0.04848355016681168,0.2680926503700025
3.275579,0.0333623831062808,0.1805412912953056,0.047310268653466984,0.2612139430550533
3.27788,0.03178205460725988,0.17598690928573807,0.046158741432705964,0.2539277053257039
3.280182,0.03010407350597458,0.1713817672601421,0.04495597076719233,0.246441811533309
3.282484,0.028876647975532826,0.16690811784749615,0.04437053858233018,0.24015530440535915
3.284785,0.02726683032434295,0.1628777725748325,0.043123775902925175,0.23326837880210066
3.287087,0.026187333983469997,0.15837753458236206,0.041962096678958435,0.2265269652447905
3.289388,0.02504064104994976,0.15477163972944158,0.0408386083241941,0.22065088910358546
3.29169,0.023932138985631936,0.15091581222617126,0.040227070988231584,0.21507502220003474
3.293992,0.022804299772350867,0.14660411143609242,0.03903058489613101,0.2084389961045743
3.296293,0.021694830850584875,0.1431562977759464,0.038172015482163084,0.2030231441086944
3.298595,0.02060131507671356,0.13933382685463766,0.03724044833085891,0.1971755902622101
3.300897,0.019519401592220192,0.13586522575935614,0.03661682527679437,0.1920014526283707
3.3031980000000005,0.018881275676433214,0.13238695608959306,0.03555569922743648,0.1868239309934628
3.3055,0.017782442186597008,0.1289899024454756,0.03501377562774163,0.18178612025981425
3.307801,0.01705729910047545,0.12553870478426105,0.03446266688228925,0.17705867076702575
3.310103,0.016071587932074204,0.1228875816614006,0.03417115936166838,0.1731303289551432
3.3124050000000005,0.01557559006116706,0.11954177146203572,0.034011144453997555,0.16912850597720036
3.314706,0.014932629858139274,0.11731654904509073,0.034000992450791856,0.16625017135402184
3.317008,0.014230691350773603,0.11470845107867347,0.034553068053692404,0.1634922104831395
3.31931,0.013574195143471551,0.11285546877927086,0.03506501907249423,0.16149468299523664
3.321611,0.013099951565148048,0.11107596764592854,0.035788711872443535,0.15996463108352013
3.323913,0.01220319128197772,0.10975137294194648,0.037872773101956914,0.1598273373258811
3.326214,0.011781158005854971,0.1085302319849178,0.040132318958311694,0.16044370894908447
3.3285160000000005,0.01132673500521879,0.10842436109434404,0.0428250169514431,0.16257611305100594
3.330818,0.01071326395435995,0.10778816889345337,0.04685536222410673,0.16535679507192008
3.3331190000000004,0.010427557578428054,0.10858727657435936,0.0509920618160682,0.1700068959688556
3.335421,0.009762359654092542,0.10929163222534544,0.05565714900345025,0.17471114088288822
3.3377230000000004,0.009335492090728984,0.11049343603341087,0.060852557501149186,0.18068148562528907
3.340024,0.0090468851424526,0.11110303965447707,0.06599478883919922,0.1861447136361289
3.3423260000000004,0.008631619868466988,0.11191906734072588,0.0714879894309321,0.19203867664012494
3.344627,0.008276299756267421,0.11200995194085313,0.07571218962195224,0.1959984413190728
3.3469290000000003,0.007789003602393733,0.11131043057710784,0.07940413478775915,0.19850356896726076
3.349231,0.007468973787052083,0.1100162918827429,0.08218481680867329,0.19967008247846826
3.351532,0.007219041136702186,0.10810239756410606,0.08444194552140767,0.1997633842222159
3.3538339999999995,0.006805709577612895,0.10591923344615607,0.08533870580457802,0.19806364882834696
3.356135,0.006366756296147309,0.10340637093838284,0.08596184542991847,0.1957349726644486
3.3584370000000003,0.006375458013180769,0.10157659321773607,0.08591882027347525,0.19387087150439208
3.360739,0.005802111546420653,0.10004750816346776,0.08587676197448021,0.19172638168436865
3.3630400000000003,0.00560583948444375,0.0993605559465486,0.08649796788492434,0.19146436331591668
3.365342,0.005319649679787775,0.09953459028721776,0.0883528838992233,0.19320712386622885
3.3676440000000003,0.0050460290219579065,0.1006841837930825,0.09083238982503496,0.19656260264007536
3.3699449999999995,0.0048884312579074865,0.10193191332993566,0.09444892010988523,0.2012692646977284
3.372247,0.00442530654023785,0.1036949778866592,0.097167723254117,0.20528800768101405
3.3745480000000003,0.0043643945210036375,0.10564706307449843,0.0999464715601348,0.20995792915563688
3.37685,0.0042096973292977055,0.1069005937560406,0.1024636849264248,0.21357397601176312
3.3791519999999995,0.00387806522457811,0.10775287859659546,0.1039449105370091,0.21557585435818266
3.381453,0.003732069749905637,0.10814783986416968,0.10528014067292096,0.21716005028699628
3.3837550000000003,0.0033728822079134232,0.10755467281972224,0.10589361172377977,0.21682116675141544
3.386057,0.0033965702153933943,0.1070920315307767,0.10594098773873972,0.2164295894849098
3.388358,0.00317177585869571,0.1059443717398083,0.10594727231215276,0.2150634199106568
3.39066,0.0028952546285213546,0.10419532661608308,0.10530286182295276,0.2123934430675572
3.392961,0.0029223266370698928,0.10272473643742856,0.10535603898260168,0.2110031020571001
3.395263,0.0027197700016799364,0.10102645132973186,0.10468842391464576,0.20843464524605754
3.397565,0.0025089950779806033,0.09986380524831696,0.10473676678705383,0.2071095671133514
3.3998660000000003,0.0025776419568001104,0.09814328241931254,0.10469180791571432,0.20541273229182697
3.402168,0.002441315056609257,0.0973306387341323,0.10539954756776897,0.2051715013585105
3.40447,0.002425845337438664,0.09613802007182437,0.10534878755174044,0.2039126529610035
3.406771,0.002333993879863266,0.09490430996796956,0.10534346983577557,0.2025817736836084
3.409073,0.00190374231543114,0.0937247438812118,0.10532848354532906,0.200956969741972
3.411374,0.0019322646101519207,0.0921545673853966,0.10493110513413444,0.19901793712968294
3.413676,0.0019366154686686504,0.08972002033092448,0.10429346264707152,0.19595009844666467
3.415978,0.001982057768732268,0.0873255978605511,0.103651952730216,0.19295960835949932
3.418279,0.001428531879659476,0.08495679711255398,0.10306458683045754,0.189449915822671
3.420581,0.0014459353137263936,0.0826513255274115,0.1018695510245292,0.1859668118656671
3.422883,0.0014459353137263936,0.08072099463215589,0.10062907291853723,0.18279600286441952
3.425184,0.0014454518850023125,0.07855765109189325,0.09940889881895668,0.17941200179585226
3.427486,0.0014454518850023125,0.07739403815303017,0.0982583384556438,0.1770978284936763
3.429787,0.0014449684562782314,0.07621157149392796,0.09762021253985684,0.17527675249006305
3.432089,0.001439167311589259,0.07506971284764853,0.09581944054265497,0.17232832070189275
3.434391,0.0014362667392447727,0.07391045076730221,0.09460361730159116,0.16995033480813815
3.436692,0.0009832940247808373,0.0726225966463503,0.09345160665210604,0.16705749732323716
3.438994,0.000967824305610244,0.07107272415694649,0.09166727123152292,0.16370781969407966
3.441296,0.0009663740194380008,0.06895192234440296,0.08925206132601403,0.15917035768985502
3.443597,0.0009663740194380008,0.06736530927196899,0.08700121718669271,0.1553329004780997
3.445899,0.0009663740194380008,0.06550797611404961,0.0846580381610719,0.1511323882945595
3.4482,0.0009663740194380008,0.0639706727714719,0.08230905799076213,0.14724610478167202
3.450502,0.0009663740194380008,0.06280077525919579,0.07997699782579518,0.14374414710442895
3.452804,0.0009663740194380008,0.06110103986532685,0.07777159598653746,0.13983900987130232
3.455105,0.0009663740194380008,0.06002202695317796,0.07610473374590604,0.13709313471852197
3.457407,0.0009663740194380008,0.05891352488886014,0.07376880615114645,0.1336487050594446
3.459709,0.0009663740194380008,0.057852398839502266,0.0716078797545042,0.13042665261344444
3.46201,0.0009663740194380008,0.0567598499230791,0.06936380361732,0.12709002755983712
3.464312,0.0009683077343343252,0.05567406900879309,0.06715598463444189,0.1237983613775693
3.466613,0.0009813603098845134,0.05457040123171607,0.06539920465113137,0.12095096619273195
3.468915,0.0006714824977485659,0.05394049360423847,0.06390492646499689,0.11851690256698393
3.471217,0.00048632929642552716,0.0529630007241466,0.062221144219022625,0.11567047423959476
3.473518,0.0005211361645593622,0.052390137686110574,0.06110925815363623,0.11402053200430615
3.47582,0.0006279739125812723,0.05176554777459787,0.059541498801441425,0.11193502048862056
3.478122,0.00048101158046063577,0.05141747909325952,0.059002959202815126,0.11090144987653527
3.4804230000000005,0.000483428724081041,0.0510022138192739,0.05791186057256423,0.10939750311591916
3.482725,0.000483912152805122,0.05052361938243368,0.057380572404799164,0.10838810394003796
3.4850260000000004,0.000483912152805122,0.050341366753455116,0.05633588293206002,0.10716116183832028
3.487328,0.000483428724081041,0.050339916467282884,0.0552530025901185,0.10607634778148242
3.4896300000000005,0.000483428724081041,0.050348134755592265,0.054186075396071634,0.10501763887574493
3.491931,0.000483428724081041,0.050308010171493535,0.05318151050743124,0.1039729494030058
3.4942330000000004,0.000483912152805122,0.050941785228763775,0.05251872972671614,0.10394442710828504
3.496535,0.000483912152805122,0.05091277950531892,0.05196713755253967,0.1033638292106637
3.4988360000000003,0.000483912152805122,0.051351732786784496,0.051364785362334686,0.1032004303019243
3.501138,0.000483428724081041,0.052242691925265865,0.05140732709005383,0.10413344773940073
3.503439,0.000483428724081041,0.05280201895902762,0.05137590422298855,0.1046613519060972
3.5057410000000004,0.000483912152805122,0.05384090728707778,0.05228184965191642,0.10660666909179932
3.508043,0.000483912152805122,0.054882212758748335,0.05288226812722508,0.10824839303877852
3.5103440000000004,0.000483912152805122,0.0566554293186776,0.05466708697653227,0.111806428448015
3.512646,0.00048052815173655467,0.05870565053750529,0.057311442097255576,0.11649762078649742
3.5149470000000003,0.0004631247176696373,0.06204952702197385,0.061693240052326126,0.1242058917919696
3.517249,0.0008406825511769303,0.06606778657653548,0.06728409324632338,0.13419256237403576
3.5195510000000003,0.0009726585928510543,0.07093446354185931,0.07504699169761674,0.1469541138323271
3.5218519999999995,0.0007362619467754254,0.07656785846357568,0.08296362048316785,0.16026774089351895
3.524154,0.0007333613744309391,0.08159745090891482,0.09260802352858462,0.17493883581193034
3.526456,0.0009591225885767854,0.08623063180050752,0.1023998723348461,0.18958962672393045
3.528757,0.0009673408768861633,0.08978383292250318,0.11133170144096742,0.2020828752403568
3.5310589999999995,0.0009663740194380008,0.0915352951898488,0.11955047317906918,0.212052142388356
3.53336,0.0009663740194380008,0.09180939927640272,0.12530859271159847,0.2180843660074392
3.5356620000000003,0.0009663740194380008,0.08971373575751143,0.12786979809177984,0.21854990786872924
3.537964,0.0009663740194380008,0.08557220187830915,0.12682317490414438,0.21336175080189151
3.540265,0.0009663740194380008,0.08088342668344713,0.12207783854856487,0.20392763925145
3.542567,0.0009663740194380008,0.07616419547896801,0.11486943284379247,0.1920000023421985
3.5448690000000003,0.0009663740194380008,0.071350212244569,0.10723560986182876,0.17955219612583576
3.5471699999999995,0.0009663740194380008,0.06767228651176044,0.09977775493543052,0.16841641546662894
3.549472,0.0009663740194380008,0.06408379509290686,0.09330029346146866,0.15835046257381352
3.5517730000000003,0.0009663740194380008,0.06102369126947387,0.08713851094433171,0.1491285762332436
3.554075,0.0009663740194380008,0.058325675560377585,0.08161147034191317,0.14090351992172875
3.556377,0.0009663740194380008,0.05595880852727682,0.07620045263327407,0.13312563517998888
3.558678,0.0009673408768861633,0.05332315512358698,0.07127189679126787,0.12556239279174106
3.5609800000000003,0.0009586391598527043,0.05098045952669025,0.06630611693750743,0.11824521562405038
3.563282,0.0008817739927238187,0.04893023830786256,0.06246092486616681,0.11227293716675317
3.565583,0.0008227956883859318,0.04645363295439539,0.05884439458131655,0.10612082322409787
3.567885,0.0009716917354028923,0.044467707755870466,0.055685671298171036,0.1011250707894444
3.570186,0.0009663740194380008,0.04250837113717002,0.05327239510755848,0.09674714026416648
3.572488,0.0009658905907139199,0.03998390634001882,0.050640125704937214,0.09158992263566997
3.57479,0.0009663740194380008,0.03806517773414117,0.04810840947692479,0.08713996123050398
3.577091,0.0009658905907139199,0.03612469483567987,0.045558322957397306,0.0826489083837911
3.579393,0.0009658905907139199,0.03416004050101452,0.04301645472617919,0.07814238581790763
3.581695,0.0009716917354028923,0.032698635468117535,0.04096478322117925,0.07463511042469967
3.583996,0.0007493145223256135,0.03088336060919322,0.0386738144977592,0.07030648962927802
3.586298,0.0004674755761863666,0.029041980599168536,0.03620736114749773,0.06571681732285264
3.588599,0.00048149500918471687,0.027547218984309958,0.03423062109473035,0.062259335088225023
3.590901,0.000483912152805122,0.02596882420018536,0.03207356212788075,0.05852629848087122
3.593203,0.000483912152805122,0.024517571170494083,0.029924721449340518,0.054926204772639715
3.595504,0.000483428724081041,0.02333268736777144,0.02796490140191598,0.05178101749376846
3.597806,0.000483428724081041,0.022123148700120682,0.02614044139723413,0.04874701882143585
3.600108,0.000483912152805122,0.02066319395339593,0.024765086677223564,0.04591219278342462
3.602409,0.000483912152805122,0.019729693087195445,0.022877297509687103,0.043090902749687666
3.604711,0.000483428724081041,0.01837560923104445,0.02142411076509949,0.04028314872022499
3.607012,0.000483428724081041,0.017439691221223554,0.019607869048727026,0.03753098899403162
3.609314,0.000483912152805122,0.016533745792295683,0.0184075155268338,0.035425173471934614
3.611616,0.000483912152805122,0.015614264359093544,0.017147216843154525,0.033245393355053186
3.613917,0.000483912152805122,0.014789051527087206,0.015690162668774266,0.0309631263486666
3.616219,0.000483428724081041,0.0143123908051433,0.014768264091951719,0.029564083621176063
3.618521,0.000483428724081041,0.01339822708790605,0.013568877427506659,0.02745053323949375
