Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,H2O_CH4_10_0.6_a_V3,H2O_40K,all
3.300897,0.20016966371039066,0.0491601794395915,0.00010858350522747928,0.24943842665520966
3.3031980000000005,0.197096277575202,0.048872612084183496,0.00010503370640883816,0.2460739233657943
3.3055,0.19505839756504711,0.04898534388782935,9.892106041279931e-05,0.24414266251328925
3.307801,0.1934220605221928,0.04963169539675698,9.488719811888894e-05,0.2431486431170687
3.310103,0.19218627742455224,0.05121399089224142,8.940383464070011e-05,0.24348967215143436
3.3124050000000005,0.19117104625230086,0.05398233296859882,8.664467283166543e-05,0.2452400238937313
3.314706,0.19064340296891447,0.05834680887561872,8.306798159773157e-05,0.2490732798261309
3.317008,0.19033383905569995,0.06370021946731642,7.916320289722634e-05,0.2541132217259136
3.31931,0.189142561951972,0.06917952515709766,7.551121290047282e-05,0.2583975983219701
3.321611,0.18686039348634112,0.07352813760671832,7.287306696025543e-05,0.2604614041600197
3.323913,0.18364211561541466,0.07564371528711432,6.788452392345295e-05,0.2593537154264525
3.326214,0.18099351446656986,0.07339515458086063,6.553681606839711e-05,0.2544542058634989
3.3285160000000005,0.1767916541301743,0.06703795840819649,6.300892903087995e-05,0.2438926214674017
3.330818,0.17159137599700552,0.05772847155741748,5.9596281530231775e-05,0.22937944383595324
3.3331190000000004,0.1660662041082745,0.04781684836620667,5.800693978643109e-05,0.2139410594142676
3.335421,0.16125362263318904,0.03970049602407475,5.4306543442150646e-05,0.20100842520070594
3.3377230000000004,0.15644895333479916,0.034339322463862516,5.193194317180208e-05,0.19084020774183347
3.340024,0.1529196280175278,0.03117203130993205,5.032646597882575e-05,0.18414198579343866
3.3423260000000004,0.1498343736172957,0.029008863257338237,4.801640750517976e-05,0.17889125328213912
3.344627,0.14689450546384494,0.02772122304503594,4.6039814981163675e-05,0.17466176832386204
3.3469290000000003,0.1438710649440471,0.026653983634472408,4.3329059519655905e-05,0.17056837763803914
3.349231,0.14150433508998228,0.0257413285534592,4.15487816272768e-05,0.16728721242506875
3.351532,0.13998915325277902,0.025113878185262613,4.015844375664236e-05,0.1651431898817983
3.3538339999999995,0.13862281923966135,0.024503978876316286,3.785914224911344e-05,0.16316465725822674
3.356135,0.13731137595236925,0.0240689151191321,3.541731094053303e-05,0.16141570838244187
3.3584370000000003,0.1362392760101184,0.023475891828695628,3.546571728805996e-05,0.15975063355610208
3.360739,0.1343670571995272,0.022998975545607,3.227627683434149e-05,0.15739830902196855
3.3630400000000003,0.13232324305685064,0.02257977524582208,3.1184444773456406e-05,0.15493420274744618
3.365342,0.12996887597887266,0.02221626580711971,2.9592413788126458e-05,0.15221473419978052
3.3676440000000003,0.12872369717140605,0.02172112342404042,2.807030308255761e-05,0.150472890898529
3.3699449999999995,0.12682230220924987,0.02137719016680948,2.7193610344014436e-05,0.14822668598640334
3.372247,0.12517953652283045,0.02094651417443786,2.4617316958970346e-05,0.14615066801422727
3.3745480000000003,0.12439573651892473,0.020584017296846068,2.427847252628187e-05,0.14500403228829709
3.37685,0.12350116604128088,0.0201837181377922,2.3417915236914325e-05,0.14370830209431
3.3791519999999995,0.12254478168320287,0.019745616697276244,2.1573095547832648e-05,0.14231197147602698
3.381453,0.12132729549417078,0.019428347549290882,2.076094460599203e-05,0.14077640398806765
3.3837550000000003,0.12041492261896193,0.01913335474573853,1.876283814974176e-05,0.1395670402028502
3.386057,0.11990953233253185,0.018862663408840383,1.8894610984676165e-05,0.1387910903523569
3.388358,0.1193210641907982,0.018443800629425668,1.764411367356395e-05,0.13778250893389746
3.39066,0.11865693585941313,0.018111680585151627,1.6105867518819465e-05,0.13678472231208355
3.392961,0.11816638090428727,0.017853139981580578,1.6256465044458784e-05,0.13603577735091232
3.395263,0.11823956853872135,0.017687079959443557,1.5129672843693154e-05,0.1359417781710086
3.397565,0.11809962191341833,0.017399512604035546,1.3957163536929873e-05,0.13551309168099082
3.3998660000000003,0.11784939932542066,0.01727868031150495,1.4339035834086718e-05,0.1351424186727597
3.402168,0.1171284022240361,0.017083256017160778,1.3580669722831572e-05,0.1342252389109197
3.40447,0.11679658531386528,0.016753161095107917,1.3494613993894818e-05,0.1335632410229671
3.406771,0.11628130480656575,0.01658136322667755,1.2983658103332837e-05,0.13287565169134666
3.409073,0.11567206720100623,0.0163947144619585,1.0590233142279354e-05,0.132077371896107
3.411374,0.11521217193057574,0.016200977769465313,1.0748898392506493e-05,0.13142389859843354
3.413676,0.11475623274849305,0.0157814399493102,1.0773101566269956e-05,0.1305484457993695
3.415978,0.1142182047331937,0.015714610916011153,1.1025890270021674e-05,0.12994384153947489
3.418279,0.11315995110016015,0.0154324438865263,7.946708719003426e-06,0.12860034169540546
3.420581,0.11310011526389985,0.015240732316254297,8.043521414057275e-06,0.1283488911015682
3.422883,0.11259719753268713,0.015032482247842625,8.043521414057275e-06,0.1276377233019438
3.425184,0.1128939041587713,0.014895111457172368,8.040832172528001e-06,0.1277970564481162
3.427486,0.1123296670581679,0.014752340340578957,8.040832172528001e-06,0.12709004823091938
3.429787,0.1120873566468658,0.014741202168362447,8.038142930998727e-06,0.12683659695815924
3.432089,0.11212939008556108,0.0145187762444025,8.005872032647444e-06,0.1266561722019962
3.434391,0.11162894490956576,0.014474561075906663,7.989736583471801e-06,0.12611149572205588
3.436692,0.11122394036496083,0.014548478036979853,5.4699172705424595e-06,0.12577788831921122
3.438994,0.11107311449670136,0.014695299398015631,5.3838615416057035e-06,0.1257737977562586
3.441296,0.11111712597957052,0.014853933972008309,5.3757938170178844e-06,0.12597643574539585
3.443597,0.1107798694479215,0.014953164960846284,5.3757938170178844e-06,0.1257384102025848
3.445899,0.1097443633228877,0.015012568546000991,5.3757938170178844e-06,0.12476230766270573
3.4482,0.10909259776758944,0.014827269862762732,5.3757938170178844e-06,0.1239252434241692
3.450502,0.10836269946742234,0.014308163533399447,5.3757938170178844e-06,0.1226762387946388
3.452804,0.10728911599204106,0.013766105818862756,5.3757938170178844e-06,0.12106059760472085
3.455105,0.10667048267665556,0.013302015309841613,5.3757938170178844e-06,0.11997787378031415
3.457407,0.10608152002387844,0.013060350724780422,5.3757938170178844e-06,0.11914724654247585
3.459709,0.1056468448166651,0.012754557269381765,5.3757938170178844e-06,0.11840677787986388
3.46201,0.1049115068950198,0.012719792671251454,5.3757938170178844e-06,0.11763667536008827
3.464312,0.10459155824989236,0.012554407689854828,5.386550783134978e-06,0.11715135249053035
3.466613,0.104081717364071,0.01244471356954074,5.459160304425365e-06,0.11653189009391618
3.468915,0.1036920426618138,0.012366746364025188,3.7353564841610014e-06,0.11606252438232315
3.471217,0.1022905983646095,0.012282703791846086,2.7053769784492198e-06,0.11457600753343405
3.473518,0.10110327734922928,0.012222287645580787,2.8990023685569176e-06,0.11332846399717865
3.47582,0.100180025231064,0.01210550559749256,3.4933247465263787e-06,0.1122890241533031
3.478122,0.09962271128506922,0.011947208543870078,2.675795321627211e-06,0.11157259562426093
