Wavelength,d_NH3_CH3OH_50_10K_I10m_Baselined,HNCO_NH3,H2O_CH3OH_CO_NH3_100K_NASA,all
2.909621,0.0029955425604387127,0.0006998751150212974,0.181427089520779,0.18512250719623896
2.911922,0.002968568708793018,0.0007793516421916442,0.18604587993918176,0.18979380029016646
2.9142240000000004,0.003087060985665173,0.0008660533081956593,0.1907614872179557,0.1947146015118165
2.916525,0.003345239279988239,0.0009527549741996743,0.1958850740028707,0.20018306825705864
2.918827,0.0036631453886696265,0.0010389749642814444,0.20081791712257688,0.20552003747552794
2.921129,0.003982978201039993,0.001123749926596481,0.20559517891939813,0.2107019070470346
2.92343,0.00435724039262399,0.0012094882407560068,0.21058678650161816,0.21615351513499814
2.925732,0.004872151953503389,0.0012995616382157336,0.2159309808589212,0.2221026944506403
2.928034,0.005605262707159558,0.0013862633042197481,0.22165666254664185,0.2286481885580212
2.930335,0.006617745495717553,0.0014671848591568284,0.22610686639225905,0.23419179674713345
2.932637,0.007966438078002229,0.0015938656267071394,0.2330487797836472,0.2426090834883565
2.9349380000000003,0.009654712185469295,0.0018530072728746945,0.23856445076926924,0.25007217022761324
2.93724,0.0116300651425941,0.0020952902617636915,0.24418753548555186,0.25791289088990965
2.939542,0.01382843405171812,0.002348170120942068,0.2501400865326497,0.2663166907053099
2.941843,0.01609953602510106,0.0026005683041982,0.2561066061814927,0.2748067105107919
2.944145,0.018253590749378587,0.002852484811532088,0.2617778584899997,0.2828839340509104
2.946447,0.020137425281276933,0.00309428612449884,0.2673041263459112,0.290535837751687
2.948748,0.02171057884332756,0.003356317826199864,0.273414185419583,0.29848108208911045
2.95105,0.022958119481940882,0.003836067044755412,0.2791027780612909,0.30589696458798715
2.953351,0.023896424178473225,0.004338936707578698,0.2847147842313619,0.3129501451174138
2.955653,0.024591964210194318,0.0047575130840091925,0.28856722825747355,0.31791670555167706
2.957955,0.02511265588214065,0.005031105007844082,0.2950091620415719,0.3251529229315566
2.960256,0.025482582990424447,0.005320110561190799,0.30007591106766196,0.3308786046192773
2.962558,0.02569981883135673,0.005267126209743901,0.3036080406054812,0.33457498564658184
2.96486,0.025755693238337096,0.005179942867817642,0.3099377438996965,0.3408733800058512
2.967161,0.02561745224865292,0.005079272600068536,0.3152419591554532,0.34593868400417466
2.969463,0.025246080112602383,0.004980529036008407,0.3199980272116957,0.3502246363603065
2.971764,0.024620383089606745,0.0048928640181599035,0.3250903050616648,0.35460355216943146
2.974066,0.02376107324432251,0.00479363877817753,0.3302480908370592,0.35880280285955923
2.976368,0.022696569456162104,0.004694895214117403,0.33433751941691525,0.3617289840871948
2.978669,0.021483709483950383,0.004605303492579921,0.3386697126615825,0.3647587256381128
2.980971,0.020212566725147083,0.004508486632208771,0.3439917499264623,0.36871280328381817
2.983273,0.01897080619760069,0.004409743068148643,0.3483080478656955,0.3716885971314449
2.985574,0.017817192363825046,0.0043244864299113615,0.3531643045137648,0.3753059833075012
2.987876,0.016798929464200116,0.004224779514006746,0.35776623627488896,0.3787899452530959
2.990177,0.015947326433671794,0.004099543774223167,0.3623325240177672,0.3823793942256621
2.992479,0.015248896346417231,0.003951187590171853,0.3667687592616392,0.3859688431982283
2.994781,0.014678592054479713,0.003804758109809517,0.3712892877919041,0.3897726379561933
2.997082,0.014212811437669254,0.0036588103053694257,0.3758083712944023,0.39367999303744106
2.999384,0.013828915727640369,0.003512862500929335,0.3793621762487224,0.3967039544772921
3.001686,0.013505229507892043,0.003367396372411487,0.3842521502113488,0.4011247760916524
3.003987,0.013237417695124086,0.0032214485679713948,0.38923701433065744,0.40569588059375294
3.006289,0.01303270542817016,0.003062013837708457,0.3930061284222209,0.4091008476880995
3.0085900000000003,0.01289590946625272,0.003080799198675993,0.3972145309548713,0.4131912396198
3.010892,0.01281643293908237,0.003193511364481213,0.4010428911848708,0.4170528354884344
3.013194,0.012778862217147295,0.0033004434192194982,0.4050870422280359,0.42116634786440266
3.015495,0.012771155402391385,0.003407857149880027,0.4090521984199528,0.4252312109722242
3.0177970000000003,0.012784160652291987,0.003515752556462801,0.4123478250799499,0.4286477382887047
3.020098,0.012810652828015434,0.00363376315741271,0.4161940073190724,0.4326384233045005
3.0224,0.012840998411116841,0.003740695212150995,0.4191567959167984,0.4357384895400662
3.024702,0.0128621921516956,0.003847145590967036,0.4221634170234488,0.4388727547661114
3.027003,0.012863155503540091,0.003953114293860831,0.42570229002417936,0.4425185598215803
3.029305,0.012845333494417042,0.0040595646726768716,0.4280610570154108,0.4449659551825047
3.031607,0.01281643293908237,0.004177575273626781,0.4312232594449461,0.4482172676576552
3.0339080000000003,0.01278464232821423,0.0042840256524428215,0.43422313708868493,0.4512918050693421
3.03621,0.012760558532102005,0.004394811114559063,0.4362095685920214,0.4533649382386825
3.038511,0.012754296745112827,0.004553282492977512,0.4385177596114172,0.4558253388495075
3.040813,0.012771637078313629,0.004730539232363498,0.4412406735998656,0.4587428499105427
3.043115,0.012809207800248702,0.004908277647671729,0.4431389584094312,0.4608564438573517
3.045416,0.012863155503540091,0.005081680979679758,0.4450622903669537,0.4630071268501735
3.047718,0.012927700077120857,0.005258456043143499,0.4459394222213609,0.4641255783416252
3.05002,0.012997543085846313,0.005424152560395617,0.4481267125842733,0.4665484082305152
3.052321,0.013066904418649522,0.005598037568325891,0.4490476769476048,0.4677126189345802
3.054623,0.013140600834752936,0.005774330955867388,0.4507012703886703,0.4696162021792906
3.056924,0.013224412445223484,0.005950624343408885,0.4507980872490415,0.4699731240376738
3.059226,0.013320265953750146,0.0061182475643499785,0.4518043082506102,0.4712428217687104
3.061528,0.013418527841888028,0.006279127322379652,0.4530956813981478,0.4727933365624155
3.063829,0.013508601239347755,0.006431336913808923,0.4537372737265775,0.4736772118797342
3.066131,0.013581334303606678,0.006579693097860237,0.4540792636313711,0.4742402910328381
3.068433,0.013632873627286842,0.006720342467155639,0.4542613371299796,0.4746145532244221
3.070734,0.013658884127088048,0.006871107030818175,0.4542748240558024,0.4748048152137086
3.073036,0.013658402451165804,0.007009348020502354,0.4542757874076469,0.474943537879315
3.075337,0.013631428599520108,0.007160594260087134,0.4542757874076469,0.4750678102672541
3.077639,0.013580370951762191,0.007300761953460294,0.454023870900313,0.4749050038055355
3.079941,0.013513899674492446,0.0074471914338226294,0.4529868226397205,0.4739479137480356
3.082242,0.013442129962078008,0.007590249182729255,0.4530224666579666,0.4740548458027739
3.084544,0.013374213657041532,0.007733788607558124,0.4524507173382624,0.4735587196028621
3.086846,0.01331737589821668,0.007866731162097611,0.4516169363168572,0.4728010433771714
3.089147,0.013278360148514872,0.007987631818580988,0.4505630293989861,0.471829021366082
3.0914490000000003,0.013267281602303246,0.008104197391764163,0.4489999910313026,0.4703714700253701
3.09375,0.01329425545394894,0.008231359835236719,0.4480982937048608,0.4696239089940465
3.096052,0.01336650684228562,0.008354668871331317,0.4463160927925561,0.46803726850617294
3.098354,0.013469585489645948,0.00846978941674776,0.4452530340321624,0.4671924089385561
3.100655,0.013581334303606678,0.008594061804686848,0.4433436706763852,0.4655190667846787
3.102957,0.013678632839900073,0.008708218998258799,0.4420956483618496,0.4644825002000085
3.105259,0.01373691562649166,0.008785287145817925,0.4398659705177797,0.4623881732900893
3.10756,0.013731617191346971,0.008819967812219531,0.4378053609224175,0.460356945925984
3.109862,0.013662255858543759,0.008854166802698892,0.4360939663706828,0.4586103890319254
3.112163,0.013552915424194251,0.008877768922888874,0.434441817957384,0.4568725023044671
3.114465,0.013429606388099652,0.008911004561523746,0.4325006639907386,0.454841274940362
3.116767,0.013304370648316074,0.008942313496469642,0.4296794881141524,0.4519261722589381
3.119068,0.013183951667754944,0.008976994162871245,0.4270167836159846,0.4491777294466108
3.12137,0.013074611233405435,0.00901167482927285,0.4251897868429111,0.44727607290558935
3.123672,0.01298261113225673,0.009013119857039585,0.4230376588223225,0.4450333898116189
3.125973,0.01291565817906474,0.008953873718603508,0.4196977179774791,0.4415672498751474
3.128275,0.012874234049751713,0.008906187802301301,0.4178731295840168,0.4396535514360698
3.130576,0.012845333494417042,0.00885079507124318,0.4150240165039404,0.4367201450696006
3.132878,0.012815951263160123,0.00879540234018506,0.4122818354786024,0.4338931890819476
3.13518,0.012782715624525251,0.008744826368349385,0.409546879592098,0.4310744215849726
3.137481,0.012748516634045892,0.008687506933602285,0.4068205938721939,0.4282566174398421
3.139783,0.012716244347255507,0.008631150850699676,0.4041834181979052,0.4255308133958604
3.142085,0.012682527032698392,0.008583946610319712,0.4010486712959378,0.4223151449389559
3.144386,0.012643511282996586,0.008529035555183837,0.3975608559429651,0.4187334027811456
3.146688,0.012594862014849887,0.008478941259270406,0.3949443923333328,0.41601819560745307
3.148989,0.01253417084864708,0.008422103500445552,0.39245171943571744,0.4134079937848101
3.151291,0.012460956108465909,0.008365747417542944,0.3885756732894157,0.4094023768154245
3.153593,0.012376181146150873,0.008319506529007467,0.3860916705584007,0.4067873582335591
3.155894,0.012286589424613392,0.008265077149793836,0.3824449021510874,0.4029965687254946
3.158196,0.012196516027153664,0.008210647770580205,0.3797162080515721,0.400123371849306
3.160498,0.012106442629693938,0.008159590122822285,0.3762823404018909,0.3965483731544071
3.162799,0.012010589121167276,0.008103234039919674,0.3731789024348694,0.3932927255959564
3.165101,0.011905583770117968,0.008047841308861554,0.3701804698188973,0.3901338948978768
3.167402,0.011789499872857035,0.008005453827704035,0.3660862244798188,0.3858811781803798
3.1697040000000003,0.01166089240161775,0.007963548022468764,0.3630588913085119,0.3826833317325984
3.172006,0.01152361476377806,0.00793031238383389,0.3596717462232884,0.3791256733709004
3.174307,0.011386818801860614,0.007898040097043505,0.35578028644747484,0.37506514534637897
3.176609,0.011261583062077038,0.007865286134330879,0.3527413930540341,0.3718682622504421
3.1789110000000003,0.01114790754442733,0.00783253217161825,0.3493027086451305,0.368283148361176
3.181212,0.011037122082311087,0.0078002598848278685,0.34585390904185964,0.3646912910089986
3.183514,0.0109215198609724,0.007768469273959728,0.34198942311769176,0.3606794122526239
3.1858150000000003,0.010802545908178005,0.007746793857458725,0.3382005603133164,0.3567499000789531
3.188117,0.010685980334994828,0.007714039894746098,0.33494924783816576,0.3533492680679067
3.190419,0.010576158224723077,0.007681285932033469,0.3303800700397542,0.3486375141965108
3.19272,0.01047452460512948,0.007648531969320842,0.3266721287903158,0.34479518536476617
3.1950220000000003,0.010382524503980776,0.007615778006608216,0.3233239994547941,0.3413223019653831
3.197323,0.010298231217587984,0.007583024043895586,0.3198809799625903,0.3377622352240739
3.199625,0.010219718042262124,0.0075502700811829575,0.31549387566278714,0.33326386378623224
3.201927,0.010143613246547492,0.007538709859049087,0.3112209285565559,0.3289032516621525
3.204228,0.010074733589666523,0.007586395775351297,0.3069744736260482,0.32463560299106603
3.20653,0.010021749238219626,0.007637453423109218,0.3031648987570162,0.32082410141834505
3.208832,0.009990921979195976,0.007679840904266735,0.2991457948618079,0.31681655774527057
3.211133,0.009976953377450885,0.007733788607558124,0.2947683240804496,0.3124790660654586
3.213435,0.009970209914539462,0.007775694412793397,0.2903243820218216,0.30807028634915445
3.215736,0.009966838183083748,0.00781856356987316,0.2863115399136025,0.3040969416665594
3.218038,0.009970691590461706,0.007869139541708835,0.28137725176612954,0.2992170828983001
3.22034,0.009986105219973531,0.007913453726555329,0.27726036765870554,0.2951599266052344
3.222641,0.010012115719774737,0.007954396179946114,0.2727701847115421,0.2907366966112629
3.224943,0.010039089571420428,0.008010270586926483,0.2676494879821605,0.28569884814050744
3.227245,0.010060764987921432,0.008051213040317267,0.2631193259334507,0.28123130396168944
3.229546,0.01007858699704448,0.008095045549241519,0.2581546922028764,0.2763283247491624
3.231848,0.010096890682089773,0.008145621521077194,0.2537300171811381,0.2719725293843051
3.234149,0.01011904777451302,0.008187527326312467,0.24895564543985044,0.26726222054067594
3.236451,0.010141686542858512,0.008239548325914876,0.2440748233197466,0.26245605818852
3.238753,0.010159508551981559,0.008281935807072394,0.2390239695990905,0.2574654139581445
3.241054,0.01016817871858196,0.00832287826046318,0.2339297650454324,0.2524208220244775
3.2433560000000003,0.010164806987126249,0.00838886786181068,0.22947763449612624,0.2480313093450632
3.245658,0.010146021626158713,0.008455820815002669,0.22429624660054187,0.2428980890417033
3.247959,0.01011904777451302,0.00852084706450568,0.2190768063071002,0.2377167011461189
3.250261,0.010096409006167529,0.008590690073231136,0.21391420377248332,0.232601302851882
3.252562,0.010089183867333859,0.008652826267200679,0.20905650209664725,0.2277985122311818
3.254864,0.01009448230247855,0.008725077655537358,0.2047156386853796,0.2235351986433955
3.257166,0.010105079172767928,0.008787695525429148,0.19975100495480527,0.2186437796530024
3.259467,0.01011712107082404,0.008848386691631956,0.1948104550203432,0.2137759627827992
3.261769,0.010126272913346687,0.008923528135502104,0.18992818787247265,0.20897798892132144
3.264071,0.010130607996646888,0.008984219301704914,0.18518030830690835,0.20429513560526014
3.266372,0.010130607996646888,0.009046837171596702,0.180262878816714,0.1994403239849576
3.2686740000000003,0.010128199617035668,0.00911764353216665,0.17578570111945108,0.19503154426865335
3.270975,0.01012675458926893,0.00917833469836946,0.17117654421949322,0.1904816335071316
3.273277,0.010124346209657707,0.009252031114472871,0.16648116732945356,0.18585754465358412
3.275579,0.01011712107082404,0.009310795576986705,0.1618907957904632,0.18131871243827394
3.27788,0.01010218911723446,0.00930501546591977,0.15766023616538954,0.17706744074854378
3.280182,0.010078105321122235,0.009292010216019166,0.1532158124308393,0.1725859279679807
3.282484,0.01004486968248736,0.009283821725341007,0.14886049874190427,0.16818919014973266
3.284785,0.010002963877252087,0.009272743179129388,0.14469785542186708,0.16397356247824854
3.287087,0.009953832933183145,0.009252512790395115,0.1407929087202307,0.15999925444380894
3.289388,0.009899403553969515,0.009244805975639205,0.13655608730816785,0.15570029683777656
3.29169,0.009837267359999971,0.009237099160883291,0.13295555978939005,0.1520299263102733
3.293992,0.00976260759205207,0.00921686877214902,0.12910937755026747,0.14808885391446855
3.296293,0.0096720525186701,0.009206753577781885,0.12544864054120905,0.14432744663766106
3.298595,0.00956993722315426,0.009195675031570262,0.12189628061465567,0.1406618928693802
3.300897,0.009463486844338221,0.009184114809436391,0.11842580559488385,0.13707340724865846
3.3031980000000005,0.009355591437755443,0.009167256152157835,0.11507863961120665,0.13360148720111992
3.3055,0.009243842623794714,0.009160031013324164,0.11215390341133788,0.13055777704845675
3.307801,0.009124868671000316,0.009150879170801521,0.10883708301076207,0.12711283085256392
3.310103,0.009003486338594695,0.009129685430222759,0.10598893328253016,0.12412210505134764
3.3124050000000005,0.008894627580167432,0.009122941967311341,0.10330166331232796,0.12131923285980672
3.314706,0.00880937094193015,0.009106564985955024,0.1012208233282316,0.11913675925611678
3.317008,0.008738564581360206,0.009095004763821156,0.0989111872810691,0.11674475662625045
3.31931,0.008661014757878838,0.009084407893531777,0.09733610701532948,0.11508152966674012
3.321611,0.008563716221585442,0.009073811023242395,0.09604955062701437,0.1136870778718422
3.323913,0.008453412435391446,0.009054543986352614,0.09508860716213652,0.11259656358388058
3.326214,0.00834310864919745,0.009047800523441191,0.0949108687468283,0.11230177791946694
3.3285160000000005,0.008238103298148142,0.009039612032763034,0.09495807298720826,0.11223578831811944
3.330818,0.008134542974865568,0.009018418292184277,0.0961873099407763,0.11334027120782615
3.3331190000000004,0.008029537623816259,0.009009748125583876,0.09742521706094473,0.11446450281034487
3.335421,0.007927422328300423,0.00900300466267245,0.09870262160673722,0.11563304859771008
3.3377230000000004,0.007839275634529675,0.008984219301704914,0.09995979576379542,0.11678329070003003
3.340024,0.007774249385026664,0.008973622431415536,0.10118951439328573,0.11793738620972792
3.3423260000000004,0.007732343579791389,0.008963025561126155,0.10179690773123604,0.1184922768721536
3.344627,0.007709704811445895,0.008950983663070042,0.10186723241588376,0.11852792089039968
3.3469290000000003,0.007704888052223451,0.008936051709480463,0.10122323170784282,0.11786417146954675
3.349231,0.007719820005813031,0.008928826570646795,0.09949546017475172,0.11614410675121155
3.351532,0.00775690905182586,0.008918229700357414,0.0973890913667764,0.11406423011895965
3.3538339999999995,0.007813746810650715,0.008899444339389877,0.09515556011532852,0.11186875126536913
3.356135,0.007882144791609437,0.008893664228322943,0.09302799756677443,0.10980380658670684
3.3584370000000003,0.007953432828101627,0.008873915515510917,0.0916094619757643,0.10843681031937684
3.360739,0.008017014049837904,0.008864281997066027,0.09105794304479434,0.10793923909169828
3.3630400000000003,0.008062291586528889,0.008858020210076848,0.09150927338393744,0.10842958518054316
3.365342,0.008079150243807448,0.008840198200953801,0.09280642664254196,0.10972577508730323
3.3676440000000003,0.008059401530995424,0.00882911965474218,0.09459440766591364,0.11148292885165123
3.3699449999999995,0.007995820309259145,0.00881900446037504,0.09649943593839076,0.11331426070802494
3.372247,0.00789611339335453,0.008806962562318929,0.09831294578564137,0.11501602174131485
3.3745480000000003,0.007790144690460733,0.008792512284651595,0.09993137688438301,0.11651403385949533
3.37685,0.007710668163290386,0.008785287145817925,0.10046170207477424,0.11695765738388254
3.3791519999999995,0.007676469172811023,0.008745789720193874,0.10079646684073416,0.11721872573373908
3.381453,0.007696217885623049,0.008720260896314912,0.09973822483956296,0.1161547036215009
3.3837550000000003,0.007776176088715641,0.008693768720591466,0.09849357425648307,0.1149635190657902
3.386057,0.007898040097043505,0.008664868165256792,0.09672437859407894,0.11328728685637925
3.388358,0.008037244438572176,0.008626334091477231,0.09484632417324754,0.11150990270329694
3.39066,0.008174522076411866,0.008601286943520515,0.09282810205904296,0.10960391107897534
3.392961,0.00830601960318462,0.00857431309187482,0.09130841452436148,0.10818874721942093
3.395263,0.00842932863927922,0.008544449184695659,0.09004594193215858,0.10701971975613346
3.397565,0.008544449184695659,0.008507841814605076,0.0896028000836936,0.10665509108299434
3.3998660000000003,0.008653307943122926,0.008482794666648363,0.08953536545457938,0.10667146806435067
3.402168,0.008754941562716518,0.008454857463158178,0.08902430730107794,0.10623410632695264
3.40447,0.008827192951053197,0.008424030204134528,0.08908162673582505,0.10633284989101276
3.406771,0.008835381441731356,0.008390312889577412,0.08878106096034445,0.10600675529165322
3.409073,0.008759758321938966,0.008364784065698452,0.08755760411784334,0.10468214650548076
3.411374,0.0086335592303109,0.008335401834441538,0.08612124651771018,0.10309020758246262
3.413676,0.008502543379460388,0.008304092899495644,0.08422488841183348,0.10103152469078948
3.415978,0.00839416629695537,0.00827422899231648,0.08123223590692824,0.0979006311962001
3.418279,0.008306982955029109,0.008246291788826299,0.07896161560946753,0.09551489035332293
3.420581,0.008238103298148142,0.00821546452980265,0.07666546648812787,0.09311903431607868
3.422883,0.008201977603979803,0.008185118946701245,0.0747618832434175,0.09114897979409854
3.425184,0.008227024751936521,0.008159108446900041,0.07313863538545344,0.08952476858429
3.427486,0.008338291889975005,0.008126836160109657,0.07201151372740125,0.0884766417774859
3.429787,0.008535297342173016,0.008096490577008252,0.07136992139897154,0.08800170931815281
3.432089,0.008808889266007905,0.008068553373518068,0.07032275794401195,0.08720020058353793
3.434391,0.009143172356045608,0.008044469577405842,0.06917829595275894,0.08636593788621039
3.436692,0.00950298426996227,0.008007862207315258,0.06855404395753004,0.08606489043480756
3.438994,0.00984979093397833,0.007979443327902831,0.06698811553431308,0.08481734979619424
3.441296,0.010147948329847693,0.007954396179946114,0.06604451240263606,0.08414685691242987
3.443597,0.010362294115246506,0.007929349031989401,0.0647468774681093,0.0830385206153452
3.445899,0.010461519355228878,0.007890814958209839,0.06302488604608512,0.08137722035952384
3.4482,0.010444179022028077,0.007865767810253124,0.06198157599850345,0.08029152283078468
3.450502,0.010325686745155922,0.007840720662296408,0.060704171452710974,0.07887057886016331
3.452804,0.010135906431791578,0.007812783458806224,0.0592981594356792,0.07724684932627701
3.455105,0.009965393155317016,0.0077766577646378844,0.05841621082204947,0.07615826174200438
3.457407,0.00991915226678154,0.007753055644447903,0.057123874322667426,0.07479608223389686
3.459709,0.010041016275109406,0.007724155089113233,0.05648709875346015,0.07425227011768279
3.46201,0.010272702393709024,0.007710668163290386,0.055436563567044836,0.07341993412404425
3.464312,0.010547257669388405,0.007699589617078761,0.05488889804345281,0.07313574532991997
3.466613,0.010812179426622891,0.007691401126400605,0.05379693872772447,0.07230051928074796
3.468915,0.011026043536099464,0.007685139339411427,0.05330900101849076,0.07202018389400165
3.471217,0.011158022738794465,0.007677432524655512,0.05284755548498051,0.07168301074843049
3.473518,0.011227384071597677,0.007666835654366131,0.05228736638741012,0.07118158611337393
3.47582,0.011273624960133151,0.007654793756310021,0.05231530359090029,0.07124372230734348
3.478122,0.011326127635657804,0.007645160237865129,0.05229892660954399,0.07127021448306692
3.4804230000000005,0.011387300477782858,0.007638898450875952,0.05229988996138848,0.0713260888900473
3.482725,0.01145666181058607,0.0076321549879645265,0.05229699990585501,0.07138581670440561
3.4850260000000004,0.011527468171156015,0.007622521469519636,0.052275324489354014,0.07142531413002966
3.487328,0.011587195985514338,0.007610479571463525,0.05265151338462698,0.07184918894160484
3.4896300000000005,0.01162380335560492,0.0075998827011741436,0.053213629185886346,0.07243731524266543
3.491931,0.011642588716572458,0.007592657562340476,0.053652917626973363,0.0728881639058863
3.4942330000000004,0.011658002346084282,0.007586877451273541,0.05431377699229284,0.07355865678965066
3.496535,0.011679677762585286,0.007578207284673141,0.05479978799783758,0.074057673045096
3.4988360000000003,0.011698944799475069,0.007566647062539272,0.05548280445558031,0.07474839631759464
3.501138,0.011703279882775268,0.007555086840405405,0.05616437588555632,0.07542274260873699
3.503439,0.011683049494041,0.007547861701571734,0.05689026150037881,0.07612117269599154
3.5057410000000004,0.011633918549972058,0.007541599914582556,0.057742827882751625,0.07691834634730624
3.508043,0.011553960346879466,0.007534856451671133,0.058373823340891966,0.07746264013944258
3.5103440000000004,0.01146003354204178,0.007487652211291169,0.06005631733729209,0.07900400309062504
3.512646,0.011383447070404906,0.0074534532208118095,0.061768193564949135,0.08060509385616585
3.5149470000000003,0.01135117478361452,0.007408175684120824,0.06409757832492367,0.08285692879265902
3.517249,0.011343949644780851,0.007360489767818614,0.06736863951288627,0.08607307892548571
3.5195510000000003,0.01132468260789107,0.007315693907049873,0.07190747172819642,0.0905478482431374
3.5218519999999995,0.011271698256444172,0.007275233129581332,0.07648580136913066,0.09503273275515617
3.524154,0.011202818599563204,0.007233327324346059,0.08161324156142365,0.1000493874853329
3.526456,0.011143090785204885,0.0071904581672662966,0.08696947781678277,0.10530302676925396
3.528757,0.0111108184984145,0.0071499973897977565,0.09070342956602236,0.1089642454542346
3.5310589999999995,0.011114190229870213,0.007106164880873505,0.09402699342950957,0.1122473485402533
3.53336,0.011163321173939152,0.007059442316415784,0.09458236576785753,0.11280512925821246
3.5356620000000003,0.01127217993236642,0.007014164779724799,0.09291335869728023,0.11119970340937146
3.537964,0.011459551866119536,0.006980447465167682,0.08930367933597977,0.107743678667267
3.540265,0.011732662114032184,0.0069322798729432285,0.08411891970893969,0.10278386169591512
3.542567,0.012053939954169285,0.0068898923917857105,0.07956274716042869,0.09850657950638368
3.5448690000000003,0.01237377276653965,0.006849913290239418,0.07458173644849804,0.0938054225052771
3.5471699999999995,0.01264591966260781,0.006806562457237408,0.07085597318993662,0.09030845530978183
3.549472,0.012829919864905216,0.0067588765409352,0.06721353986592353,0.08680233627176392
3.5517730000000003,0.012889166003341293,0.0067261225782225716,0.06374547322576292,0.0833607618073268
3.554075,0.01282173137422706,0.006680363365609342,0.06057267392593822,0.08007476866577462
3.556377,0.01265699820881943,0.006634122477073868,0.057580021421032974,0.07687114210692628
3.558678,0.012425793766142059,0.006592698347760839,0.054796897942304114,0.07381539005620702
3.5609800000000003,0.012160390332985323,0.006552719246214543,0.05217176416607144,0.0708848737452713
3.563282,0.011893541872061856,0.0065079233854458025,0.049349143261718506,0.06775060851922618
3.565583,0.011650777207250615,0.006471316015355218,0.04702987369611111,0.06515196691871694
3.567885,0.01143546807000731,0.006429410210119943,0.0443816194756107,0.06224649775573796
3.570186,0.0112471327844097,0.00638316932158447,0.042067648345147986,0.059697950451142165
3.572488,0.011083362970846562,0.0063388551367379725,0.03953933142928648,0.05696154953687101
3.57479,0.010936933490484227,0.006287797488980053,0.03740791547335444,0.05463264645281872
3.577091,0.010802545908178005,0.006236258165299889,0.035464353127097774,0.05250315720057566
3.579393,0.01067682849247218,0.0061852005175419686,0.033547764632486814,0.050409793642500964
3.581695,0.010558336215600029,0.006134142869784049,0.03149823358333634,0.048190712668720416
3.583996,0.010446105725717051,0.0060830852220261295,0.02953347749650092,0.0460626684442441
3.586298,0.010344953782045705,0.00603202757426821,0.027848575120489563,0.04422555647680348
3.588599,0.010258252116041687,0.0059809699265102895,0.02598304427363651,0.042222266316188486
3.590901,0.010186482403627252,0.0059303939546746145,0.024657953811541816,0.040774830169843686
3.593203,0.010118566098590772,0.005879336306916694,0.023132967841715646,0.03913087024722312
3.595504,0.010041979626953895,0.005828760335081019,0.0218387046386446,0.03770944460067952
3.597806,0.009957204664638859,0.005778184363245344,0.02057189696314149,0.0363072859910257
3.600108,0.009874838081935044,0.0057271267154874244,0.019176481816399103,0.03477844661382157
3.602409,0.00980306836952061,0.005677032419573993,0.018230951981033097,0.0337110527701277
3.604711,0.009741413851473313,0.005626456447738318,0.017309024265857068,0.0326768945650687
3.607012,0.009682649388959479,0.005575880475902643,0.01638516984699207,0.031643699711854184
3.609314,0.009622439898678913,0.005525786179989211,0.015495514418606426,0.03064374049727455
3.611616,0.009557895325098143,0.0054752102081535355,0.014548539555473687,0.029581645088725367
3.613917,0.009489015668217178,0.005425115912240105,0.013657439099321314,0.0285715706797786
