Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,CO_CH3OH_10K,CH3OH,all
2.948748,0.6839517307437649,0.014676072911748397,0.1184139916904942,0.8170417953460076
2.95105,0.6942873091310487,0.014501695836041032,0.12129818852269413,0.8300871934897839
2.953351,0.7021666618519403,0.014310877493195538,0.12412857757153285,0.8406061169166686
2.955653,0.7117155505176757,0.014125041352513112,0.12689519443268432,0.8527357863028731
2.957955,0.7176867198101123,0.013964614442862336,0.12927070842403496,0.8609220426770097
2.960256,0.7232015193844119,0.01383158964510843,0.13161832208327245,0.8686514311127929
2.962558,0.7307027229611266,0.013713511453843728,0.1342424479625602,0.8786586823775304
2.96486,0.7350666338357575,0.013598920804093173,0.13655070222470944,0.8852162568645602
2.967161,0.7405545295183765,0.013482337273477387,0.1390512694903531,0.8930881362822071
2.969463,0.7443210743536557,0.013359276880049616,0.14073176627995582,0.8984121175136609
2.971764,0.7515064063132318,0.013229739623809857,0.14321489583802874,0.9079510417750704
2.974066,0.756955440818979,0.01310119880800271,0.14570549869934624,0.9157621383263279
2.976368,0.7628538699598348,0.0129826223965217,0.1477477033659877,0.9235841957223444
2.978669,0.7680288833466132,0.012871021068068984,0.14997524595309522,0.9308751503677776
2.980971,0.7751026139777367,0.012753939317236895,0.15241951433429626,0.94027606762927
2.983273,0.7830601872725883,0.012618921638617765,0.15522050839037285,0.9508996173015788
2.985574,0.7865362697217606,0.012463476931130051,0.15820036350410366,0.9572001101569942
2.987876,0.795160959886247,0.012288601635206377,0.1611448449824766,0.9685944065039301
2.990177,0.8037816642890029,0.012097285072144578,0.1641107499301508,0.9799896992912982
2.992479,0.8088097027119708,0.011897498765405566,0.16793459009030526,0.9886417915676816
2.994781,0.8164932548878538,0.011697214238450243,0.1709159398646849,0.999106408990989
2.997082,0.8247901161500103,0.011499919032792766,0.17467650605736834,1.0109665412401714
2.999384,0.8304573711104998,0.011298139845188529,0.17850483019946953,1.0202603411551578
3.001686,0.8381673289578471,0.011084901592609232,0.18221657081095494,1.0314688013614113
3.003987,0.8460705962491213,0.010859207834622265,0.18542062502202375,1.0423504291057673
3.006289,0.8528319428046204,0.010625044332958085,0.1892200523915792,1.0526770395291576
3.0085900000000003,0.8604497299119509,0.01038589862913084,0.19309022703185014,1.0639258555729318
3.010892,0.8686260218817612,0.01014077428270791,0.1969897966648832,1.0757565928293522
3.013194,0.8759388982167119,0.009890169513905606,0.20088986451813254,1.08671893224875
3.015495,0.8851793885685536,0.009632589662075008,0.20484324193452674,1.0996552201651553
3.0177970000000003,0.8927010191741367,0.009366041846350887,0.20793519659692652,1.1100022576174142
3.020098,0.9004279165088382,0.00908853318586802,0.21202957033453548,1.1215460200292418
3.0224,0.9083391553235736,0.008804049442356856,0.21527896258528825,1.1324221673512187
3.024702,0.913642709526159,0.008521060359494613,0.21832358632713889,1.1404873562127924
3.027003,0.9174516030798244,0.008247537460742199,0.22106280107639348,1.14676194161696
3.029305,0.9256478238582868,0.00798098964501808,0.22474415025468414,1.158372963757989
3.031607,0.9327514477023886,0.0077124489484287325,0.2274664255165844,1.1679303221674018
3.0339080000000003,0.9365468893102136,0.007437929609243704,0.2294712636670028,1.17345608258646
3.03621,0.9415704437512348,0.007168392472221745,0.2323883430334789,1.1811271792569356
3.038511,0.9466732152066484,0.006919780584284669,0.23447837684088574,1.1880713726318188
3.040813,0.952108299546339,0.006695083266730318,0.2365534640418035,1.1953568468548728
3.043115,0.9552844534252948,0.006481346793934715,0.2386126081957993,1.2003784084150286
3.045416,0.9610269396384464,0.00626362455940866,0.24032648573989454,1.20761704993775
3.047718,0.963579321806586,0.006045902324882602,0.2419740999952211,1.2115993241266898
3.05002,0.9669298527612492,0.005844123137278361,0.2435459847776689,1.2163199606761963
3.052321,0.9696875016585071,0.005671738942436221,0.2451886168308323,1.2205478574317756
3.054623,0.9735198115623388,0.00551928355624635,0.2459538830830795,1.2249929782016646
3.056924,0.9731107727647508,0.005369817491354321,0.24673260128116695,1.2252131915372722
3.059226,0.9761045780445382,0.005216365664731837,0.2475930275947288,1.228913971303999
3.061528,0.9779808753791496,0.005073874682868102,0.2484365144209361,1.2314912644829537
3.063829,0.9771124775421268,0.004960778693766466,0.2492127415179421,1.2312859977538355
3.066131,0.9794426534937936,0.00487558303677801,0.2491644141569603,1.233482650687532
3.068433,0.977981871819582,0.004796366022385232,0.2492640582002217,1.2320422960421888
3.070734,0.9768389546433744,0.004701704181286947,0.25006170876652883,1.2316023675911898
3.073036,0.9757662865176658,0.004594088614564687,0.25008811443799306,1.2304484895702237
3.075337,0.9741256473453678,0.004487469488275039,0.25006768740912444,1.2286808042427673
3.077639,0.9719763253322204,0.0043928076471767535,0.24924064185005526,1.2256097748294523
3.079941,0.9668855111619978,0.004303128008241536,0.24926704752151946,1.2204556866917589
3.082242,0.965299177993277,0.0042069715064943294,0.2491982931316692,1.2187044426314406
3.084544,0.9604255878373644,0.0040983594993394545,0.2484335250996383,1.212957472436342
3.086846,0.9562709294535822,0.003974800885695377,0.2475880453925657,1.2078337757318431
3.089147,0.9532542060438446,0.0038377903262110154,0.2468287577829142,1.2039207541529695
3.0914490000000003,0.9473951363000772,0.003689818921967907,0.2458931002166901,1.196978055438735
3.09375,0.9381999839879196,0.00353835997621065,0.2446311084087851,1.1863694523729151
3.096052,0.9366246116639576,0.0033888939113186204,0.24352755062966555,1.1835410562049415
3.098354,0.929343123202634,0.0032409225070755107,0.24274534489006394,1.1753293905997737
3.100655,0.9238542310795824,0.003089961781534561,0.2410513961546209,1.167995589015738
3.102957,0.9164785789973772,0.002935015294263157,0.2399413615126895,1.1593549558043297
3.105259,0.9099195098496984,0.0027795705867754462,0.2378578045680945,1.1505568850045684
3.10756,0.9019026483491064,0.0026266169803692693,0.2362894073271609,1.1408186726566365
3.109862,0.8949260706601627,0.00247864557612616,0.2346791595880574,1.1320838758243463
3.112163,0.8875190307043299,0.002334659933613504,0.23240777362191484,1.1222614642598585
3.114465,0.8790064400885127,0.002194161832614996,0.23005119199878385,1.1112517939199116
3.116767,0.8716796135875053,0.0020571512731306354,0.2277713362889641,1.1015081011496002
3.119068,0.8631261689139508,0.0019256211360256493,0.2253639362037698,1.0904157262537462
3.12137,0.8558984882359885,0.0018005678617326513,0.22264564670360004,1.0803447028013209
3.123672,0.8474461822663444,0.0016809950098190278,0.2199961115932807,1.0691232888694442
3.125973,0.8388797838671657,0.0015644114792032445,0.2171871460137432,1.0576313413601122
3.128275,0.8302869797965229,0.0014513154901016085,0.21428800257505407,1.0460262978616786
3.130576,0.8212432864301226,0.001347685685109801,0.2112119909595761,1.0338029630748085
3.132878,0.8127461406410106,0.0012585042663908902,0.20748580196181785,1.0214904468692192
3.13518,0.8036182480580544,0.0011812801328633415,0.20472018154109892,1.0095197097320168
3.137481,0.79537369991861,0.001109536421715167,0.2010582629512442,0.9975414992915692
3.139783,0.7856808256103619,0.0010362980499180727,0.19741178918809504,0.984128912848375
3.142085,0.7782289458350616,0.0009630596781209779,0.1938196214285232,0.9730116269417056
3.144386,0.7669751475891243,0.0008938070680543377,0.19033108347394326,0.958200038131122
3.146688,0.7593683213265526,0.000831529541015992,0.18675286588042805,0.9469527167479966
3.148989,0.7491154474951757,0.0007742342161407139,0.182559346319774,0.9324490280310904
3.151291,0.7394335340316864,0.0007199282125632763,0.17930198254556035,0.91945544478981
3.153593,0.7292499128103761,0.0006676150898510661,0.17509501103906605,0.9050125389392932
3.155894,0.7205445109708479,0.0006207823895182301,0.17118049479954378,0.89234578815991
3.158196,0.7105372597061103,0.0005824194328626091,0.16688085433281638,0.8780005334717893
3.160498,0.7001379091311392,0.0005495368985863626,0.16322391794512472,0.8639113639748502
3.162799,0.6910065290066687,0.0005171525845264228,0.1590099713556021,0.8505336529467973
3.165101,0.6811133701714653,0.000480782508736029,0.15563054362839332,0.8372246963085948
3.167402,0.6704170803475753,0.0004409248914314877,0.15148435498828844,0.8223423602272952
3.1697040000000003,0.6610510385012244,0.00039857617304541257,0.14791709823953195,0.8093667129138018
3.172006,0.6509640720018777,0.00035772211530825783,0.1440155357256337,0.7953373298428197
3.174307,0.6401930491455418,0.000325337801248318,0.14024400868819148,0.7807623956349816
3.176609,0.6297224530796387,0.00030740187346127445,0.13706735658901953,0.7670972115421195
3.1789110000000003,0.6202104327099099,0.00030441255216343384,0.1335160428871849,0.7540308881492582
3.181212,0.610876775177619,0.00030839831389388797,0.13031547621763026,0.7415006497091431
3.183514,0.6001331544331799,0.00031288229584064886,0.12672081735697693,0.7271668540859976
3.1858150000000003,0.5900985010565453,0.00031288229584064886,0.12365078438409464,0.7140621677364806
3.188117,0.5808335979141047,0.0003029178915145136,0.1206704310501476,0.7018069468557668
3.190419,0.5703425748193331,0.00028249086264593617,0.1176532094201938,0.6882782751021729
3.19272,0.5599487046667414,0.000261565613561052,0.11476153928474933,0.6749718095650518
3.1950220000000003,0.5501900652899407,0.0002511029890186099,0.11189627482076914,0.6623374430997285
3.197323,0.5402540595161349,0.00025508875074906404,0.10893186453374387,0.6494410128006278
3.199625,0.5304077333812643,0.0002685406965893467,0.10632966034397363,0.6370059344218273
3.201927,0.5203053220552121,0.00028597840416008354,0.10381713579313864,0.6244084362525109
3.204228,0.5105516648805745,0.0003029178915145136,0.10109336587058952,0.6119479486426784
3.20653,0.5007342355182496,0.000314875176705876,0.098677496041718,0.5997266067366736
3.208832,0.4903049917303001,0.00031935915865263683,0.09663230205377872,0.5872566529427314
3.211133,0.4807122596855297,0.00032334492038309096,0.0944127309901321,0.5754483355960449
3.213435,0.4712017339764499,0.00033530220557445334,0.09149864094495384,0.5630356771269781
3.215736,0.4609867248815122,0.00035722389509195096,0.08938967476932727,0.5507336235459315
3.218038,0.4516535655694376,0.0003791455846094488,0.08734647366225325,0.5393791848163003
3.22034,0.4422850326220051,0.0003901064293681976,0.08529480281150198,0.5279699418628753
3.222641,0.4322060376461193,0.0003911028698008111,0.08360234873670791,0.516199489252628
3.224943,0.4228693907925305,0.0003970815123964921,0.08149138968021613,0.5047578619851432
3.227245,0.4134928863216372,0.00041900320191399,0.07946612450092913,0.4933780140244803
3.229546,0.4044013638144713,0.00044989285532500935,0.07827288708287443,0.4831241437526707
3.231848,0.3947662830513147,0.00047380742570773417,0.07630441900824639,0.4715445094852688
3.234149,0.3861973935510547,0.000480782508736029,0.0743982284606567,0.4610764045204474
3.236451,0.3768537716144376,0.00047729496722188165,0.07314620105707781,0.4504772676387373
3.238753,0.3679570532118477,0.00047330920549142736,0.07114933443012028,0.4395796968474594
3.241054,0.3593866690509387,0.0004753020863566545,0.06988534974135004,0.42974732087864537
3.2433560000000003,0.3507295945723923,0.0004862629311154033,0.06801453282911812,0.4192303903326258
3.245658,0.3425941566603191,0.0005091810610655147,0.06682677583344279,0.40993011355482745
3.247959,0.33359430667295376,0.0005360849527460799,0.0648528273364354,0.3989832189621352
3.250261,0.3256750963347577,0.0005540208805331233,0.06360329103393801,0.3898324082492289
3.252562,0.31796264738632896,0.0005550173209657369,0.06234578320797974,0.3808634479152744
3.254864,0.3107274934051221,0.0005500351188026694,0.06045354282644665,0.3717310713503715
3.257166,0.30242714460145137,0.0005555155411820439,0.05926080362860825,0.3622434637712417
3.259467,0.2957081467643383,0.0005779354509158483,0.05798685453551185,0.354272936750766
3.261769,0.2880828863537633,0.0006018500212985732,0.05675774526188306,0.3454424816369449
3.264071,0.2813818244444373,0.0006093233245431745,0.05515796014732203,0.3371491079163025
3.266372,0.2748910114663927,0.0006008535808659593,0.054253690454725265,0.32974555550198403
3.2686740000000003,0.2684370667843549,0.000593380277621358,0.05245511547385783,0.3214855625358341
3.270975,0.2619482466871756,0.0006023482415148798,0.05121903111720074,0.3137696260458912
3.273277,0.2559456895211117,0.0006207823895182301,0.04996700371362184,0.30653347562425176
3.275579,0.25046327426087195,0.0006302485736280588,0.04875782324864532,0.2998513460831453
3.27788,0.24494747824613985,0.0006202841693019232,0.04757106269340261,0.2931388251088444
3.280182,0.2394725362891448,0.0006043411223801068,0.046331490795231384,0.2864083682067563
3.282484,0.2344878430249956,0.0005983624797844258,0.04572814611328388,0.2808143516180639
3.284785,0.229385569789798,0.000610319764975788,0.04444323617542872,0.2744391257302025
3.287087,0.22464500443163912,0.000635728996007433,0.043246012995643575,0.26852674642329016
3.289388,0.2201919121382893,0.0006676150898510661,0.04208814921294665,0.26294767644108696
3.29169,0.2161080010252227,0.0007074727071556072,0.04145790063931858,0.2582733743716969
3.293992,0.2117998908148181,0.0007582911692188975,0.040224805603959336,0.25278298758799633
3.296293,0.20806074809143585,0.0008255508984203108,0.03933996649979853,0.2482262654896547
3.298595,0.2046349858841105,0.0009177216384370623,0.038379896142975385,0.2439326036655229
3.300897,0.20167107381730154,0.0010452660138115944,0.03773719206393967,0.2404535318950528
3.3031980000000005,0.19857463517295496,0.0012171519884374286,0.036643598689146316,0.2364353858505387
3.3055,0.1965214696615548,0.001443842186857007,0.03608509382666642,0.23405040567507826
3.307801,0.19487285896579573,0.0017348027931801582,0.03551712278007672,0.2321247845390526
3.310103,0.19362780664524512,0.0020890373669742684,0.035216695989643734,0.2309335400018631
3.3124050000000005,0.19260496054116727,0.0024945886230479763,0.0350517850980462,0.2301513342622615
3.314706,0.192073359570368,0.0029394992762099177,0.035041322473503764,0.2300541813200817
3.317008,0.19176147371496,0.003411812041268732,0.03561028996052608,0.2307835757167548
3.31931,0.19056126121387695,0.0038995696330330547,0.03613790516959495,0.230598736016505
3.321611,0.18826197491562127,0.0043898183258789135,0.036883740833406176,0.2295355340749064
3.323913,0.18501955774789686,0.004864622192019261,0.039031568185904635,0.2289157481258207
3.326214,0.1823510902693578,0.005305048863234442,0.04136024947692246,0.2290163886095147
3.3285160000000005,0.1781177130913992,0.0056901730904395705,0.044135336081751145,0.22794322226358996
3.330818,0.17287842929671726,0.005998073184117153,0.04828899802510065,0.22716550050593504
3.3331190000000004,0.16731181481992174,0.006205831014317075,0.052552268416037634,0.22606991425027645
3.335421,0.16246313567482432,0.006308464378876267,0.057360093503397935,0.2261316935570985
3.3377230000000004,0.1576224280531878,0.006313446581039335,0.06271446616804674,0.22665034080227384
3.340024,0.1540666303694064,0.006232734905997639,0.06801403460890182,0.22831339988430585
3.3423260000000004,0.15095823443986847,0.006113162054084015,0.07367531092679559,0.2307467074207481
3.344627,0.14799631525392476,0.006010030469308514,0.07802875917688412,0.2320351049001174
3.3469290000000003,0.1449501968514252,0.005965688870057213,0.08183366696881889,0.2327495526903013
3.349231,0.14256571489618106,0.005992094541521471,0.0846994296530154,0.2332572390907179
3.351532,0.14103916815341708,0.006094727906080665,0.08702561984295168,0.23415951590244946
3.3538339999999995,0.13966258569576148,0.00627707650524894,0.08794981834420074,0.2338894805452112
3.356135,0.13834130568211594,0.006535652797512153,0.08859202420302016,0.23346898268264826
3.3584370000000003,0.13726116425316287,0.0068679656817887645,0.08854768260376886,0.2326768125387205
3.360739,0.13537490251422546,0.007272022277213553,0.08850433744495018,0.2311512622363892
3.3630400000000003,0.1333157583602296,0.007744833262488672,0.08914455042290438,0.23020514204562265
3.365342,0.1309437319103931,0.008281914655667365,0.09105622139287342,0.2302818679589339
3.3676440000000003,0.12968921340573267,0.008864832308746282,0.09361159288231084,0.23216563859678974
3.3699449999999995,0.12777355667403312,0.009472660972640537,0.09733877832050174,0.2345849959671754
3.372247,0.12611846911546207,0.0100590661672336,0.100140768817011,0.2363183040997067
3.3745480000000003,0.12532879007261585,0.010536859354671791,0.10300453862034227,0.23887018804762994
3.37685,0.1244275097013169,0.010814866235370963,0.1055987712866516,0.2408411472233395
3.3791519999999995,0.12346395180297963,0.01080041784909807,0.10712531802941554,0.2413896876814932
3.381453,0.12223733363043235,0.010398852354754812,0.10850140226685484,0.241137588252042
3.3837550000000003,0.12131811733134637,0.0095508815466007,0.10913364372134812,0.2400026425992952
3.386057,0.12080893627028085,0.008392021323471163,0.10918246930254616,0.23838342689629816
3.388358,0.1202160542128758,0.007123552652754136,0.10918894616535817,0.2365285530309881
3.39066,0.11954694446237582,0.00593081345491574,0.10852481861702123,0.2340025765343128
3.392961,0.1190527100077995,0.004964764455496921,0.108579622840815,0.2325970973041114
3.395263,0.1191264465998129,0.0043678966363614145,0.10789158072209534,0.2313859239582697
3.397565,0.1189854502785981,0.0041925231202214345,0.10794140274372603,0.23111937614254555
3.3998660000000003,0.11873335084914688,0.00439181120674414,0.10789506826360948,0.2310202303195005
3.402168,0.11800694577377162,0.004907967350837949,0.1086244626602826,0.23153937578489214
3.40447,0.11767264000862974,0.005638856408159974,0.10857214953757036,0.2318836459543601
3.406771,0.11715349454323812,0.006459923324633524,0.108566669115191,0.23218008698306264
3.409073,0.11653968723674818,0.007232662880125317,0.10855122428848553,0.232323574405359
3.411374,0.1160763424355829,0.007778712237197533,0.10814168727068134,0.23199674194346176
3.413676,0.11561698339614805,0.007912235255167745,0.1074845348053727,0.2310137534566885
3.415978,0.11507491980080628,0.007604335161490164,0.10682339657833363,0.2295026515406301
3.418279,0.11400872853790983,0.007082698595016981,0.10621805901552092,0.2273094861484477
3.420581,0.11394844389173672,0.006591453461738511,0.1049864586408106,0.2255263559942858
3.422883,0.11344175393175272,0.006258642357245591,0.10370802556576744,0.22340842185476573
3.425184,0.11374068606153676,0.006121133577544922,0.10245051773980916,0.22231233737889086
3.427486,0.11317221679473075,0.006183411104583271,0.10126475362499904,0.22062038152431307
3.429787,0.11292808888874045,0.006280564046763089,0.10060710293947413,0.21981575587497765
3.432089,0.11297043760712652,0.006185902205664803,0.09875123263373142,0.21790757244652276
3.434391,0.11246623874822408,0.005777361628293254,0.0974982087897199,0.21574180916623725
3.436692,0.11205819639106884,0.005190458213483885,0.09631095001426088,0.2135596046188136
3.438994,0.11190623922509524,0.004596081495429914,0.0944720191958726,0.21097433991639775
3.441296,0.11195058082434656,0.0040684662863610475,0.09198291099520403,0.20800195810591168
3.443597,0.11161079463682534,0.003567754968972749,0.08966319766807973,0.20484174727387786
3.445899,0.11056752150387897,0.003056082806825701,0.08724832427964081,0.2008719285903455
3.4482,0.10991086725878667,0.0025573643703026283,0.08482747224860622,0.19729570387769554
3.450502,0.10917549421951787,0.0021318843055766505,0.0824240579251424,0.19373143645023694
3.452804,0.10809385812991587,0.0018219913310338425,0.08015117729835093,0.19006702675930065
3.455105,0.10747058463931614,0.0016087530784545466,0.0784333139925252,0.1875126517102959
3.457407,0.10687720436169476,0.0014557994720483694,0.07602591390733092,0.18435891774107405
3.459709,0.10643926879156113,0.001337223060567359,0.07379886954043967,0.18157536139256814
3.46201,0.10569841532991296,0.001244554100334301,0.07148613129634368,0.17842910072659093
3.464312,0.1053760668499625,0.0011703192881045929,0.06921075956847067,0.17575714570653778
3.466613,0.1048624018069502,0.0011120275227967011,0.06740022730241188,0.17337465663215876
3.468915,0.10446980427650047,0.001070177024626933,0.06586022861380766,0.1714002099149351
3.471217,0.10305784818348712,0.0010432731329463674,0.06412492760041119,0.16822604891684467
3.473518,0.10186162144413456,0.0010218496636451766,0.06297902110290564,0.16586249221068536
3.47582,0.10093144430028983,0.000992952891099384,0.061363292941422815,0.16328769013281197
3.478122,0.1003699501165121,0.0009511023929296156,0.06080827562045705,0.16212932812989878
3.4804230000000005,0.09979101822516363,0.0009117429958413813,0.0596837925922527,0.1603865538132577
3.482725,0.09872831450378128,0.0008923124074054174,0.059136248574531564,0.15875687548571826
3.4850260000000004,0.09782255015053562,0.0009012803712989393,0.05805959468709264,0.1567834252089272
3.487328,0.09724162537832193,0.0009366540066567195,0.056943581402565474,0.1551218607875441
3.4896300000000005,0.09644696413331263,0.000997436873046145,0.05584400938517645,0.15328841039153526
3.491931,0.09567372635760453,0.0011165115047434618,0.05480870777569099,0.15159894563803894
3.4942330000000004,0.09490347790319427,0.0013432017031630404,0.054125647859134415,0.15037232746549173
3.496535,0.0944421259828942,0.0017283259303681705,0.0535571785923284,0.14972763050559074
3.4988360000000003,0.09363650389312617,0.002319215106907994,0.05293639620281016,0.14889211520284432
3.501138,0.09272326623663586,0.0031607090522501216,0.05298023958184517,0.14886421487073115
3.503439,0.09193856939595273,0.00422241633319984,0.052947855267785233,0.14910884099693775
3.5057410000000004,0.0913855449558522,0.00533294919534762,0.0538815199531441,0.15060001410434393
3.508043,0.09071942452665004,0.006307467938443653,0.05450030946179711,0.1515272019268908
3.5103440000000004,0.08971700545144085,0.006969104385699038,0.05633973850040167,0.15302584833754154
3.512646,0.08901750426774614,0.0071484636635694735,0.0590650030835997,0.15523097101491531
3.5149470000000003,0.08862789605859425,0.0067314533425207115,0.06358087112420421,0.1589402205253192
3.517249,0.08768725629020707,0.005960208447677838,0.06934278792579196,0.16299025266367687
3.5195510000000003,0.0867914563412875,0.005218358545597063,0.07734320815924603,0.1693530230461306
3.5218519999999995,0.08653586937032215,0.0047649781487579075,0.08550206242148561,0.1768029099405657
3.524154,0.08609693735975588,0.0045118822788740715,0.0954415557368056,0.18605037537543556
3.526456,0.08548213361283333,0.004316081733865511,0.1055330062180991,0.19533122156479796
3.528757,0.08499886000301576,0.004093875517392694,0.11473812293458292,0.20383085845499135
3.5310589999999995,0.08435864702506157,0.0038417760879414704,0.12320836483201425,0.21140878794501727
3.53336,0.08391523103254855,0.003561776326377068,0.12914266582844414,0.21661967318736972
3.5356620000000003,0.08314448435792199,0.0032688228391886892,0.13178223653443738,0.21819554373154806
3.537964,0.08224270576640674,0.002986830196759061,0.13070358976613322,0.21593312572929896
3.540265,0.0814076886838766,0.00273572720774045,0.125813060122866,0.20995647601448306
3.542567,0.08068477115001549,0.0025125245508350194,0.11838409847751585,0.20158139417836635
3.5448690000000003,0.07994142658728579,0.002309748922798166,0.11051670304181567,0.19276787855189964
3.5471699999999995,0.07913082229535467,0.0021234145618994355,0.1028306597648512,0.1840848966221053
3.549472,0.07833018240774971,0.0019595001107345095,0.09615500708655686,0.17644468960504106
3.5517730000000003,0.07751858167538599,0.0018224895512501489,0.08980469220951083,0.16914576343614696
3.554075,0.07682406269385435,0.00170989178236482,0.08410854047647558,0.16264249495269473
3.556377,0.07564826298337039,0.0016107459593197734,0.07853196159535394,0.1557909705380441
3.558678,0.07500705356498358,0.0015155858980051813,0.07345260649010647,0.14997524595309525
3.5609800000000003,0.0738900438400238,0.001422916937772123,0.06833488842820337,0.1436478492059993
3.563282,0.07332057813278517,0.0013362266201347455,0.06437204482769936,0.13902884958061928
3.565583,0.07243623724884067,0.00125700960574197,0.060644859389508435,0.1343381062440911
3.567885,0.07151004586672638,0.0011827747935122615,0.05738948849616005,0.13008230915639868
3.570186,0.07081453044476213,0.0011110310823640877,0.05490237317635666,0.1268279347034829
3.572488,0.06993467354276439,0.001042276692513754,0.052189564098566316,0.12316651433384446
3.57479,0.06919531474176514,0.0009780062846101814,0.04958038482576778,0.11975370585214312
3.577091,0.06837624070615682,0.0009227038406001301,0.0469522731847496,0.11625121773150655
3.579393,0.06740670416522386,0.0008778640211325213,0.04433263128740863,0.11261719947376501
3.581695,0.06693638428103027,0.0008454797070725814,0.042218184689402714,0.11000004867750557
3.583996,0.06612627820931548,0.0008260491186366175,0.03985711908432495,0.10680944641227703
3.586298,0.06539688381264237,0.0008076149706332672,0.03731519954072784,0.10351969832400347
3.588599,0.06446919776987918,0.0007752306565733275,0.035277977076249474,0.10052240550270196
3.590901,0.06395752560773213,0.0007219210934285035,0.033054918471088685,0.09773436517224933
3.593203,0.06328293543485278,0.0006566542450923173,0.030840329609605106,0.0947799192895502
3.595504,0.06256450188293841,0.0005898927361072106,0.028820544852697482,0.0919749394717431
3.597806,0.062035392013220635,0.0005241276675547174,0.026940261756355745,0.0894997814371311
3.600108,0.0612088446743677,0.0004543768372717703,0.02552282524096299,0.08718604675260247
3.602409,0.06086806204641387,0.00037765092396052836,0.023577275296285075,0.08482298826665947
3.604711,0.06037980623443325,0.0003019214510819,0.022079625326066936,0.08276135301158208
3.607012,0.05963496701105464,0.0002416368049087813,0.020207811973402417,0.08008441578936583
3.609314,0.059000732675696124,0.00020476850890208072,0.01897073117631272,0.07817623236091092
3.611616,0.058507494661552424,0.00018085393851935595,0.01767187107240098,0.07636021967247275
3.613917,0.057879238968789576,0.00015793580856924473,0.016170235340452387,0.0742074101178112
