Wavelength,d_NH3_CH3OH_50_10K_I10m_Baselined,CO_NH3_10K,H2O_CH4_10_0.6_a_V3,all
3.125973,0.01284895884669625,0.008017301799958043,0.5985504476667978,0.6194167083134521
3.128275,0.012807748640803213,0.0073521882443820605,0.5898253845400488,0.6099853214252341
3.130576,0.012778997334366212,0.006660240136131544,0.5809417100394557,0.6003809475099535
3.132878,0.012749766839488592,0.00598075092733706,0.5717729184166958,0.5905034361835214
3.13518,0.012716702837086041,0.005331929778742046,0.5626482121304726,0.5806968447463007
3.137481,0.012682680457802256,0.004718089386312047,0.5533984376612483,0.5707992075053626
3.139783,0.012650574832280936,0.00414258406913139,0.5445717865850886,0.561364945486501
3.142085,0.012617031641437768,0.0036102057116062345,0.5352793643446496,0.5515066016976936
3.144386,0.012578217377747815,0.0031267045750239817,0.5256515101957788,0.5413564321485507
3.146688,0.012529819345245528,0.002696393355350183,0.5164180281335355,0.5316442408341313
3.148989,0.012469441601727823,0.002316876110381755,0.5077078198484457,0.5224941375605553
3.151291,0.012396604958754085,0.0019867152747968467,0.4976309661307172,0.5120142863642682
3.153593,0.012312267793205543,0.0017011189641892926,0.4885671167764522,0.5025805035338471
3.155894,0.01222313874325084,0.0014567328594747744,0.479226296503511,0.4929061681062366
3.158196,0.012133530504855515,0.0012473275109252755,0.4697354902486564,0.4831163482644372
3.160498,0.012043922266460193,0.0010705069763377122,0.4603510638276189,0.4734654930704169
3.162799,0.011948563766777468,0.0009219585597465348,0.45122348241075205,0.46409400473727597
3.165101,0.011844100686723024,0.0007992863189486591,0.4413699305063508,0.4540133175120225
3.167402,0.0117286162725344,0.0006967399926566849,0.43253465403825997,0.4449600103034511
3.1697040000000003,0.011600672958889743,0.0006090485080238285,0.4231305808911573,0.4353403023580708
3.172006,0.011464104253313982,0.0005318991690845394,0.4127173368881157,0.4247133403105142
3.174307,0.011328014736178841,0.0004657711642794345,0.4039491468017113,0.4157429327021696
3.176609,0.011203425741618495,0.00041066449360851375,0.3951665810620884,0.4067806712973154
3.1789110000000003,0.011090337269632957,0.0003656207801905437,0.3860696677054209,0.3975256257552444
3.181212,0.010980123928291112,0.00032776489338182433,0.3766090503223253,0.3879169391439983
3.183514,0.010865118702543105,0.0002937425140980384,0.36779677489938417,0.3789556361160253
3.1858150000000003,0.01074675915771078,0.00026307445389856947,0.3584871018750829,0.3694969354866922
3.188117,0.010630795555081536,0.00023623990122403413,0.3496887229169197,0.3605557583732252
3.190419,0.010521540590620928,0.00021275966763381577,0.34054341152774986,0.3512777117860046
3.19272,0.010420431829650805,0.00019167537624668085,0.3319913354280636,0.3426034426339611
3.1950220000000003,0.010328906837493016,0.00017154946174077938,0.3227818127878512,0.33328226908708497
3.197323,0.010245048860385093,0.00015046517035364446,0.314382118612281,0.3247776326430197
3.199625,0.010166941144564571,0.00012986006740712627,0.3060284265270101,0.3163252277389817
3.201927,0.010091229370947129,0.00010925496446060808,0.29740303459590944,0.3076035189313172
3.204228,0.010022705423938945,9.008742683594e-05,0.2885701540700217,0.2986829469207966
3.20653,0.009969994695471105,7.331583141435542e-05,0.2804963080340709,0.2905396185609564
3.208832,0.009939326635271636,5.941936663647107e-05,0.2716519269856084,0.2816506729875165
3.211133,0.00992543017049375,4.74396556210535e-05,0.2640788328701021,0.2740517026962169
3.213435,0.009918721532325118,3.545994460563595e-05,0.2562426643006972,0.26619684577762803
3.215736,0.0099153672132408,2.2521856708985e-05,0.2483930784549549,0.25833096752490475
3.218038,0.009919200720765731,1.1021334134184151e-05,0.2405597850161937,0.25049000707109365
3.22034,0.009934534750865469,2.8751306437002134e-06,0.2332315561938425,0.2431689660753517
3.222641,0.009960410926658772,3.3543190843169157e-06,0.2257020682264323,0.2356658334721753
3.224943,0.009987245479333306,1.1979711015417553e-05,0.218172580259022,0.2281718054493707
3.227245,0.010008808959161057,2.6834552674535322e-05,0.21081991282619936,0.22085555633803491
3.229546,0.010026538931463876,4.4564524977353305e-05,0.20381944889722994,0.2138905523536712
3.231848,0.010044748092207309,5.941936663647107e-05,0.1968405484480883,0.2069447159069321
3.234149,0.01006679076047568,6.80447585675717e-05,0.18992825519219236,0.2000630907112356
3.236451,0.010089312617184664,7.475339673620553e-05,0.18306196402659566,0.1932260300405165
3.238753,0.010107042589487482,8.529554242977299e-05,0.17677932438167004,0.1869716625135873
3.241054,0.010115667981418582,0.00010015038408889072,0.1704348694279049,0.1806506877934124
3.2433560000000003,0.010112313662334263,0.00011596360262924192,0.1639998478588632,0.1742281251238267
3.245658,0.010093625313150213,0.00012698493676342607,0.1579774075371925,0.16819801778710616
3.247959,0.01006679076047568,0.0001336935749320599,0.15213993395359982,0.16234041828900755
3.250261,0.010044268903766694,0.00013752708245699352,0.14645963417852945,0.15664143016475313
3.252562,0.010037081077157442,0.0001408814015413104,0.14125277258278834,0.15143073506148713
3.254864,0.010042352150004229,0.0001451940975068607,0.136089996323584,0.1462775425710951
3.257166,0.010052894295697792,0.00015190273567549455,0.13119029451827824,0.14139509154965152
3.259467,0.010064874006713213,0.00016052812760659522,0.12584207233255526,0.13606747446687506
3.261769,0.010073978587084928,0.00016963270797831255,0.12112158700404008,0.13136519829910334
3.264071,0.01007829128305048,0.00017586215770632968,0.11669771932026672,0.12695187276102354
3.266372,0.01007829128305048,0.0001796956652312633,0.11241281628427216,0.1226708032325539
3.2686740000000003,0.010075895340847395,0.00018400836119681366,0.1081509142934272,0.11841081799547146
3.270975,0.010074457775525548,0.0001911961878060641,0.10421294368843917,0.11447859765177075
3.273277,0.010072061833322463,0.00020030076817778147,0.10014990490045013,0.11042226750195036
3.275579,0.010064874006713213,0.00021036372543073225,0.09671651972343144,0.1069917574555754
3.27788,0.010050019165054092,0.0002189891173618329,0.09303012304976717,0.10329913133218308
3.280182,0.01002605974302326,0.0002256977555304667,0.08980230971377305,0.10005406721232678
3.282484,0.009992995740620705,0.00022905207461478363,0.08676473418870377,0.09698678200393927
3.284785,0.009951306346287051,0.0002304896399366337,0.08371038706821292,0.0938921830544366
3.287087,0.009902429125344149,0.00023240639369910053,0.08104034907709666,0.09117518459613992
3.289388,0.009848280831554463,0.00023767746654588428,0.07846279445501943,0.08854875275311977
3.29169,0.009786465522714907,0.0002458236700363682,0.07623456820615176,0.08626685739890304
3.293992,0.00971219131441932,0.0002539698735268521,0.07412230555991332,0.0840884667478595
3.296293,0.009622103887583378,0.000260678511695486,0.07229611841272307,0.08217890081200195
3.298595,0.00952051593817264,0.0002645120192204196,0.07091845164595006,0.08070347960334312
3.300897,0.009414615292796349,0.0002669079614235031,0.06979427556426328,0.07947579881848313
3.3031980000000005,0.009307277082098206,0.00026882471518597,0.06938600701285785,0.07896210881014203
3.3055,0.009196105363875131,0.0002721790342702868,0.06954605595202383,0.07901434035016923
3.307801,0.009077745819042804,0.000279846049320154,0.07046370181580483,0.07982129368416778
3.310103,0.008956990332007397,0.0002889506296918714,0.0727101372254159,0.08195607818711517
3.3124050000000005,0.008848693744428022,0.00028942981813248814,0.07664044081535412,0.08577856437791463
3.314706,0.008763877390438865,0.00027457497647337035,0.08283682654096867,0.09187527890788093
3.317008,0.008693436689668209,0.0002515739313237686,0.0904372343975902,0.09938224501858216
3.31931,0.008616287350728922,0.00023432314746156733,0.09821637954256172,0.1070669900407522
3.321611,0.00851949128572435,0.00023240639369910053,0.10439024341146733,0.11314214109089075
3.323913,0.008409757132823123,0.00024103178563020122,0.1073937965572528,0.11604458547570612
3.326214,0.008300022979921898,0.000251094742883152,0.10420144316586437,0.1127525608886694
3.3285160000000005,0.008195559899867456,0.0002587617579330192,0.09517592888684877,0.10363025054464924
3.330818,0.008092534385134865,0.00026594958454226965,0.08195895331775888,0.09031743728743599
3.3331190000000004,0.007988071305080424,0.0002755333533546037,0.0678871055706088,0.07615071022904382
3.335421,0.007886483355669684,0.00028607549904817117,0.056364061139098975,0.06453661999381682
3.3377230000000004,0.007798791871036828,0.00029278413721680496,0.04875263194834327,0.056844207956596914
3.340024,0.007734101431553573,0.00029278413721680496,0.044255927621596136,0.05228281319036651
3.3423260000000004,0.00769241203721992,0.00028942981813248814,0.041184808905683705,0.049166650761036115
3.344627,0.007669890180510935,0.000287992252810638,0.03935670500473098,0.047314587438052565
3.3469290000000003,0.007665098296104767,0.0002913465718949549,0.03784151115550097,0.04579795602350069
3.349231,0.007679953137763884,0.0002970968331823553,0.0365457856120734,0.044522835583019636
3.351532,0.00771685064769137,0.00030140952914790565,0.035654974300966966,0.04367323447780624
3.3538339999999995,0.007773394883684142,0.0003023679060291391,0.034789080788772575,0.042864843578485856
3.356135,0.007841439642251714,0.00030284709446975577,0.03417140688881765,0.04231569362553912
3.3584370000000003,0.007912359531462984,0.00030476384823222263,0.033329472798654086,0.0415465961783493
3.360739,0.00797561240562439,0.00030763897887592275,0.032652379532062695,0.040935630916563014
3.3630400000000003,0.008020656119042359,0.0003095557326383896,0.032057227488816765,0.04038743934049751
3.365342,0.008037427714463944,0.0003100349210790063,0.03154114153827257,0.03988860417381552
3.3676440000000003,0.00801778098839866,0.000310514109519623,0.030838172095887864,0.03916646719380615
3.3699449999999995,0.007954528114237256,0.00031291005172270653,0.03034987907489945,0.03861731724085941
3.372247,0.007855336107029598,0.00031770193612887346,0.029738434624672537,0.037911472667831014
3.3745480000000003,0.007749914650093923,0.0003215354436538071,0.029223786239450194,0.037295236333197916
3.37685,0.007670848557392169,0.00032105625521319044,0.028655468748878782,0.03664737356148415
3.3791519999999995,0.0076368261781083815,0.00031866031301010694,0.028033482152958308,0.035988968644076795
3.381453,0.0076564729041736675,0.0003181811245694902,0.02758304501877861,0.03555769904752176
3.3837550000000003,0.007736018185316038,0.0003239313858568906,0.02716423432167961,0.035224183892852534
3.386057,0.007857252860792066,0.0003325567777879913,0.026779925192305012,0.03496973483088507
3.388358,0.007995738320130294,0.00033926541595662515,0.02618525233749969,0.034520256073586615
3.39066,0.008132307025706052,0.0003411821697190919,0.025713730911932853,0.034187220107357995
3.392961,0.008263125469994411,0.0003430989234815588,0.02534667256642046,0.03395289695989643
3.395263,0.008385797710792288,0.00034789080788772574,0.02511091185363704,0.03384460037231705
3.397565,0.008500323748099678,0.00035699538825944313,0.02470264330223161,0.03355996243859073
3.3998660000000003,0.008608620335679055,0.00036370402642807686,0.024531093840490837,0.033503418202597966
3.402168,0.008709729096649178,0.0003646624033093104,0.024253643733373763,0.03332803523333225
3.40447,0.00878160736274168,0.00036034970734376,0.023784997438450625,0.03292695450853607
3.406771,0.008789753566232168,0.00035459944605635964,0.023541090522176726,0.03268544353446525
3.409073,0.008714520981055345,0.00035172431541265935,0.02327609931451569,0.03234234461098369
3.411374,0.00858897360961377,0.00035172431541265935,0.023001045149601704,0.03194174307462813
3.413676,0.008458634353766026,0.00035507863449697627,0.022405413917915142,0.031219126906178143
3.415978,0.008350816954627268,0.00036130808422499337,0.02231053460667303,0.031022659645525294
3.418279,0.008264083846875644,0.0003680167223936273,0.02190993307031747,0.030542033639586737
3.420581,0.008195559899867456,0.00037280860679979436,0.021637754036047185,0.030206122542714438
3.422883,0.008159620766821205,0.00037520454900287785,0.02134209476818668,0.02987692008401076
3.425184,0.008184538565733273,0.0003766421143247279,0.021147065072855683,0.02970824575291368
3.427486,0.008295231095515731,0.0003790380565278114,0.020944368362474812,0.02961863751451836
3.429787,0.008491219167727961,0.00038191318717151163,0.020928555143934463,0.029801687498833936
3.432089,0.008763398201998248,0.00038526750625582845,0.02061276996156806,0.029761435669822138
3.434391,0.00909595497978624,0.000387663448458912,0.02054999627584727,0.030033614704092423
3.436692,0.009453908744926916,0.0003905385791026123,0.020654938544342333,0.030499385868371857
3.438994,0.009798924422170945,0.0003938928981869292,0.020863385516010597,0.031056202836368462
3.441296,0.01009554206691268,0.0003977264057118628,0.021088604083100444,0.03158187255572499
3.443597,0.010308780922987114,0.00040012234791494624,0.021229485484641757,0.03193838875554381
3.445899,0.010407493741754151,0.00039916397103371287,0.021313822650190297,0.03212048036297816
3.4482,0.01039024295789195,0.00039628884039001264,0.021050748196291727,0.03183727999457369
3.450502,0.010272362601500244,0.0003934137097463125,0.02031375637462324,0.0309795326858698
3.452804,0.010083562355897262,0.0003919761444244623,0.019544179738992813,0.030019718239314538
3.455105,0.00991392964791895,0.00039245533286507903,0.01888529563314485,0.02919168061392888
3.457407,0.00986792755761975,0.000395809651949396,0.01854219670966329,0.028805933919232432
3.459709,0.009989162233095771,0.00040012234791494624,0.018108051982464558,0.028497336563475268
3.46201,0.010219651873032408,0.00040251829011802984,0.01805869557308104,0.028680865736231468
3.464312,0.010492789284183929,0.00040012234791494624,0.017823893237178853,0.028716804869277725
3.466613,0.010756342926523112,0.0003943720866275459,0.017668156993978425,0.02881887200712908
3.468915,0.010969102594156928,0.00038910101378076205,0.01755746446419596,0.02891566807213365
3.471217,0.011100400226885906,0.00038958020222137885,0.017438146542482408,0.028928126971589693
3.473518,0.011169403362334709,0.0003919761444244623,0.01735237181161202,0.028913751318371195
3.47582,0.011215405452633914,0.0003905385791026123,0.017186572611158638,0.02879251664289516
3.478122,0.011267636992661131,0.000382871564052745,0.01696183323250941,0.02861234178922328
3.4804230000000005,0.011328493924619454,0.0003732877952404109,0.016807055366190208,0.028508837086050082
3.482725,0.011397497060068259,0.0003675375339530105,0.016867912298148532,0.0286329468921698
3.4850260000000004,0.011467937760838915,0.0003680167223936273,0.01658519111818468,0.028421145601417223
3.487328,0.011527357127475386,0.0003723294183591775,0.01651858392493896,0.028418270470773523
3.4896300000000005,0.011563775448962256,0.00037712130276534465,0.016555960623307057,0.028496857375034657
3.491931,0.011582463798146307,0.000379517244968428,0.01630869938794884,0.028270680431063577
3.4942330000000004,0.011597797828246041,0.00037712130276534465,0.016141941810614232,0.02811686094162561
3.496535,0.011619361308073792,0.0003675375339530105,0.016024061454222516,0.028010960296249318
3.4988360000000003,0.01163852884569846,0.000355557822937593,0.016151525579426562,0.028145612248062616
3.501138,0.011642841541664013,0.00034645324256587563,0.016065750848556173,0.02805504563278606
3.503439,0.011622715627158109,0.00034261973504094197,0.015926307012336712,0.02789164237453576
3.5057410000000004,0.011573838406215209,0.00034166135815970864,0.01578111291482985,0.02769661267920476
3.508043,0.011494293125072837,0.0003387862275160084,0.015640710701729156,0.027473790054317996
3.5103440000000004,0.011400851379152576,0.0003344735315504581,0.015489766342934896,0.02722509125363793
3.512646,0.011324660417094522,0.0003315984009067579,0.015357989521765304,0.027014248339766584
3.5149470000000003,0.011292554791573204,0.0003335151546692247,0.015417408888401775,0.027043478834644204
3.517249,0.01128536696496395,0.0003383070390753917,0.015270298037132446,0.02689397204117179
3.5195510000000003,0.011266199427339285,0.0003435781119221754,0.015164397391756157,0.02677417493101761
3.5218519999999995,0.011213488698871446,0.00034693243100649237,0.015169668464602937,0.02673008959448088
3.524154,0.011144964751863258,0.0003493283732095758,0.015208961916733509,0.026703255041806342
3.526456,0.011085545385226787,0.0003512451269720426,0.01518739843690576,0.026624188949104587
3.528757,0.011053439759705469,0.0003512451269720426,0.01507335158803898,0.02647803647471649
3.5310589999999995,0.011056794078789784,0.0003493283732095758,0.015282277748147862,0.026688400200147226
3.53336,0.011105671299732688,0.00034453648880340877,0.01502734949773978,0.02647755728627588
3.5356620000000003,0.011213967887312064,0.0003373486621941583,0.01497895146523749,0.026530268014743712
3.537964,0.011400372190711959,0.0003315984009067579,0.015080060226207613,0.02681203081782633
3.540265,0.011672072036541631,0.00032968164714429113,0.015362302217730854,0.027364055901416773
3.542567,0.01199169072643297,0.00032824408182244086,0.015506058749915862,0.027825993558171273
3.5448690000000003,0.01230987185100246,0.00032488976273812404,0.015727443809480778,0.028362205423221362
3.5471699999999995,0.012580613319950898,0.00031770193612887346,0.015998664466869834,0.028896979722949606
3.549472,0.012763663304266478,0.00030763897887592275,0.016200881988810083,0.02927218427195248
3.5517730000000003,0.012822603482462329,0.00029757602162297205,0.015986684755854418,0.02910686425993972
3.554075,0.012755517100775994,0.00029230494877618827,0.015574103508483438,0.028621925558035617
3.556377,0.01259163465408508,0.0002970968331823553,0.014835194933052482,0.027723926420319917
3.558678,0.012361624202589069,0.00031770193612887346,0.014226625613469268,0.026905951752187213
3.5609800000000003,0.012097591371809262,0.0003407029812784752,0.01374120772312455,0.026179502076212287
3.563282,0.011832120975707608,0.00034645324256587563,0.013407692568455329,0.02558626678672881
3.565583,0.01159061000163679,0.0003315984009067579,0.0132778325010482,0.025200040903591747
3.567885,0.011376412768681123,0.000337827850634775,0.012958692999597477,0.024672933618913376
3.570186,0.011189050088399995,0.00041449800113344735,0.012882022849098802,0.024485570938632243
3.572488,0.011026126018590316,0.0005462748223030404,0.012832666439715285,0.024405067280608643
3.57479,0.010880452732642841,0.0006330079300546637,0.012655366716687105,0.02416882737938461
3.577091,0.01074675915771078,0.0005802972015868262,0.012624698656487634,0.02395175501578524
3.579393,0.01062169097470982,0.0004221650161833146,0.012677888573396088,0.023721744564289226
3.581695,0.010503810618318107,0.0002740957880327536,0.01247423348613399,0.02325213989248485
3.583996,0.010392159711654421,0.0002261769439710834,0.01225189004968784,0.022870226705313343
3.586298,0.010291530139124913,0.0002506155544425352,0.012130176185771198,0.022672321879338646
3.588599,0.010205276219813906,0.0002851171221669378,0.01216036505753005,0.02265075839951089
3.590901,0.010133877142162016,0.0002932633256574217,0.01218959555240767,0.022616736020227103
3.593203,0.01006631157203506,0.00028847144125125466,0.012044401454900808,0.022399184468187124
3.595504,0.009990120609977005,0.00028751306437002123,0.011876206312244343,0.022153839986591373
3.597806,0.009905783444428466,0.0002951800794198885,0.011807203176795542,0.022008166700643896
3.600108,0.009823842221083007,0.00030188871758852234,0.011834037729470077,0.02195976866814161
