Wavelength,CO_NH3_10K,H2O_CH4_10_0.6_a_V3,H2O_40K,all
3.0177970000000003,0.0048774190176052315,0.8146883361693601,0.3850397119931441,1.2046054671801094
3.020098,0.0052414575413819746,0.8173954680643675,0.3869196646980104,1.2095565903037595
3.0224,0.005446633836588565,0.8185259296908699,0.3883140667042688,1.2122866302317272
3.024702,0.005513365932602357,0.8185508297266959,0.38955508448983867,1.2136192801491368
3.027003,0.005469043868832003,0.8196036032414208,0.3907766802474644,1.2158493273577171
3.029305,0.005360479712630457,0.8242170818792701,0.3923229724722616,1.2219005340641622
3.031607,0.005246437548547181,0.8259536103777784,0.3939115947579631,1.2251116426842883
3.0339080000000003,0.005171737441069055,0.8264386630756697,0.3941660731241053,1.2257764736408439
3.03621,0.005129905380881303,0.8268515056696654,0.3950276143636863,1.227009025414233
3.038511,0.005104507344338739,0.8257220400445963,0.3950141683443403,1.2258407157332754
3.040813,0.005085583317110947,0.8272957223088021,0.3958642555674413,1.2282455611933545
3.043115,0.005077117304930092,0.8268410476546185,0.3960724198669471,1.2279905848264958
3.045416,0.005083591314244863,0.8253560095179533,0.3949399662375787,1.2253795670697771
3.047718,0.005104507344338739,0.8241025417144703,0.39498279429919947,1.2241898433580083
3.05002,0.005135383388763032,0.8226135195720731,0.39463469179835137,1.2223835947591877
3.052321,0.0051732314432186175,0.8208182269890154,0.3931172836151123,1.2191087420473463
3.054623,0.0052180515077054936,0.8185936577883166,0.39242456461843184,1.216236273914454
3.056924,0.005270341582940184,0.8135155444819535,0.3908523763563755,1.2096382624212692
3.059226,0.0053310976703557274,0.8119000301575601,0.3903005915624704,1.2075317193903865
3.061528,0.005395837763503436,0.8093114224330844,0.3883484287537086,1.2030556889502964
3.063829,0.005461075857367669,0.8049270241248349,0.3869849027918746,1.1973730027740772
3.066131,0.005535775964845797,0.8022781583136604,0.3849983779336729,1.1928123122121792
3.068433,0.0056443401210473435,0.7969201686046126,0.3824879563216913,1.1850524650473508
3.070734,0.005810174359648789,0.7925093762583875,0.3809501301090749,1.1792696807271112
3.073036,0.006046724699996192,0.7876289692364831,0.3781752701166207,1.1718509640531
3.075337,0.006363453155703454,0.7829786385456113,0.3754676402208968,1.1648097319222117
3.077639,0.006741933700259302,0.7780225354147958,0.3739113879817692,1.1586758570968243
3.079941,0.007063642163131773,0.7710804054264951,0.3712993742236173,1.1494434218132443
3.082242,0.007188640342978506,0.7661272902999787,0.3676166589249456,1.1409325895679028
3.084544,0.007060654158832649,0.7602543678500483,0.3649732711216529,1.1322882931305338
3.086846,0.006765339733935782,0.7546767598250147,0.3617900505416517,1.1232321501006022
3.089147,0.006402297211592081,0.7481066363719553,0.3587019480985058,1.1132108816820532
3.0914490000000003,0.0060795927472865685,0.7417740592606761,0.35571593580224675,1.1035695878102094
3.09375,0.005914256509401646,0.7331362368326219,0.3524903851613412,1.091540878503365
3.096052,0.00600489263980844,0.7276945830031984,0.34910099228470026,1.082800467927707
3.098354,0.006351501138506955,0.7209700793280174,0.34571110140734285,1.0730326818738671
3.100655,0.0069162339510416,0.7136514607980269,0.3416643475848944,1.0622320423339628
3.102957,0.0076428169964455235,0.7063069462307774,0.3386285352169833,1.0525782984442065
3.105259,0.008430654129981513,0.6983374407642943,0.33437062909072995,1.0411387239850058
3.10756,0.009171181195448021,0.6906134496510558,0.3307656019038355,1.0305502327503393
3.109862,0.009775754065304338,0.682581196094291,0.32608987317642124,1.0184468233360169
3.112163,0.010175648640670582,0.6743432682416031,0.3224967980067233,1.0070157148889969
3.114465,0.010313594839146857,0.6661153004032455,0.3186960565382362,0.9951249517806284
3.116767,0.01020552868366183,0.6575955041450067,0.3142678341669327,0.9820688669956013
3.119068,0.009913202263064093,0.64870469735296,0.310609022902654,0.969226922518678
3.12137,0.009488905652588324,0.6402576091993332,0.3060015202734031,0.9557480351253246
3.123672,0.008956044885911013,0.6312547522460693,0.3015234978304476,0.941734294962428
3.125973,0.008332049988110385,0.6220487110004649,0.2970390013781773,0.9274197623667526
3.128275,0.007640824993579442,0.6129811139540532,0.29263717304484943,0.9132591119924821
3.130576,0.006921711958923331,0.603748678670473,0.2883180128304641,0.8989884034598604
3.132878,0.006215546942896761,0.5942199329605631,0.28410044476224894,0.8845359246657087
3.13518,0.005541253972727527,0.584737003316573,0.2789914554114616,0.8692697127007621
3.137481,0.004903315054864314,0.575124095485571,0.2747240872715944,0.8547514978120296
3.139783,0.00430521619432277,0.5659509222872567,0.2696972680390329,0.8399534065206125
3.142085,0.0037519373982681037,0.5562936923924845,0.264873633098812,0.8249192628895645
3.144386,0.0032494546752985637,0.5462878619961475,0.2604080606737695,0.8099453773452157
3.146688,0.002802250031862837,0.5366918861895073,0.2552542512584952,0.7947483874798653
3.148989,0.0024078334643783217,0.5276397271653076,0.2510167631616192,0.7810643237913051
3.151291,0.002064710970695455,0.5171672700975908,0.2458734117613919,0.7651053928296782
3.153593,0.0017679025436490266,0.5077475865445987,0.2408431065238147,0.7503585956120624
3.155894,0.0015139221782233918,0.4980400585774578,0.2361036337046858,0.7356576144603671
3.158196,0.0012962958651037795,0.4881766563860457,0.2309040082234915,0.7203769604746411
3.160498,0.0011125336007075846,0.4784238103537013,0.22618694543660606,0.7057232893910149
3.162799,0.0009581533785861204,0.4689378927054122,0.2213931905393763,0.6912892366233746
3.165101,0.0008306651951567821,0.4586975039715939,0.2164485414250408,0.6759767105917915
3.167402,0.0007240930418213197,0.4495153667603824,0.21101734561066435,0.6612568054128679
3.1697040000000003,0.0006329589106980036,0.4397421026986607,0.20645316904375074,0.6468282306531093
3.172006,0.0005527807953381464,0.42892004912794607,0.20159567005480636,0.6310684999780904
3.174307,0.00048405669645826884,0.41980763201704746,0.1965459427892849,0.6168376315027906
3.176609,0.0004267866140583707,0.4106802748846533,0.1913786873546645,0.6024857488533761
3.1789110000000003,0.0003799745467054105,0.4012262292822214,0.18675823670678404,0.5883644405357109
3.181212,0.00034063249010026316,0.3913942011359503,0.1818997417164066,0.5736345753424571
3.183514,0.0003052744392272826,0.3822359679591317,0.1767768083455566,0.5593180507439156
3.1858150000000003,0.0002734023933699481,0.3725608100385646,0.17180476919181242,0.5446389816237469
3.188117,0.00024551435324478033,0.3634170188825253,0.16680783000224214,0.5304703632380122
3.190419,0.00022111231813525854,0.3539126752077248,0.16240102166174916,0.5165348091876092
3.19272,0.00019920028660834103,0.3450248564199771,0.15795238126106834,0.5031764379676538
3.1950220000000003,0.00017828425651446523,0.3354537806491628,0.1526491716308378,0.4882812365365151
3.197323,0.00015637222498754772,0.3267243260892688,0.148403217521781,0.4752839158360374
3.199625,0.00013495819417715105,0.3180426795981608,0.14311295591018,0.4612905937025179
3.201927,0.00011354416336675436,0.30907866670078543,0.1390766601027785,0.4482688709669307
3.204228,9.362413470592027e-05,0.29989901949315656,0.13449306150792056,0.4344857051357831
3.20653,7.619410962769045e-05,0.2915082054204967,0.13005189111798762,0.421636290648112
3.208832,6.175208884858573e-05,0.2823166061956713,0.12558681669366165,0.4079651749781815
3.211133,4.930207093556441e-05,0.2744462028717758,0.12108787822061227,0.3955833831633237
3.213435,3.685205302254309e-05,0.2663023971545103,0.11669003389301663,0.3830292831005495
3.215736,2.3406033676480068e-05,0.2581446474171822,0.11232057560626266,0.3704886290571213
3.218038,1.145401647997961e-05,0.2500038297042158,0.108090059519418,0.35810534324011384
3.22034,2.9880042991251166e-06,0.24238790474646246,0.10385057941967599,0.34624147217043755
3.222641,3.486005015645968e-06,0.2345628194877703,0.1002848942893867,0.3348511997821726
3.224943,1.2450017913021314e-05,0.2267377342290781,0.09605039419680987,0.32280057844380106
3.227245,2.788804012516775e-05,0.21909641123478216,0.09187764619308167,0.311001945467989
3.229546,4.63140666364393e-05,0.21182111876712906,0.08841853321612783,0.3002859660498933
3.231848,6.175208884858573e-05,0.2045682363317193,0.08464667578919888,0.2892766642097668
3.234149,7.071610174596105e-05,0.197384575995906,0.08096047448551152,0.2784157665831635
3.236451,7.7688111777253e-05,0.19024872372887872,0.07753373155513155,0.2678601433957875
3.238753,8.864412754071176e-05,0.1837194363345738,0.07407063457244553,0.25787871503456
3.241054,0.00010408214975285818,0.17712590684783772,0.07108860628191868,0.2483185952795092
3.2433560000000003,0.00012051617339804631,0.17043825522567918,0.06744124903411994,0.23800002043319715
3.245658,0.00013197018987802593,0.16417938222044512,0.06476648718568645,0.2290778395960096
3.247959,0.00013894219990931786,0.15811273749178809,0.061591234617149486,0.2198429143088469
3.250261,0.00014292620564148472,0.1522094369981499,0.05871179447422591,0.2110641576780173
3.252562,0.00014641221065713066,0.14679816121243433,0.05601362659211594,0.20295820001520745
3.254864,0.00015089421710581834,0.14143270149263865,0.05351864300234647,0.19510223871209093
3.257166,0.00015786622713711028,0.13634064416621294,0.05103312142619089,0.18753163181954094
3.259467,0.0001668302400344856,0.1307824581691237,0.048528177822091005,0.17947746623124922
3.261769,0.00017629225364838182,0.12587665311067678,0.04606855228319452,0.17212149764751966
3.264071,0.00018276626296315289,0.12127911049575628,0.04368960286037439,0.16515147961909382
3.266372,0.00018675026869531967,0.11682598808862682,0.04173893405376222,0.15875167241108434
3.2686740000000003,0.0001912322751440074,0.11239676971589037,0.039918741434878516,0.15250674342591286
3.270975,0.00019870228589182016,0.10830419982752199,0.03776289633305973,0.14626579844647355
3.273277,0.00020816429950571642,0.10408165175214168,0.03613592799218611,0.1404257440438335
3.275579,0.00021862231455265432,0.10051347661826976,0.03436802544853708,0.1351001243813595
3.27788,0.00022758632745002968,0.09668235710607484,0.032740061106230414,0.12965000453975528
3.280182,0.0002345583374813216,0.09332782427959037,0.031011500619186533,0.12457388323625823
3.282484,0.00023804434249696758,0.09017099773756468,0.029747076799940087,0.12015611888000174
3.284785,0.0002395383446465301,0.08699674117046079,0.028088734413925648,0.11532501392903295
3.287087,0.00024153034751261347,0.08422188117800658,0.026976698813934587,0.11144011033945378
3.289388,0.0002470083553943429,0.08154313532384093,0.025795441114347124,0.1075855847935824
3.29169,0.0002554743675751974,0.07922743199201898,0.02465352547136481,0.10413643183095896
3.293992,0.00026394037975605185,0.07703224483359504,0.02349168979972166,0.10078787501307276
3.296293,0.0002709123897873438,0.07513436410293407,0.022348778155306302,0.09775405464802772
3.298595,0.0002748963955195106,0.07370261204293661,0.02122230053453613,0.09519980897299228
3.300897,0.00027738639910211487,0.0725343023619787,0.020107774930962462,0.09291946369204328
3.3031980000000005,0.0002793784019681984,0.07211000575150292,0.01945041398515494,0.09183979813862607
3.3055,0.0002828644069838442,0.0722763379908209,0.01831845835650304,0.09087766075430778
3.307801,0.0002908324184481779,0.07323000936295834,0.01757145728172176,0.09109229906312827
3.310103,0.0003002944320620741,0.07556463672200807,0.016556033820735745,0.0924209649748059
3.3124050000000005,0.000300792432778595,0.07964923859891214,0.01604508508558535,0.09599511611727607
3.314706,0.00028535441056644855,0.08608888586424326,0.015382744132612616,0.10175698440742233
3.317008,0.00026145037617344763,0.09398767522898052,0.01465964709222434,0.1089087726973783
3.31931,0.00024352235037869693,0.10207221886098003,0.013983362119189022,0.11629910333054773
3.321611,0.00024153034751261347,0.1084884600926347,0.013494823416282064,0.1222248138564294
3.323913,0.00025049436040998883,0.1116099285837874,0.012571032087135885,0.12443145503133325
3.326214,0.0002609523754569268,0.10829224781032548,0.012136277461613177,0.12068947764739557
3.3285160000000005,0.0002689203869212604,0.09891240431465524,0.011668156788083577,0.11084948148966006
3.330818,0.0002763903976690732,0.08517654855157708,0.011036193878818615,0.09648913282806476
3.3331190000000004,0.00028635041199949024,0.0705522595102257,0.01074187545535479,0.08158048537757999
3.335421,0.00029730642776294903,0.058576836280048776,0.010056626469422096,0.06893076917723381
3.3377230000000004,0.00030427843779424086,0.05066659289883154,0.009616891836734186,0.060587763173359975
3.340024,0.00030427843779424086,0.04599335417499986,0.009319585408971234,0.055617218021765336
3.3423260000000004,0.000300792432778595,0.04280166758281772,0.008891802793479824,0.05199426280907614
3.344627,0.00029929843062903236,0.04090179484929067,0.008525772266836996,0.049726865546756704
3.3469290000000003,0.0003027844356446784,0.039327116583651726,0.008023787544583978,0.04765368856388039
3.349231,0.0003087604442429286,0.037980522646179335,0.0076941110702471735,0.04598339416066944
3.351532,0.00031324245069161633,0.037054739314167084,0.007436644699805894,0.04480462646466458
3.3538339999999995,0.000314238452124658,0.036154852019413895,0.0070108540871805635,0.04347994455871912
3.356135,0.00031473645284117887,0.03551292909581852,0.006558669436579628,0.042386334985239325
3.3584370000000003,0.0003167284557072623,0.034637941836891374,0.006567633449477004,0.041522303742075634
3.360739,0.00031971646000638737,0.03393426682444741,0.005977004599683272,0.040230987884137065
3.3630400000000003,0.00032170846287247074,0.033315749934528516,0.0057748163087758065,0.0394122747061768
3.365342,0.00032220646358899164,0.03277940316283556,0.005479999884595462,0.03858160951102002
3.3676440000000003,0.0003227044643055125,0.03204883611169946,0.00519813147904466,0.03756967205504964
3.3699449999999995,0.0003251944678881168,0.03154137338156472,0.005035783245458862,0.0369023510949117
3.372247,0.0003301744750533253,0.03090592446728412,0.004558698559031885,0.035794797501369324
3.3745480000000003,0.00033415848078549213,0.03037107169774072,0.004495950468750257,0.03520118064727647
3.37685,0.00033366048006897123,0.02978044284794698,0.004336590239463585,0.03445069356747954
3.3791519999999995,0.00033117047648636695,0.02913403791790292,0.0039949617479302785,0.03346017014231956
3.381453,0.00033067247576984616,0.02866591724437332,0.003844565531540982,0.03284115525168415
3.3837550000000003,0.00033664848436809635,0.028230664618134088,0.0034745509991659885,0.032041864101668184
3.386057,0.00034561249726547166,0.027831268043484368,0.0034989530342755103,0.03167583357502535
3.388358,0.00035258450729676365,0.027213249154281992,0.0032673827010933137,0.03083321636267207
3.39066,0.00035457651016284703,0.02672321644922547,0.0029825262912433863,0.030060319250631705
3.392961,0.00035656851302893046,0.0263417479003705,0.003010414331368554,0.029708730744767983
3.395263,0.00036154852019413896,0.026096731547842242,0.002801752031146317,0.029260032099182688
3.397565,0.0003710105338080352,0.025672434937366474,0.002584623718743225,0.02862806918991773
3.3998660000000003,0.00037798254383932716,0.02549415068085201,0.0026553398204891858,0.02852747304518052
3.402168,0.0003789785452723688,0.025205808265986437,0.002514903618430305,0.02809969042968911
3.40447,0.0003744965388236811,0.024718763565229042,0.002498967595501639,0.02759222769955436
3.406771,0.00036852053022543084,0.024465281200519925,0.002404347459362676,0.027238149190108037
3.409073,0.00036553252592630577,0.02418988680428389,0.0019611268216591176,0.026516546151869314
3.411374,0.00036553252592630577,0.023904034393000925,0.001990508863933848,0.026260075782861075
3.413676,0.0003690185309419518,0.023285019502365504,0.0019949908703825354,0.02564902890368999
3.415978,0.0003754925402567228,0.02318641536049437,0.002041802937735496,0.02560371083848659
3.418279,0.0003824645502880148,0.022770086761482945,0.0014715921173191196,0.02462414342909008
3.420581,0.00038744455745322337,0.022487222354499098,0.0014895201431138704,0.02436418705506619
3.422883,0.00038993456103582764,0.02217995591240573,0.0014895201431138704,0.024059410616555428
3.425184,0.0003914285631853902,0.021977269620781743,0.0014890221423973491,0.023857720326364486
3.427486,0.0003939185667679944,0.021766615317693427,0.0014890221423973491,0.023649556026858767
3.429787,0.00039690657106711947,0.02175018129404824,0.0014885241416808285,0.023635612006796185
3.432089,0.00040039257608276543,0.021421998821861,0.001482548133082578,0.023304939531026338
3.434391,0.00040288257966536966,0.021356760727996763,0.0014795601287834529,0.023239203436445584
3.436692,0.0004058705839644949,0.02146582288491483,0.0010129334574034141,0.02288462692628274
3.438994,0.00040935658898014085,0.021682453196601403,0.0009969974344747467,0.02308880722005629
3.441296,0.00041334059471230766,0.0219165135333662,0.0009955034323251843,0.02332535756040369
3.443597,0.0004158305982949119,0.02206292574402333,0.0009955034323251843,0.023474259774643427
3.445899,0.00041483459686187014,0.022150573870131002,0.0009955034323251843,0.023560911899318058
3.4482,0.00041184659256274513,0.02187717147676105,0.0009955034323251843,0.023284521501648985
3.450502,0.00040885858826362006,0.021111246374751983,0.0009955034323251843,0.022515608395340787
3.452804,0.00040736458611405736,0.020311457224019492,0.0009955034323251843,0.021714325242458737
3.455105,0.0004078625868305783,0.019626706238803318,0.0009955034323251843,0.021030072257959085
3.457407,0.0004113485918462242,0.01927013772577439,0.0009955034323251843,0.0206769897499458
3.459709,0.0004158305982949119,0.018818949076606497,0.0009955034323251843,0.020230283107226597
3.46201,0.0004183206018775162,0.01876765500280485,0.0009955034323251843,0.020181479037007552
3.464312,0.0004158305982949119,0.01852363465170963,0.0009974954351912675,0.019936960685195813
3.466613,0.0004098545896966617,0.01836178441884036,0.0010109414545373307,0.019782580463074347
3.468915,0.0004043765818149322,0.01824674625332404,0.0006917229952474643,0.019342845830386438
3.471217,0.0004048745825314532,0.018122744074910345,0.0005009887208199778,0.019028607378261776
3.473518,0.00040736458611405736,0.018033601946653117,0.0005368447724094791,0.01897781130517665
3.47582,0.0004058705839644949,0.0178612936987369,0.0006469029307605875,0.01891406721346198
3.478122,0.00039790257250016116,0.017627731362688626,0.0004955107129382484,0.01852114464812703
3.4804230000000005,0.00038794255816974416,0.017466877131252383,0.0004980007165208526,0.018352820405942983
3.482725,0.0003819665495714939,0.017530123222250532,0.0004984987172373733,0.0184105884890594
3.4850260000000004,0.0003824645502880148,0.017236302799503233,0.0004984987172373733,0.01811726606702862
3.487328,0.0003869465567367024,0.01716708069990683,0.0004980007165208526,0.018052027973164384
3.4896300000000005,0.00039192656390191097,0.017205924755795455,0.0004980007165208526,0.01809585203621822
3.491931,0.0003944165674845152,0.016948956386070694,0.0004980007165208526,0.017841373670076058
3.4942330000000004,0.00039192656390191097,0.01677565213672144,0.0004984987172373733,0.017666077417860727
3.496535,0.0003819665495714939,0.01665314396045731,0.0004984987172373733,0.017533609227266177
3.4988360000000003,0.00036951653165847264,0.016785612151051857,0.0004984987172373733,0.0176536273999477
3.501138,0.00036005451804457637,0.016696470022794625,0.0004980007165208526,0.017554525257360055
3.503439,0.0003560705123124096,0.01655155181428706,0.0004980007165208526,0.017405623043120322
3.5057410000000004,0.00035507451087936787,0.016400657597181238,0.0004984987172373733,0.017254230825297978
3.508043,0.0003520865065802428,0.016254743387240627,0.0004984987172373733,0.017105328611058245
3.5103440000000004,0.00034760450013155515,0.01609787316153656,0.0004984987172373733,0.01694397637890549
3.512646,0.00034461649583243003,0.015960922964493328,0.0004950127122217273,0.016800552172547487
3.5149470000000003,0.0003466084986985134,0.01602267505334191,0.00047708468642697685,0.016846368238467403
3.517249,0.00035158850586372185,0.015869788833370008,0.0008660232460297628,0.01708740058526349
3.5195510000000003,0.0003570665137454513,0.0157597306750189,0.0010019774416399553,0.01711877463040431
3.5218519999999995,0.00036055251876109727,0.015765208682900628,0.0007584550912612585,0.01688421629292298
3.524154,0.0003630425223437016,0.01580604474165534,0.0007554670869621334,0.016924554350961175
3.526456,0.00036503452520978503,0.015783634709411902,0.0009880334215773717,0.01713670265619906
3.528757,0.00036503452520978503,0.015665110538879937,0.000996499433758226,0.017026644497847947
3.5310589999999995,0.0003630425223437016,0.015882238851283034,0.0009955034323251843,0.01724078480595192
3.53336,0.000358062515178493,0.015617302470093937,0.0009955034323251843,0.016970868417597616
3.5356620000000003,0.00035059250443068016,0.015567004397725329,0.0009955034323251843,0.01691310033448119
3.537964,0.00034461649583243003,0.015672082548911233,0.0009955034323251843,0.017012202477068843
3.540265,0.00034262449296634665,0.015965404970942013,0.0009955034323251843,0.017303532896233546
3.542567,0.000341130490816784,0.01611480518589827,0.0009955034323251843,0.017451439109040238
3.5448690000000003,0.00033764448580113804,0.0163448815169309,0.0009955034323251843,0.017678029435057217
3.5471699999999995,0.0003301744750533253,0.016626749922481702,0.0009955034323251843,0.017952427829860215
3.549472,0.00031971646000638737,0.016836906224853506,0.0009955034323251843,0.018152126117185082
3.5517730000000003,0.00030925844495944947,0.016614299904568686,0.0009955034323251843,0.017919061781853318
3.554075,0.00030378043707772007,0.016185521287644233,0.0009955034323251843,0.017484805157047142
3.556377,0.0003087604442429286,0.015417604182769076,0.0009955034323251843,0.016721868059337185
3.558678,0.0003301744750533253,0.01478514327278759,0.000996499433758226,0.016111817181599146
3.5609800000000003,0.00035407850944632624,0.014280668546951968,0.0009875354208608506,0.015622282477259147
3.563282,0.00036005451804457637,0.013934060048253457,0.0009083533069340349,0.015202467873232069
3.565583,0.00034461649583243003,0.013799101854076304,0.0008475972195184911,0.014991315569427226
3.567885,0.000351090505147201,0.013467433376873415,0.001000981440206914,0.014819505322227531
3.570186,0.0004307706197905375,0.013387753262230078,0.0009955034323251843,0.0148140273143458
3.572488,0.0005677208168337719,0.013336459188428431,0.0009950054316086637,0.014899185436870868
3.57479,0.0006578589465240463,0.01315219892331572,0.0009955034323251843,0.014805561302164948
3.577091,0.0006030788677067523,0.013120326877458382,0.0009950054316086637,0.014718411176773798
3.579393,0.00043873863125487117,0.013175604956992196,0.0009950054316086637,0.01460934901985573
3.581695,0.0002848564098499277,0.012963954652470834,0.001000981440206914,0.014249792502527675
3.583996,0.00023505633819784238,0.012732882320005159,0.0007719011106073213,0.013739839768810323
3.586298,0.00026045437474040594,0.012606390138008863,0.00048156669287566445,0.013348411205624931
3.588599,0.00029631042632990734,0.012637764183149677,0.0004960087136547691,0.013430083323134357
3.590901,0.0003047764385107618,0.012668142226857448,0.0004984987172373733,0.013471417382605584
3.593203,0.00029979643134555326,0.01251724800975163,0.0004984987172373733,0.013315543158334556
3.595504,0.0002988004299125115,0.012342449758252813,0.0004980007165208526,0.013139250904686177
3.597806,0.0003067684413768452,0.01227073765507381,0.0004980007165208526,0.013075506812971508
3.600108,0.0003137404514081371,0.012298625695198977,0.0004984987172373733,0.013110864863844484
3.602409,0.0003102544463924912,0.012264263645759036,0.0004984987172373733,0.013073016809388905
