Wavelength,d_NH3_CH3OH_50_10K_I10m_Baselined,H2O_CH3OH_CO_NH3_120K_NASA,HNCO_NH3,all
3.001686,0.013922663550956057,0.3848167994430899,0.003471479452340887,0.4022109424463869
3.003987,0.013646573924936671,0.3901061999761088,0.0033210205374418324,0.4070737944384873
3.006289,0.013435534192817532,0.394947203148884,0.003156657828426694,0.4115393951701282
3.0085900000000003,0.013294509995354396,0.3998929813416054,0.003176023827374097,0.4163635151643339
3.010892,0.013212576922884613,0.4041326454188599,0.0032922198210585158,0.4206374421628031
3.013194,0.013173844924989807,0.4094091352859139,0.00340245704583604,0.4259854372567397
3.015495,0.013165899899780616,0.4136656825417379,0.0035131908346891397,0.4303447732762077
3.0177970000000003,0.013179307129821127,0.4179088225675216,0.0036244211876178133,0.4347125508849605
3.020098,0.01320661815397772,0.4227021555890416,0.0037460793861335507,0.4396548531291528
3.0224,0.013237901690738909,0.4273658853868366,0.003856316610911076,0.4444601036884866
3.024702,0.013259750510064184,0.4314218207561287,0.0039660572716130275,0.4486476285378059
3.027003,0.013260743638215331,0.4355845174016691,0.0040753013682394024,0.4529205624081238
3.029305,0.01324237076741908,0.4393812463235113,0.004185042028941353,0.4568086591198718
3.031607,0.013212576922884613,0.4433050956487006,0.00430670022745709,0.4608243727990423
3.0339080000000003,0.0131798036938967,0.4478829198614213,0.00441644088815904,0.465479164443477
3.03621,0.013154975490117978,0.4509556583610759,0.00453065062554116,0.468641284476735
3.038511,0.013148520157135513,0.4548934114803811,0.00469402020640515,0.4727359518439218
3.040813,0.013166396463856188,0.4585714615881609,0.004876755786216543,0.4766146138382337
3.043115,0.013205128461750995,0.4618314047443072,0.005059987930103511,0.4800965211361617
3.045416,0.013260743638215331,0.4650406983647448,0.005238750997310308,0.4835401930002704
3.047718,0.013327283224342306,0.4683885333622677,0.0054209900130461255,0.4871368065996561
3.05002,0.0133992850153006,0.4716231517505594,0.005591808055043732,0.4906142448209038
3.052321,0.013470790242183315,0.474998297772239,0.005771067686326104,0.4942401557007484
3.054623,0.013546764545746208,0.4767700383938885,0.0059528101379863465,0.4962696130776211
3.056924,0.01363316669489616,0.4801903717464453,0.0061345525896465926,0.49995809103098793
3.059226,0.013731982945935474,0.4826870959184336,0.006307356887946495,0.5027264357523156
3.061528,0.013833282017352656,0.4857469237521232,0.006473209289188357,0.5060534150586642
3.063829,0.013926139499485077,0.4876989171332062,0.00663012353706988,0.5082551801697612
3.066131,0.01400112067489682,0.4897884587632235,0.006783065272346804,0.5105726447104671
3.068433,0.01405425303098328,0.4917414452724578,0.0069280619824145405,0.5127237602858556
3.070734,0.0140810674910643,0.4933344228269005,0.007083486538069341,0.5144989768560342
3.073036,0.014080570926988728,0.4948419913603446,0.007226000427759205,0.5161485627150926
3.075337,0.014052763338756559,0.4963952437887414,0.007381921547489577,0.5178299286749876
3.077639,0.014000127546745669,0.4971922291300384,0.0075264216934817375,0.5187187783702658
3.079941,0.013931601704316395,0.4978784806824822,0.007677377172456366,0.5194874595592549
3.082242,0.013857613657055805,0.4983998729618353,0.007824856702901974,0.5200823433217932
3.084544,0.013787598122399809,0.4999163796486397,0.007972832797423156,0.5216768105684626
3.086846,0.013729003561482028,0.4999034689826749,0.0081098844822817,0.5217423570264386
3.089147,0.013688781871360498,0.4998816201633495,0.008234522065250884,0.5218049240999608
3.0914490000000003,0.013677360897622285,0.4986680175626456,0.008354690571539897,0.5207000690318079
3.09375,0.013705168485854452,0.4985384143389207,0.008485783487491549,0.5207293663122666
3.096052,0.01377965309719062,0.4971986844630209,0.008612903890838604,0.5195912414510501
3.098354,0.013885917809363548,0.4971544902602947,0.008731582704900894,0.5197719907745592
3.100655,0.01400112067489682,0.4957417654652855,0.0088596962363991,0.5186025823765814
3.102957,0.014101426618162856,0.4938558151062537,0.00897738192231024,0.5169346236467268
3.105259,0.01416151087130736,0.4929510753605571,0.00905683217440215,0.5161694184062666
3.10756,0.01415604866647604,0.4911733759700007,0.009092584787843512,0.5144220094243201
3.109862,0.014084543439593325,0.4888117172265686,0.009127840837209295,0.5120241015033712
3.112163,0.013971823394437923,0.4873543016647576,0.009152172476912444,0.5104782975361081
3.114465,0.01384470299109087,0.4849092201566291,0.009186435398127078,0.5079403585458471
3.116767,0.013715596331441515,0.4820043203145187,0.00921871206303942,0.5049386287089996
3.119068,0.013591455312547908,0.4802633666655546,0.009254464676480778,0.5031092866545833
3.12137,0.013478735267392513,0.4769840575104611,0.009290217289922137,0.4997530100677757
3.123672,0.013383891528957793,0.4745310309771234,0.009291706982148859,0.4972066294882301
3.125973,0.013314869122452944,0.4718947722998987,0.009230629600853205,0.4944402710232049
3.128275,0.013272164611953543,0.468827992569151,0.009181469757371335,0.4912816269384759
3.130576,0.01324237076741908,0.4656753072533289,0.009124364888680276,0.4880420429094282
3.132878,0.013212080358809036,0.462611010342959,0.009067260019989214,0.4848903507217573
3.13518,0.0131778174375944,0.459588921379013,0.0090151207920539,0.4817818596086613
3.137481,0.013142561388228616,0.456573784312125,0.008956029667060541,0.4786723753674142
3.139783,0.01310929159516513,0.4535775166801089,0.008897931670218332,0.4755847399454923
3.142085,0.01307453210987492,0.4495325057204795,0.008849268390812036,0.4714563062211665
3.144386,0.01303431041975339,0.4463991864036048,0.00879266008619655,0.4682261569095548
3.146688,0.012984157448120372,0.4433810699522634,0.00874101742233681,0.4651062448227206
3.148989,0.012921590374597992,0.4398589409642139,0.008682422861419027,0.4614629542002309
3.151291,0.012846112635110677,0.43655033452866143,0.008624324864576817,0.4580207720283489
3.153593,0.012758717357809576,0.4325589524891942,0.00857665471332167,0.4538943245603255
3.155894,0.012666356439752731,0.42951998034667854,0.008520542972781759,0.450706879759213
3.158196,0.012573498957620312,0.42559613102148935,0.008464431232241849,0.4466340612113515
3.160498,0.012480641475487893,0.4215292712425347,0.008411795440230956,0.4424217081582536
3.162799,0.01238182522444858,0.418198815987657,0.008353697443388748,0.4389343386554944
3.165101,0.01227357425597335,0.4139770282171231,0.008296592574697689,0.43454719504779415
3.167402,0.012153902313759913,0.41069176029312265,0.008252894936047138,0.4310985575429297
3.1697040000000003,0.012021319705581537,0.4065608437484189,0.008209693861472163,0.4267918573154726
3.172006,0.011879798944042824,0.4022839373654963,0.008175430940257527,0.4223391672497967
3.174307,0.011738774746579684,0.398499125981468,0.008142161147194037,0.4183800618752417
3.176609,0.011609668086930331,0.3938607209515271,0.008108394790054978,0.4135787838285124
3.1789110000000003,0.011492478965094763,0.3900426397744353,0.008074628432915915,0.409609747172446
3.181212,0.011378269227712644,0.3857647402633615,0.008041358639852428,0.40518436813092656
3.183514,0.011259093849574778,0.3816819904339885,0.008008585410864516,0.4009496696944278
3.1858150000000003,0.011136442522907894,0.3771533260647497,0.007986240027463665,0.3962760086151213
3.188117,0.011016274016618878,0.37270013943499797,0.007952473670324605,0.3916688871219415
3.190419,0.010903057407387907,0.3688383606192557,0.007918707313185542,0.3876601253398291
3.19272,0.0107982823874417,0.3639819639601377,0.007884940956046482,0.38266518730362586
3.1950220000000003,0.010703438649006984,0.3592566602169714,0.007851174598907421,0.3778112734648858
3.197323,0.010616539935781457,0.35447127222066044,0.007817408241768357,0.3729052203982102
3.199625,0.010535599991462823,0.34972511278632,0.007783641884629295,0.36804435466241214
3.201927,0.010457142867522064,0.3451040874990243,0.0077717243468155076,0.3633329547133619
3.204228,0.01038613420471492,0.34052080108147226,0.00782088419029738,0.3587278194764845
3.20653,0.010331512156401731,0.3358863685641361,0.007873519982308268,0.3540914007028461
3.208832,0.010299732055564968,0.33040628742609657,0.007917217620958818,0.34862323710262033
3.211133,0.010285331697373308,0.3260414892017973,0.007972832797423156,0.3442996536965937
3.213435,0.010278379800315266,0.3205663737045135,0.00801603387199813,0.3388607873768269
3.215736,0.010274903851786244,0.3155813669498218,0.008060228074724255,0.33391649887633235
3.218038,0.010278876364390841,0.311133145960826,0.008112367302659573,0.3295243896278764
3.22034,0.010294766414809222,0.3054747983196553,0.00815805119761242,0.3239276159320769
3.222641,0.010321580874890242,0.30086767682647564,0.008200259144036246,0.3193895168454022
3.224943,0.01034938846312241,0.2954198723533485,0.008257860576802884,0.31402712139327377
3.227245,0.010371733846523259,0.2902079358161192,0.00830006852322671,0.3088797381858692
3.229546,0.010390106717319514,0.2854141062305236,0.008345255854103985,0.3041494688019471
3.231848,0.010408976152191343,0.2804012918875997,0.008397395082039301,0.2992076631218303
3.234149,0.01043181809966777,0.2750870631508021,0.008440596156614275,0.2939594774070841
3.236451,0.010455156611219766,0.27007722819233154,0.008494225076776314,0.28902660988032763
3.238753,0.01047352948201602,0.2650182333903792,0.008537922715426865,0.28402968558782205
3.241054,0.01048246763537636,0.25931668467463354,0.008580130661850692,0.2783792829718606
3.2433560000000003,0.010478991686847338,0.2545710218043686,0.00864815994020439,0.27369817343142033
3.245658,0.010459625687899935,0.24943803895515565,0.008717182346709236,0.26861484698976484
3.247959,0.01043181809966777,0.2442325577509088,0.008784218496911786,0.2634485943474884
3.250261,0.010408479588115768,0.2395792557987008,0.008856220287870078,0.2588439556746866
3.252562,0.01040103112698215,0.23398744774365704,0.00892027705361918,0.2533087559242584
3.254864,0.01040649333181347,0.2287521726948757,0.008994761664955345,0.24815342769164456
3.257166,0.010417417741476106,0.2242870685273104,0.009059314994780023,0.24376380126356656
3.259467,0.010429831843365468,0.21900511645542511,0.0091218820683024,0.23855683036709294
3.261769,0.010439266560801384,0.2138418431976022,0.009199346064092015,0.2334804558224956
3.264071,0.010443735637481551,0.20914782299119694,0.009261913137614394,0.2288534717662929
3.266372,0.010443735637481551,0.20437534566085108,0.00932646646743907,0.2241455477657717
3.2686740000000003,0.01044125281710368,0.19944545751854809,0.009399461386548513,0.21928617172220027
3.270975,0.010439763124876955,0.19449521024914654,0.009462028460070894,0.2143970018340944
3.273277,0.010437280304499086,0.18954446641566935,0.00953800276363378,0.20951974948380225
3.275579,0.010429831843365468,0.18544681966402915,0.009598583580853862,0.20547523508824847
3.27788,0.01041443835702266,0.1807686895080424,0.009592624811946969,0.200775752677012
3.280182,0.01038961015324394,0.1760384201241203,0.009579217581906458,0.1960072478592707
3.282484,0.010355347232029305,0.17144321616875444,0.009570775992621692,0.19136933939340545
3.284785,0.010312146157454323,0.16730336147069036,0.009559355018883482,0.18717486264702812
3.287087,0.010261496621745737,0.16268084649116793,0.009538499327709357,0.18248084244062304
3.289388,0.010205384881205823,0.15897697505145822,0.009530554302500164,0.1787129142351642
3.29169,0.01014132811545672,0.15501637998467652,0.009522609277290971,0.17468031737742426
3.293992,0.010064360683742684,0.1505875249946281,0.009501753586116846,0.17015363926448765
3.296293,0.009971006637534691,0.1470460300076312,0.009491325740529785,0.16650836238569566
3.298595,0.009865735053512908,0.14311969786206413,0.009479904766791572,0.1624653376823686
3.300897,0.00975599439281096,0.13955685061981754,0.009467987228977784,0.15878083224160633
3.3031980000000005,0.009644764039882285,0.13598407209605948,0.00945060748633268,0.15507944362227444
3.3055,0.009529561174349015,0.13249471633699791,0.009443159025199065,0.15146743653654599
3.307801,0.009406909847682127,0.12894974540147205,0.00943372430776315,0.14779037955691732
3.310103,0.009281775700637372,0.1262265880110218,0.009411875488437874,0.14492023920009706
3.3124050000000005,0.009169552219557548,0.12278986804397113,0.009404923591379831,0.1413643438549085
3.314706,0.009081660378180872,0.12050418360410202,0.0093880404128103,0.1389738843950932
3.317008,0.00900866545907143,0.11782522041637793,0.009376122874996512,0.13621000875044584
3.31931,0.00892871864290395,0.1159218903147011,0.009365198465333877,0.13421580742293893
3.321611,0.008828412699637909,0.1140940379525116,0.009354274055671241,0.13227672470782076
3.323913,0.008714699526331365,0.11273345238543765,0.009334411492648263,0.13078256340441727
3.326214,0.008600986353024817,0.11147913153053664,0.009327459595590221,0.1294075774791517
3.3285160000000005,0.008492735384549591,0.11137038399798582,0.009319018006305451,0.12918213738884085
3.330818,0.008385974108301088,0.11071690567452984,0.009297169186980179,0.1284000489698111
3.3331190000000004,0.008277723139825858,0.1115377260914544,0.00928823103361984,0.1291036802649001
3.335421,0.008172451555804079,0.11226121994956637,0.009281279136561795,0.12971495064193225
3.3377230000000004,0.008081580329973958,0.1134956782414444,0.009261913137614394,0.13083917170903275
3.340024,0.00801454417977141,0.11412184554074375,0.009250988727951756,0.13138737844846693
3.3423260000000004,0.007971343105196434,0.11496004570031346,0.009240064318289118,0.13217145312379894
3.344627,0.007948004593644434,0.1150533997465214,0.009227650216399758,0.13222905455656558
3.3469290000000003,0.007943038952888691,0.1143348715291652,0.009212256730056951,0.13149016721211082
3.349231,0.007958432439231495,0.11300556949885245,0.009204808268923332,0.13016881020700727
3.351532,0.00799666787305073,0.11103967232365324,0.009193883859260695,0.12823022405596465
3.3538339999999995,0.008055262433968513,0.10879718895835908,0.009174517860313293,0.12602696925264087
3.356135,0.008125774532700083,0.10621604889352317,0.009168559091406398,0.12351038251762965
3.3584370000000003,0.008199266015885099,0.10433655386747392,0.009148199964307845,0.12168401984766687
3.360739,0.008264812473860923,0.10276592169643198,0.009138268682796359,0.12016900285308925
3.3630400000000003,0.00831148949696492,0.10206030414504068,0.00913181334981389,0.1195036069918195
3.365342,0.008328869239610027,0.1022390672122475,0.009113440479017637,0.11968137693087515
3.3676440000000003,0.008308510112511477,0.10341989658396353,0.009102019505279429,0.12083042620175442
3.3699449999999995,0.00824296365453565,0.10470152846302114,0.00909159165969236,0.12203608377724914
3.372247,0.008140174890891742,0.10651249764664107,0.009079177557803,0.12373185009533585
3.3745480000000003,0.008030930794265366,0.10851762338381067,0.009064280635535769,0.1256128348136118
3.37685,0.007948997721795584,0.1098052140317752,0.00905683217440215,0.12681104392797293
3.3791519999999995,0.007913741672429798,0.11068065649701292,0.009016113920205049,0.12761051208964774
3.381453,0.00793410079952835,0.11108634934675723,0.008989796024199602,0.12801024617048518
3.3837550000000003,0.008016530436073706,0.1104770652260274,0.00896248500004301,0.12745608066214412
3.386057,0.008142161147194037,0.11000185340570268,0.008932691155508541,0.12707670570840526
3.388358,0.008285668165035053,0.10882301029028894,0.008892966029462587,0.12600164448478654
3.39066,0.008427188926573766,0.10702644146486064,0.008867144697532716,0.12432077508896712
3.392961,0.008562750919205586,0.1055158935469632,0.008839337109300547,0.12291798157546932
3.395263,0.008689871322552644,0.1037714639494702,0.008808550136614931,0.12126988540863776
3.397565,0.008808550136614931,0.10257722734771367,0.008770811266871275,0.12015658875119987
3.3998660000000003,0.008920773617694756,0.10080995580274428,0.008744989934941405,0.11847571935538045
3.402168,0.009025548637640959,0.09997523159170364,0.008716189218558087,0.11771696944790268
3.40447,0.009100033248977126,0.09875020801726153,0.008684409117721323,0.11653465038395995
3.406771,0.009108474838261894,0.09748297649639556,0.008649649632431113,0.11524110096708855
3.409073,0.009030514278396708,0.09627136015199393,0.008623331736425668,0.1139252061668163
3.411374,0.008900414490596205,0.09465852003452814,0.008593041327815628,0.11215197585293997
3.413676,0.008765349062039957,0.09215782334993528,0.00856076466290329,0.10948393707487854
3.415978,0.008653622145035709,0.08969834148361511,0.008529977690217674,0.10688194131886848
3.418279,0.008563744047356736,0.08726517751330036,0.008501176973834356,0.10433009853449146
3.420581,0.008492735384549591,0.08489706343688587,0.008469396872997593,0.10185919569443304
3.422883,0.008455493078881509,0.08291428308311714,0.008438113336236404,0.09980788949823503
3.425184,0.00848131441081138,0.08069215884492155,0.008411298876155384,0.0975847721318883
3.427486,0.008596020712269075,0.07949692911501388,0.008378029083091897,0.09647097891037484
3.429787,0.00879911541917902,0.07828233338615881,0.008346745546330706,0.09542819435166854
3.432089,0.0090811638141053,0.07710944903965197,0.008317944829947391,0.09450855768370467
3.434391,0.009425779282553956,0.07591868838642449,0.008293116626168669,0.09363758429514712
3.436692,0.009796712647008064,0.07459584168909418,0.008255377756425009,0.09264793209252724
3.438994,0.010154238781421658,0.07300385726280254,0.008226080475966121,0.09138417652019032
3.441296,0.010461611944202231,0.07082543066325749,0.008200259144036246,0.08948730175149598
3.443597,0.010682582957832858,0.06919570736722218,0.008174437812106378,0.0880527281371614
3.445899,0.01078487515740119,0.0672879081888652,0.008134712686060424,0.0862074960323268
3.4482,0.010766998850680512,0.06570883442853849,0.008108891354130551,0.08458472463334955
3.450502,0.0106448440880892,0.06450714936564833,0.008083070022200682,0.08323506347593823
3.452804,0.01044919784231287,0.06276123007592863,0.008054269305817362,0.08126469722405885
3.455105,0.01027341415955952,0.06165289905924649,0.008017027000149281,0.07994334021895529
3.457407,0.010225744008304376,0.0605142776339543,0.00799269536044613,0.07873271700270483
3.459709,0.010351374719424707,0.059424319488068415,0.007962901515911667,0.07773859572340479
3.46201,0.010590222039776012,0.058302084677270175,0.007948997721795584,0.07684130443884178
3.464312,0.01087326356285344,0.05718680176353001,0.00793757674805737,0.07599764207444082
3.466613,0.01114637380441938,0.056053145978993565,0.007929135158772605,0.07512865494218555
3.468915,0.011366848253974429,0.055406122988520067,0.007922679825790138,0.07469565106828464
3.471217,0.011502906810681827,0.05440207042770856,0.007914734800580947,0.07381971203897134
3.473518,0.011574412037564546,0.05381364199815285,0.007903810390918307,0.07329186442663571
3.47582,0.011622082188819691,0.05317208121251068,0.007891396289028949,0.07268555969035932
3.478122,0.011676207673057305,0.05281455507809709,0.00788146500751746,0.07237222775867186
3.4804230000000005,0.011739271310655258,0.05238800653717865,0.007875009674534994,0.0720022875223689
3.482725,0.011810776537537978,0.05189640810235995,0.007868057777476949,0.07157524241737488
3.4850260000000004,0.01188377145664742,0.05170920344586839,0.00785812649596546,0.07145110139848126
3.487328,0.01194534540201865,0.051707713753641665,0.007845712394076101,0.07149877154973643
3.4896300000000005,0.011983084271762309,0.05171615534292644,0.007834787984413463,0.07153402759910221
3.491931,0.012002450270709713,0.05167494052465376,0.007827339523279846,0.07150473031864332
3.4942330000000004,0.012018340321128092,0.052325936027731834,0.007821380754372952,0.07216565710323289
3.496535,0.012040685704528941,0.052296142183197385,0.007812442601012612,0.07214927048873894
3.4988360000000003,0.01206054826755192,0.052747022363818966,0.007800525063198826,0.0726080956945697
3.501138,0.012065017344232088,0.053662189955102656,0.0077886075253850405,0.07351581482471979
3.503439,0.012044161653057965,0.054236714590542266,0.007781159064251424,0.07406203530785166
3.5057410000000004,0.011993512117349371,0.055303830788951736,0.007774703731268956,0.07507204663757007
3.508043,0.011911082480804016,0.05637342980773907,0.007767751834210914,0.07605226412275401
3.5103440000000004,0.011814252486066995,0.05819482683694612,0.007719088554804619,0.07772816787781774
3.512646,0.011735298798050664,0.06030075508145729,0.007683832505438835,0.07971988638494679
3.5149470000000003,0.011702029004987177,0.06373548879220567,0.0076371554823348375,0.08307467327952768
3.517249,0.011694580543853559,0.0678629293883804,0.007587995638852967,0.08714550557108693
3.5195510000000003,0.01167471798083058,0.07286183993718827,0.007541815179824544,0.0920783730978434
3.5218519999999995,0.011620095932517392,0.07864830110985715,0.007500103797476293,0.09776850083985084
3.524154,0.01154908726971025,0.0838145537521336,0.007456902722901316,0.10282054374474517
3.526456,0.01148751332433902,0.08857362385243903,0.0074127085201751925,0.1074738456969532
3.528757,0.01145424353127553,0.09222336980791113,0.007370997137826937,0.11104861047701356
3.5310589999999995,0.011457719479804555,0.0940224214537173,0.007325809806949666,0.1128059507404715
3.53336,0.011508369015513144,0.09430397328456801,0.007277643091618944,0.11308998539170008
3.5356620000000003,0.011620592496592969,0.0921513680169528,0.0072309660685149465,0.11100292658206072
3.537964,0.011813755921991423,0.08789730358150663,0.007196206583224736,0.10690726608672277
3.540265,0.01209530775284213,0.08308112861251014,0.007146550175667292,0.10232298654101957
3.542567,0.012426515991250279,0.0782336701067525,0.007102852537016743,0.09776303863501952
3.5448690000000003,0.012756234537431705,0.07328888504218227,0.007061637718744066,0.09310675729835803
3.5471699999999995,0.013036793240131263,0.06951102555521195,0.007016946951942365,0.08956476574728559
3.549472,0.013226480717000695,0.0658250304222229,0.006967787108460495,0.08601929824768409
3.5517730000000003,0.013287558098296352,0.06268177982383671,0.006934020751321435,0.0829033586734545
3.554075,0.013218039127715929,0.059910455718055776,0.006886847164141861,0.08001534200991359
3.556377,0.013048214213869471,0.05747927800404335,0.006839177012886715,0.07736666923079955
3.558678,0.012809863457593744,0.054772010664011515,0.006796472502387315,0.07437834662399258
3.5609800000000003,0.01253625665195223,0.0523656611537778,0.006755257684114637,0.07165717548984467
3.563282,0.01226116015408399,0.05025973290926662,0.006709077225086215,0.06922997028843683
3.565583,0.012010891859994476,0.04771583515009877,0.006671338355342556,0.0663980653654358
3.567885,0.0117889277182127,0.04567594992763899,0.006628137280767579,0.06409301492661927
3.570186,0.011594771164663098,0.04366337572933579,0.006580467129512436,0.061838614023511325
3.572488,0.011425939378967787,0.04107031812668609,0.006534783234559587,0.059031040740213474
3.57479,0.011274983899993159,0.03909945531073115,0.006482147442548697,0.05685658665327301
3.577091,0.011136442522907894,0.03710624711137536,0.006429015086462232,0.05467170472074548
3.579393,0.011006839299182964,0.03508821070824085,0.006376379294451342,0.05247142930187515
3.581695,0.010884684536591652,0.03358709750777933,0.006323743502440453,0.05079552554681143
3.583996,0.01076898510698281,0.031722499403997316,0.006271107710429562,0.04876259222140969
3.586298,0.010664706651112178,0.029831086840134288,0.0062184719184186716,0.04671426540966513
3.588599,0.01057532511750878,0.02829571071845813,0.006165836126407781,0.045036871962374686
3.590901,0.010501337070248187,0.02667442901170759,0.006113696898472465,0.04328946298042824
3.593203,0.01043132153559219,0.02518374365683313,0.006061061106461574,0.0416761262988869
3.595504,0.010352367847575856,0.023966665107600187,0.006008921878526259,0.0403279548337023
3.597806,0.010264972570274757,0.022724261790512942,0.005956782650590943,0.03894601701137864
3.600108,0.010180060113351527,0.02122463828227815,0.005904146858580053,0.03730884525420973
3.602409,0.010106072066090935,0.020265773052343908,0.005852504194720311,0.036224349313155164
3.604711,0.01004251186441741,0.01887489707665992,0.005800364966784996,0.03471777390786232
3.607012,0.009981931047197329,0.01791354902634781,0.005748225738849679,0.033643705812394814
3.609314,0.009919860537750524,0.016982987948721308,0.005696583074989939,0.03259943156146177
3.611616,0.009853320951623548,0.01603852307697873,0.0056444438470546225,0.0315362878756569
3.613917,0.009782312288816404,0.01519088819997317,0.00559280118319488,0.03056600167198445
