Wavelength,CO_NH3_10K,H2O_CH4_10_0.6_a_V3,CO_CH3OH_10K,all
3.024702,0.005113860947712432,0.7592376731433733,0.007900132218293356,0.772251666309379
3.027003,0.005072750512851407,0.7602141614500723,0.00764654088415063,0.7729334528470743
3.029305,0.004972053043191819,0.7644933419956063,0.007399416359986041,0.7768648113987842
3.031607,0.004866274508549406,0.7661040395951613,0.0071504441758277,0.7781207582795383
3.0339080000000003,0.004796987258783634,0.7665539448036404,0.006895929011688096,0.7782468610741121
3.03621,0.004758186398914802,0.7669368723373458,0.006646032997532877,0.7783410917337934
3.038511,0.004734628733994439,0.7658892491208875,0.0064155374133120745,0.7770394152681941
3.040813,0.004717075964053777,0.7673489005159531,0.00620721374901632,0.7782731902290232
3.043115,0.0047092234090803245,0.7669271721223786,0.006009052214686211,0.7776454477461451
3.045416,0.004715228304060023,0.765549741597035,0.0058071953603685954,0.7760721652614636
3.047718,0.004734628733994439,0.7643871015459655,0.0056053385060509785,0.7747270687860108
3.05002,0.004763267463897625,0.7630059757006344,0.005418262931683392,0.7731875060962154
3.052321,0.004798373003778949,0.7613407721312637,0.005258440342223678,0.7713975854772663
3.054623,0.004839945353638414,0.7592773978332389,0.0051170943527015025,0.7692344375395788
3.056924,0.004888446428474454,0.7545672505941617,0.004978519853169957,0.7644342168758061
3.059226,0.004944800058283948,0.7530687983392274,0.004836250033650904,0.7628498484311622
3.061528,0.00500484900808095,0.7506677641773442,0.004704142344097499,0.7603767555295226
3.063829,0.005065359872876392,0.7466010645310918,0.004599287639451963,0.7562657120434201
3.066131,0.005134647122642165,0.7441441386543974,0.004520300174718985,0.7537990859517585
3.068433,0.005235344592301754,0.7391743951861978,0.004446855689967265,0.7488565954684668
3.070734,0.005389162286781768,0.7350832140450282,0.004359091840263954,0.7448314681720739
3.073036,0.005608571911040047,0.7305564470603311,0.00425931820060124,0.7404243371719723
3.075337,0.005902349850046921,0.7262430848049125,0.004160468390935406,0.7363059030458948
3.077639,0.006253405248860168,0.7216461067404527,0.0040727045412320955,0.731972216530545
3.079941,0.006551802337851427,0.7152070116622202,0.003989559841513168,0.7257483738415849
3.082242,0.006667743002459486,0.7106128050877512,0.0039004102468145406,0.7211809583370252
3.084544,0.006549030847860796,0.7051654415111661,0.003799712777154952,0.7155141851361819
3.086846,0.0062751152537867776,0.6999919935286552,0.0036851578575422092,0.7099522666399841
3.089147,0.005938379219925123,0.6938979489542563,0.003558131232971626,0.7033944594071531
3.0914490000000003,0.005639058300936987,0.6880242378341126,0.003420942478435397,0.6970842386134849
3.09375,0.005485702521455411,0.680012322186197,0.0032805203189100983,0.6887785450265625
3.096052,0.005569771051171214,0.6749649769982597,0.003141945819378554,0.6836766938688095
3.098354,0.0058912638900843976,0.668727738774345,0.0030047570648423245,0.6776237597292718
3.100655,0.006415075498313636,0.661939435957293,0.002864796820315465,0.6712193082759221
3.102957,0.007089009481035381,0.6551271135603223,0.0027211412558010967,0.6649372642971588
3.105259,0.00781975900856506,0.6477350878403113,0.0025770237762882905,0.6581318706251646
3.10756,0.008506626611243082,0.6405707862145303,0.0024352158717676764,0.6515126286975411
3.109862,0.0090673914193474,0.6331205592047161,0.002298027117231448,0.644485977741295
3.112163,0.0094383091630935,0.6254795613005467,0.002164533682682726,0.637082404146323
3.114465,0.00956625961766096,0.6178478016963462,0.002034273653123075,0.6294483349671303
3.116767,0.00946602406299981,0.6099453599030605,0.0019072470285524921,0.6213186309946128
3.119068,0.00919487995891642,0.6016987914359384,0.0017853014689647325,0.6126789728638196
3.12137,0.008801328380246833,0.5938637892324248,0.0016693608043566734,0.6043344784170283
3.123672,0.008307079331917658,0.585513289890654,0.001558501204731438,0.5953788704273031
3.125973,0.007728299838874241,0.5769743292295203,0.0014504130950968332,0.5861530421634914
3.128275,0.007087161821041628,0.5685637809379523,0.0013455583904512975,0.5769965011494452
3.130576,0.006420156563296461,0.5600003387819014,0.0012494800707760936,0.5676699754159739
3.132878,0.005765161095510693,0.5511620572017795,0.0011667972860556052,0.5580940155833458
3.13518,0.005139728187624988,0.5423662718015139,0.0010952004612976409,0.5486012004504365
3.137481,0.004548015074625292,0.5334499265866558,0.0010286847015224991,0.5390266263628036
3.139783,0.003993255161500676,0.5249414523154189,0.0009607831967520424,0.5298954906736717
3.142085,0.003480067598235523,0.5159839966656999,0.0008928816919815853,0.5203569459559171
3.144386,0.0030139953648110947,0.506703200517074,0.0008286755071986366,0.5105458713890837
3.146688,0.0025991956962133373,0.4978025604121629,0.0007709361323938263,0.5011726922407701
3.148989,0.0022333590174500604,0.4894063314855465,0.0007178159075734008,0.49235750641057
3.151291,0.001915099583525946,0.4796927209833838,0.0006674671727436062,0.4822752877396534
3.153593,0.0016397982444566108,0.4709555987879198,0.0006189660979075657,0.47321436313028403
3.155894,0.001404221595252985,0.4619514897233586,0.0005755460880543483,0.4639312574066659
3.158196,0.0012023647409353687,0.4528028012642859,0.0005399786331745851,0.4545451446383959
3.160498,0.0010319181065115684,0.4437566579348667,0.0005094922432776455,0.4452980682846559
3.162799,0.0008887244569956393,0.4349581010446105,0.00047946776837914413,0.4363262932699853
3.165101,0.0007704742173953878,0.4254597429317201,0.00044574797349313503,0.4266759651226086
3.167402,0.0006716244077295527,0.4169429541905113,0.0004087947736180564,0.4180233733718589
3.1697040000000003,0.0005870939630153105,0.4078778723461561,0.0003695319987507855,0.4088344983079222
3.172006,0.0005127256482667148,0.3978399975150895,0.00033165496887883,0.39868437813223495
3.174307,0.0004489813784822045,0.3893878768736621,0.0003016304939803287,0.3901384887461247
3.176609,0.000395861153661779,0.3809218987822816,0.0002850015540365433,0.38160276148998
3.1789110000000003,0.0003524411438085617,0.3721529044519255,0.00028223006404591236,0.37278757565978
3.181212,0.0003159498589319216,0.3630333166377545,0.0002859253840334203,0.3636351918807199
3.183514,0.00028315389404278936,0.35453869981647085,0.00029008261901936663,0.3551119363295329
3.1858150000000003,0.00025359133414272657,0.34556461522680804,0.00029008261901936663,0.3461082891799701
3.188117,0.00022772409423017158,0.33708339394047904,0.000280844319050597,0.3375919623537598
3.190419,0.00020509025930668602,0.32826774619528065,0.00026190580411461923,0.328734742258702
3.19272,0.00018476599937539275,0.32002394921814903,0.00024250537418020297,0.3204512205917046
3.1950220000000003,0.00016536556944097652,0.31114640486315986,0.00023280515921299488,0.3115445755918138
3.197323,0.00014504130950968331,0.3030494968555317,0.00023650047920050269,0.3034310386442419
3.199625,0.00012517896457682858,0.2949969326877537,0.0002489721841583417,0.2953710838364889
3.201927,0.00010531661964397386,0.286682462715861,0.00026513920910368864,0.2870529185446087
3.204228,8.684001970643459e-05,0.27816798354964445,0.000280844319050597,0.2785356678884015
3.20653,7.067299476108773e-05,0.27038517774095444,0.0002919302790131206,0.2707477810147287
3.208832,5.7277459806371764e-05,0.26185961261477536,0.0002960875139990669,0.2622129775885808
3.211133,4.57295848454097e-05,0.25455950797945365,0.00029978283398657474,0.2549050203982856
3.213435,3.4181709884447656e-05,0.2470058120099892,0.00031086879394909837,0.2473508625138227
3.215736,2.1710004926608648e-05,0.23943918242056836,0.0003311930538803915,0.2397920854793753
3.218038,1.0624044964085083e-05,0.2318882579410945,0.0003515173138116848,0.23225039929987026
3.22034,2.7714899906308913e-06,0.2248241918699748,0.00036167944377733135,0.2251886428037428
3.222641,3.2334049890693737e-06,0.2175661214995109,0.0003626032737742083,0.21793195817827415
3.224943,1.1547874960962047e-05,0.21030805112904705,0.00036814625375547006,0.2106877452577635
3.227245,2.586723991255499e-05,0.20322042739300705,0.00038847051368676335,0.20363476514660636
3.229546,4.295809485477882e-05,0.1964723111808192,0.00041710924358994914,0.19693237851926396
3.231848,5.7277459806371764e-05,0.18974498114356114,0.0004392811635149962,0.19024153976688246
3.234149,6.559192977826442e-05,0.18308185729108606,0.00044574797349313503,0.18359319719435746
3.236451,7.205873975640317e-05,0.17646307727846106,0.0004425145685040656,0.17697765058672152
3.238753,8.222086972204977e-05,0.17040690973393408,0.00043881924851655777,0.17092794985217266
3.241054,9.654023467364272e-05,0.1642911551546086,0.0004406669085103117,0.16482836229779255
3.2433560000000003,0.00011178342962211262,0.1580880986405782,0.0004508290384759583,0.1586507111086763
3.245658,0.0001224074745861977,0.15228275094020338,0.00047207712840412853,0.1528772355431937
3.247959,0.00012887428456433646,0.1466557024292258,0.0004970205383198065,0.14728159725210996
3.250261,0.00013256960455184432,0.14118016203773606,0.0005136494782635918,0.1418263811205515
3.252562,0.00013580300954091367,0.1361609936647035,0.0005145733082604688,0.13681136998250487
3.254864,0.00013996024452686,0.13118432147152728,0.0005099541582760839,0.13183423587433024
3.257166,0.00014642705450499877,0.12646124061249386,0.0005150352232589073,0.12712270289025773
3.259467,0.00015474152447689143,0.12130580731492192,0.000535821398188639,0.12199637023758746
3.261769,0.00016351790944722257,0.11675548266530444,0.0005579933181136861,0.11747699389286535
3.264071,0.00016952280442692285,0.1124910833997204,0.0005649220430902634,0.11322552824723756
3.266372,0.00017321812441443068,0.10836063948368348,0.0005570694881168092,0.10909092709621472
3.2686740000000003,0.00017737535940037704,0.1042523674875716,0.0005501407631402321,0.10497988361011222
3.270975,0.00018430408437695428,0.10045635003040418,0.0005584552331121246,0.10119910934789328
3.273277,0.00019308046934728544,0.09653977275864427,0.0005755460880543483,0.0973083993160459
3.275579,0.00020278068431449356,0.09323015179483254,0.0005843224730246796,0.09401725495217172
3.27788,0.00021109515428638622,0.08967663971184532,0.00057508417305591,0.0904628190391876
3.280182,0.00021756196426452496,0.0865651802823637,0.0005603028931058786,0.0873430451397341
3.282484,0.00022079536925359434,0.08363710110726216,0.0005547599131246168,0.08441265638964038
3.284785,0.00022218111424890982,0.08069285490721527,0.0005658458730871403,0.08148088189455133
3.287087,0.00022402877424266366,0.07811906453591605,0.0005894035380075029,0.07893249684816621
3.289388,0.00022910983922548706,0.07563442375931546,0.0006189660979075657,0.07648249969644852
3.29169,0.00023696239419894122,0.07348651901657652,0.0006559192977826443,0.07437940070855813
3.293992,0.0002448149491723954,0.07145039770345969,0.0007030346276233696,0.07239824728025546
3.296293,0.00025128175915053416,0.06969003964441065,0.0007653931524125644,0.07070671455597374
3.298595,0.00025497707913804197,0.06836203402390001,0.0008508474271236838,0.06946785853016173
3.300897,0.0002572866541302344,0.06727838143756333,0.000969097666723935,0.06850476575841749
3.3031980000000005,0.00025913431412398843,0.06688482985889374,0.0011284583411852109,0.06827242251420294
3.3055,0.0002623677191130577,0.06703910946837219,0.0013386296654747205,0.06864010685295997
3.307801,0.0002697583590880734,0.06792367669038189,0.001608388024562794,0.06980182307403276
3.310103,0.0002785347440584046,0.07008913420306148,0.0019368095884525548,0.07230447853557244
3.3124050000000005,0.000278996659056843,0.07387776102025392,0.002312808397181479,0.07646956607649225
3.314706,0.0002646772941052501,0.07985078386506192,0.002725298490787043,0.0828407596499542
3.317008,0.00024250537418020297,0.0871772176552947,0.0031631939093067244,0.09058291693878162
3.31931,0.00022587643423641757,0.094675945739945,0.003615408692777997,0.09851723086695942
3.321611,0.00022402877424266366,0.1006272585798264,0.004069933051241464,0.10492122040531053
3.323913,0.0002323432442145564,0.1035225417900388,0.004510138044753337,0.10826502307900668
3.326214,0.0002420434591817645,0.10044526407044163,0.004918470903372957,0.10560577843299636
3.3285160000000005,0.00024943409915678016,0.09174509507485283,0.005275531197165901,0.09727006037117553
3.330818,0.0002563628241333574,0.07900455558792263,0.005560994666200883,0.08482191307825686
3.3331190000000004,0.0002656011241021271,0.06543995974377816,0.0057536132205497316,0.07145917408843001
3.335421,0.00027576325406777365,0.054332289776328,0.005848767710228057,0.06045682074062383
3.3377230000000004,0.00028223006404591236,0.04699523194113114,0.005853386860212442,0.053130848865389504
3.340024,0.00028223006404591236,0.04266062159578443,0.00577855663046541,0.04872140829029575
3.3423260000000004,0.000278996659056843,0.03970020837079221,0.005667697030840173,0.04564690206068922
3.344627,0.0002776109140615276,0.0379380026517494,0.005572080626163407,0.043787694191974334
3.3469290000000003,0.000280844319050597,0.03647742742668692,0.005530970191302382,0.04228924193703989
3.349231,0.00028638729903185877,0.03522840927090926,0.005555451686219621,0.041070248256160735
3.351532,0.0002905445340178052,0.034369709288812125,0.005650606175897949,0.04031085999872788
3.3538339999999995,0.00029146836401468197,0.03353502888663378,0.005819667065326433,0.0396461643159749
3.356135,0.0002919302790131206,0.03293962045364658,0.006059400949516006,0.03929095168217571
3.3584370000000003,0.00029377793900687454,0.03212803580139016,0.0063674982534744715,0.03878931199387151
3.360739,0.0002965494289975054,0.031475349908596593,0.006742111317208082,0.03851401065480218
3.3630400000000003,0.00029839708899125934,0.030901651480536,0.0071804686507262,0.038380517220253464
3.365342,0.0002988590039896978,0.03040416902721776,0.007678413019042885,0.03838144105025034
3.3676440000000003,0.00029932091898813635,0.029726539724508495,0.008218853567215908,0.038244714210712544
3.3699449999999995,0.0003016304939803287,0.029255848341099688,0.008782389865310856,0.03833986870039088
3.372247,0.00030624964396471345,0.02866644480309219,0.00932606381847295,0.03829875826552985
3.3745480000000003,0.00030994496395222136,0.028170348094769256,0.009769040301975456,0.038249333360696934
3.37685,0.00030948304895378286,0.027622516906621212,0.010026788871104126,0.03795878882667912
3.3791519999999995,0.00030717347396159046,0.02702295123864807,0.01001339333614941,0.037343518048759065
3.381453,0.00030671155896315195,0.026588751140115892,0.009641089847407993,0.036536552546487036
3.3837550000000003,0.00031225453894441366,0.026185037431480658,0.008854910520065698,0.035352202490490765
3.386057,0.0003205690089163065,0.025814581602733,0.007780496233697791,0.033915646845347085
3.388358,0.0003270358188944452,0.025241345089670846,0.006604460647673414,0.0321728415562387
3.39066,0.00032888347888819914,0.024786820731207374,0.005498636141411689,0.03061434035150726
3.392961,0.00033073113888195305,0.0244329938424035,0.004602982959439472,0.029366707940724924
3.395263,0.00033535028886633785,0.02420573166317176,0.004049608791310171,0.028590690743348274
3.397565,0.000344126673836669,0.023812180084502182,0.003887014711859825,0.028043321470198675
3.3998660000000003,0.00035059348381480783,0.023646814515061204,0.004071780711235218,0.028069188710111232
3.402168,0.0003515173138116848,0.02337936573096532,0.004550324649617485,0.02828120769439449
3.40447,0.00034736007882573837,0.022927612862492487,0.005227953952326738,0.02850292689364496
3.406771,0.0003418170988444766,0.0226924981282873,0.005989189869753356,0.02902350509688513
3.409073,0.00033904560885384565,0.022437059134150814,0.00670562003233144,0.029481724775336105
3.411374,0.00033904560885384565,0.02217191992504713,0.0072118788706200185,0.029722844404520995
3.413676,0.00034227901384291506,0.021597759581988098,0.007335672090201531,0.029275710686032543
3.415978,0.0003482839088226153,0.021506300412297275,0.007050208621166548,0.02890479294228644
3.418279,0.0003547507188007541,0.02112013947360271,0.0065665836178014575,0.028041473810204918
3.420581,0.0003593698687851389,0.02085777175448965,0.006111135429341116,0.027328277052615903
3.422883,0.00036167944377733135,0.020572770200453103,0.00580257621038421,0.026737025854614647
3.425184,0.0003630651887726468,0.020384770796088646,0.005675087670815189,0.026422923655676483
3.427486,0.0003653747637648392,0.02018938075174917,0.005732827045619999,0.026287582561134004
3.429787,0.00036814625375547006,0.02017413755680069,0.005822900470315503,0.02636518428087167
3.432089,0.00037137965874453935,0.019869735572829738,0.005735136620612191,0.02597625185218647
3.434391,0.0003736892337367318,0.01980922470803429,0.005356366321892635,0.025539280263663658
3.436692,0.00037646072372736277,0.01991038409269233,0.004812230453732105,0.025099075270151792
3.438994,0.0003796941287164321,0.020111317117013063,0.004261165860594995,0.02475217710632449
3.441296,0.00038338944870394,0.020328417166279148,0.003771997877248643,0.02448380449223173
3.443597,0.00038569902369613233,0.020464220175820058,0.003307773303817969,0.02415769250333416
3.445899,0.0003847751936992554,0.02054551721554524,0.002833386600421648,0.023763679009666142
3.4482,0.00038200370370862453,0.020291925881402512,0.002371009686984727,0.023044939272095864
3.450502,0.0003792322137179937,0.019581500613804124,0.001976534278318264,0.02193726710584038
3.452804,0.00037784646872267817,0.018839665126311925,0.0016892231492895286,0.02090673474432413
3.455105,0.0003783083837211166,0.01820453200345901,0.001491523529957858,0.020074363917137985
3.457407,0.00038154178871018597,0.017873800864577058,0.001349715625437244,0.01960505827872449
3.459709,0.00038569902369613233,0.01745530587599179,0.0012397798558088854,0.01908078475549681
3.46201,0.0003880085986883248,0.01740772863115263,0.0011538636660993278,0.01894960089594028
3.464312,0.00038569902369613233,0.017181390281917768,0.001085038331331994,0.018652127636945896
3.466613,0.0003801560437148706,0.017031267907425266,0.0010309942765146917,0.018442418227654828
3.468915,0.00037507497873204727,0.016924565542785975,0.0009921934166458592,0.01829183393816388
3.471217,0.00037553689373048577,0.016809548708174794,0.0009672500067301811,0.01815233560863546
3.473518,0.00037784646872267817,0.01672686592345431,0.0009473876617973264,0.018052100053974316
3.47582,0.00037646072372736277,0.01656704333399459,0.0009205965918878944,0.01786410064960985
3.478122,0.000369070083752347,0.016350405199726945,0.0008817957320190619,0.017601271015498354
3.4804230000000005,0.0003598317837835774,0.016201206655231313,0.0008453044471424219,0.017406342886157312
3.482725,0.00035428880380231564,0.016259869860033003,0.0008272897622033211,0.01744144842603863
3.4850260000000004,0.0003547507188007541,0.0159873400109543,0.0008356042321752137,0.01717769496193026
3.487328,0.0003589079537867004,0.01592313382617135,0.000868400197064346,0.017150441977022396
3.4896300000000005,0.0003635271037710853,0.015959163196049547,0.0009247538268738408,0.017247444126694468
3.491931,0.0003658366787632777,0.01572081505685529,0.0010351515115006376,0.0171218032471192
3.4942330000000004,0.0003635271037710853,0.0155600686373987,0.0012453228357901473,0.017168918576959936
3.496535,0.00035428880380231564,0.015446437547782832,0.0016023831295830936,0.01740310948116824
3.4988360000000003,0.0003427409288413536,0.015569306937367468,0.0021502143177311328,0.01806226218393996
3.501138,0.00033396454387102234,0.015486624152646985,0.002930388750093729,0.01875097744661174
3.503439,0.0003302692238835145,0.015352206888101384,0.003914729611766135,0.01959720572375103
3.5057410000000004,0.00032934539388663765,0.015212246643574522,0.004944338143285511,0.020485930180746667
3.508043,0.00032657390389600674,0.015076905549032047,0.0058478438802311815,0.02125132333315924
3.5103440000000004,0.00032241666891006033,0.014931402324523928,0.006461266998157484,0.021715085991591467
3.512646,0.0003196451789194295,0.014804375699953343,0.006627556397595338,0.021751577276468117
3.5149470000000003,0.0003214928389131834,0.014861653159759715,0.00624093354390233,0.02142407954257523
3.517249,0.0003261119888975682,0.0147198452552391,0.005525889126319559,0.020571846370456233
3.5195510000000003,0.0003311930538803915,0.0146177620405842,0.0048380976936446595,0.01978705278810925
3.5218519999999995,0.0003344264588694609,0.014622843105567019,0.00441775504506564,0.01937502460950212
3.524154,0.0003367360338616533,0.014660720135438975,0.0041831022258588925,0.01918055839515952
3.526456,0.00033858369385540726,0.014639933960509244,0.004001569631472568,0.018980087285837215
3.528757,0.00033858369385540726,0.014529998190880885,0.0037955555421690062,0.018664137426905297
3.5310589999999995,0.0003367360338616533,0.014731393130200068,0.0035618265529591344,0.018629955717020856
3.53336,0.0003321168838772685,0.01448565435103079,0.003302230323836707,0.01812000155874477
3.5356620000000003,0.00032518815890069123,0.014439000936188504,0.00303062430475488,0.017794813399844074
3.537964,0.0003196451789194295,0.014536465000859025,0.002769180415638699,0.01762529059541715
3.540265,0.00031779751892567547,0.01480853293493929,0.002536375256425704,0.017662705710290667
3.542567,0.00031641177393036007,0.014947107434470837,0.002329437337125264,0.01759295654552646
3.5448690000000003,0.00031317836894129066,0.015160512163749413,0.002141437932760802,0.017615128465451504
3.5471699999999995,0.00030624964396471345,0.015421956052865594,0.0019686817233448093,0.01769688742017512
3.549472,0.0002965494289975054,0.015616884182206631,0.001816711688858549,0.01773014530006269
3.5517730000000003,0.00028684921403029733,0.015410408177904634,0.001689685064287967,0.0173869424562229
3.554075,0.00028176814904747386,0.0150126993642491,0.0015852922746408698,0.016879759787937446
3.556377,0.00028638729903185877,0.014300426436656959,0.0014933711899516118,0.01608018492564043
3.558678,0.00030624964396471345,0.013713794388640087,0.0014051454252498618,0.015425189457854663
3.5609800000000003,0.00032842156388976064,0.013245874495221906,0.0013192292355403046,0.014893525294651969
3.563282,0.00033396454387102234,0.012924381656308723,0.0012388560258120085,0.014497202225991754
3.565583,0.0003196451789194295,0.012799202691731891,0.0011654115410602898,0.014284259411711613
3.567885,0.00032565007389912974,0.012491567302771869,0.0010965862062929561,0.013913803582963956
3.570186,0.0003995564736492868,0.012417660903021708,0.0010300704465178146,0.013847287823188809
3.572488,0.0005265830982198694,0.012370083658182544,0.0009663261767333043,0.01386299293313572
3.57479,0.0006101897129372348,0.012199175108760308,0.00090673914193474,0.013716103963632282
3.577091,0.0005593790631090015,0.012169612548860244,0.0008554665771080684,0.013584458189077312
3.579393,0.0004069471136243025,0.012220885113686915,0.000813894227248605,0.01344172645455982
3.581695,0.00026421537910681163,0.01202457123935056,0.0007838697523501037,0.013072656370807477
3.583996,0.00021802387926296346,0.011810242680075104,0.0007658550674110029,0.012794121626749071
3.586298,0.00024158154418332602,0.01169291627047173,0.0007487642124687793,0.012683262027123835
3.588599,0.00027483942407089675,0.011722016915373357,0.0007187397375702778,0.012715596077014531
3.590901,0.00028269197904435086,0.0117501937302781,0.0006693148327373603,0.012702200542059812
3.593203,0.0002780728290599661,0.011610233485751242,0.0006088039679419191,0.012497110282753129
3.595504,0.0002771489990630891,0.011448101321299337,0.0005469073581511625,0.012272157678513586
