Wavelength,H2O_CH4_10_0.6_a_V3,CO_CH3OH_10K,H2O_CH3OH_CO_NH3_100K_NASA,all
3.027003,0.8023945928175911,0.008070808688301529,0.4308887455520578,1.2413541470579506
3.029305,0.8069112034064774,0.0078099724766160575,0.4332762500915414,1.2479974259746351
3.031607,0.8086112704534816,0.0075471860876469565,0.43647697855829853,1.2526354350994269
3.0339080000000003,0.8090861386220455,0.007278549166826964,0.4395134045889101,1.2558780923777826
3.03621,0.8094903128640776,0.007014787689216047,0.4415240373683323,1.258029137921626
3.038511,0.8083845623442598,0.006771503073083241,0.4438603497541207,1.2590164151714638
3.040813,0.8099252023983271,0.006551620584353993,0.4466164378002105,1.2630932607828915
3.043115,0.8094800744333386,0.006342464070684706,0.4485378499689066,1.26436038847293
3.045416,0.8080262172683926,0.006129407202448161,0.45048461444229,1.2646402389131308
3.047718,0.8067990682126687,0.005916350334211616,0.4513724326506624,1.2640878511975426
3.05002,0.8053413106931555,0.005718894884244108,0.4535863714119029,1.2646465769893025
3.052321,0.8035837134162843,0.005550204549210139,0.454518556153478,1.2636524741189723
3.054623,0.8014058529347907,0.005401015987012466,0.4561922958071532,1.2629991647289565
3.056924,0.7964343634944977,0.005254752690740238,0.4562902922156556,1.2579794084008935
3.059226,0.7948527697174741,0.0051045890399007525,0.4573087723020312,1.257266131059406
3.061528,0.7923185143373971,0.004965151364121228,0.458615878626384,1.2558995443279022
3.063829,0.7880261741361283,0.00485447880327524,0.4592652876618327,1.2521459406012363
3.066131,0.7854329258932217,0.004771108724400072,0.4596114441296769,1.2498154787472986
3.068433,0.7801874365445787,0.004693589177375791,0.45979573588298,1.2446767616049346
3.070734,0.7758692564943016,0.0046009557564033795,0.4598093871239653,1.2402795993746702
3.073036,0.7710913221494088,0.004495646183087376,0.4598103622126071,1.2353973305451034
3.075337,0.7665386332807752,0.004391311698413187,0.4598103622126071,1.2307403071917955
3.077639,0.7616865921991045,0.0042986782774407754,0.4595553765327726,1.2255406470093178
3.079941,0.754890224365655,0.00421092029967744,0.4585056936098589,1.2176068382751912
3.082242,0.7500411085499098,0.0041168242457423065,0.4585417718896061,1.212699704685258
3.084544,0.7442914983734485,0.0040105395837844865,0.457963056780689,1.206265094737922
3.086846,0.7388310019792853,0.0038896285921994453,0.4571191175611982,1.1998397481326828
3.089147,0.7323988297535537,0.0037555539039499032,0.4560523705870527,1.1922067542445562
3.0914490000000003,0.7261992161688949,0.0036107532406403978,0.4544702892657082,1.1842802586752434
3.09375,0.7177427599227555,0.0034625397670845397,0.4535576062969694,1.1747629059868094
3.096052,0.7124153631282,0.0033162764708123127,0.4517536923096119,1.1674853319086242
3.098354,0.7058320521629872,0.0031714758075028072,0.4506776819933693,1.1596812099638591
3.100655,0.6986671008229316,0.003023749878267857,0.44874505630529227,1.1504359070064916
3.102957,0.6914767971781889,0.0028721235944656467,0.4474818289698211,1.1418307497424758
3.105259,0.6836746254107073,0.00272000976634253,0.4452249863083406,1.1316196214853904
3.10756,0.6761128129934331,0.0025703336598239504,0.4431392717034986,1.1218224183567556
3.109862,0.6682492106415173,0.002425532996514445,0.4414070267313146,1.1120817703693464
3.112163,0.6601842524850666,0.002284632687772199,0.4397347497106021,1.102203634883441
3.114465,0.6521290452150341,0.0021471451892763047,0.4377699460973452,1.0920461365016556
3.116767,0.6437881369729498,0.0020130705010267627,0.4349143990097904,1.0807156064837669
3.119068,0.6350840082117896,0.0018843588003072016,0.4322192540038141,1.069187621015911
3.12137,0.6268142814405577,0.0017619851757594378,0.4303699983946122,1.0589462650109294
3.123672,0.6180004552071934,0.001644974538741656,0.4281916503687979,1.047837080114733
3.125973,0.6089877108908988,0.001530889167649318,0.4248110180476258,1.035329618106174
3.128275,0.6001105038958163,0.0014202166068033322,0.4229642001600285,1.024494920662648
3.130576,0.5910719197305135,0.0013188073880545876,0.42008037550186106,1.0124711026204292
3.132878,0.5817432466942708,0.0012315369546121585,0.4173047856829351,1.0002795693318178
3.13518,0.5724594277355516,0.0011559675848715075,0.4145365090288227,0.9881519043492456
3.137481,0.5630483597090755,0.0010857612026608382,0.4117770081724867,0.9759111290842232
3.139783,0.5540677933179607,0.0010140921874874462,0.4091077030155185,0.9641895885209668
3.142085,0.544613333846924,0.0009424231723140547,0.405934764575053,0.9514905215942909
3.144386,0.534817593351252,0.0008746545117079223,0.4024044561473623,0.9380967040103222
3.146688,0.5254231018316867,0.0008137114715944942,0.3997561153961931,0.9259929286994744
3.148989,0.5165610087105524,0.0007576438746901401,0.3972330735354973,0.91455172612074
3.151291,0.5063084391861903,0.0007045015437112307,0.3933098043851552,0.9003227451150567
3.153593,0.4970865383562262,0.000653309390015951,0.3907955383222356,0.8885353860684777
3.155894,0.4875828369087778,0.000607480223850653,0.38710434026864543,0.8752946574012739
3.158196,0.4779265340888853,0.0005699393111407811,0.3843424016907049,0.862838875090731
3.160498,0.4683784661082343,0.0005377613859608912,0.3808666982269558,0.8497829257211509
3.162799,0.4590917218835896,0.0005060710051019083,0.3777254501673493,0.8373232430560408
3.165101,0.44906634801277023,0.0004704802696756662,0.37469048676970057,0.8242273150521464
3.167402,0.4400770058238791,0.0004314767240030721,0.3705463600419874,0.8110548425898696
3.1697040000000003,0.4305089485260709,0.00039003545672594087,0.3674821439850843,0.7983811279678811
3.172006,0.4199141228884316,0.000350056822411532,0.3640537323204633,0.7843179120313064
3.174307,0.4109930369044675,0.0003183664415525493,0.3601148617518521,0.7714262650978723
3.176609,0.4020573245908762,0.0003008148459998819,0.3570389446312472,0.7593970840681232
3.1789110000000003,0.3928017832027697,0.0002978895800744373,0.35355836572428906,0.7466580385071331
3.181212,0.3831761956750943,0.00030178993464169683,0.35006754838659193,0.7335455339963279
3.183514,0.3742102556136068,0.0003061778335298636,0.3461559802999516,0.7206724137470882
3.1858150000000003,0.3647382445470173,0.0003061778335298636,0.3423209566716938,0.707365379052241
3.188117,0.35578644327083603,0.00029642694711171514,0.3390300325055687,0.6951129027235164
3.190419,0.3464816599063178,0.00027643762995451063,0.3344051870774408,0.6811632846137131
3.19272,0.3377804564110829,0.0002559607684763987,0.33065207089509546,0.6686884880746549
3.1950220000000003,0.32841034210756315,0.0002457223377373428,0.32726315032046793,0.6559192147657684
3.197323,0.3198641777063769,0.00024962269230460217,0.3237781835146217,0.6438919839133032
3.199625,0.3113648175599977,0.0002627863889691027,0.31933762983979685,0.6309652337887637
3.201927,0.30258901978366404,0.00027985044020086263,0.3150126241690271,0.6178814943928921
3.204228,0.2936021153163775,0.00029642694711171514,0.3107144334359072,0.6046129756993964
3.20653,0.2853874810534082,0.0003081280108134933,0.3068584454018504,0.5925540544660721
3.208832,0.27638887552241986,0.0003125159097016601,0.3027903755881988,0.5794917670203203
3.211133,0.2686837250747989,0.0003164162642689196,0.2983595727997921,0.56735971413886
3.213435,0.2607109127949998,0.0003281173279706978,0.2938614888951002,0.5549005190180707
3.215736,0.2527244492742152,0.0003495692780906245,0.2897997571576205,0.5428737757099262
3.218038,0.2447545622603415,0.00037102122821055134,0.2848053531342448,0.5299309366227969
3.22034,0.2372985469607043,0.00038174720327051467,0.280638311823449,0.5183186059874239
3.222641,0.22963776304628586,0.0003827222919123295,0.27609342366395,0.5061139090021481
3.224943,0.22197697913186748,0.0003885728237632186,0.2709103399883831,0.4932758919440138
3.227245,0.21449609907186395,0.0004100247738831454,0.2663249856502488,0.4812311094959959
3.229546,0.20737356408772736,0.0004402525217794057,0.261299866334656,0.4691136829441627
3.231848,0.2002729685980316,0.0004636546491829623,0.25682128420280026,0.4575579074500148
3.234149,0.193240141768942,0.0004704802696756662,0.2519887448939659,0.4456993669325835
3.236451,0.18625411919465945,0.00046706745942931414,0.2470484582902109,0.4337696449442997
3.238753,0.17986192560324218,0.0004631671048620548,0.2419360685411757,0.4222611612492799
3.241054,0.17340683879442784,0.00046511728214568445,0.23677979980325875,0.41065175587983227
3.2433560000000003,0.16685960610896206,0.00047584325720564783,0.23227342764511136,0.3996088770112791
3.245658,0.16073214908379752,0.0004982702959673897,0.22702891338511025,0.3882593327648751
3.247959,0.15479288416650325,0.0005245976892963905,0.22174588312375734,0.377063364979557
3.250261,0.14901353378646662,0.0005421492848490578,0.2165203830922716,0.3660760661635872
3.252562,0.14371587719548656,0.0005431243734908726,0.21160349861592012,0.3558625001848976
3.254864,0.13846307468202992,0.0005382489302817984,0.20720974919590246,0.34621107280821417
3.257166,0.1334779340007515,0.0005436119178117802,0.2021846298803096,0.3362061757988729
3.259467,0.1280364518351037,0.0005655514122526143,0.19718388778076207,0.32578589102811845
3.261769,0.12323365272984466,0.0005889535396561707,0.19224213854404448,0.3160647448135453
3.264071,0.1187326435592273,0.0005962667044697822,0.18743641417286,0.3067653244365571
3.266372,0.1143730222416731,0.0005879784510143558,0.18245907420071605,0.2974200748934035
3.2686740000000003,0.11003680305152244,0.0005806652862007445,0.17792734973788152,0.2885448180756047
3.270975,0.10603016382230523,0.0005894410839770781,0.17326203813111835,0.2798816430374007
3.273277,0.10189627552533116,0.000607480223850653,0.16850945609091278,0.2710132118400946
3.275579,0.09840302046602943,0.000616743565947894,0.16386315871266502,0.2628829227446423
3.27788,0.09465234200528863,0.0006069926795297455,0.1595810569421351,0.25484039162695343
3.280182,0.0913682434596562,0.0005913912612607079,0.15508248549312226,0.24704212021403915
3.282484,0.08827770000942403,0.0005855407294098187,0.1506741097434773,0.23953735048231115
3.284785,0.0851700925079601,0.000597241793111597,0.14646075172219536,0.23222808602326706
3.287087,0.0824534955518639,0.0006221065534778758,0.14250822991259884,0.22558383201794066
3.289388,0.07983099464970286,0.000653309390015951,0.1382197900658971,0.21870409410561592
3.29169,0.07756391355748334,0.000692312935688545,0.13457539626711412,0.212831622760286
3.293992,0.07541481819092337,0.0007420424564211027,0.1306823548646683,0.2068392155120128
3.296293,0.0735567867839452,0.0008078609397436051,0.12697701802577188,0.2013416657494607
3.298595,0.07215509686133634,0.000898056639111479,0.1233813786590796,0.1964345321595274
3.300897,0.07101131788448753,0.00102286798526378,0.1198686218269416,0.19190280769669288
3.3031980000000005,0.0705959301230744,0.0011910707759768418,0.11648067634095592,0.18826767724000715
3.3055,0.07075876992625747,0.0014129034419897212,0.11352030722440598,0.1856919805926532
3.307801,0.0716924173007952,0.0016976293253996575,0.11016307703063748,0.18355312365683235
3.310103,0.0739780250772092,0.0020442733375648373,0.10728022746111186,0.1833025258758859
3.3124050000000005,0.07797686359729193,0.0024411344147834825,0.10456021769476934,0.18497821570684475
3.314706,0.08428129921094585,0.002876511493353814,0.10245402622844924,0.1896118369327489
3.317008,0.09201423968485853,0.0033387035095740546,0.10011625120969814,0.19546919440413071
3.31931,0.09992903419046968,0.003816009399742424,0.09852198128033084,0.20226702487054296
3.321611,0.10621055522104098,0.004295753011515332,0.09721975039918712,0.20772605863174345
3.323913,0.1092664830244887,0.0047603827493401096,0.0962470994789768,0.2102739652528056
3.326214,0.10601846275860344,0.005191371929022274,0.09606719562456197,0.2072770303121877
3.3285160000000005,0.09683556547431207,0.005568243689083713,0.0961149749680109,0.19851878413140667
3.330818,0.08338811801504344,0.005869546079404503,0.09735918807496664,0.1866168521694146
3.3331190000000004,0.06907089148727596,0.006072852061222899,0.09861217697969872,0.1737559205281976
3.335421,0.057346913202415084,0.00617328619132983,0.09990514451874524,0.16342534391249014
3.3377230000000004,0.04960275920912153,0.006178161634538903,0.1011776351963136,0.15695855603997402
3.340024,0.04502764330172624,0.006099179454551901,0.10242233584759028,0.15354915860386842
3.3423260000000004,0.041902971749030564,0.005982168817534118,0.10303712923625452,0.1509222698028192
3.344627,0.040042990164768734,0.0058812471431062795,0.103108310707107,0.149032548014982
3.3469290000000003,0.038501375022059435,0.00583785569854552,0.10245646395005377,0.14679569467065876
3.349231,0.03718305517832576,0.005863695547553614,0.10070764247095887,0.14375439319683822
3.351532,0.036276710285758865,0.0059641296776605434,0.09857561115563067,0.14081645111905006
3.3538339999999995,0.03539571769787914,0.006142570899112661,0.09631486813958294,0.13785315673657472
3.356135,0.034767273068229465,0.006395606401663615,0.09416138487413483,0.13532426434402792
3.3584370000000003,0.03391065769639511,0.006720798463708868,0.09272556684906247,0.13335702300916644
3.360739,0.03322175757095292,0.007116196907964792,0.09216732860162348,0.1325052830805412
3.3630400000000003,0.0326162275243859,0.007578876468505937,0.09262415763031373,0.13281926162320554
3.365342,0.032091142290768614,0.008104449246444144,0.09393711448651744,0.13413270602373015
3.3676440000000003,0.031375914771997415,0.00867487610190583,0.09574687900572576,0.13579766987962902
3.3699449999999995,0.030879107108992738,0.009269680173412892,0.09767511679491467,0.13782390407732031
3.372247,0.030257000555514862,0.009843519839120931,0.0995107211631311,0.13961124155776689
3.3745480000000003,0.029733377954860286,0.010311074842871156,0.10114887008138006,0.14119332287911152
3.37685,0.029155150390264083,0.0105831245739375,0.10168565637869914,0.1414239313429007
3.3791519999999995,0.028522317861726237,0.01056898578863118,0.1020244996817298,0.1411158033320872
3.381453,0.028064026200073262,0.010176025065979795,0.10095336480869617,0.13919341607474925
3.3837550000000003,0.027637912463600173,0.009346224631795358,0.0996935502834714,0.13667768737886693
3.386057,0.027246901918232414,0.008212196541364684,0.0979027999927784,0.1333618984523755
3.388358,0.0266418594159863,0.006970908700334378,0.09600186468556036,0.12961463280188104
3.39066,0.026162115804213397,0.0058037275960820004,0.09395905398095826,0.12592489738125365
3.392961,0.025788656854398302,0.004858379157842502,0.09242085164849533,0.12306788766073612
3.395263,0.025548785048511848,0.004274301061395405,0.09114299798339696,0.1209660840933042
3.397565,0.025133397287098718,0.0041026854604359906,0.09069445720816212,0.11993053995569684
3.3998660000000003,0.02495885642021386,0.004297703188798961,0.09062620100323507,0.11988276061224792
3.402168,0.024676568258408464,0.004802799105259055,0.09010891647875233,0.11958828384241985
3.40447,0.024199749912561,0.005518026624030249,0.0901669342529403,0.11988471078953156
3.406771,0.023951589853219126,0.006321499664885687,0.08986270659669406,0.12013579611479888
3.409073,0.023681977843757314,0.007077680906613104,0.0886243440215892,0.1193840027719596
3.411374,0.023402127403556454,0.007612029482327644,0.08717048685664326,0.11818464374252735
3.413676,0.022796109812668518,0.007742691360330834,0.0852510248652307,0.11578982603823006
3.415978,0.02269957603712885,0.007441388970010044,0.08222191199943288,0.11236287700657176
3.418279,0.022291988984850245,0.006930930066019969,0.07992362807067528,0.10914654712154548
3.420581,0.022015063810574827,0.0064502113656052466,0.07759950429290957,0.10606477946908964
3.422883,0.021714248964574943,0.006124531759239086,0.07567272913668342,0.10351150986049744
3.425184,0.021515818425965626,0.005989969526668637,0.0740297047752254,0.10153549272785968
3.427486,0.021309587178221782,0.006050912566782065,0.07288885106430201,0.10024935080930586
3.429787,0.02129349821563184,0.006145983709359014,0.07223944202885332,0.09967892395384416
3.432089,0.020972206508153846,0.0060533502883866035,0.07117952067520059,0.09820507747174104
3.434391,0.02090833820211497,0.005653563945242511,0.07002111536872453,0.09658301751608203
3.436692,0.021015110408393697,0.0050792367352135645,0.06938925792882851,0.09548360507243578
3.438994,0.021227192187988426,0.004497596360371006,0.06780425134155847,0.0935290398899179
3.441296,0.02145633801881492,0.0039812869245300425,0.06684915201690084,0.0922867769602458
3.443597,0.021599676049161697,0.003491304882018078,0.06553570761637623,0.090626688547556
3.445899,0.021685483849641408,0.002990596864446152,0.06379273666913217,0.08846881738321974
3.4482,0.021417822017463232,0.002502564999217818,0.06273671567004667,0.08665710268672773
3.450502,0.02066797885190761,0.002086202149162876,0.06144374813100019,0.08419792913207066
3.452804,0.019884982672530284,0.0017829495815584575,0.060020606258271415,0.08168853851236015
3.455105,0.01921460923128257,0.0015742806122100788,0.05912791260668991,0.07991680245018258
3.457407,0.018865527497512854,0.001424604505691499,0.057819831193695284,0.07810996319689964
3.459709,0.018423812342770726,0.0013085689573155315,0.05717529760145568,0.07690767890154193
3.46201,0.018373595277717262,0.0012178857136267505,0.05611196343755658,0.07570344442890059
3.464312,0.018134698560472617,0.001145241609811544,0.05555762554468483,0.07483756571496901
3.466613,0.01797624665617771,0.001088198924265375,0.054452362569187694,0.07351680814963077
3.468915,0.01786362391804809,0.0010472452013091515,0.05395848017210848,0.07286934929146571
3.471217,0.017742225382142145,0.0010209178079801503,0.05349141271267917,0.07225455590280147
3.473518,0.017654954948699716,0.000999953402181131,0.05292439866746383,0.07157930701834468
3.47582,0.017486264613665745,0.0009716758315685002,0.05295267623807645,0.0714106166833107
3.478122,0.017257606327160162,0.0009307221086122763,0.0529360997311656,0.07112442816693804
3.4804230000000005,0.01710012951150706,0.0008922061072605898,0.05293707481980742,0.07092941043857506
3.482725,0.017162047640262305,0.0008731918787452001,0.052934149553881975,0.07096938907288948
3.4850260000000004,0.016874396490926927,0.0008819676765215338,0.05291221005944114,0.0706685742268896
3.487328,0.016806627830320796,0.0009165833233059613,0.05329298217406984,0.0710161933276966
3.4896300000000005,0.01684465628735157,0.000976063730456667,0.053861946396568806,0.07168266641437704
3.491931,0.01659308341776334,0.0010925868231535418,0.05430658681723639,0.07199225705815326
3.4942330000000004,0.016423417994087558,0.0013144194891664207,0.05497549762552136,0.07271333510877534
3.496535,0.016303482091144333,0.0016912912492278614,0.05546742984531697,0.07346220318568916
3.4988360000000003,0.016433168880505705,0.0022695188138240683,0.056158767692363686,0.07486145538669346
3.501138,0.016345898447063276,0.003092981171836711,0.0568486429064477,0.07628752252534768
3.503439,0.016204023049679214,0.004131938119690436,0.057583372198055184,0.07791933336742482
3.5057410000000004,0.016056297120444263,0.005218674410993089,0.05844632564606134,0.07972129717749869
3.508043,0.015913446634418387,0.006172311102688014,0.05908500870645007,0.08117076644355647
3.5103440000000004,0.01575987017333255,0.006819769960853076,0.0607880010193797,0.08336764115356532
3.512646,0.015625795485083006,0.006995285916379749,0.06252073353588469,0.08514181493734745
3.5149470000000003,0.015686250980875532,0.006587211319780235,0.06487849787179299,0.08715196017244878
3.517249,0.015536574874356947,0.005832492711015538,0.06818941135507535,0.08955847894044783
3.5195510000000003,0.01542882757943641,0.005106539217184381,0.07278354149098601,0.0933189082876068
3.5218519999999995,0.015434190566966387,0.004662873885158622,0.07741765026121111,0.09751471471333613
3.524154,0.015474169201280797,0.004415201370137651,0.08260755955727066,0.1024969301286891
3.526456,0.015452229706839963,0.004223596452021032,0.08802905240576123,0.1077048785646222
3.528757,0.015336194158463996,0.004006151684896321,0.0918084959814356,0.11115084182479593
3.5310589999999995,0.015548763482379638,0.0037594542585171623,0.09517255179569684,0.11448076953659365
3.53336,0.01528938990365688,0.003485454350167189,0.09573469039770308,0.11450953465152715
3.5356620000000003,0.015240147927245231,0.0031987782894736232,0.09404534932575888,0.11248427554247772
3.537964,0.0153430197789567,0.00292282820384002,0.09039169218487862,0.10865754016767534
3.540265,0.015630183383971173,0.0026771058661026765,0.08514376511463109,0.10345105436470496
3.542567,0.0157764466802434,0.0024586860103361498,0.08053208338316774,0.09876721607374728
3.5448690000000003,0.01600169215650263,0.0022602554717268282,0.07549038756066405,0.0937523351888935
3.5471699999999995,0.016277642242136237,0.0020779138957074503,0.07171923223844509,0.09007478837628878
3.549472,0.01648338594555917,0.0019175118141289066,0.06803242208374315,0.08643331984343122
3.5517730000000003,0.016265453634113552,0.0017834371258793644,0.06452210297320969,0.0825709937332026
3.554075,0.015845677973812256,0.0016732521093542865,0.061310648531392474,0.07882957861455901
3.556377,0.015093884630973003,0.0015762307894937086,0.05828153566559462,0.07495165108606135
3.558678,0.014474703343420572,0.0014831098242003905,0.055464504579391526,0.07142231774701249
3.5609800000000003,0.01398082094634135,0.001392426580511609,0.05280738803044605,0.068180635557299
3.563282,0.013641490098989784,0.0013075938686737168,0.04995037830992853,0.06489946227759202
3.565583,0.013509365588023868,0.0012300743216494359,0.04760285240475927,0.06234229231443258
3.567885,0.013184661070299523,0.0011574302178342295,0.04492233372841024,0.059264425016544005
3.570186,0.013106653978954335,0.0010872238356235604,0.04258017081077097,0.056774048625348864
3.572488,0.013056436913900871,0.0010199427193383355,0.040021050670327886,0.054097430303567104
3.57479,0.012876045515165123,0.0009570495019412774,0.03786366705031252,0.051696762067418925
3.577091,0.012844842678627049,0.0009029320823205533,0.03589642571545106,0.04964420047639866
3.579393,0.012898960098247772,0.0008590530934388848,0.03395648686256041,0.04771450005424707
3.581695,0.012691753761862115,0.0008273627125799022,0.03188198577709931,0.04540110225154133
3.583996,0.012465533196961072,0.0008083484840645124,0.029893292492117925,0.04316717417314351
3.586298,0.012341696939450584,0.0007903093441909378,0.028187862457583743,0.04131986874122527
3.588599,0.012372412231667752,0.0007586189633319551,0.026299603302709286,0.039430634497708984
3.590901,0.012402152435243105,0.0007064517209948606,0.02495836887589296,0.038066973032130934
3.593203,0.012254426506008156,0.0006425834149559876,0.023414803555900046,0.036311813476864185
3.595504,0.012083298449369648,0.0005772524759543924,0.02210477196562179,0.03476532289094583
3.597806,0.01201309206715898,0.0005128966255946122,0.02082253040163526,0.03334851909438885
3.600108,0.012040394549129795,0.00044464042066757266,0.019410114503966448,0.03189514947376382
3.602409,0.012006753990987185,0.00036955859524782903,0.018453065002025173,0.03082937758826018
3.604711,0.01187316684705855,0.0002954518584699002,0.017519905171808358,0.029688523877336805
3.607012,0.011720565474614524,0.00023645899564010166,0.016584795164307914,0.028541819634562537
