Wavelength,CO_NH3_10K,H2O_40K,H2O_CH3OH_CO_NH3_120K_NASA,all
3.130576,0.006943677111760902,0.2892329525527797,0.468504617384259,0.7646812470487996
3.132878,0.006235271172882065,0.2850020005807312,0.465421702681282,0.7566589744348953
3.13518,0.005558838421653611,0.2798767985165859,0.4623812523681532,0.7478168893063927
3.137481,0.0049188750875888785,0.2755958884388336,0.459347796189823,0.7398625597162454
3.139783,0.004318878238087128,0.27055311724909953,0.4563333240916601,0.7312053195788468
3.142085,0.0037638436837187303,0.2657141751306365,0.4522637368010346,0.7217417556153899
3.144386,0.003259766397168133,0.2612344317921835,0.4491113803311295,0.7136055785204811
3.146688,0.0028111426079486727,0.25606426743290484,0.44607492666645704,0.7049503367073104
3.148989,0.0024154744107751608,0.2518133322185748,0.4425313982288917,0.6967602048582415
3.151291,0.002071263062476488,0.24665365906149395,0.4392026896458524,0.6879276117698229
3.153593,0.0017735127524822797,0.24160739080436056,0.4351870571093869,0.6785679606662298
3.155894,0.0015187264133932755,0.2368528778845369,0.4321296210403188,0.6705012253382491
3.158196,0.0013004094914679926,0.2316367520680109,0.4281819315276104,0.6611190930870893
3.160498,0.0011160640814212427,0.22690472029575395,0.4240903626704752,0.6521111470476504
3.162799,0.0009611939537396915,0.22209575304071327,0.4207396725209264,0.6437966195153794
3.165101,0.0008333012031381527,0.2171354127253903,0.4164922343739955,0.634460948302524
3.167402,0.0007263908569321787,0.2116869817173419,0.413187006100637,0.6256003786749111
3.1697040000000003,0.0006349675234943598,0.20710832132959545,0.409030991287144,0.6167742801402338
3.172006,0.0005545349733113605,0.20223540769925394,0.4047280996428821,0.6075180423154474
3.174307,0.00048559278744021847,0.1971696557808961,0.4009202928261441,0.5985755413944804
3.176609,0.00042814096588093337,0.1919860027330775,0.396253706172359,0.5886678498713174
3.1789110000000003,0.00038118034651943083,0.18735088968588576,0.3924124274247995,0.5801444974572048
3.181212,0.0003417134430134871,0.18247697689343026,0.3881085366184235,0.5709272269548672
3.183514,0.00030624318796384153,0.17733778655968793,0.3840009811674632,0.561645010915115
3.1858150000000003,0.00027427000031345674,0.1723499692862279,0.3794448019272833,0.5520690412138247
3.188117,0.00024629346111937003,0.167337172959916,0.3749645590077731,0.5425480254288084
3.190419,0.00022181398932454423,0.1629163801861933,0.3710793171271944,0.5342175113027122
3.19272,0.00019983242281490472,0.15845362260367946,0.3661934143893699,0.5248468694158642
3.1950220000000003,0.00017885001841933974,0.15313358392728962,0.36143940105060335,0.5147518349963123
3.197323,0.0001568684519097002,0.14887415583498995,0.3566249384039352,0.5056559626908349
3.199625,0.00013538646645709794,0.1435671062660831,0.3518499426607731,0.4955524353933133
3.201927,0.00011390448100449567,0.1395180017987961,0.3472008413439844,0.4868327476237849
3.204228,9.39212387230052e-05,0.13491985774982512,0.34258970818753043,0.4776034871760786
3.20653,7.643590172670106e-05,0.13046459388316686,0.3379271181822017,0.4684681479670952
3.208832,6.194805107262047e-05,0.12598535012577075,0.3324137416367384,0.4584610398135818
3.211133,4.945852464668891e-05,0.12147213485649612,0.32802242414538085,0.4495440175265237
3.213435,3.696899822075737e-05,0.11706033454180008,0.3225140434104881,0.4396113469505089
3.215736,2.3480309680751307e-05,0.11267701034735515,0.31749874917889104,0.4301992398359269
3.218038,1.1490364311857022e-05,0.1084330692678236,0.3130235020699512,0.42146806170208667
3.22034,2.9974863422235713e-06,0.1041801357292654,0.3073307759250116,0.4115139091406193
3.222641,3.497067399260833e-06,0.1006031353608786,0.30269566287781985,0.40330229530609774
3.224943,1.2489526425931545e-05,0.09635519763289076,0.2972147591010641,0.3935824462603808
3.227245,2.7976539194086665e-05,0.09216920795597557,0.29197115632640097,0.3841683408215706
3.229546,4.646103830446536e-05,0.08869911793379473,0.2871482008017633,0.3758937797738625
3.231848,6.194805107262047e-05,0.0849152910077945,0.2821049300309721,0.3670821690898393
3.234149,7.094051009929117e-05,0.08121739202360469,0.2767584135585593,0.3580467460922633
3.236451,7.793464489781283e-05,0.0777797747701313,0.2717181402741104,0.3495758496891395
3.238753,8.892542815263259e-05,0.07430568809949416,0.26662840846501473,0.34102302199266155
3.241054,0.0001044124409207877,0.07131419672995505,0.26089221876811297,0.3323108279389888
3.2433560000000003,0.00012089861580301736,0.06765526506821412,0.2561177226060078,0.3238938862900249
3.245658,0.00013238898011487437,0.06497201521086701,0.25095355321941365,0.31605795741039555
3.247959,0.00013938311491339605,0.06178668639119742,0.245716444998492,0.30764251450460284
3.250261,0.00014337976336969415,0.058898108719407975,0.24103487091299586,0.3000763593957735
3.252562,0.00014687683076895495,0.056191378552380086,0.23540908862969925,0.2917473440128483
3.254864,0.0001513730602822903,0.05368847745662342,0.23014200554535535,0.2839818560622611
3.257166,0.00015836719508081202,0.051195068400950436,0.2256497726804763,0.27700320827650754
3.259467,0.00016735965410748268,0.04868217568405302,0.22033572897677092,0.26918526431493145
3.261769,0.00017685169419119067,0.04621474484334598,0.21514108514569755,0.26153268168323474
3.264071,0.00018334624793267507,0.04382824613387897,0.21041854541352428,0.2544301377953359
3.266372,0.0001873428963889732,0.04187138713346402,0.2056170718743392,0.24767580190419214
3.2686740000000003,0.0001918391259023085,0.040045418369992834,0.20065723114007325,0.2408944886359684
3.270975,0.00019933284175786744,0.03788273197407852,0.1956769075824688,0.2337589723983052
3.273277,0.0002088248818415754,0.036250600660737785,0.19069608444380728,0.22715550998638664
3.275579,0.00021931608403935796,0.034477087908255516,0.1865735415611358,0.22126994555343066
3.27788,0.00022830854306602865,0.0328439574328007,0.18186698842278776,0.21493925439865447
3.280182,0.0002353026778645503,0.031109911583824368,0.17710797927345082,0.20845319353513972
3.282484,0.00023879974526381118,0.029841475280006764,0.17248485617162798,0.20256513119689856
3.284785,0.0002402984884349229,0.028177870360072674,0.1683198488991083,0.1967380177476159
3.287087,0.00024229681266307198,0.027062305859708476,0.16366924883914846,0.19097385151152
3.289388,0.00024779220429048187,0.025877299592416088,0.1599428737347075,0.18606796553141408
3.29169,0.0002562850822601153,0.024731760228629645,0.1559582152237783,0.18094626053466809
3.293992,0.0002647779602297488,0.023566237622561718,0.15150245177606295,0.17533346735885444
3.296293,0.0002717720950282704,0.0224196990966612,0.14793943967727322,0.17063091086896268
3.298595,0.0002757687434845685,0.02128964674564291,0.14398925225927958,0.16555466774840705
3.300897,0.0002782666487697548,0.02017158433999352,0.14040475817503725,0.1608546091638005
3.3031980000000005,0.0002802649729979039,0.01951213734470433,0.13681027246965413,0.15660267478735634
3.3055,0.0002837620403971647,0.01837658960205864,0.13329971638185328,0.1519600680243091
3.307801,0.0002917553373097609,0.017627218016502744,0.1297332072156643,0.14765218056947682
3.310103,0.0003012473773934689,0.016608572241203767,0.12699350469887194,0.14390332431746916
3.3124050000000005,0.00030174695845050617,0.016096002076683536,0.12353590420311708,0.1399336532382511
3.314706,0.00028625994568235103,0.01543155927082398,0.12123633259757455,0.13695415181408088
3.317008,0.00026228005494456245,0.014706167576005876,0.11854109279485853,0.13350954042580895
3.31931,0.000244295136891221,0.014027736500549276,0.11662619860323467,0.13089823024067518
3.321611,0.00024229681266307198,0.01353764748359572,0.11478724073228053,0.1285671850285393
3.323913,0.00025128927168974267,0.0126109246227916,0.11341838863599844,0.1262806025304798
3.326214,0.00026178047388752517,0.012174790359998069,0.11215644688592233,0.12459301771980792
3.3285160000000005,0.0002697737708001214,0.011705184166383043,0.11204703863443116,0.12402199657161432
3.330818,0.0002772674866556802,0.01107121580500276,0.11138958996337013,0.12273807325502856
3.3331190000000004,0.00028725910779642554,0.010775963400293735,0.11221539745065273,0.12327861995874287
3.335421,0.00029824989105124526,0.010088539865810466,0.112943287050756,0.12333007680761772
3.3377230000000004,0.00030524402584976697,0.009647409792446564,0.11418524555855065,0.12413789937684695
3.340024,0.00030524402584976697,0.009349159901395315,0.11481521727147463,0.1244696211987197
3.3423260000000004,0.00030174695845050617,0.008920019773400309,0.11565851009575352,0.12488027682760434
3.344627,0.00030024821527939433,0.008552827696477921,0.11575243133447652,0.12460550724623384
3.3469290000000003,0.0003037452826786552,0.008049249990984362,0.1150295375449436,0.12338253281860663
3.349231,0.00030974025536310227,0.0077185273312256955,0.11369215905525484,0.12172042664184365
3.351532,0.0003142364848764377,0.007460243924737432,0.11171431765044433,0.1194887980600582
3.3538339999999995,0.0003152356469905122,0.0070331021209705715,0.10945820959686406,0.11680654736482515
3.356135,0.00031573522804754947,0.0065794825211807385,0.10686138726238438,0.11375660501161268
3.3584370000000003,0.00031773355227569854,0.00658847498020741,0.10497047296149832,0.11187668149398143
3.360739,0.000320731038617922,0.0059959718465612145,0.10339029807808947,0.10970700096326863
3.3630400000000003,0.0003227293628460711,0.0057931419374040866,0.10268039339603953,0.10879626469628967
3.365342,0.0003232289439031084,0.005497389951638029,0.10286024257657296,0.10868086147211407
3.3676440000000003,0.0003237285249601457,0.005214627073354939,0.10404824633020757,0.10958660192852264
3.3699449999999995,0.000326226430245332,0.005051763648760792,0.10533766503842074,0.11071565511742686
3.372247,0.00033122224081570456,0.004573164996119095,0.1071596371534356,0.1120640243903704
3.3745480000000003,0.0003352188892720027,0.004510217782932399,0.10917694546175208,0.11402238213395648
3.37685,0.00033471930821496536,0.0043503518446804754,0.11047235914264973,0.11515743029554515
3.3791519999999995,0.0003322214029297791,0.004007639239552914,0.1113531205462064,0.11569298118868908
3.381453,0.00033172182187274184,0.003856765760327661,0.11176127826980584,0.11594976585200625
3.3837550000000003,0.00033771679455718893,0.0034855770349489753,0.11114829231282113,0.11497158614232728
3.386057,0.00034670925358385964,0.003510056506743801,0.11067019324123648,0.11452695900156415
3.388358,0.0003537033883823813,0.0032777513152214745,0.10948418781183,0.11311564251543385
3.39066,0.0003557017126105304,0.0029919909505961607,0.10767670354746918,0.11102439621067588
3.392961,0.0003577000368386795,0.003019967489790248,0.10615697797196184,0.10953464549859077
3.395263,0.0003626958474090521,0.002810643026891635,0.10440194971858993,0.10757528859289063
3.397565,0.00037218788749276006,0.002592825686023389,0.1032004572764153,0.10616547084993146
3.3998660000000003,0.0003791820222912817,0.00266376619612268,0.10142244829441972,0.10446539651283368
3.402168,0.00038018118440535627,0.002522884338038172,0.10058265253754006,0.1034857180599836
3.40447,0.0003756849548920209,0.00250689774421298,0.09935018606982916,0.10223276876893417
3.406771,0.00036968998220757366,0.0024119773433759,0.09807525521227006,0.10085692253785354
3.409073,0.0003666924958653501,0.001967350202612737,0.09685627743309913,0.09919032013157722
3.411374,0.0003666924958653501,0.0019968254849779352,0.09523363815984212,0.0975971561406854
3.413676,0.000370189563264611,0.0020013217144912708,0.09271774795660244,0.09508925923435832
3.415978,0.00037668411700609536,0.0020482823338527733,0.09024332298109693,0.09266828943195578
3.418279,0.000383678251804617,0.001476262023545109,0.08779537580161431,0.08965531607696403
3.420581,0.0003886740623749897,0.00149424694159845,0.08541287374060362,0.08729579474457706
3.422883,0.000391171967660176,0.00149424694159845,0.08341804657985381,0.08530346548911244
3.425184,0.0003926707108312878,0.0014937473605414126,0.08118242134961208,0.08306883942098478
3.427486,0.00039516861611647413,0.0014937473605414126,0.07997992974532339,0.08186884572198128
3.429787,0.00039816610245869765,0.0014932477794843755,0.07875795447981025,0.08064936836175332
3.432089,0.0004016631698579585,0.0014872528067999286,0.07757794402308822,0.0794668599997461
3.434391,0.00040416107514314485,0.0014842553204577052,0.07637994864831289,0.07826836504391374
3.436692,0.00040715856148536837,0.0010161478700137904,0.07504906471236561,0.07647237114386476
3.438994,0.0004106556288846292,0.001000161276188598,0.07344740784350416,0.0748582247485774
3.441296,0.00041465227734092735,0.0009986625330174863,0.0712557457462817,0.07266906055664013
3.443597,0.00041715018262611353,0.0009986625330174863,0.0696161207170854,0.071031933432729
3.445899,0.00041615102051203914,0.0009986625330174863,0.06769673029594822,0.06911154384947776
3.4482,0.00041315353416981546,0.0009986625330174863,0.06610806253456973,0.06751987860175705
3.450502,0.000410156047827592,0.0009986625330174863,0.06489907637653956,0.06630789495738464
3.452804,0.00040865730465648015,0.0009986625330174863,0.06314254937999655,0.06454986921767053
3.455105,0.0004091568857135174,0.0009986625330174863,0.062027484460689376,0.06343530387942037
3.457407,0.00041265395311277823,0.0009986625330174863,0.06088194509690295,0.062293261583033215
3.459709,0.00041715018262611353,0.0009986625330174863,0.059785364676706164,0.06120117739234976
3.46201,0.0004196480879112999,0.0009986625330174863,0.05865631148780194,0.06007462210873073
3.464312,0.00041715018262611353,0.0010006608572456354,0.05753425243369625,0.058952063473568
3.466613,0.0004111552099416665,0.0010141495457856415,0.056393708880480176,0.057819013636207485
3.468915,0.00040565981831425647,0.0006939180882247568,0.05574275476316063,0.05684233266969965
3.471217,0.00040615939937129386,0.0005025785433794853,0.05473260186583129,0.05564133980858207
3.473518,0.00040865730465648015,0.0005385483794861682,0.05414059831324213,0.055087803997384784
3.47582,0.00040715856148536837,0.0006489557930914031,0.053495139587549985,0.054551253942126766
3.478122,0.00039916526457277216,0.0004970831517520755,0.05313544122648317,0.054031689642808016
3.4804230000000005,0.0003891736434320269,0.0004995810570372618,0.05270630109848816,0.05359505579895744
3.482725,0.00038317867074757984,0.000500080638094299,0.05221171585202127,0.053094975160863145
3.4850260000000004,0.000383678251804617,0.000500080638094299,0.05202337379351821,0.05290713268341713
3.487328,0.0003881744813179524,0.0004995810570372618,0.05202187505034711,0.05290963058870232
3.4896300000000005,0.00039317029188832507,0.0004995810570372618,0.05203036792831674,0.05292311927724233
3.491931,0.0003956681971735113,0.0004995810570372618,0.05198890270058265,0.05288415195479342
3.4942330000000004,0.00039317029188832507,0.000500080638094299,0.0526438534663585,0.05353710439634112
3.496535,0.00038317867074757984,0.000500080638094299,0.05261387860293626,0.05349713791177815
3.4988360000000003,0.0003706891443216483,0.000500080638094299,0.0530674982027261,0.053938267985142035
3.501138,0.00036119710423794033,0.0004995810570372618,0.053988226090845776,0.054849004252120984
3.503439,0.0003572004557816422,0.0004995810570372618,0.054566241373837886,0.055423022886656785
3.5057410000000004,0.00035620129366756764,0.000500080638094299,0.055639841065410964,0.056496122997172826
3.508043,0.0003532038073253441,0.000500080638094299,0.056715938662269226,0.05756922310768886
3.5103440000000004,0.00034870757781200876,0.000500080638094299,0.0585484019794819,0.059397190195388215
3.512646,0.0003457100914697852,0.0004965835706950382,0.060667125242376926,0.061509418904541736
3.5149470000000003,0.0003477084156979342,0.00047859865264169676,0.06412272741390368,0.0649490344822433
3.517249,0.00035270422626830684,0.0008687714581877982,0.06827524515999739,0.06949672084445349
3.5195510000000003,0.0003581996178957167,0.0010051570867589707,0.0733045276611915,0.07466788436584619
3.5218519999999995,0.0003616966852949776,0.0007608619498677497,0.07912614571884671,0.08024870435400944
3.524154,0.0003641945905801639,0.0007578644635255261,0.0843237870362624,0.08544584609036808
3.526456,0.0003661929148083129,0.0009911688171619275,0.0891117718869075,0.09046913361887772
3.528757,0.0003661929148083129,0.000999661695131561,0.09278369265613136,0.09414954726607123
3.5310589999999995,0.0003641945905801639,0.0009986625330174863,0.09459367482577738,0.09595653194937503
3.53336,0.00035919878000979127,0.0009986625330174863,0.0948769372851175,0.09623479859814477
3.5356620000000003,0.00035170506415423234,0.0009986625330174863,0.09271125340286096,0.09406162100003268
3.537964,0.0003457100914697852,0.0009986625330174863,0.08843134248722274,0.08977571511171002
3.540265,0.0003437117672416361,0.0009986625330174863,0.08358590581501835,0.08492828011527746
3.542567,0.00034221302407052434,0.0009986625330174863,0.0787089955362206,0.0800498710933086
3.5448690000000003,0.0003387159566712635,0.0009986625330174863,0.07373416737024355,0.0750715458599323
3.5471699999999995,0.00033122224081570456,0.0009986625330174863,0.06993335468830406,0.07126323946213725
3.549472,0.000320731038617922,0.0009986625330174863,0.06622496450191645,0.06754435807355186
3.5517730000000003,0.00031023983642013966,0.0009986625330174863,0.06306261641087059,0.06437151878030821
3.554075,0.0003047444447927297,0.0009986625330174863,0.060274454531545625,0.06157786150935585
3.556377,0.00030974025536310227,0.0009986625330174863,0.0578285056762912,0.05913690846467179
3.558678,0.00033122224081570456,0.000999661695131561,0.05510478975332405,0.05643567368927131
3.5609800000000003,0.0003552021315534932,0.0009906692361048902,0.05268381995092148,0.05402969131857986
3.563282,0.00036119710423794033,0.0009112358480359656,0.05056509668802645,0.05183752964030036
3.565583,0.0003457100914697852,0.0008502869590774196,0.048005742932824565,0.04920173998337176
3.567885,0.00035220464521126956,0.0010041579246448963,0.045953463950515486,0.047309826520371655
3.570186,0.00043213761433723145,0.0009986625330174863,0.04392866192634347,0.04535946207369818
3.572488,0.0005695224050224784,0.0009981629519604492,0.041319849646494884,0.04288753500347782
3.57479,0.0006599465763462228,0.0009986625330174863,0.039337012431114,0.040995621540477714
3.577091,0.0006049926600721241,0.0009981629519604492,0.037331694068166416,0.038934849680199
3.579393,0.00044013091124982766,0.0009981629519604492,0.035301396652366986,0.03673969051557727
3.581695,0.0002857603646253137,0.0010041579246448963,0.03379116311694335,0.03508108140621356
3.583996,0.0002358022589215876,0.0007743506384077557,0.03191523624776843,0.032925389145097766
3.586298,0.00026128089283048795,0.00048309488215503223,0.030012332001513507,0.030756707776499026
3.588599,0.0002972507289371708,0.0004975827328091129,0.028467627373154288,0.029262460834900576
3.590901,0.00030574360690680425,0.000500080638094299,0.026836495221927627,0.02764231946692873
3.593203,0.00030074779633643166,0.000500080638094299,0.02533675288870177,0.026137581323132503
3.595504,0.00029974863422235705,0.0004995810570372618,0.024112279717903442,0.02491160940916306
3.597806,0.00030774193113495326,0.0004995810570372618,0.022862327913196208,0.023669650901368425
3.600108,0.00031473606593347496,0.000500080638094299,0.021353593120943683,0.022168409824971456
