Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,CH3OH,HNCO_NH3,all
2.980971,0.7631290140674324,0.15006497410923364,0.003298332540948902,0.9164923207176148
2.983273,0.7709636606720998,0.1528226990786451,0.003226093420126838,0.9270124531708716
2.985574,0.7743860454304746,0.15575652210284466,0.0031637211060512017,0.9333062886393704
2.987876,0.7828775034428337,0.1586555179351502,0.0030907772133186772,0.9446237985913024
2.990177,0.7913650372645565,0.16157560629212395,0.0029991568649589857,0.9559398004216396
2.992479,0.7963154037518032,0.16534037668348522,0.0028906219907482746,0.9645464024260368
2.994781,0.8038802622502493,0.16827567127917328,0.002783496660358481,0.9749394301897812
2.997082,0.8120489555828015,0.17197814514418888,0.002676723715923917,0.9867038244429144
2.999384,0.8176286641432879,0.17574733025001554,0.002569950771489353,0.995945945164793
3.001686,0.8252195204046974,0.17940173277974086,0.002463530213010019,1.0070847833974483
3.003987,0.8330006999119499,0.1825562915272124,0.002356757268575455,1.017913748707738
3.006289,0.8396575988020039,0.18629702625092853,0.002240117517394463,1.0281947425703268
3.0085900000000003,0.8471577081549568,0.19010741535843267,0.0022538605696484164,1.039518984083038
3.010892,0.8552076947207717,0.1939467453718769,0.002336318883172139,1.051490758975821
3.013194,0.8624076034900747,0.19778656590915064,0.002414548565233107,1.0626087179644583
3.015495,0.8715053489556875,0.2016788724961802,0.0024931306332493038,1.075677352085117
3.0177970000000003,0.8789107872095481,0.20472306338201576,0.0025720650872207303,1.0862059156787849
3.020098,0.8865183212811599,0.20875418821279185,0.002658399646251979,1.097930909140204
3.0224,0.8943073491696846,0.21195338462874733,0.0027366293283129467,1.108997363126745
3.024702,0.899528975334641,0.214950975750781,0.002814506624418685,1.1172944577098407
3.027003,0.9032790300111176,0.2176478757653353,0.002892031534569192,1.123818937311022
3.029305,0.9113486375301122,0.22127235634146147,0.0029699088306749306,1.1355909027022486
3.031607,0.918342526291028,0.22395257854581305,0.0030562433897061785,1.1453513482265472
3.0339080000000003,0.9220793368241079,0.2259264464356941,0.003134120685811916,1.1511399039456145
3.03621,0.9270252885968894,0.2287984634573776,0.003215169455514721,1.1590389215097816
3.038511,0.9320492336585596,0.2308562109221021,0.003331104434785253,1.1662365490154472
3.040813,0.9374003581145024,0.2328992426719418,0.0034607824663097407,1.173760383252754
3.043115,0.9405274475275224,0.2349265776592377,0.003590812883789457,1.1790448380705494
3.045416,0.9461812251862626,0.2366139796326947,0.003717671827672107,1.1865128766466293
3.047718,0.9486941787647568,0.23823614193682915,0.003846997473241364,1.1907773181748271
3.05002,0.9519929515180996,0.2397837446188805,0.00396821824184034,1.1957449143788204
3.052321,0.9547080009143448,0.24140100168472006,0.0040954295716782215,1.2002044321707432
3.054623,0.9584811102108076,0.24215444628682176,0.004224402831292248,1.2048599593289218
3.056924,0.9580783901467936,0.2429211350323199,0.0043533760909062755,1.20535290127002
3.059226,0.9610259478382192,0.24376826968585485,0.0044760064033261705,1.2092702239274002
3.061528,0.9628732605800908,0.24459872652918704,0.004593703312372853,1.212065690421651
3.063829,0.962018277545284,0.24536296265553764,0.0047050572742254005,1.212086297475047
3.066131,0.9643124574958244,0.2453153818440768,0.004813592148436112,1.2144414314883372
3.068433,0.9628742416277498,0.24541348660997545,0.004916488847363151,1.2132042170850883
3.070734,0.961748979962892,0.2461988152609943,0.00502678565135001,1.2129745808752364
3.073036,0.9606928821579932,0.24622481302395746,0.005127920420500901,1.2120456156024513
3.075337,0.9590775871874716,0.24620470154694815,0.00523856961044299,1.2105208583448628
3.077639,0.9569614673870374,0.24539043198998925,0.0053411139234147975,1.207693013300441
3.079941,0.9519492948972744,0.2454164297529524,0.005448239253804593,1.2028139639040316
3.082242,0.9503874670241678,0.2453487374644824,0.005552897882507779,1.2012891023711578
3.084544,0.945589162924064,0.2445957833862101,0.0056579088971661935,1.1958428552074405
3.086846,0.9414986847099194,0.2437633644475599,0.005755167420809559,1.1910172165782889
3.089147,0.9385285629223372,0.2430158061314121,0.005843616295572185,1.1873879853493214
3.0914490000000003,0.9327600026874956,0.24209460237962366,0.005928893696737744,1.1807834987638568
3.09375,0.9237068948903671,0.24085210551951705,0.0060219235889183535,1.1705809239988023
3.096052,0.922155858541509,0.2397655952371893,0.006112134393457127,1.1680335881721555
3.098354,0.9149868527734641,0.2389954728248848,0.006196354636756997,1.1601786802351055
3.100655,0.909582751743936,0.2373276918046075,0.0062872702132062315,1.1531977137617495
3.102957,0.9023210369721171,0.2362348047124964,0.006370785684595641,1.144926627369209
3.105259,0.8958632907568375,0.2341834340575553,0.006427167437432374,1.136473892251825
3.10756,0.8879702718164604,0.2326392650423103,0.006452539226208906,1.1270620760849797
3.109862,0.8811014666320653,0.2310538920253879,0.006477558629030205,1.1186329172864835
3.112163,0.873808848858988,0.22881759388672784,0.006494825540836456,1.1091212682865519
3.114465,0.8654277587082652,0.2264974161732244,0.006519140171747297,1.0984443150532368
3.116767,0.8582141152717363,0.22425277912946293,0.006542045258837221,1.0890089396600364
3.119068,0.8497928021669948,0.2218825679853512,0.00656741704761375,1.0782427871999598
3.12137,0.8426767729725352,0.2192062699716356,0.0065927888363902796,1.0684758317805612
3.123672,0.8343550362051811,0.21659766424639013,0.006593845994255968,1.0575465464458274
3.125973,0.8259209694808727,0.2138320908957068,0.006550502521762729,1.046303562898342
3.128275,0.8174609049936015,0.21097773273188508,0.006515616312195001,1.0349542540376817
3.130576,0.8085569164406387,0.20794923860859327,0.006475091927343597,1.0229812469765756
3.132878,0.80019103252863,0.20428061088781274,0.006434567542492196,1.0109062109589348
3.13518,0.7912041454484828,0.2015577131102953,0.00639756701719309,0.9991594255759711
3.137481,0.7830869571180272,0.1979523629635194,0.00635563308852077,0.9873949531700672
3.139783,0.7735438160152347,0.19436221905545772,0.006314403931758909,0.9742204390024514
3.142085,0.7662070510975031,0.19082554224481088,0.006279870108146409,0.9633124634504604
3.144386,0.7551270988369078,0.1873908943906986,0.006239698109250237,0.9487576913368568
3.146688,0.7476377810082038,0.1838679522472776,0.006203049969906361,0.9377087832253878
3.148989,0.7375432911210605,0.17973921317443226,0.006161468427189271,0.923443972722682
3.151291,0.7280109415425169,0.17653216837720492,0.0061202392704274074,0.9106633491901492
3.153593,0.7179846344676734,0.1723901851609633,0.006086410218725368,0.8964612298473621
3.155894,0.7094137115949365,0.16853613943263426,0.006046590605784425,0.8839964416333551
3.158196,0.6995610499557335,0.16430291878410686,0.006006770992843483,0.8698707397326839
3.160498,0.6893223460627194,0.16070247387562586,0.005969418081589147,0.8559942380199344
3.162799,0.6803320253157656,0.15655362332577133,0.005928188924827284,0.8428138375663643
3.165101,0.6705916936335169,0.1532264001903181,0.0058876645399758825,0.8297057583638109
3.167402,0.6600606375381246,0.14914426088127467,0.005856654575915679,0.8150615529953149
3.1697040000000003,0.6508392800674796,0.14563211026210246,0.005825996997810706,0.8022973873273928
3.172006,0.6409081346155578,0.14179081815334024,0.0058016823668998645,0.7885006351357979
3.174307,0.6303034999457416,0.1380775527640758,0.0057780725078994824,0.7741591252177169
3.176609,0.6199946511451099,0.13494997282722632,0.005754110262943871,0.7606987342352801
3.1789110000000003,0.6106295701924235,0.13145351897059793,0.005730148017988259,0.7478132371810097
3.181212,0.6014400967706954,0.12830239388993284,0.005706538158987877,0.7354490288196162
3.183514,0.5908624409115015,0.12476326446013848,0.005683280685942724,0.7213089860575828
3.1858150000000003,0.5809828004616764,0.12174065662280062,0.0056674233179573935,0.7083908804024345
3.188117,0.5718610193284186,0.11880634307477154,0.005643461073001782,0.6963108234761919
3.190419,0.5615320590507776,0.11583573076335996,0.00561949882804617,0.6829872886421837
3.19272,0.5512987509198879,0.11298873045698073,0.0055955365830905575,0.6698830179599592
3.1950220000000003,0.5416908606716021,0.11016772791356463,0.005571574338134947,0.6574301629233017
3.197323,0.5319083439400167,0.10724911112807936,0.005547612093179334,0.6447050671612754
3.199625,0.5222141214977403,0.10468710516663572,0.005523649848223722,0.6324248765125997
3.201927,0.5122677698071042,0.1022133934945009,0.005515192585298211,0.6199963558869033
3.204228,0.5026647847971133,0.09953169971866087,0.005550078794865942,0.60774656331064
3.20653,0.4929990127369473,0.09715314966944774,0.005587431706120277,0.5957395941125153
3.208832,0.4827308774141635,0.09513954934937766,0.0056184416701804815,0.5834888684337216
3.211133,0.4732863316010991,0.0929542656889849,0.0056579088971661935,0.5718985061872502
3.213435,0.4639227222199011,0.09008519181027844,0.005688566475271169,0.5596964805054507
3.215736,0.4538655121437994,0.0880088044400332,0.005719928825286601,0.5475942454091193
3.218038,0.444676529245901,0.08599716621528107,0.005756929350585707,0.5364306248117678
3.22034,0.4354527191561085,0.08397718908542758,0.005789348858466829,0.525219257100003
3.222641,0.4255294220854586,0.08231087963663876,0.005819301664661343,0.5136596033867588
3.224943,0.4163370055207537,0.08023253017107555,0.005860178435467977,0.5024297141272972
3.227245,0.4071053470496893,0.07823855080418518,0.00589013124166249,0.49123402909553704
3.229546,0.3981542682090952,0.07706374623254866,0.0059221983635883825,0.4811402128052322
3.231848,0.3886680278705237,0.07512568658222052,0.005959198888887489,0.4697529133416317
3.234149,0.3802315085270681,0.07324894241057907,0.005989856466992462,0.4594703074046397
3.236451,0.37103222462875024,0.07201625602706238,0.006027914150157257,0.4490763948059697
3.238753,0.362272940605488,0.07005023651845313,0.00605892411421746,0.4383821012381586
3.241054,0.35383494969054385,0.06880577756302858,0.006088876920411975,0.4287296041739844
3.2433560000000003,0.3453116076292678,0.06696386058328113,0.006137153796278428,0.4184126220088274
3.245658,0.3373018440174713,0.06579445177376904,0.006186135444055341,0.4092824312352957
3.247959,0.32844102156150395,0.0638509963613165,0.006233707548011334,0.39852572547083176
3.250261,0.3206441452917076,0.06262076259694724,0.006284803511519624,0.3895497114001745
3.252562,0.3130508364111509,0.061382680451306085,0.006330261299744239,0.3807637781622012
3.254864,0.3059274493592489,0.05951967094689045,0.006383119193028678,0.3718302394991681
3.257166,0.29775532235989005,0.05834535689908343,0.006428929367208523,0.362529608626182
3.259467,0.2911401179953431,0.057091087467069,0.00647332999756745,0.35470453545997954
3.261769,0.28363265078494776,0.05588096517970897,0.006528302206583266,0.34604191817124
3.264071,0.2770351052782626,0.05430589316320589,0.006572702836942194,0.33791370127841064
3.266372,0.2706445608276236,0.05341559241267552,0.006618513011122039,0.3306786662514211
3.2686740000000003,0.26429031514036705,0.05164480138820461,0.006670313746540786,0.3226054302751125
3.270975,0.257901732785046,0.050427811767231684,0.0067147143768997155,0.3150442589291773
3.273277,0.2519919016873104,0.04919512538371496,0.006768629428049843,0.3079556564990752
3.275579,0.24659417746756584,0.048004624049534664,0.006811620514587851,0.30141042203168833
3.27788,0.2411635881512453,0.04683619628768157,0.006807391883125097,0.2948071763220519
3.280182,0.2357732217889432,0.045615772999902174,0.006797877462333897,0.2881868722511792
3.282484,0.2308655308748625,0.04502174864238576,0.006791886901094993,0.28267916641834323
3.284785,0.2258420763370213,0.04375668768612248,0.006783782024124714,0.2763825460472685
3.287087,0.22117474209939236,0.042577958923850016,0.006768981814005072,0.2705216828372474
3.289388,0.216790440111381,0.04143798154410753,0.006763343638721399,0.2649917652942099
3.29169,0.21276961628102425,0.04081746889979848,0.006757705463437725,0.2603447906442605
3.293992,0.20852805672739547,0.0396034224218025,0.006742905253318082,0.2548743844025161
3.296293,0.20484667538704804,0.03873225210062236,0.006735505148258261,0.2503144326359287
3.298595,0.20147383353545195,0.037787012681188725,0.006727400271287981,0.24598824648792866
3.300897,0.19855570727379615,0.03715423694114234,0.0067189430083624685,0.242428887223301
3.3031980000000005,0.1955071016734952,0.036077537135404486,0.006706609499929435,0.2382912483088291
3.3055,0.1934856529721532,0.03552765992254247,0.006701323710600991,0.23571463660529665
3.307801,0.19186250962035972,0.03496846275692009,0.006694628377451628,0.2335256007547315
3.310103,0.190636690570456,0.034672676887735614,0.006679123395421528,0.2319884908536131
3.3124050000000005,0.18962964514850614,0.03451031350017332,0.006674189992048314,0.23081414864072775
3.314706,0.1891062562224368,0.034500012499753964,0.006662208869570507,0.23026847759176125
3.317008,0.18879918830517395,0.03506019071303533,0.0066537516066449975,0.2305131306248543
3.31931,0.18761751639992452,0.035579655448468764,0.006645999115629946,0.2298431709640233
3.321611,0.18535374892681286,0.03631396962122027,0.006638246624614896,0.22830596517264806
3.323913,0.1821614198444703,0.038428617850165984,0.006624151186405712,0.227214188881042
3.326214,0.17953417421370407,0.04072132622921778,0.0066192177830324975,0.2268747182259544
3.3285160000000005,0.17536619323449928,0.0434535439594956,0.006613227221793595,0.2254329644157885
3.330818,0.1702078446435475,0.047543041125981435,0.006597722239763494,0.22434860800929246
3.3331190000000004,0.16472722189661854,0.05174045353495582,0.006591379292569361,0.22305905472414372
3.335421,0.15995344398798955,0.0564740084895664,0.006586445889196147,0.22301389836675206
3.3377230000000004,0.15518751446063242,0.061745668085131135,0.006572702836942194,0.22350588538270572
3.340024,0.15168664588953856,0.06696337005945162,0.006564950345927143,0.2252149662949173
3.3423260000000004,0.1486262677173297,0.07253719233398429,0.006557197854912092,0.2277206579062261
3.344627,0.1457101035509919,0.07682338955609694,0.006548388206031353,0.22908188131312016
3.3469290000000003,0.14271104085746972,0.08056952004193746,0.006537464241419236,0.2298180251408264
3.349231,0.14036339380951468,0.08339101310918305,0.006532178452090792,0.2302865853707885
3.351532,0.13886042879594712,0.08568126886908738,0.00652442596107574,0.23106612362611026
3.3538339999999995,0.13750511145505706,0.0865911905727975,0.006510682908821786,0.2306069849366764
3.356135,0.13620424225924074,0.0872234757890144,0.006506454277359032,0.2299341723256142
3.3584370000000003,0.13514078659689924,0.0871798191681895,0.006492006453194618,0.2288126122182833
3.360739,0.13328366337843753,0.08713714359502359,0.006484958734090026,0.22690576570755114
3.3630400000000003,0.1312563283911416,0.08776746671592249,0.006480377716672043,0.2255041728237361
3.365342,0.1289209444389239,0.08964960664968838,0.00646733943632855,0.22503789052494086
3.3676440000000003,0.1276858054362597,0.09216550337115964,0.006459234559358268,0.2263105433667776
3.3699449999999995,0.12579974131185787,0.0958351121395992,0.006451834454298446,0.2280866879057555
3.372247,0.12417022115028105,0.09859381815666964,0.006443024805417707,0.2292070641123684
3.3745480000000003,0.12339274088053415,0.10141334912859727,0.006432453226760819,0.23123854323589224
3.37685,0.1225053832729807,0.10396750670876903,0.006427167437432374,0.2329000574191821
3.3791519999999995,0.12155671018674062,0.10547047172233656,0.00639827178910355,0.2334254536981807
3.381453,0.12034904051852807,0.10682529853939714,0.006379595333476381,0.2335539343914016
3.3837550000000003,0.11944402405311287,0.10744777327902416,0.006360214105938756,0.2332520114380758
3.386057,0.11894270869937072,0.10749584461431448,0.0063390709486249785,0.23277762426231016
3.388358,0.11835898534227365,0.1075022214240979,0.0063108800722066144,0.23217208683857815
3.39066,0.1177002118392641,0.1068483531593833,0.0062925560025346725,0.2308411210011821
3.392961,0.11721361220040673,0.10690231078062756,0.006272822389041817,0.2303887453700761
3.395263,0.11728620972717176,0.10622489737209727,0.006250974459817583,0.22976208155908664
3.397565,0.11714739148342515,0.10627394975504663,0.006224193127220135,0.2296455343656919
3.3998660000000003,0.11689918642570153,0.10622833103890376,0.006205869057548197,0.22933338652215346
3.402168,0.11618400268230025,0.10694645792528196,0.006185430672144881,0.2293158912797271
3.40447,0.11585486119271025,0.10689495292318517,0.006162877971010187,0.2289126920869056
3.406771,0.11534373536237814,0.10688955716106076,0.006138210954144117,0.22837150347758306
3.409073,0.1147394100044424,0.10687435092234646,0.006119534498516949,0.22773329542530585
3.411374,0.11428322284301362,0.10647114033450293,0.006098038955247944,0.2268524021327645
3.413676,0.11383095987222075,0.10582413940340124,0.006075133868158022,0.22573023314378
3.415978,0.11329726994573205,0.1051732142816636,0.006053285938933787,0.2245237701663294
3.418279,0.11224754895061632,0.1045772278288292,0.0060328475535304715,0.222857624332976
3.420581,0.11218819556724764,0.1033646529223217,0.006010294852395778,0.22156314334196514
3.422883,0.11168933283265292,0.10210596877584184,0.005988094537216314,0.2197833961457111
3.425184,0.11198364713034893,0.10086788663020067,0.005969065695633918,0.2188205994561835
3.427486,0.11142395944089704,0.09970043991600658,0.0059454558366335356,0.2170698551935372
3.429787,0.1111836027644453,0.0990529484610754,0.005923255521454071,0.2161598067469748
3.432089,0.11122529728995224,0.09722574719621276,0.005902817136050754,0.21435386162221576
3.434391,0.11072888717450502,0.09599207976503707,0.005885197838289276,0.2126061647778313
3.436692,0.11032714815814997,0.09482316147935446,0.005858416505691828,0.21100872614319624
3.438994,0.11017753839015447,0.09301263802469463,0.005837625734333282,0.2090278021491824
3.441296,0.1102211950109794,0.09056198097254596,0.005819301664661343,0.2066024776481867
3.443597,0.10988665775926497,0.08827810202242505,0.005800977594989406,0.20396573737667945
3.445899,0.10885950086030594,0.0859005330208709,0.005772786718571039,0.2005328205997479
3.4482,0.10821299045303374,0.08351707773336284,0.0057544626488991,0.19748453083529569
3.450502,0.1074889772807016,0.08115079077988704,0.005736138579227162,0.1943759066398158
3.452804,0.10642405004687157,0.07891302106973849,0.0057157001938238465,0.1910527713104339
3.455105,0.10581040473617544,0.07722169490564552,0.005689271247181628,0.1887213708890026
3.457407,0.10522619085524887,0.07485148376153378,0.005672004335375377,0.185749678952158
3.459709,0.10479502040912424,0.07265884224369862,0.005650861178061603,0.18310472383088447
3.46201,0.10406561147466767,0.07038183062719061,0.005640994371315175,0.1800884364731735
3.464312,0.1037482425569855,0.0681416082978946,0.005632889494344893,0.17752274034922502
3.466613,0.10324251248877786,0.06635904470151585,0.005626898933105991,0.1752284561233997
3.468915,0.10285597971113716,0.064842835544552,0.005622317915688006,0.17332113317137715
3.471217,0.10146583517835306,0.06313434104642675,0.005616679740404333,0.17021685596518413
3.473518,0.1002880874637396,0.0620061362385921,0.005608927249389282,0.16790315095172095
3.47582,0.09937227947407556,0.06041536745954526,0.005600117600508542,0.16538776453412934
3.478122,0.09881945911823656,0.05986892391348968,0.005593069881403952,0.1642814529131302
3.4804230000000005,0.09824947042836532,0.05876181163032326,0.005588488863985967,0.16259977092267455
3.482725,0.09720318310005606,0.0582227259417101,0.005583555460612752,0.16100946450237896
3.4850260000000004,0.09631141077803722,0.05716270394617502,0.00557650774150816,0.1590506224657204
3.487328,0.09573945999284797,0.05606393056810998,0.005567698092627422,0.15737108865358534
3.4896300000000005,0.09495707448480614,0.054981344476418205,0.00555994560161237,0.15549836456283672
3.491931,0.09419578150143253,0.05396203595873108,0.005554659812283926,0.15371247727244752
3.4942330000000004,0.09343743166103582,0.05328952778849574,0.00555043118082117,0.15227739063035273
3.496535,0.092983206594925,0.052729840099043856,0.005544088233627039,0.1512571349275959
3.4988360000000003,0.0921900295626343,0.05211864740749517,0.005535630970701529,0.149844307940831
3.501138,0.09129089938317304,0.05216181350449059,0.005527173707776019,0.14897988659543968
3.503439,0.09051832435172104,0.05212992945557352,0.0055218879184475754,0.14817014172574214
3.5057410000000004,0.08997384290098348,0.05304917111204401,0.005517306901029591,0.14854032091405706
3.508043,0.08931801254095087,0.05365840170827472,0.005512373497656375,0.14848878774688198
3.5103440000000004,0.08833107859601033,0.05546941568676406,0.005477839674043875,0.14927833395681828
3.512646,0.08764238313940169,0.05815258103409255,0.005452820271222577,0.15124778444471682
3.5149470000000003,0.08725879350473792,0.06259868902462004,0.005419695991430996,0.15527717852078896
3.517249,0.08633268451465452,0.06827159711271033,0.005384809781863267,0.1599890914092281
3.5195510000000003,0.08545072266922553,0.07614842876671414,0.0053520378880269155,0.16695118932396658
3.5218519999999995,0.08519908394469546,0.08418124699849681,0.005322437467787631,0.1747027684109799
3.524154,0.08476693245091182,0.09396719739688862,0.005291779889682657,0.18402590973748312
3.526456,0.08416162604531707,0.10390275756327587,0.005260417539667224,0.19332480114826014
3.528757,0.08368581793070855,0.11296567583699454,0.0052308171194279385,0.20188231088713104
3.5310589999999995,0.08305549480980963,0.12130507146221055,0.005198749997502047,0.2095593162695222
3.53336,0.08261892860156056,0.12714770079530552,0.005164568559844778,0.21493119795671087
3.5356620000000003,0.0818600882373344,0.12974649604396118,0.0051314442800531965,0.2167380285613488
3.537964,0.08097224010595147,0.12868451195310812,0.005106777263187125,0.2147635293222467
3.540265,0.08015012216772067,0.12386953004280166,0.0050715386676641674,0.20909119087818648
3.542567,0.07943837209112585,0.11655532922122668,0.005040528703603963,0.20103423001595647
3.5448690000000003,0.0787065105375218,0.1088094674296976,0.0050112806693199076,0.19252725863653933
3.5471699999999995,0.07790842826693617,0.1012421563121041,0.004979565933349246,0.1841301505123895
3.549472,0.0771201564729404,0.09466962752072304,0.004944679723781517,0.17673446371744495
3.5517730000000003,0.07632109315469578,0.08841741079000115,0.004920717478825905,0.16965922142352285
3.554075,0.07563730293638209,0.08280925184740398,0.0048872408130790955,0.16333379559686514
3.556377,0.07447966669877784,0.07731881862388519,0.0048534117613770545,0.1566518970840401
3.558678,0.07384836253021992,0.07231792818220076,0.004823106569227311,0.15098939728164798
3.5609800000000003,0.07274860810449589,0.06727926740564534,0.004793858534943254,0.1448217340450845
3.563282,0.07218793936738503,0.06337764086585543,0.004761086641106905,0.14032666687434736
3.565583,0.07131725957003439,0.059708032097415875,0.004734305308509454,0.1357595969759597
3.567885,0.07040537577100628,0.0565029493955065,0.004703647730404482,0.13161197289691728
3.570186,0.0697206045050336,0.05405425443867583,0.004669818678702442,0.12844467762241188
3.572488,0.0688543394221484,0.051383352187084674,0.00463739917082132,0.1248750907800544
3.57479,0.0681264020591803,0.04881447889202813,0.004600046259566984,0.12154092721077545
3.577091,0.06731998088349328,0.046226965691450864,0.004562340962357418,0.11810928753730154
3.579393,0.06636542151129927,0.04364779139597496,0.0045249880511030825,0.11453820095837733
3.581695,0.06590236701625757,0.041566008263605285,0.0044876351398487465,0.1119560104197116
3.583996,0.06510477526950144,0.03924141583563643,0.0044502822285944115,0.10879647333373227
3.586298,0.0643866483831232,0.03673876325756149,0.0044129293173400756,0.10553834095802478
3.588599,0.06347329301260664,0.034733011318763295,0.00437557640608574,0.10258188073745568
3.590901,0.06296952503971699,0.03254429399156408,0.0043385758807866345,0.0998523949120677
3.593203,0.062305355774583036,0.03036391556946625,0.004301222969532298,0.09697049431358158
3.595504,0.06159802041245365,0.02837533196470032,0.004264222444233193,0.09423757482138716
3.597806,0.06107708410553176,0.02652409503219251,0.004227221918934085,0.09182840105665836
3.600108,0.06026330507240232,0.025128554737284,0.00418986900767975,0.08958172881736606
3.602409,0.05992778677302889,0.02321305918311257,0.004153220868335872,0.08729406682447734
3.604711,0.05944707342012544,0.02173854455165564,0.004116220343036766,0.08530183831481784
3.607012,0.058713740295032915,0.01989564652424922,0.00407921981773766,0.0826886066370198
3.609314,0.058089303460087914,0.018677675855617297,0.004042571678393783,0.08080955099409898
3.611616,0.057603684868889525,0.017398880232128204,0.004005571153094677,0.07900813625411239
3.613917,0.05698513431989844,0.015920441410035322,0.0039689230137508,0.07687449874368456
3.616219,0.056483328442326765,0.014985012467191557,0.003932274874406924,0.07540061578392522
