Wavelength,d_NH3_CH3OH_50_10K_I10m_Baselined,CO_CH3OH_10K,H2O_CH3OH_CO_NH3_100K_NASA,all
3.024702,0.013322336039217298,0.008532820779640245,0.4372662792406801,0.4591214360595378
3.027003,0.013323333854896377,0.008258920375733182,0.4409317551377753,0.4625140093684049
3.029305,0.013304874264833427,0.00799200468157967,0.4433749068279992,0.4646717857744122
3.031607,0.01327493979446107,0.007723093356068,0.4466502367945745,0.4676482699451036
3.0339080000000003,0.013242011877051478,0.007448195136481857,0.4497574348192251,0.4704476418327585
3.03621,0.013217066485074513,0.0071782859952911095,0.4518149307494851,0.4722102832298507
3.038511,0.013210580683160505,0.00692933098336101,0.4542056971165573,0.4743456087830788
3.040813,0.013228541365383914,0.006704323547728797,0.4570260231334729,0.4769588880465856
3.043115,0.013267456176867979,0.0064902920845664475,0.4589922189290971,0.4787499671905316
3.045416,0.013323333854896377,0.006272269358687785,0.4609843579323775,0.4805799611459617
3.047718,0.01339018750539464,0.00605424663280912,0.4618928691081785,0.4813373032463822
3.05002,0.013462529142127836,0.005852188957795713,0.4641584096075263,0.4834731277074498
3.052321,0.013534371871021493,0.005679566845315123,0.4651123213967254,0.484326260113062
3.054623,0.013610704770470999,0.005526901046416104,0.4668250720098638,0.4859626778267509
3.056924,0.013697514734550836,0.0053772286945543216,0.4669253524856112,0.4860000959147163
3.059226,0.013796797394619151,0.005223565079976225,0.4679675709624087,0.4869879334370041
3.061528,0.013898574593885164,0.005080877437867992,0.4693051428802135,0.4882845949119666
3.063829,0.013991870359879009,0.004967625358292575,0.4699696881224798,0.4889291838406514
3.066131,0.014067205443649441,0.004882312117731359,0.4703239126885527,0.4892734302499335
3.068433,0.01412058858248014,0.004802985771244615,0.4705124998518986,0.4894360742056234
3.070734,0.014147529605815263,0.0047081932817321535,0.4705264692714056,0.489382192158953
3.073036,0.014147030697975726,0.004600429188391668,0.4705274670870847,0.4892749269734521
3.075337,0.014119091858961525,0.004493662910730264,0.4705274670870847,0.4891402218567765
3.077639,0.014066207627970359,0.004398870421217801,0.4702665382870057,0.4887316163361939
3.079941,0.013997358346113941,0.004309067010100732,0.4691923897084776,0.4874988150646923
3.082242,0.013923021078022587,0.004212777797069651,0.4692293088886035,0.4873651077636957
3.084544,0.013852675072647551,0.004104015888050088,0.4686371052830704,0.486593796243768
3.086846,0.01379380394758192,0.003980286743844349,0.467773495812828,0.4855475865042542
3.089147,0.013753392412579236,0.003843087087971047,0.466681885459916,0.4842783649604663
3.0914490000000003,0.01374191753226983,0.0036949114596278813,0.4650629295206111,0.4824997585125088
3.09375,0.01376985637128403,0.0035432434764079406,0.4641289740449935,0.4814420738926855
3.096052,0.013844692547214923,0.003393571124546159,0.4622830150386981,0.4795212787104592
3.098354,0.013951458824876329,0.003245395496202993,0.461181925436835,0.4783787797579143
3.100655,0.014067205443649441,0.0030942264208225928,0.4592042547609014,0.4763656866253734
3.102957,0.014167984827236375,0.002939066082725877,0.4579115845486551,0.4750186354586173
3.105259,0.014228352675820625,0.0027834068367896233,0.4556021401594277,0.472613899672038
3.10756,0.01422286468958569,0.002630242130051065,0.4534678124218786,0.4703209192415154
3.109862,0.014151021960692038,0.002482066501707901,0.4516951928679957,0.4683282813303956
3.112163,0.014037769881116621,0.0023378821360810487,0.4499839389783759,0.4663595909955736
3.114465,0.013910049474194568,0.0021971901253309734,0.4479733403850327,0.4640805799845582
3.116767,0.013780333435914355,0.0020599904694576726,0.4450512371688512,0.4608915610742232
3.119068,0.013655606476029536,0.0019282787998193035,0.442293274631878,0.4578771599077268
3.12137,0.01354235439645412,0.001803052932094945,0.4404009171965055,0.4557463245250546
3.123672,0.013447062999102118,0.001683315050605519,0.4381717969694441,0.4533021750191517
3.125973,0.013377714809406159,0.0015665706161533282,0.4347123700100787,0.4496566554356382
3.128275,0.01333480873520578,0.0014533185365779124,0.4328225071139039,0.4476106343856876
3.130576,0.013304874264833427,0.001349545705953743,0.4298714672430291,0.44452588721381625
3.132878,0.013274440886621528,0.0012602412026762125,0.42703118491253206,0.44156586700182976
3.13518,0.013240016245693318,0.0011829104875476244,0.42419838619962796,0.438621312932869
3.137481,0.013204593789086031,0.0011110677586539687,0.4213745678278357,0.4356902293755757
3.139783,0.0131711669638369,0.0010377283062416953,0.41864304740635816,0.4328519426764367
3.142085,0.013136243415069151,0.0009643888538294213,0.4153961551866366,0.4294967874555352
3.144386,0.01309583188006647,0.0008950406641334619,0.41178356352053264,0.4257744360647326
3.146688,0.013045442188273002,0.0008326771841910526,0.4090734961361552,0.4229516155086193
3.148989,0.012982579800491056,0.0007753027826440357,0.4064916480665395,0.4202495306496746
3.151291,0.01290674580888108,0.0007209218281342544,0.40247693668176704,0.4161046043187823
3.153593,0.012818938029122168,0.0006685365049826304,0.3999040689532629,0.4133915434873677
3.155894,0.012726141170967866,0.0006216391680659387,0.3961268377001111,0.4094746180391449
3.158196,0.01263284540497402,0.0005832232644214141,0.393300524789121,0.4065165934585165
3.160498,0.012539549638980177,0.000550295347011822,0.3897438108010455,0.4028336557870375
3.162799,0.012440266978911858,0.000517866337441769,0.386529347590894,0.3994874809072476
3.165101,0.012331505069892295,0.00048144606515540186,0.38342364628976205,0.3962365974248097
3.167402,0.01221126828056333,0.0004415334379922597,0.3791829296536781,0.3918357313722337
3.1697040000000003,0.012078059887406343,0.0003991262716314212,0.3760472938821738,0.3885244800412115
3.172006,0.01193587115313765,0.00035821582878920046,0.3725389739545336,0.3848330609364605
3.174307,0.011794181326708496,0.00032578681921914754,0.3685082975188958,0.38062826566482333
3.176609,0.011664465288428284,0.00030782613699573364,0.3653606879592425,0.3773329793846665
3.1789110000000003,0.011546723038297015,0.00030483268995849794,0.3617989848927716,0.3736505406210271
3.181212,0.01143197423520298,0.0003088239526748122,0.3582268047616704,0.3699676029495482
3.183514,0.011312236353713557,0.0003133141232306656,0.35422406716504673,0.36584961764199103
3.1858150000000003,0.011189006117347355,0.0003133141232306656,0.3502996580992308,0.3618019783398088
3.188117,0.011068270420178848,0.0003033359664398801,0.3469320301823407,0.3583036365689594
3.190419,0.010954519432763894,0.00028288074501876977,0.3421993904164711,0.3534367905942538
3.19272,0.010849249878621106,0.0002619266157581201,0.3383587978676978,0.34946997436207694
3.1950220000000003,0.010753958481269105,0.00025144955112779536,0.33489088947506024,0.34589629750745715
3.197323,0.010666649609349729,0.0002554408138441096,0.3313246962380335,0.3422467866612274
3.199625,0.01058532763150483,0.00026891132551167,0.3267806436355098,0.3376348825925263
3.201927,0.010506500192857624,0.00028637309989554467,0.3223548321909569,0.3331477054837101
3.204228,0.010435156371803507,0.0003033359664398801,0.3179564606775786,0.328694953015822
3.20653,0.010380276509454188,0.0003153097545888228,0.3140105985746625,0.32470618483870545
3.208832,0.010348346407723672,0.00031979992514467615,0.3098477115615468,0.3205158578944151
3.211133,0.010333878080377031,0.00032379118786099047,0.30531363711581383,0.31597130638405185
3.213435,0.010326893370623485,0.0003357649760099331,0.3007107133882244,0.31137337173485785
3.215736,0.010323401015746707,0.0003577169209496612,0.2965543121770227,0.3072354301137191
3.218038,0.010327392278463023,0.00037966886588938943,0.29144350026878235,0.3021505614131348
3.22034,0.010343357329328279,0.00039064483835925354,0.2871793349642402,0.2979133371319277
3.222641,0.010370298352663402,0.00039164265403833205,0.282528516084055,0.29329045709075674
3.224943,0.0103982371916776,0.0003976295481128034,0.277224626841913,0.2880204935817034
3.227245,0.01042068804445687,0.0004195814930525316,0.2725323986110461,0.2833726681485555
3.229546,0.01043914763451982,0.0004505137791039666,0.2673901555089148,0.2782798169225386
3.231848,0.010458106132422314,0.00047446135540185196,0.2628071880949069,0.2737397555827311
3.234149,0.01048105589304112,0.00048144606515540186,0.25786201358939365,0.2688245155475902
3.236451,0.010504504561499466,0.00047795371027862686,0.2528065804513421,0.2637890387231202
3.238753,0.01052296415156242,0.0004739624475623127,0.2475750328459333,0.2585719594450581
3.241054,0.010531944492674129,0.0004759580789204697,0.2422985835349659,0.2533064861065605
3.2433560000000003,0.010528452137797352,0.0004869340513903338,0.2376871783741044,0.2487025645632921
3.245658,0.01050899473205532,0.0005098838120091406,0.2323204267441804,0.2433393052882449
3.247959,0.01048105589304112,0.0005368248353442613,0.2269142613949328,0.2379321421233182
3.250261,0.010457607224582777,0.0005547855175676754,0.22156696717075086,0.2325793599129013
3.252562,0.010450123606989685,0.000555783333246754,0.2165354816089972,0.22754138854923364
3.254864,0.010455611593224615,0.0005507942548513612,0.2120393241590693,0.22304573000714525
3.257166,0.01046658756569448,0.0005562822410862934,0.206897081056938,0.21791995086371874
3.259467,0.010479060261682962,0.0005787330938655607,0.2017797833467836,0.2128375767023321
3.261769,0.01048853951063421,0.0006026806701634461,0.1967228534852135,0.2078140736660112
3.264071,0.010493029681190062,0.0006101642877565352,0.19180511891087484,0.20290831287982145
3.266372,0.010493029681190062,0.0006016828544843675,0.1867117687770184,0.1978064813126928
3.2686740000000003,0.010490535141992366,0.0005941992368912782,0.1820744204085008,0.1931591547873844
3.270975,0.01048903841847375,0.0006031795780029852,0.17730037129194945,0.18839258928842614
3.273277,0.010486543879276052,0.0006216391680659387,0.1724370176721206,0.1835452007194626
3.275579,0.010479060261682962,0.0006311184170171847,0.16768242596131128,0.17879260464001145
3.27788,0.010463594118657243,0.0006211402602263992,0.1633005184066378,0.17438525278552144
3.280182,0.010438648726680282,0.0006051752093611425,0.1586970957712089,0.16974091970725033
3.282484,0.01040422408575207,0.0005991883152866711,0.15418597108609475,0.1651893834871335
3.284785,0.010360819103712155,0.0006111621034356136,0.14987440953679634,0.16084639074394413
3.287087,0.010309930504079148,0.0006366064032521168,0.14582976368165146,0.1567763005889827
3.289388,0.010253553918211209,0.0006685365049826304,0.14144137032506396,0.1523634607482578
3.29169,0.010189194806910645,0.0007084491321457725,0.13771203422450787,0.1486096781635643
3.293992,0.010111864091782056,0.0007593377317787789,0.13372825512578676,0.1445994569493476
3.296293,0.010018069417948671,0.0008266902901165813,0.12993655554528824,0.1407813152533535
3.298595,0.009912300955966343,0.0009189882404313473,0.12625711022868608,0.13708839942508375
3.300897,0.009802042323428165,0.001046708647353402,0.1226624792448056,0.13351123021558714
3.3031980000000005,0.009690286967371366,0.0012188318519944525,0.11919556866784715,0.13010468748721302
3.3055,0.009574540348598254,0.0014458349189848231,0.11616620026616467,0.12718657553374774
3.307801,0.009451310112232051,0.0017371970972757606,0.11273072088309725,0.12391922809260505
3.310103,0.009325585336668156,0.0020919205711881863,0.10978067882790148,0.12119818473575783
3.3124050000000005,0.00921283216493228,0.002498031552573157,0.10699727199111186,0.1187081357086173
3.314706,0.009124525477333828,0.002943556253281731,0.10484199012430218,0.11691007185491775
3.317008,0.009051186024921555,0.0034165208851649658,0.10244972703371134,0.11491743394379784
3.31931,0.00897086186275573,0.0039049516600739172,0.10081829839841792,0.11369411192124755
3.321611,0.008870082479168795,0.004395876974180565,0.09948571555900852,0.11275167501235787
3.323913,0.008755832583914302,0.004871336145261496,0.09849039441912764,0.11211756314830344
3.326214,0.008641582688659808,0.005312370675414215,0.09830629742633763,0.11226025079041167
3.3285160000000005,0.008532820779640245,0.005698026435378076,0.0983551903946125,0.11258603760963083
3.330818,0.008425555594139301,0.006006351480213349,0.09962840320111674,0.1140603102754694
3.3331190000000004,0.008316793685119738,0.0062143960493012285,0.10091059634873267,0.11544178608315366
3.335421,0.008211025223137413,0.006317171064246318,0.10223369993919083,0.11676189622657457
3.3377230000000004,0.008119725088501725,0.006322160142641711,0.10353584940038836,0.1179777346315318
3.340024,0.008052372530163924,0.00624133707263635,0.10480956111473214,0.1191032707175324
3.3423260000000004,0.008008967548124007,0.006121599191146922,0.10543868390039116,0.11956925063966208
3.344627,0.00798551887966566,0.0060183252683622904,0.10551152444496388,0.11951536859299185
3.3469290000000003,0.007980529801270267,0.0059739224706432965,0.10484448466349988,0.11879893693541345
3.349231,0.007995995944295984,0.006000364586138878,0.1030549022430725,0.11705126277350734
3.351532,0.008034411847940508,0.006103139601083969,0.10087317826076724,0.1150107297097917
3.3538339999999995,0.008093282973006143,0.006285739870355344,0.0985597426088236,0.11293876545218508
3.356135,0.00816412788622072,0.006544673039076229,0.09635606668157863,0.11106486760687556
3.3584370000000003,0.008237966246472533,0.0068774445680489255,0.09488678309413544,0.11000219390865693
3.360739,0.008303822081291717,0.00728205882591528,0.094315533617863,0.10990141452507
3.3630400000000003,0.00835071941820841,0.007755522365638052,0.09478301026351127,0.11088925204735772
3.365342,0.008368181192592285,0.008293345016661392,0.09612656907539056,0.11278809528464424
3.3676440000000003,0.008347725971171175,0.008877067188922345,0.09797851497576034,0.11520330813585385
3.3699449999999995,0.008281870136351989,0.009485734753160262,0.0999516954811382,0.11771930037065045
3.372247,0.00817859621356736,0.010072949280297993,0.10183008349700357,0.12008162899086892
3.3745480000000003,0.008068836488868721,0.01055140189841616,0.10350641383785553,0.1221266522251404
3.37685,0.007986516695344741,0.010829792472879074,0.10405571136918827,0.12287202053741207
3.3791519999999995,0.007951094238737449,0.010815324145532434,0.10440245231766808,0.12316887070193795
3.381453,0.007971549460158558,0.010413204426863778,0.10330635179420028,0.1216911056812226
3.3837550000000003,0.008054368161522078,0.00956406328396793,0.1020171739368308,0.1196356053823208
3.386057,0.008180591844925516,0.008403603649199573,0.10018468544220302,0.11676888093632813
3.388358,0.008324776210552368,0.007133384289732573,0.0982394437758394,0.11369760427612433
3.39066,0.008466964944821059,0.005938998921875547,0.09614901992816982,0.11055498379486643
3.392961,0.008603166785015283,0.00497161662100889,0.0945749656944234,0.10814974910044757
3.395263,0.008730887191937339,0.004373925029240837,0.09326732824699097,0.10637214046816916
3.397565,0.008850126165587223,0.004198309469723012,0.09280833303461483,0.10585676866992506
3.3998660000000003,0.008962879337323103,0.004397872605538722,0.09273848593707933,0.10609923787994116
3.402168,0.009068148891465887,0.004914741127301414,0.09220914471932816,0.10619203473809546
3.40447,0.00914298506739678,0.005646638927905531,0.09226851475223334,0.10705813874753567
3.406771,0.00915146650066895,0.00646883904746626,0.09195719626036082,0.10757750180849604
3.409073,0.009073137969861282,0.007242645106591676,0.09068997034793104,0.107005753424384
3.411374,0.008942424115901992,0.007789448098726723,0.08920222717042495,0.10593409938505366
3.413676,0.00880672118354731,0.007923155399723249,0.0872380270061588,0.10396790358942937
3.415978,0.00869446691965097,0.007614830354887976,0.08413831259910129,0.10044760987364024
3.418279,0.008604164600694363,0.007092473846890355,0.08178646104351313,0.09748309949109783
3.420581,0.008532820779640245,0.0066005507171046284,0.0794081673724294,0.09454153886917427
3.422883,0.0084954026916748,0.006267280280292391,0.07743648359057018,0.09219916656253736
3.425184,0.008521345899330844,0.006129581716579551,0.07575516417132283,0.09040609178723323
3.427486,0.008636593610264415,0.00619194519652196,0.07458771982680093,0.08941625863358729
3.429787,0.00884064691663598,0.00628923222523212,0.0739231745845346,0.0890530537264027
3.432089,0.009124026569494287,0.0061944397357196574,0.07283854894137623,0.08815701524659016
3.434391,0.009470268610134546,0.00578533530729745,0.07165314391463089,0.08690874783206289
3.436692,0.009842952766270386,0.005197621872320183,0.071006559354588,0.08604713399317858
3.438994,0.010202166410738666,0.004602424819749826,0.0693846099682458,0.0841892011987343
3.441296,0.010510990363413476,0.004074081417677731,0.06840724951058838,0.08299232129167958
3.443597,0.010733004352008454,0.0035726790389407586,0.06706319179086953,0.08136887518181876
3.445899,0.010835779366953546,0.003060300687733922,0.06527959626451664,0.07917567631920411
3.4482,0.010817818684730132,0.0025608939403551057,0.06419896188407455,0.07757767450915977
3.450502,0.01069508735620347,0.002134826645388564,0.0628758582936164,0.07570577229520843
3.452804,0.010498517667424994,0.0018245059691951344,0.06141954631000125,0.07374256994662137
3.455105,0.01032190429222809,0.0016109734138723235,0.06050604605580484,0.07243892376190525
3.457407,0.01027400913963232,0.0014578087071337655,0.059167476322320965,0.07089929416908705
3.459709,0.010400232823035758,0.0013390686413234179,0.05850792015845002,0.0702472216228092
3.46201,0.01064020749385415,0.0012462717831691124,0.057419802160414875,0.06930628143743814
3.464312,0.010924584962391536,0.0011719345150777605,0.05685254394685872,0.06894906342432801
3.466613,0.011198984274138138,0.0011135622978516652,0.05572151987462317,0.06803406644661297
3.468915,0.011420499354893577,0.001071654039330366,0.055216126233169883,0.06770827962739383
3.471217,0.01155720010292734,0.001044713015995245,0.05473817252289126,0.06734008564181385
3.473518,0.011629042831820995,0.0010232599788950565,0.054157942705507084,0.06681024551622312
3.47582,0.011676937984416769,0.000994323324201778,0.05418687936020035,0.0668581406688189
3.478122,0.011731318938926549,0.0009524150656804787,0.05416991649365602,0.06685365049826304
3.4804230000000005,0.011794680234548034,0.000913001346356876,0.0541709143093351,0.06687859589023999
3.482725,0.011866522963441692,0.0008935439406148444,0.05416792086229786,0.0669279877663544
3.4850260000000004,0.011939862415853965,0.0009025242817265512,0.0541454700095186,0.06698785670709911
3.487328,0.012001726987956835,0.0009379467383338401,0.054535117032198765,0.06747479075848943
3.4896300000000005,0.01203964398376182,0.0009988134947576314,0.05511734248094111,0.06815579995946057
3.491931,0.012059101389503852,0.0011180524684075183,0.05557234643060094,0.06874950028851233
3.4942330000000004,0.012075066440369108,0.0013450555353978894,0.05625684798644881,0.06967696996221581
3.496535,0.012097517293148376,0.00173071129536175,0.05676024599654395,0.07058847458505407
3.4988360000000003,0.012117473606729948,0.0023224159930553315,0.05746769731301062,0.0719075869127959
3.501138,0.0121219637772858,0.0031650713340371697,0.058173651905958725,0.07346068701728169
3.503439,0.012101009648025152,0.004228243940095368,0.0589255060201444,0.07525475960826493
3.5057410000000004,0.012050121048392143,0.0053403095144284145,0.059808572896128925,0.07719900345894948
3.508043,0.011967302347028624,0.00631617324856724,0.060462142165925374,0.07874561776152125
3.5103440000000004,0.011870015318318465,0.006978722859475399,0.06220482724943607,0.08105356542722993
3.512646,0.011790688971831722,0.0071583296817095375,0.06397794571115865,0.08292696436469991
3.5149470000000003,0.011757262146582587,0.006740743820015166,0.06639066402317059,0.08488866998976835
3.517249,0.0117497785289895,0.005968434484408364,0.06977874716148183,0.08749696017487969
3.5195510000000003,0.01172982221540793,0.005225560711334381,0.07447995573346043,0.09143533866020273
3.5218519999999995,0.011674942353058607,0.00477155457735364,0.07922207474828126,0.0956685716786935
3.524154,0.011603598532004492,0.0045181093948676865,0.08453294870017686,0.10065465662704903
3.526456,0.011541733959901624,0.004322038613928753,0.0900808038758536,0.10594457644968397
3.528757,0.011508307134652491,0.004099525717494235,0.09394833744796208,0.1095561703001088
3.5310589999999995,0.011511799489529266,0.003847078350687361,0.09739080154078307,0.11274967938099972
3.53336,0.011562688089162271,0.0035666921448662867,0.09796604227977186,0.11309542251380042
3.5356620000000003,0.01167544126089815,0.003273334335217193,0.09623732661576828,0.11118610221188363
3.537964,0.011869516410478929,0.0029909524980379627,0.09249851126626096,0.10735898017477784
3.540265,0.012152397155497695,0.002739502946910167,0.08712826728146017,0.10202016738386804
3.542567,0.012485168684470391,0.002515992234796571,0.08240909802725814,0.09741025894652512
3.5448690000000003,0.012816443489924471,0.002312936744104086,0.07724989205858249,0.09237927229261103
3.5471699999999995,0.013098326419264164,0.0021263452121163965,0.07339083991974618,0.08861551155112674
3.549472,0.01328890921396817,0.0019622045329079738,0.06961809883715017,0.08486921258402631
3.5517730000000003,0.013350274878231498,0.0018250048770346735,0.0660259623924674,0.08120124214773357
3.554075,0.013280427780696,0.0017122517052987972,0.06273965645342218,0.07773233593941697
3.556377,0.013109801299573566,0.0016129690452304807,0.05963994204636465,0.0743627123911687
3.558678,0.012870325536594715,0.001517677647878479,0.056757252549506726,0.07114525573397991
3.5609800000000003,0.012595427317008577,0.0014248807897241735,0.05403820482401766,0.06805851293075041
3.563282,0.012319032373903816,0.0013380708256443394,0.051114604884317495,0.06477170808386565
3.565583,0.01206758282277602,0.0012587444791575947,0.04871236363693588,0.0620386909388695
3.567885,0.011844571018501962,0.0011844072110662426,0.04596936833514893,0.058998346564717134
3.570186,0.011649498053242105,0.0011125644821725867,0.04357261507400225,0.05633467760941694
3.572488,0.011479869387798752,0.0010437152003161664,0.040953847824260585,0.05347743241237552
3.57479,0.011328201404578813,0.0009793560890155996,0.038746180634299285,0.0510537381278937
3.577091,0.011189006117347355,0.00092397731882674,0.03673308750175831,0.0488460709379324
3.579393,0.011058791171227602,0.0008790756132682053,0.03474793320823153,0.04668579999272734
3.581695,0.01093605984270094,0.0008466466036981523,0.0326250803509919,0.044407786797390984
3.583996,0.010819814316088291,0.0008271891979561202,0.0305900352735112,0.042237038787555616
3.586298,0.01071504366978504,0.0008087296078931673,0.028844855650802814,0.04036862892848102
3.588599,0.010625240258667972,0.0007763005983231143,0.02691258558826719,0.03831412644525828
3.590901,0.010550902990576618,0.0007229174594924116,0.025540090121694642,0.03681391057176367
3.593203,0.01048055698520158,0.0006575605325127664,0.02396054790171329,0.03509866541942764
3.595504,0.010401230638714835,0.0005907068820145032,0.022619982536871256,0.033611920057600594
3.597806,0.010313422858955923,0.0005248510471953188,0.02130785491888296,0.0321461288250342
3.600108,0.010228109618394706,0.0004550039496598201,0.019862518907737683,0.0305456324757922
3.602409,0.010153772350303356,0.0003781721423707716,0.018883162818722075,0.029415107311396207
3.604711,0.01008991214684233,0.00030233815076080155,0.017928253213843903,0.028320503511447038
