Wavelength,H2O_CH3OH_CO_NH3_120K_NASA,HNCO_NH3,H2O_CH3OH_CO_NH3_100K_NASA,all
2.983273,0.34466341903406605,0.004545111411569898,0.35900025435283345,0.7082087847984694
2.985574,0.3498782579490994,0.00445723760273889,0.36400558622082335,0.7183410817726616
2.987876,0.3546562101309616,0.0043544699280043215,0.3687487860489106,0.7277594661078766
2.990177,0.3598993473912117,0.004225389756840131,0.3734552476744358,0.7375799848224875
2.992479,0.3652636214274774,0.0040724794002302426,0.3780276645068288,0.7473637653345365
2.994781,0.3699859698432997,0.003921554892407496,0.3826869622236593,0.7565944869593665
2.997082,0.37490640667563935,0.0037711268467815343,0.3873447705538996,0.7660223040763205
2.999384,0.37919534359366797,0.0036206988011555728,0.3910076686417819,0.7738237110366055
3.001686,0.3847378475585797,0.0034707672177263964,0.3960477528635468,0.7842563676398528
3.003987,0.3900261628787372,0.0033203391721004344,0.4011856401380784,0.7945321421889159
3.006289,0.3948661728351977,0.0031560101849644837,0.40507045682792375,0.8030926398480859
3.0085900000000003,0.3998109363151798,0.003175372210639112,0.4094080470412374,0.8123943555670563
3.010892,0.4040497305513331,0.003291544364686884,0.4133539285812873,0.8206952034973073
3.013194,0.40932513785437424,0.0034017589723732322,0.4175222251854972,0.8302491220122447
3.015495,0.4135808118052182,0.0035124700422563657,0.42160910198943424,0.8387023838369088
3.0177970000000003,0.4178230812767491,0.0036236775743362843,0.4250058963398396,0.846452655190925
3.020098,0.4226154308623181,0.0037453108125486963,0.42897014698117053,0.8553308886560375
3.0224,0.4272782038145261,0.0038555254202350436,0.4320238859535973,0.8631576151883584
3.024702,0.4313333070378689,0.003965243565724608,0.4351228029859315,0.8704213535895249
3.027003,0.4354951496335204,0.004074465249017384,0.4387703107457135,0.8783399256282514
3.029305,0.4392910995901413,0.004184183394506947,0.44120148612337134,0.8846767691080196
3.031607,0.4432141438691392,0.0043058166327193574,0.4444607604452671,0.8919807209471257
3.0339080000000003,0.4477910288613033,0.004415534778208921,0.4475527270068464,0.8997592906463586
3.03621,0.4508631369350111,0.004529721083469553,0.4496001371063891,0.90499299512487
3.038511,0.4548000821555189,0.004693057146211933,0.4519791839533845,0.9114723232551154
3.040813,0.458477377647108,0.004875755234628943,0.4547856847518122,0.9181388176335492
3.043115,0.4617366519690039,0.005058949785242738,0.4567422422693432,0.9235378440235898
3.045416,0.4649452871468276,0.005237676176085465,0.4587246158211072,0.9289075791440202
3.047718,0.4682924352775544,0.005419877802305689,0.4596286734814532,0.9333409865613134
3.05002,0.4715263900274142,0.00559066079799985,0.4618831083170555,0.9390001591424696
3.052321,0.4749008435789643,0.005769883651039362,0.4628323440373091,0.9435030712673128
3.054623,0.4766722206970944,0.005951588815062801,0.4645366987588733,0.9471605082710304
3.056924,0.4800918523085519,0.00613329397908624,0.4646364876604271,0.9508616339480652
3.059226,0.4825880642339887,0.006306062823567543,0.4656735971895117,0.954567724247068
3.061528,0.48564726429058,0.00647188119729385,0.4670046123390932,0.9591237578269671
3.063829,0.4875988571861432,0.006628763251478022,0.4676658999852113,0.9618935204228324
3.066131,0.4896879701102159,0.006781673608087909,0.4680183881449289,0.9644880318632328
3.068433,0.4916405559301727,0.006926640569549233,0.4682060508553138,0.9667732473550356
3.070734,0.4932332066574601,0.007082033237143047,0.4682199517968237,0.9685351916914268
3.073036,0.4947404658869005,0.007224517887620444,0.4682209447212173,0.970185928495738
3.075337,0.496293399638445,0.007380407017411043,0.4682209447212173,0.9718947513770732
3.077639,0.4970902214642856,0.007524877516675581,0.4679612949922986,0.97257639397326
3.079941,0.4977763322202428,0.007675802024498329,0.4668924118826197,0.9723445461273608
3.082242,0.4982976175268674,0.007823251296943579,0.4669291500851818,0.9730500189089928
3.084544,0.49981381307585,0.007971197031585614,0.4663398494575977,0.9741248595650333
3.086846,0.4998009050587337,0.008108220597898369,0.4654804733949622,0.9733895990515944
3.089147,0.499779060722075,0.008232832609291495,0.4643942141083958,0.9724061074397624
3.0914490000000003,0.4985657071131317,0.008352976460913548,0.4627831942798274,0.9697018778538726
3.09375,0.4984361304797706,0.008484042480864882,0.4618538170474452,0.9687739900080808
3.096052,0.4970966754728438,0.008611136803241931,0.4600169069193393,0.965724719195425
3.098354,0.4970524903373298,0.00872979126827363,0.4589212148510341,0.9647034964566376
3.100655,0.4956400553874755,0.008857878515044252,0.456953238702977,0.9614511726054968
3.102957,0.4937544919640847,0.00897554005568238,0.4556669051511062,0.9583969371708732
3.105259,0.4928499378415418,0.009054974007168036,0.4533687816421868,0.9552736934908966
3.10756,0.4910726031770503,0.009090719285336585,0.4512449163643389,0.951408238826726
3.109862,0.4887114289691391,0.009125968101308342,0.4494809861791607,0.9473183832496082
3.112163,0.4872543124215742,0.009150294748950823,0.4477781208441868,0.944182728014712
3.114465,0.4848097325646032,0.009184550640529013,0.4457773781911419,0.939771661396274
3.116767,0.4819054287134088,0.009216820683320064,0.4428695991045701,0.933991848501299
3.119068,0.4801648322514793,0.009252565961488608,0.4401251560807407,0.9295425542937086
3.12137,0.4768861959039089,0.009288311239657152,0.4382420749683338,0.9244165821118998
3.123672,0.4744336726517893,0.009289800626247508,0.4360238818730969,0.9197473551511336
3.125973,0.4717979548490559,0.009228735776042907,0.4325814130005873,0.9136081036256859
3.128275,0.4687318043217095,0.00917958601856116,0.4307008141991643,0.908612204539435
3.130576,0.4655797658343193,0.009122492865930844,0.42776424030517896,0.9024664990054292
3.132878,0.4625160976179569,0.009065399713300528,0.42493788101888,0.8965193783501373
3.13518,0.4594946286883212,0.00901327118263807,0.4221189686655328,0.8906268685364921
3.137481,0.4564801102294405,0.00895419218122061,0.4193089926317277,0.8847432950423888
3.139783,0.4534844573340378,0.008896106104196725,0.4165908621043279,0.8789714255425624
3.142085,0.4494402762790243,0.00884745280891176,0.4133598861276489,0.8716476152155849
3.144386,0.4463075998173087,0.00879085611847823,0.4097650033607261,0.8648634592965129
3.146688,0.4432901025852473,0.008739224050012553,0.4070682207077879,0.8590975473430478
3.148989,0.4397686962234488,0.008680641510791882,0.4044990288394239,0.8529483665736646
3.151291,0.4364607686062679,0.008622555433767996,0.4005039975418921,0.8455873215819281
3.153593,0.4324702054685074,0.0085748950628766,0.39794374199307,0.8389888425244542
3.155894,0.429431856824181,0.008518794834639857,0.39418502670120814,0.832135678360029
3.158196,0.4255088125451831,0.008462694606403113,0.3913725683564191,0.8253440755080053
3.160498,0.4214427871535111,0.008410069613543864,0.3878332893555363,0.8176861461225913
3.162799,0.41811301519967176,0.008351983536519976,0.3846345834216483,0.8110995821578401
3.165101,0.41389209360260265,0.008294890383889662,0.3815441062466595,0.8037310902331518
3.167402,0.4106074997086708,0.008251201710572552,0.37732417757398407,0.7961828789932273
3.1697040000000003,0.4064774306936134,0.008208009499452227,0.3742039126671881,0.7888893528602536
3.172006,0.4022014017927013,0.008173753607874036,0.3707127904993935,0.7810879458999688
3.174307,0.3984173669288033,0.008140490640689417,0.3667018724115646,0.7732597299810573
3.176609,0.3937799135486313,0.008106731211308012,0.36356969241204573,0.7654563371719851
3.1789110000000003,0.3899626157175488,0.00807297178192661,0.3600254487891952,0.7580610362886706
3.181212,0.3856855938922429,0.008039708814741992,0.3564707794602121,0.7501960821671969
3.183514,0.38160368171027376,0.008006942309754158,0.35248766325540315,0.7420982872754311
3.1858150000000003,0.37707594647559134,0.007984601510898817,0.3485824916154896,0.7336430396019797
3.188117,0.3726236734948203,0.007950842081517414,0.3452313717871885,0.7258058873635262
3.190419,0.36876268699042064,0.007917082652136009,0.34052193138848263,0.7172017010310393
3.19272,0.3639072867058599,0.007883323222754606,0.336700165397629,0.7084907753262435
3.1950220000000003,0.3591829524412505,0.007849563793373203,0.333249256667774,0.7002817729023977
3.197323,0.35439854625083,0.007815804363991798,0.3297005448851523,0.6919148954999741
3.199625,0.34965336057395563,0.0077820449346103935,0.32517876719683136,0.6826141727053974
3.201927,0.34503328337067113,0.0077701298418875455,0.3207746510491485,0.6735780642617071
3.204228,0.34045093729434234,0.007819279599369296,0.3163978403222888,0.6646680572160004
3.20653,0.33581745561174464,0.007871904592228541,0.31247132080791346,0.6561606810118866
3.208832,0.3303384988080215,0.007915593265545653,0.3083288402379365,0.6465829323115037
3.211133,0.3259745960982782,0.007971197031585614,0.3038169917935513,0.6377627849234151
3.213435,0.3205006039165229,0.008014389242705939,0.29923663156600955,0.6277516247252384
3.215736,0.31551661992299485,0.008058574378219835,0.2951006050045908,0.6186757993058054
3.218038,0.31106931156419165,0.008110702908882297,0.2900148462607216,0.6091948607337956
3.22034,0.30541212483182256,0.00815637743098655,0.28577158386479723,0.5993400861276064
3.222641,0.30080594857004805,0.008198576717713303,0.2811435632663641,0.5901480885541255
3.224943,0.2953592618091159,0.008256166332540405,0.2758656736523391,0.5794811017939954
3.227245,0.2901483945916569,0.008298365619267159,0.2711964466915729,0.5696432069024969
3.229546,0.2853555485438911,0.008343543679174628,0.26607941082930625,0.5597785030523721
3.231848,0.280343762667343,0.00839567220983709,0.26151890908963593,0.550258343966816
3.234149,0.2750306242373461,0.008438864420957414,0.2565979757950996,0.5400674644534031
3.236451,0.2700218171339787,0.008492482338210233,0.2515673243550736,0.5300816238272625
3.238753,0.2649638602731295,0.008536171011527344,0.2463614217595824,0.5198614530442393
3.241054,0.25926348132964017,0.008578370298254099,0.2411108375663805,0.5089526891942748
3.2433560000000003,0.2545187921149625,0.008646385619213692,0.2365220374814935,0.4996872152156697
3.245658,0.24938686238679236,0.008715393864566856,0.2311815936306735,0.4892838498820327
3.247959,0.2441824491778915,0.00878241626113288,0.2258019292663074,0.4787667947053318
3.250261,0.23953010193181595,0.008854403279666755,0.22048084744116198,0.4688653526526447
3.252562,0.2339394411338161,0.008918446903052064,0.21547402618658168,0.4583319142234499
3.254864,0.2287052401931081,0.008992916232569866,0.21099990886915213,0.4486980652948301
3.257166,0.22424105211961426,0.009057456318151963,0.20588287300688551,0.4391813814446517
3.259467,0.21896018373240844,0.009120010554946916,0.20079066025445816,0.4288708545418135
3.261769,0.2137979698102344,0.009197458657645432,0.19575851942784184,0.4187539478957217
3.264071,0.2091049126640224,0.009260012894440388,0.1908648915541286,0.4092298171125914
3.266372,0.2043334144907184,0.009324552980022485,0.18579650898714692,0.39945447645788784
3.2686740000000003,0.19940453780103345,0.009397532922949928,0.1811818928680271,0.3899839635920105
3.270975,0.1944553061612803,0.009460087159744885,0.17643124610698807,0.3803466394280133
3.273277,0.1895055780593303,0.009536045875853045,0.17159173261272445,0.3706333565479078
3.275579,0.1854087720114576,0.009596614263860857,0.16686044787736004,0.3618658341526785
3.27788,0.1807316016555428,0.009590656717499431,0.1625000204029943,0.3528222787760365
3.280182,0.17600230276896553,0.009577252238186227,0.15791916371325587,0.3434987187204076
3.282484,0.1714080415999139,0.009568812380840877,0.15343015252992268,0.33440700651067745
3.284785,0.1672690362653144,0.009557393750314813,0.14913972622530372,0.3259661562409329
3.287087,0.16264746967543955,0.009536542338049828,0.14511490719596484,0.3172989192094542
3.289388,0.1589443581496176,0.009528598942901263,0.14074802571304088,0.30922098280555976
3.29169,0.15498457566805765,0.009520655547752695,0.1370369707920704,0.30154220200788073
3.293992,0.15055662933492908,0.009499804135487712,0.13307272015073934,0.2931291536211561
3.296293,0.14701586094745595,0.00948937842935522,0.12929960745517066,0.2858048468319818
3.298595,0.14309033435747415,0.009477959798829157,0.1256381987538787,0.278206492910182
3.300897,0.13952821809553928,0.009466044706106307,0.12206118862604025,0.27105545142768583
3.3031980000000005,0.13595617258966866,0.00944866852921882,0.11861127282057884,0.26401611393946633
3.3055,0.132467532732858,0.00944122159626704,0.11559675436169815,0.2575055086908232
3.307801,0.1289232891100074,0.009431788814528115,0.11217811567463423,0.2505331935991697
3.310103,0.1262006904228365,0.009409944477869563,0.10924253470504246,0.2448531696057485
3.3124050000000005,0.12276467555888508,0.009402994007114569,0.10647277210917697,0.23864044167517665
3.314706,0.12047946006708213,0.009386114292423866,0.10432805541906423,0.23419362977857025
3.317008,0.11780104651542513,0.00937419919970102,0.10194751918547848,0.22912276490060465
3.31931,0.11589810691514685,0.00936327703137174,0.10032408780199037,0.22558547174850896
3.321611,0.11407062956878,0.009352354863042462,0.0989980372743767,0.22242102170619915
3.323913,0.11271032314958812,0.009332496375171048,0.09800759519178992,0.2200504147165491
3.326214,0.11145625964050834,0.009325545904416055,0.09782440064117613,0.21860620618610052
3.3285160000000005,0.11134753441941234,0.009317106047070702,0.0978730539364611,0.21853769440294413
3.330818,0.1106941901684428,0.009295261710412148,0.09914002546265732,0.21912947734151228
3.3331190000000004,0.111514842179729,0.00928632539087001,0.10041593330839567,0.2212171008789947
3.335421,0.11223818760044528,0.009279374920115015,0.10173255105427044,0.2232501135748307
3.3377230000000004,0.11347239262165365,0.009260012894440388,0.10302831738788018,0.2257607229039742
3.340024,0.11409843145179994,0.00924909072611111,0.1042957853762732,0.2276433075541843
3.3423260000000004,0.11493645963997365,0.009238168557781829,0.10492182420641953,0.22909645240417498
3.344627,0.11502979453296927,0.0092257570028622,0.10499430768715018,0.2292498592229817
3.3469290000000003,0.11431141373422088,0.009210366674761852,0.10433053773004818,0.2278523181390309
3.349231,0.1129823844334265,0.009202919741810072,0.10254972783017913,0.2247350320054157
3.351532,0.11101689059635328,0.009191997573480794,0.10037869864363676,0.22058758681347085
3.3538339999999995,0.10877486731567064,0.009172635547806163,0.0980766034371431,0.2160241063006199
3.356135,0.10619425681678038,0.009166678001444741,0.0958837299139422,0.2112446647321673
3.3584370000000003,0.10431514740194782,0.00914632305137654,0.09442164874440932,0.20788311919773367
3.360739,0.10274483747351576,0.009136393807440834,0.0938531995290901,0.2057344308100467
3.3630400000000003,0.10203936469188377,0.009129939798882623,0.09431838460747796,0.2054876890982444
3.365342,0.10221809108272648,0.009111570697601568,0.09565535730342094,0.20698501908374897
3.3676440000000003,0.10339867818668208,0.009100152067075505,0.09749822497788814,0.2099970552316457
3.3699449999999995,0.10468004711658506,0.009089726360943013,0.09946173296617423,0.2132315064437023
3.372247,0.10649064474826124,0.009077314806023378,0.10133091313707106,0.2168988726913557
3.3745480000000003,0.10849535909888047,0.009062420940119815,0.10299902611826983,0.22055680615727014
3.37685,0.10978268557514492,0.009054974007168036,0.10354563099693052,0.2223832905792435
3.3791519999999995,0.11065794842807747,0.009014264107031638,0.10389067222369634,0.22356288475880545
3.381453,0.1110635580428511,0.008987951610602013,0.10279994477735893,0.22285145443081208
3.3837550000000003,0.11045439892739548,0.00896064618977882,0.10151708646086556,0.22093213157803987
3.386057,0.10997928460507192,0.008930858457971697,0.09969358081207297,0.2186037238751166
3.388358,0.10880068334990348,0.00889114148222887,0.0977578747068069,0.21544969953893925
3.39066,0.10700448312193407,0.008865325447996031,0.09567769810227626,0.2115475066722064
3.392961,0.10549424511931303,0.008837523564976052,0.09411135987141847,0.2084431285557076
3.395263,0.1037501734220061,0.00880674290877536,0.09281013245364407,0.20536704878442552
3.397565,0.10255618183873733,0.008769011781819673,0.09235338723260154,0.20367858085315851
3.3998660000000003,0.10078927288037826,0.008743195747586837,0.0922838825250516,0.2018163511530167
3.402168,0.09995471992758206,0.008714400940173284,0.09175713613426237,0.2004262570020177
3.40447,0.09872994768811262,0.008682627359579021,0.0918162151356798,0.19922879018337145
3.406771,0.0974629761619164,0.00864787500580405,0.09150642272488574,0.1976172738926062
3.409073,0.09625160840176013,0.008621562509374424,0.09024540874505094,0.19511857965618548
3.411374,0.09463909918660132,0.008591278315370519,0.08876495847423703,0.19199533597620885
3.413676,0.09213891556359027,0.008559008272579471,0.08681038680549309,0.18750831064166285
3.415978,0.08967993830291245,0.008528227616378777,0.08372586717686571,0.18193403309615694
3.418279,0.08724727353866421,0.008499432808965228,0.08138554438121955,0.17713225072884894
3.420581,0.08487964532219487,0.008467659228370965,0.07901890908914377,0.1723662136397096
3.422883,0.08289727177043094,0.008436382109973488,0.07705689048744806,0.1683905443678525
3.425184,0.0806756034398165,0.008409573151347079,0.07538381288428142,0.16446898947544505
3.427486,0.07948061893215416,0.008376310184162461,0.07422209134380371,0.16207902046012035
3.429787,0.07826627239881719,0.008345033065764984,0.07356080369768561,0.16017210916226776
3.432089,0.07709362869001017,0.00831623825835143,0.07248149488187428,0.1578913618302359
3.434391,0.07590311234211893,0.008291415148512166,0.07130190070231228,0.15549642819294335
3.436692,0.07458053704988273,0.00825368402155648,0.07065848569527845,0.15349270676671767
3.438994,0.0729888792469889,0.008224392751946143,0.06904448709352927,0.1502577590924643
3.441296,0.07081089958969156,0.008198576717713303,0.06807191765002678,0.14708139395743164
3.443597,0.06918151065984203,0.008172760683480466,0.06673444849188702,0.14408871983520954
3.445899,0.0672741028997927,0.008133043707737639,0.0649595961383794,0.14036674274590974
3.4482,0.06569535311401528,0.0081072276735048,0.06388425902014233,0.1376868398076624
3.450502,0.06449391459779473,0.008081411639271962,0.06256764127426756,0.13514296751133426
3.452804,0.06274835351389743,0.008052616831858409,0.06111846812185112,0.13191943846760695
3.455105,0.06164024989067252,0.00801538216709951,0.060209445839537135,0.12986507789730914
3.457407,0.06050186207344373,0.007991055519457026,0.05887743776556205,0.1273703553584628
3.459709,0.059412127551499876,0.007961267787649906,0.05822111474141181,0.1255945100805616
3.46201,0.058290122986764975,0.00794736684613992,0.05713833069022296,0.12337582052312784
3.464312,0.05717506889278508,0.007935948215613853,0.05657385317247801,0.12168487028087695
3.466613,0.056041645697524116,0.007927508358268501,0.05544837337236561,0.11941752742815825
3.468915,0.0553947554551128,0.007921054349710292,0.05494545716702205,0.11826126697184515
3.471217,0.05439090889321281,0.007913110954561726,0.054469846382501685,0.11677386623027622
3.473518,0.053802601190022184,0.007902188786232448,0.05389246084764032,0.11559725082389495
3.47582,0.0531611720317755,0.007889777231312815,0.05392125565505387,0.11497220491814218
3.478122,0.05280371925009005,0.007879847987377108,0.05390437594036317,0.11458794317783033
3.4804230000000005,0.052377258223051434,0.0078733939788189,0.05390536886475674,0.11415602106662705
3.482725,0.05188576064823393,0.0078664435080639,0.05390239009157603,0.11365459424787384
3.4850260000000004,0.05169859440004585,0.007856514264128197,0.05388004929272069,0.11343515795689475
3.487328,0.0516971050134555,0.007844102709208564,0.054267786268410036,0.11380899399107412
3.4896300000000005,0.05170554487080085,0.007833180540879286,0.05484715765205856,0.1143858830637387
3.491931,0.05166433850846767,0.007825733607927505,0.055299931175526805,0.114790003291922
3.4942330000000004,0.05231520044845326,0.007819776061566079,0.055981077309516285,0.11611605381953564
3.496535,0.052285412716646135,0.007810839742023946,0.056482007666072725,0.11657826012474283
3.4988360000000003,0.05273620039132724,0.007798924649301095,0.057185991061114334,0.11772111610174267
3.501138,0.05365118022000265,0.007787009556578248,0.05788848506956563,0.11932667484614652
3.503439,0.054225586981683296,0.007779562623626468,0.05863665360012114,0.12064180320543093
3.5057410000000004,0.05529248424257502,0.0077731086150682575,0.05951539168843122,0.1225809845460745
3.508043,0.056361863814450665,0.007766158144313262,0.06016575716622004,0.12429377912498395
3.5103440000000004,0.05818288715225934,0.0077175048490282965,0.06189989961959126,0.12780029162087891
3.512646,0.06028838332882601,0.007682256033056538,0.0636643262669664,0.13163496562884894
3.5149470000000003,0.06372241234399029,0.007635588586558715,0.06606521745062037,0.1374232183811694
3.517249,0.06784900612367015,0.007586438829076966,0.06943669222898971,0.1448721371817368
3.5195510000000003,0.07284689105870829,0.007540267844775928,0.07411485550929807,0.15450201441278227
3.5218519999999995,0.07863216503784799,0.007498565020245956,0.07883372868974285,0.1649644587478368
3.524154,0.0837973577332028,0.007455372809125631,0.08411856877452292,0.17537129931685136
3.526456,0.08855545142719361,0.007411187673611736,0.08963922840277602,0.18560586750358135
3.528757,0.09220444857356594,0.007369484849081766,0.09348780335225608,0.1930617367749038
3.5310589999999995,0.09400313111251928,0.0073243067891743,0.096913392510075,0.1982408304117686
3.53336,0.09428462517809658,0.00727614995608612,0.09748581342296853,0.1990465885571512
3.5356620000000003,0.09213246155503206,0.007229482509588298,0.09576557191110728,0.19512751597572764
3.537964,0.08787926991517196,0.0071947301558133205,0.09204508420839784,0.18711908427938312
3.540265,0.08306408306855083,0.007145083936134788,0.08670116512220033,0.17691033212688595
3.542567,0.07821761910353221,0.007101395262817676,0.08200512920280767,0.16732414356915756
3.5448690000000003,0.07327384854794368,0.007060188900484494,0.07687121362585035,0.15720525107427852
3.5471699999999995,0.06949676415480073,0.00701550730277381,0.07303107853371564,0.14954334999129018
3.549472,0.06581152526806305,0.00696635754529206,0.06927683140162481,0.14205471421497992
3.5517730000000003,0.06266891956241177,0.006932598115910656,0.06570230358477029,0.1353038212630927
3.554075,0.05989816404215272,0.0068854342072160474,0.06243210709454518,0.12921570534391394
3.556377,0.057467485126691635,0.006837773836324654,0.05934758746591778,0.12365284642893408
3.558678,0.05476077322981791,0.006795078087401114,0.056479028892892025,0.11803488021011105
3.5609800000000003,0.05235491742419609,0.00675387172506793,0.053773309920411835,0.11288209906967585
3.563282,0.05024942124762941,0.006707700740766893,0.05086404144724968,0.107821163435646
3.565583,0.04770604541349805,0.0066699696138112045,0.048473575969728205,0.10284959099703746
3.567885,0.045666578709103824,0.006626777402690879,0.04574402681180234,0.09803738292359704
3.570186,0.04365441742553279,0.0065791170317994856,0.04335902241844551,0.0935925568757778
3.572488,0.041061891833919686,0.006533442509695234,0.0407530923475192,0.08834842669113413
3.57479,0.039091433374878616,0.006480817516835986,0.03855624712674401,0.08412849801845862
3.577091,0.03709863411698222,0.006427696061779954,0.03655302216271512,0.08007935234147727
3.579393,0.03508101174924655,0.006375071068920706,0.034577599081706205,0.07603368189987346
3.581695,0.03358020652836443,0.006322446076061459,0.032465152434384525,0.0723678050388104
3.583996,0.03171599097943543,0.006269821083202213,0.03044008313369708,0.06842589519633471
3.586298,0.029824966471880033,0.006217196090342964,0.02870345836934192,0.06474562093156491
3.588599,0.02828990535941972,0.006164571097483717,0.026780660281192248,0.06123513673809568
3.590901,0.02666895628691554,0.006112442566821255,0.025414892777835745,0.058196291631572535
3.593203,0.02517857677216592,0.006059817573962008,0.023843093462813318,0.05508148780894125
3.595504,0.02396174792784501,0.006007689043299546,0.02250909954005108,0.052478536511195634
3.597806,0.022719599511488067,0.0059555605126370825,0.0212034039625056,0.04987856398663075
3.600108,0.021220283677196302,0.005902935519777837,0.01976515297841844,0.04688837217539258
3.602409,0.02026161517520379,0.005851303451312159,0.018790597686128792,0.04490351631264474
3.604711,0.01887102456200802,0.005799174920649698,0.017840369041481632,0.042510568524139335
3.607012,0.01790987374903158,0.0057470463899872365,0.016888154548047322,0.04054507468706614
3.609314,0.016979503592255828,0.00569541432152156,0.015971188870584775,0.038646106784362165
3.611616,0.016035232493970087,0.0056432857908590974,0.014995144191704775,0.03667366247653396
3.613917,0.015187771524057491,0.0055916537223934205,0.014076689127651872,0.034856114374102784
3.616219,0.014698259798027134,0.0055400216539277436,0.013250079570004259,0.03348836102195914
