Wavelength,H2O_CH4_10_0.6_a_V3,CO_CH3OH_10K,CH3OH,all
3.027003,0.7945234468524062,0.007991637525121541,0.21420378930071607,1.0167188736782438
3.029305,0.7989957514333368,0.0077333600045259125,0.21777091565526013,1.0245000270931228
3.031607,0.8006791415535555,0.007473151437047328,0.2204087256973808,1.0285610186879834
3.0339080000000003,0.8011493514695557,0.007207149728919868,0.22235135886163648,1.030707860060112
3.03621,0.8015495609360487,0.006945975637999803,0.22517792873656614,1.0336734653106148
3.038511,0.8004546573534117,0.006705077539350796,0.2272031141550684,1.034362849047831
3.040813,0.8019801843909484,0.006487352003297287,0.22921381672194835,1.037681353116194
3.043115,0.8015394229399132,0.0062802472251000455,0.23120907091376466,1.039028741078778
3.045416,0.8000998274886679,0.006069280353136887,0.2328697712331085,1.0390388790749134
3.047718,0.7988847162375667,0.005858313481173729,0.23446626424359399,1.0392092939623343
3.05002,0.7974412586925557,0.0056627949842742355,0.2359893774725271,1.0390934311493571
3.052321,0.7957009026892898,0.005495759428898371,0.2375810428658052,1.0387777049839937
3.054623,0.7935444060827465,0.0053480343423520866,0.23832256486886105,1.0372150052939595
3.056924,0.7886216848163659,0.005203205826130239,0.2390771214383769,1.032902012080873
3.059226,0.787055605794287,0.005054515216142476,0.239910850930094,1.0320209719405236
3.061528,0.7845462103698829,0.004916445364010981,0.24072816652330595,1.0301908222571998
3.063829,0.7802959761804926,0.004806858453403116,0.2414803092842181,1.0265831439181141
3.066131,0.7777281665878792,0.004724306199156664,0.2414334813973064,1.023885954184342
3.068433,0.7725341332344431,0.004647547085559084,0.24153003374145424,1.0187117140614563
3.070734,0.7682583126738535,0.004555822358618581,0.2423029352563582,1.0151170702888304
3.073036,0.7635272478106064,0.004451545826938851,0.24232852162755736,1.0103073152651028
3.075337,0.7590192188623409,0.0043482348187006,0.24230872839700704,1.0056761820780489
3.077639,0.7542147742175416,0.004256510091760097,0.2415073439405795,0.9999786282498812
3.079941,0.7474850758304331,0.004169612982026988,0.2415329303117787,0.9931876191242388
3.082242,0.7426835277559581,0.004076439969924265,0.24146630919431664,0.988226276920199
3.084544,0.7369903187832773,0.003971197914803057,0.2407252699529815,0.9816867866510618
3.086846,0.7315833875109949,0.0038514730080596643,0.23990602331288655,0.9753408838319412
3.089147,0.7252143121292789,0.003718713534856303,0.2391702944504796,0.9681033201146148
3.0914490000000003,0.7190755140883556,0.0035753333037966744,0.23826366793893086,0.9609145153310832
3.09375,0.710702012042129,0.0034285737406918684,0.2370408325002977,0.9511714182831186
3.096052,0.7054268747196085,0.003283745224470021,0.2359715152888597,0.9446821352329384
3.098354,0.6989081432044633,0.0031403649934103922,0.23521357938729875,0.9372620875851724
3.100655,0.6918134769564757,0.002994088192026326,0.2335721895367845,0.9283797546852864
3.102957,0.6846937070990097,0.002843949296876344,0.2324965964229769,0.920034252818863
3.105259,0.6769680712820156,0.002693327640005623,0.2304776869068443,0.9101390858288656
3.10756,0.669480436993346,0.002545119791738599,0.2289579530099564,0.9009835097950408
3.109862,0.6616939731995388,0.0024017395606789702,0.2273976671285264,0.8914933798887442
3.112163,0.6537081288150661,0.002262221423385257,0.22519675644367504,0.8811671066821265
3.114465,0.6457319396650083,0.0021260826181367203,0.22291329350457725,0.8707713157877223
3.116767,0.6374728521465971,0.0019933231449333604,0.2207041758704733,0.8601703511620037
3.119068,0.6288541071462349,0.0018658740506581344,0.2183714712358601,0.8490914524327532
3.12137,0.6206655028390516,0.0017447008587525225,0.2157375232875054,0.8381477269853096
3.123672,0.6119381364515232,0.0016288380457750446,0.2131701964566128,0.8267371709539111
3.125973,0.6030138032819329,0.0015158718031220034,0.2104483858750836,0.8149780609601385
3.128275,0.5942236778707083,0.0014062848925141384,0.20763919542210044,0.8032691581853229
3.130576,0.5852737583299188,0.0013058704546003244,0.20465862455825484,0.7912382533427741
3.132878,0.5760365955652894,0.0012194561065879555,0.20104804964884415,0.7783041013207215
3.13518,0.5668438468789679,0.0011446280398733346,0.19836823933701925,0.7663567142558605
3.137481,0.5575250973835335,0.0010751103520868477,0.19481994068958397,0.7534201484252043
3.139783,0.5486326264875121,0.0010041443791381423,0.19128660765549169,0.7409233785221419
3.142085,0.5392709111989319,0.0009331784061894367,0.18780589564895991,0.7280099852540812
3.144386,0.529571262705834,0.0008660745270066477,0.18442559808034195,0.7148629353131826
3.146688,0.5202689271089048,0.0008057293119142112,0.18095840340199096,0.7020330598228101
3.148989,0.5114937673110229,0.0007502117140291696,0.17689499799852668,0.6891389770235788
3.151291,0.5013417710855924,0.0006975906864685651,0.1737387018683319,0.6757780636403931
3.153593,0.4922103331378048,0.0006469007057909186,0.16966226189840766,0.6625194957420033
3.155894,0.48279985891543004,0.0006015211040414064,0.16586920305855746,0.6492705830780288
3.158196,0.4732382802744635,0.0005643484515444653,0.16170296940857562,0.6355055981345836
3.160498,0.4637838747355013,0.0005324861779756592,0.15815949837834775,0.6224758592918247
3.162799,0.4545882294788554,0.0005011066661275922,0.15407629974433315,0.6091656358893162
3.165101,0.4446612002152894,0.0004658650605136093,0.15080172699255714,0.5959287922683602
3.167402,0.43576003960829457,0.0004272441228544499,0.14678418395256312,0.5829714676837121
3.1697040000000003,0.4262858408387821,0.0003862093765915932,0.14332761003206834,0.5699996602474421
3.172006,0.4157949458853922,0.0003466229154909549,0.13954710299695738,0.5556886717978405
3.174307,0.406961371919301,0.00031524340364288793,0.13589259677095947,0.5431692120939033
3.176609,0.3981133151015875,0.00029786398169626626,0.13281450803952444,0.5312256871228083
3.1789110000000003,0.38894856659506905,0.00029496741137182927,0.12937338249409336,0.5186169165005342
3.181212,0.3794174019425093,0.00029882950513774524,0.12627212120006287,0.5059883526477099
3.183514,0.37053941389811,0.00030317436062440064,0.12278899538492745,0.4936315836436618
3.1858150000000003,0.3611603191875832,0.00030317436062440064,0.11981421766173067,0.4812777112099382
3.188117,0.3522963312330854,0.0002935191262096109,0.11692633704826705,0.4695161874075621
3.190419,0.3430828237927722,0.0002737258956592917,0.11400273206746868,0.4573592817559002
3.19272,0.33446697536273445,0.0002534499033882331,0.11120078304029668,0.44592120830641935
3.1950220000000003,0.3251887778518422,0.0002433119072527037,0.10842442038432387,0.4338565101434188
3.197323,0.31672644764899965,0.00024717400101861956,0.1055519881459239,0.4225256097959422
3.199625,0.3083104625713481,0.0002602085674785859,0.10303052367850153,0.41160119481732826
3.201927,0.29962075159803725,0.00027710522770446817,0.1005959563208123,0.4004938131465539
3.204228,0.2907220047996462,0.0002935191262096109,0.09795669799352946,0.3889722219193853
3.20653,0.2825879525669065,0.00030510540750735865,0.09561578640966367,0.3785088443840775
3.208832,0.2736776194872177,0.000309450262994014,0.09363404954602808,0.36762111929623975
3.211133,0.2660480532526508,0.00031331235675992997,0.09148334608013364,0.35784471168954435
3.213435,0.2581534508333979,0.0003248986380576778,0.08865967277552836,0.34713802224698403
3.215736,0.25024533108596425,0.00034614015377021535,0.08661614241163808,0.3372076136513725
3.218038,0.2423536252370358,0.00036738166948275305,0.08463633659488543,0.327357343501404
3.22034,0.2349707502417668,0.0003780024273390218,0.0826483238288802,0.31799707649798603
3.222641,0.22738511532378716,0.00037896795078050084,0.08100838226352815,0.3087724655380958
3.224943,0.2197994804058075,0.00038476109142937466,0.07896292085275493,0.2991471623499918
3.227245,0.2123919845627808,0.0004060026071419124,0.07700049445794889,0.2897984816278716
3.229546,0.20533931858449755,0.0004359338338277608,0.07584428013677781,0.2816195325551031
3.231848,0.1983083768836476,0.00045910639642325634,0.07393688857813607,0.2727043718582069
3.234149,0.1913445390619804,0.0004658650605136093,0.07208984223458678,0.2639002463570808
3.236451,0.18442704636550425,0.0004624857284684328,0.07087666203036844,0.2557661941243411
3.238753,0.17809755744488873,0.0004586236347025169,0.06894175305364457,0.2474979341332358
3.241054,0.17170579226229787,0.0004605546815854748,0.06771698656812848,0.23988333351201185
3.2433560000000003,0.16522278511448724,0.00047117543944174363,0.06590421630675168,0.2315981768606807
3.245658,0.15915543580823333,0.0004933824785957604,0.06475331236450874,0.22440213065133785
3.247959,0.15327443252618486,0.0005194516115156928,0.06284061042693886,0.2166344945646394
3.250261,0.14755177508853892,0.0005368310334623145,0.061629844031324224,0.20971845015332544
3.252562,0.1423060862309836,0.0005377965569037935,0.06041135344817775,0.20325523623606512
3.254864,0.1371048114517363,0.0005329689396963986,0.058577824432809164,0.19621560482424188
3.257166,0.13216857285717504,0.000538279318624533,0.057422092873358824,0.1901289450491584
3.259467,0.12678046929200154,0.0005600035960578102,0.05618767115342794,0.1835281440414873
3.261769,0.12202478358099683,0.0005831761586533058,0.05499669798836361,0.17760465772801373
3.264071,0.11756792737512985,0.0005904175844643982,0.0534465501030691,0.17160489506266335
3.266372,0.11325107206827732,0.0005822106352118267,0.052570337579926935,0.16640362028341607
3.2686740000000003,0.10895738932402027,0.0005749692094007343,0.050827567768057365,0.16035992630147836
3.270975,0.10499005350298314,0.0005836589203740452,0.04962983593890268,0.15520354836225986
3.273277,0.10089671687283296,0.0006015211040414064,0.04841665573468434,0.14991489371155872
3.275579,0.09743772914373452,0.0006106935767354567,0.04724499303844959,0.14529341575891958
3.27788,0.09372384322608562,0.0006010383423206668,0.04609505461964813,0.14041993618805446
3.280182,0.0904719602751844,0.0005855899672570032,0.04489394345844827,0.13595149370088966
3.282484,0.08741173372741677,0.0005797968266081293,0.044309319014632746,0.13230084956865765
3.284785,0.08433461051942323,0.0005913831079058772,0.0430642765368456,0.12799027016417472
3.287087,0.0816446622114628,0.0006160039556635911,0.041904200121908604,0.124164866289035
3.289388,0.07904788691560508,0.0006469007057909186,0.040782261882910016,0.12047704950430603
3.29169,0.07680304491416644,0.0006855216434500779,0.04017156830617456,0.11766013486379108
3.293992,0.07467503124914675,0.0007347633389655062,0.038976733047344315,0.11438652763545658
3.296293,0.07283522633140856,0.0007999361712653374,0.03811934823131099,0.11175451073398487
3.298595,0.07144728638428252,0.0008892470896021432,0.03718906639544599,0.10952559986933064
3.300897,0.07031472738742768,0.001012834090111453,0.03656630377569205,0.10789386525323118
3.3031980000000005,0.06990341440135762,0.0011793868837665776,0.035506641798668866,0.10658944308379306
3.3055,0.0700646568160846,0.0013990434667030462,0.034965465909719884,0.10642916619250753
3.307801,0.07098914551130074,0.0016809763116149093,0.03441511754807687,0.10708523937099253
3.310103,0.07325233245812747,0.0020242198950606877,0.034124012230470964,0.10940056458365913
3.3124050000000005,0.0772119440916328,0.002417187935742634,0.033964218100906184,0.11359335012828163
3.314706,0.08345453590251514,0.002848294152363,0.03395408010477065,0.1202569101596488
3.317008,0.09111161955516422,0.003305952263624038,0.03450539398985515,0.12892296580864346
3.31931,0.09894877332964913,0.003778575988227999,0.03501663865211827,0.1377439879699954
3.321611,0.10516867533965676,0.004253613521435659,0.035739332948065285,0.1451616218091577
3.323913,0.10819462580525188,0.004713685441300395,0.03782051872617324,0.1507288299727255
3.326214,0.10497846722168537,0.005140446802434106,0.04007694700890962,0.15019586103302912
3.3285160000000005,0.09588565021155708,0.0055136216125657314,0.04276592979342859,0.1441652016175514
3.330818,0.0825701164301204,0.005811968355982738,0.04679071425923373,0.13517279904533686
3.3331190000000004,0.0683933357388845,0.006013279993531106,0.050921706303601565,0.12532832203601715
3.335421,0.05678436464026195,0.00611272890800344,0.05558035690873765,0.11847745045700304
3.3377230000000004,0.04911617746803586,0.0061175565252108354,0.060768597121524964,0.11600233111477165
3.340024,0.04458594148061648,0.006039349126451038,0.06590373354503094,0.11652902415209845
3.3423260000000004,0.04149192161239708,0.00592348631347356,0.07138935497779378,0.11880476290366443
3.344627,0.03965018564777592,0.005823554637280485,0.07560772689361546,0.12108146717867188
3.3469290000000003,0.03812369308679764,0.005780588844134671,0.07929457815490296,0.12319886008583525
3.349231,0.03681830539391805,0.005806175215333864,0.0820714235725965,0.12469590418184842
3.351532,0.035920851355063343,0.0059056241298062,0.08432543804672919,0.12615191353159874
3.3538339999999995,0.03504850092568708,0.006082314919596853,0.08522096103870094,0.12635177688398488
3.356135,0.034426221067653875,0.00633286825266065,0.08584324089673416,0.1266023302170487
3.3584370000000003,0.03357800872431459,0.00665487032039389,0.08580027510358834,0.12603315414829686
3.360739,0.03289586641290969,0.007046390075913619,0.08575827483388401,0.1257005313227073
3.3630400000000003,0.03229627635575124,0.007504530948895393,0.08637862364503425,0.12617943094968087
3.365342,0.03177634198251481,0.008024948083852566,0.08823098036751169,0.12803227043387908
3.3676440000000003,0.031068130538189968,0.008589779297117772,0.09070706523318453,0.13036497506849226
3.3699449999999995,0.03057619634475644,0.00917874859641995,0.09431860566603667,0.13407355060721304
3.372247,0.029960192389092838,0.009746959141730332,0.09703365758347557,0.13674080911429876
3.3745480000000003,0.029441706301018625,0.010209927631919505,0.09980857195428616,0.1394602058872243
3.37685,0.028869150900221588,0.010479308672092142,0.1023223122341767,0.14167077180649046
3.3791519999999995,0.02824252618670173,0.010465308582190695,0.1038014941465225,0.14250932891541493
3.381453,0.027788730169206608,0.010076202635274666,0.10513488201920497,0.14299981482368626
3.3837550000000003,0.02736679642528029,0.00925454218657605,0.10574750664282337,0.14236884525467974
3.386057,0.02697962152524722,0.008131638424135995,0.10579481729145583,0.14090607724083906
3.388358,0.02638051422980952,0.006902527083133248,0.10580109319382547,0.13908413450676824
3.39066,0.025905476696601853,0.005746795523682907,0.10515757182007973,0.1368098440403645
3.392961,0.025535681218515405,0.004810720547169032,0.10521067560936108,0.1355570773750455
3.395263,0.02529816245191157,0.0042323720057231215,0.10454398167301984,0.13407451613065452
3.397565,0.024886849465841524,0.004062439880022821,0.10459225784509378,0.13354154719095812
3.3998660000000003,0.024714020769816783,0.004255544568318617,0.104547361005065,0.13351692634320042
3.402168,0.024434501733508626,0.004755685711004732,0.10525412416422762,0.134444311608741
3.40447,0.0239623607706254,0.005463897155329565,0.10520343418354997,0.13462969210950493
3.406771,0.023716635054768998,0.006259488471108247,0.10519812380462186,0.1351742473304991
3.409073,0.023449667823200057,0.007008251899975197,0.10518315819127894,0.13564107791445418
3.411374,0.02317256259549559,0.007537358745905679,0.10478632805683108,0.13549624939823235
3.413676,0.022572489776616404,0.007666738887063863,0.10414956534717566,0.13438879401085593
3.415978,0.022476902955909983,0.007368392143646858,0.10350894054375437,0.13335423564331125
3.418279,0.02207331415737177,0.006862940622032611,0.10292238505305587,0.13185863983246027
3.420581,0.021799105499991738,0.0063869375653834715,0.10172899807938786,0.12991504114476307
3.422883,0.021501241518295473,0.006064452735929492,0.10049023150397034,0.1280559257581953
3.425184,0.0213047574979545,0.005931210501005393,0.09927174092082383,0.12650770891978375
3.427486,0.02110054929008169,0.005991555716097829,0.09812276802546384,0.12521487303164336
3.429787,0.02108461815329729,0.006085694251642029,0.09748552255408774,0.12465583495902705
3.432089,0.02076647817932997,0.005993969524701526,0.09568723514433312,0.12244768284836463
3.434391,0.02070323639391309,0.0055981049136951426,0.0944730894166733,0.12077443072428155
3.436692,0.020808961210755043,0.005029411606664022,0.09332266823615107,0.11916104105357014
3.438994,0.021018962559276717,0.00445347687382181,0.09154079472490163,0.11701323415800015
3.441296,0.021245860568024282,0.0039422322115586885,0.08912891716808714,0.1143170099476701
3.443597,0.02138779251392169,0.0034570566822154985,0.08688117859632406,0.11172602779246124
3.445899,0.021472758576771844,0.002961260395016041,0.08454123253589975,0.10897525150768764
3.4482,0.021207722392085862,0.002478015912555809,0.08219549333482655,0.10588123163946822
3.450502,0.020465234865588523,0.002065737403044284,0.07986665079397925,0.10239762306261206
3.452804,0.0196899195420809,0.0017654596127443204,0.07766429182396567,0.0991196709787909
3.455105,0.0190261221760641,0.0015588375962678179,0.07599972941085592,0.09658468918318787
3.457407,0.018680464784014618,0.001410629748000794,0.0736670247762427,0.09375811930825813
3.459709,0.01824308266502464,0.0012957324584647954,0.07150907988453717,0.09104789500802662
3.46201,0.01819335820778848,0.0012059387784072498,0.06926809997686445,0.08866739696306017
3.464312,0.017956804964626125,0.0011340072820170653,0.0670633271982472,0.08615413944489039
3.466613,0.01779990740538579,0.001077524160690545,0.06530897110507987,0.08418640267115622
3.468915,0.017688389447894966,0.0010369721761484278,0.06381675462627412,0.08254211625031753
3.471217,0.017568181779430838,0.0010109030432284948,0.06213529555293847,0.08071438037559779
3.473518,0.017481767431418466,0.0009901442892366972,0.061024943595237635,0.07949685531589279
3.47582,0.017314731876042603,0.0009621441094338065,0.059459347334879474,0.07773622332035589
3.478122,0.017088316629015783,0.0009215921248916893,0.05892155077797567,0.07693145953188314
3.4804230000000005,0.016932384593216925,0.0008834539489532696,0.05783195757426664,0.07564779611643684
3.482725,0.016993695331750838,0.0008646262418444293,0.057301402443173936,0.07515972401676921
3.4850260000000004,0.01670886591651454,0.0008733159528177401,0.0562581543646559,0.07384033623398817
3.487328,0.01664176203733175,0.0009075920349902439,0.05517676811019944,0.07272612218252142
3.4896300000000005,0.016679417451549428,0.0009664889649204617,0.054111312992527374,0.07175721940899726
3.491931,0.01643031240364785,0.0010818690161772005,0.05310813413683072,0.07062031555665578
3.4942330000000004,0.016262311324830508,0.001301525599113669,0.05244626781769688,0.07001010474164106
3.496535,0.016143551941528594,0.0016747004092452962,0.05189543669433312,0.06971368904510701
3.4988360000000003,0.016271966559245298,0.0022472558100423323,0.051293915590291714,0.06981313795957933
3.501138,0.016185552211232933,0.0030626403563713336,0.0513363986217168,0.07058459118932106
3.503439,0.01604506855049774,0.00409140558326719,0.05130501910986872,0.07144149324363365
3.5057410000000004,0.015898791749113673,0.005167481458795517,0.05220971457453453,0.07327598778244372
3.508043,0.015757342564937,0.006111763384561961,0.052809304631692984,0.07467841058119194
3.5103440000000004,0.015605272622904063,0.006752870949704007,0.05459166090466317,0.07694980447727122
3.512646,0.015472513149700703,0.006926665169170222,0.0572323675171082,0.07963154583597913
3.5149470000000003,0.0155323756030724,0.006522593608911271,0.06160811975389095,0.08366308896587461
3.517249,0.015384167754805375,0.0057752784652065365,0.06719125905424317,0.08835070527425508
3.5195510000000003,0.015277477414521947,0.005056446263025433,0.07494344676587793,0.09527737044342532
3.5218519999999995,0.01528278779345008,0.004617133097152496,0.08284915270470784,0.10274907359531042
3.524154,0.015322374254550719,0.004371890143016834,0.09248024903346068,0.11217451343102824
3.526456,0.01530064997711744,0.004182164786766214,0.10225858768703908,0.12174140245092273
3.528757,0.015185752687581443,0.003966853059316403,0.11117809323942192,0.13033069898631974
3.5310589999999995,0.015396236797823863,0.0037225756286222186,0.119385525253714,0.1385043376801601
3.53336,0.015139407562390452,0.003451263541566624,0.1251357001094421,0.14372637121339918
3.5356620000000003,0.015090648628595762,0.003167399649771804,0.12769337170591993,0.1459514199842875
3.537964,0.015192511351671796,0.002894156515833252,0.12664819258051893,0.14473486044802394
3.540265,0.015476858005187357,0.002650844608580548,0.12190940352974007,0.14003710614350798
3.542567,0.015621686521409203,0.0024345673576892553,0.11471094351179352,0.132767197390892
3.5448690000000003,0.01584472243639085,0.002238083337348282,0.10708765317959623,0.12517045895333534
3.5471699999999995,0.016117965570329403,0.002057530453791713,0.09964008811374807,0.1178155841378692
3.549472,0.016321691016481468,0.0018987018476684199,0.09317156381755964,0.11139195668170952
3.5517730000000003,0.016105896527310915,0.0017659423744650598,0.08701828292501408,0.10489012182679006
3.554075,0.015690238685754213,0.001656838225577935,0.08149886817179948,0.09884594508313163
3.556377,0.014945820112373913,0.0015607686431507758,0.07609531623156232,0.09260190498708702
3.558678,0.014332712727034763,0.001468561154489533,0.07117356048862324,0.08697483437014752
3.5609800000000003,0.013843675103925658,0.0013787674744319878,0.06621463209318718,0.08143707467154483
3.563282,0.013507672946290971,0.001294766935023316,0.06237474536642525,0.07717718524773952
3.565583,0.013376844519970569,0.001218007821425737,0.05876320493357313,0.07335805727496943
3.567885,0.01305532521395807,0.0011460763250355527,0.055608839850261285,0.06981024138925493
3.570186,0.012978083338639748,0.001076558637249066,0.05319889334032974,0.06725353531621855
3.572488,0.012928358881403585,0.0010099375197870162,0.05057025577090321,0.06450855217209381
3.57479,0.012749737044729972,0.0009476612578116217,0.04804203263939049,0.061739430941932086
3.577091,0.012718840294602641,0.0008940747068095383,0.04549546456248968,0.059108379563901865
3.579393,0.012772426845604723,0.0008506261519429841,0.04295710343484143,0.05658015643238914
3.581695,0.012567253114290442,0.000819246640094917,0.040908262692023016,0.05429476244640838
3.583996,0.012343251675867318,0.0008004189329860767,0.03862045489743858,0.051764125506291975
3.586298,0.012220630198799487,0.0007825567493187157,0.036157404598225695,0.0491605915463439
3.588599,0.012251044187206073,0.0007511772374706487,0.03418339192212192,0.04718561334679864
3.590901,0.012280492652171184,0.0006995217333515231,0.0320293091241823,0.04500932350970501
3.593203,0.012134215850787118,0.0006362799479346497,0.029883433275495263,0.04265392907421703
3.595504,0.011964766486807558,0.0005715898773555577,0.02792631725961736,0.04046267362378048
3.597806,0.01189524879902107,0.000507865330217945,0.026104374525546526,0.03850748865478554
3.600108,0.01192228345538248,0.0004402786893144162,0.024730917430042663,0.03709347957473956
3.602409,0.011888972896651456,0.0003659333843205345,0.02284573291055496,0.03510063919152695
3.604711,0.011756696185168836,0.0002925536027681318,0.021394551178012044,0.03344380096594901
3.607012,0.011605591766577376,0.00023413943455865332,0.01958081539319377,0.0314205465943298
3.609314,0.011490694477041376,0.000198415067223931,0.01838211804059762,0.030071227584862924
3.611616,0.011503246281780602,0.0001752425046284354,0.017123558234629764,0.0288020470210388
