Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,H2O_40K,HNCO_NH3,all
3.070734,0.9502856687034836,0.3707581564984331,0.006913919703474497,1.3279577449053912
3.073036,0.9492421587755776,0.3680575353566343,0.007053022048717903,1.32435271618093
3.075337,0.947646116883987,0.3654223456315876,0.007205210677311733,1.3202736731928864
3.077639,0.9455552196108858,0.36390772950306616,0.007346251731199645,1.3168092008451515
3.079941,0.9406027883784916,0.3613655977929559,0.007493593588182208,1.3094619797596296
3.082242,0.9390595762974636,0.35778141018642284,0.007637542705036883,1.3044785291889234
3.084544,0.9343184643073208,0.3552087438151615,0.007781976499052683,1.2973091846215352
3.086846,0.9302767414606842,0.35211068740123874,0.007915747395523694,1.2903031762574464
3.089147,0.9273420212500608,0.3491052043250911,0.008037401362966533,1.2844846269381185
3.0914490000000003,0.9216422178352092,0.3461990800669745,0.008154693235959229,1.275995991138143
3.09375,0.9126970161494522,0.3430598260943559,0.008282648006496718,1.264039490250305
3.096052,0.9111644669659692,0.33976111333572656,0.00840672535974519,1.259332305661441
3.098354,0.9040809102561002,0.3364619158999361,0.008522563201254508,1.2490653893572907
3.100655,0.8987412219719657,0.3325234292886194,0.008647609908825234,1.2399122611694104
3.102957,0.8915660612786438,0.3295688373143901,0.008762478396012295,1.2298973769890462
3.105259,0.8851852864524089,0.3254248475867555,0.008840026741792593,1.2194501607809571
3.10756,0.8773863462527168,0.32191626961735825,0.008874923497393727,1.2081775393674687
3.109862,0.8705994119654575,0.3173656357515383,0.00890933557583373,1.1968743832928297
3.112163,0.8633937166109846,0.3138686900340081,0.008933084756728948,1.1861954914017216
3.114465,0.8551125226359714,0.310169633940288,0.008966527480846701,1.1742486840571065
3.116767,0.8479848603044399,0.3058598846235481,0.008998031496319947,1.162842776424308
3.119068,0.8396639228022141,0.3022989615207491,0.00903292825192108,1.1509958125748845
3.12137,0.8326327112257469,0.2978147284260035,0.009067825007522212,1.1395152646592726
3.123672,0.8244101631872299,0.2934565113931508,0.009069279039005592,1.1269359536193866
3.125973,0.8160766240788149,0.28909199355720355,0.009009663748186991,1.1141782813842054
3.128275,0.8077173970808602,0.2848079321300033,0.00896168070923543,1.101487009920099
3.130576,0.7989195372520856,0.2806043271115502,0.008905942835705845,1.0884298071993417
3.132878,0.7906533682690672,0.2764995962339669,0.008850204962176256,1.0760031694652104
3.13518,0.7817735980000622,0.2715272932379665,0.008799313860257939,1.0621002050982868
3.137481,0.7737531603377351,0.2673740946442706,0.008741637278083844,1.0498688922600894
3.139783,0.7643237661680122,0.26248176337985624,0.008684930050232003,1.0354904595981005
3.142085,0.757074449869038,0.2577871803971815,0.00863743168844157,1.0234990619546611
3.144386,0.7461265621535047,0.2534410802933571,0.008582178492073109,1.0081498209389352
3.146688,0.7387265112574201,0.2484251563528553,0.008531772067315918,0.9956834396775912
3.148989,0.7287523399585906,0.24430103838882694,0.00847458016230295,0.9815279585097204
3.151291,0.7193336086864126,0.2392952926687089,0.00841787293445111,0.9670467742895724
3.153593,0.7094268075129798,0.23439956866416656,0.008371343926982931,0.9521977201041292
3.155894,0.7009580434766103,0.22978689612172234,0.008316575407775598,0.9390615150061082
3.158196,0.6912228180182164,0.2247263818823969,0.008261806888568264,0.9242110067891816
3.160498,0.6811061516340158,0.22013551981220345,0.008210431109488818,0.909452102555708
3.162799,0.6722229886248828,0.2154700174591964,0.008153723881636975,0.8958467299657161
3.165101,0.6625987542363871,0.21065765792636792,0.008097986008107391,0.8813543981708624
3.167402,0.6521932202641546,0.2053717688071185,0.008055334417928226,0.8656203234892014
3.1697040000000003,0.643081774312131,0.20092970262539087,0.008013167504910192,0.8520246444424321
3.172006,0.6332690005079571,0.1962021615957596,0.007979724780792436,0.8374508868845091
3.174307,0.6227907649615556,0.19128753518193334,0.007947251410996939,0.822025551554486
3.176609,0.6126047897433137,0.1862585249580812,0.007914293364040313,0.8067776080654351
3.1789110000000003,0.6033513333830799,0.18176169025714628,0.007881335317083687,0.7929943589573099
3.181212,0.5942713914465295,0.17703317987319275,0.007848861947288188,0.7791534332670105
3.183514,0.5838198131439902,0.17204730591668085,0.007816873254653816,0.7636839923153249
3.1858150000000003,0.5740579304417343,0.16720828913999042,0.007795062782403108,0.7490612823641278
3.188117,0.5650448739534194,0.16234503850524362,0.007762104735446483,0.7351520171941095
3.190419,0.5548390269715714,0.15805613030643212,0.007729146688489856,0.7206243039664935
3.19272,0.5447276920361429,0.153726509226086,0.00769618864153323,0.7061503899037622
3.1950220000000003,0.5352343204811515,0.14856518213724615,0.007663230594576606,0.6914627332129742
3.197323,0.5255684038567987,0.14443282466147864,0.007630272547619979,0.6776315010658973
3.199625,0.5159897291214488,0.13928409917882814,0.0075973145006633545,0.6628711428009403
3.201927,0.5061619303252798,0.13535579078789506,0.00758568224879631,0.6491034033619711
3.204228,0.4966734055418993,0.1308948221968835,0.0076336652877478685,0.6352018930265307
3.20653,0.4871228420818948,0.1265724712739543,0.007685041066827313,0.6213803544226764
3.208832,0.4769770950680264,0.12222685584729095,0.0077276926570064765,0.6069316435723239
3.211133,0.4676451210076901,0.117848282373671,0.007781976499052683,0.5932753798804138
3.213435,0.4583931186789398,0.1135680983637598,0.00782414341207072,0.5797853604547702
3.215736,0.448455782844356,0.10931554095203284,0.007867279679411008,0.5656386034757999
3.218038,0.4393763255849667,0.10519820846826024,0.007918170781329328,0.5524927048345563
3.22034,0.4302624562471374,0.1010721517955874,0.007962761080152998,0.5392973691228778
3.222641,0.4204574372775413,0.09760186332191917,0.008003958638848778,0.5260632592383092
3.224943,0.4113745872780242,0.09348065342085757,0.008060181189539495,0.5129154218884213
3.227245,0.4022529631056168,0.08941954348777571,0.008101378748235277,0.4997738853416278
3.229546,0.3934085742693741,0.08605297592658863,0.00814548436989782,0.4876070345658605
3.231848,0.3840354026503421,0.08238203110821386,0.00819637547181614,0.474613809230372
3.234149,0.3756994401561213,0.07879445076155292,0.008238542384834175,0.4627324333025084
3.236451,0.3666098046763484,0.07545938721583909,0.008290887518235875,0.4503600794104233
3.238753,0.35795492461010625,0.07208894223736298,0.008333539108415038,0.43837740595588426
3.241054,0.3496175080844022,0.06918669539653541,0.008374736667110819,0.4271789401480484
3.2433560000000003,0.34119575773266203,0.06563691986844236,0.008441137438185198,0.4152738150392896
3.245658,0.3332814643686217,0.06303371883603005,0.008508507563581829,0.4048236907682336
3.247959,0.3245262561300264,0.059943417256685276,0.008573938980333954,0.3930436123670456
3.250261,0.31682231265391514,0.05714101391104982,0.008644217168697347,0.3826075437336623
3.252562,0.3093195101996715,0.054515033052064565,0.00870674052248271,0.3725412837742188
3.254864,0.30228102846578736,0.052086800474819055,0.008779442096651737,0.3631472710372581
3.257166,0.2942063069614141,0.04966777676363495,0.008842450127598229,0.35271653385264723
3.259467,0.2876699507664574,0.047229850643166905,0.00890351944990021,0.3438033208595245
3.261769,0.280251966815411,0.0448360301443614,0.008979129087035999,0.3340671260468084
3.264071,0.27373305899825484,0.042520727345658434,0.009040198409337985,0.3252939847532513
3.266372,0.26741868494309423,0.040622246905524566,0.009103206440284471,0.31714413828890325
3.2686740000000003,0.2611401769978571,0.03885075188160594,0.00917445398297012,0.3091653828624331
3.270975,0.25482774165134103,0.03675258445108781,0.009235523305272105,0.3008158494077009
3.273277,0.2489883512140847,0.035169144165686395,0.009309678910924513,0.2934671742906956
3.275579,0.24365496373304485,0.033448540243686084,0.009368809524581986,0.2864723135013129
3.27788,0.23828910288220956,0.03186413060396241,0.009362993398648463,0.2795162268848204
3.280182,0.2329629855585866,0.03018181617769112,0.009349907115298038,0.2724947088515758
3.282484,0.2281137905615125,0.02895122086559005,0.00934166760355888,0.2664066790306614
3.284785,0.22315021175441244,0.027337245919037644,0.009330520028852964,0.2598179777023031
3.287087,0.21853850856629045,0.0262549618182414,0.009310163588085636,0.2541036339726175
3.289388,0.2142064641001387,0.025105307592048508,0.009302408753507609,0.2486141804456948
3.29169,0.2102335654103819,0.023993942861584645,0.009294653918929578,0.2435221621908961
3.293992,0.20604256199811805,0.02286319104467571,0.00927429747816225,0.23818005052095603
3.296293,0.20240505990386104,0.02175085695988959,0.009264119257778586,0.23342003612152926
3.298595,0.1990724197439528,0.020654517221420657,0.009252971683072668,0.22897990864844614
3.300897,0.1961890753124092,0.01956980973481877,0.009241339431205623,0.2250002244784336
3.3031980000000005,0.19317680675600585,0.01893003588213133,0.009224375730566186,0.22133121836870331
3.3055,0.1911794521750021,0.017828364694890003,0.00921710557314928,0.21822492244304134
3.307801,0.1895756554488333,0.01710134895319973,0.009207896707087871,0.21588490110912092
3.310103,0.18836444722317736,0.016113092221662084,0.009186570911998291,0.2136641103568377
3.3124050000000005,0.18736940501138394,0.01561581345434594,0.009179785431742516,0.2121650038974724
3.314706,0.1868522544804616,0.014971192830047232,0.0091633064082642,0.210986753718773
3.317008,0.18654884657759616,0.014267441592091047,0.009151674156397158,0.2099679623260844
3.31931,0.1853812592964416,0.013609250007280787,0.009141011258852366,0.20813152056257475
3.321611,0.1831444741978412,0.013133781712215345,0.009130348361307576,0.20540860427136412
3.323913,0.17999019523322768,0.012234705578325044,0.009110961274862502,0.2013358620864152
3.326214,0.17739426435823227,0.011811582416661305,0.009104175794606723,0.1983100225695003
3.3285160000000005,0.17327596252013744,0.011355985885202063,0.00909593628286757,0.19372788468820706
3.330818,0.1681790974937275,0.010740930567732095,0.009074610487777987,0.1879946385492376
3.3331190000000004,0.1627637995724572,0.010454486365506126,0.009065886298877704,0.18228417223684104
3.335421,0.15804692144037072,0.009787570591795584,0.00905910081862193,0.17689359285078826
3.3377230000000004,0.15333779814286227,0.009359600658520576,0.009040198409337985,0.17173759721072082
3.340024,0.14987865724389995,0.009070248393327844,0.009029535511793193,0.16797844114902102
3.3423260000000004,0.1468547564356295,0.008653910711919885,0.0090188726142484,0.16452753976179782
3.344627,0.1439733507127304,0.00829767299849165,0.009006755685220231,0.16127777939644228
3.3469290000000003,0.14101003454960087,0.007809118420075788,0.008991730693225298,0.15781088366290194
3.349231,0.13869036965644774,0.007488262139409811,0.008984460535808396,0.15516309233166595
3.351532,0.1372053188347551,0.007237684047107232,0.008973797638263606,0.15341680052012593
3.3538339999999995,0.1358661558385616,0.006823285074343776,0.008954895228979656,0.15164433614188502
3.356135,0.1345807920072532,0.0063831982120405965,0.008949079103046135,0.14991306932233991
3.3584370000000003,0.1335300119219302,0.006391922400940882,0.008929207339439933,0.14885114166231106
3.360739,0.13169502418990395,0.005817095287844438,0.008919513796217395,0.14643163327396574
3.3630400000000003,0.1296918534829667,0.005620316360426937,0.008913212993122747,0.14422538283651634
3.365342,0.12738430551884178,0.005333387481039844,0.008895279938161055,0.14161297293804267
3.3676440000000003,0.12616388842712434,0.005059060207842046,0.008884132363455139,0.14010708099842156
3.3699449999999995,0.1243003047425916,0.004901055453314695,0.008873954143071473,0.13807531433897774
3.372247,0.12269020721332825,0.0044367347329551735,0.008861837214043303,0.1359887791603267
3.3745480000000003,0.1219219939129422,0.00437566541065319,0.008847296899209496,0.13514495622280487
3.37685,0.12104521292846372,0.004220568719092599,0.008840026741792593,0.1341058083893489
3.3791519999999995,0.12010784729884437,0.0038880801865595798,0.008800283214580191,0.13279621069998415
3.381453,0.11891457212815007,0.0037417076838992718,0.008774595325040468,0.1314308751370898
3.3837550000000003,0.11802034276587105,0.0033815925531820233,0.008747938081178493,0.13014987340023154
3.386057,0.1175250027071994,0.003405341734077239,0.008718857451510879,0.1296492018927875
3.388358,0.11694823688545845,0.003179966854153255,0.008680083278620734,0.12880828701823244
3.39066,0.1162973154580651,0.002902731517988697,0.008654880066242137,0.12785492704229592
3.392961,0.11581651571422727,0.0029298734390118004,0.00862773814521903,0.1273741272984581
3.395263,0.11588824793407405,0.0027267937084996512,0.008597688161229168,0.12721272980380285
3.397565,0.11575108429747515,0.002515474466248345,0.008560852696983529,0.12682741146070706
3.3998660000000003,0.11550583765394495,0.002584298623128357,0.008535649484604934,0.12662578576167824
3.402168,0.11479917835302203,0.002447619663690586,0.008507538209259575,0.12575433622597218
3.40447,0.1144739599779059,0.002432109994534527,0.008476518870947455,0.12538258884338788
3.406771,0.1139689263760117,0.002340021333920425,0.008442591469668578,0.12475153917960073
3.409073,0.11337180411350345,0.0019086586605175306,0.008416903580128855,0.12369736635414982
3.411374,0.11292105435365547,0.0019372546130240144,0.008387338273300118,0.1232456472399796
3.413676,0.1124741820110965,0.0019416167074741558,0.008355834257826872,0.12277163297639755
3.415978,0.1119468532597905,0.00198717636062008,0.008325784273837006,0.1222598138942476
3.418279,0.11090964413497904,0.0014322210111298382,0.00829767299849165,0.12063953814460054
3.420581,0.11085099819848272,0.0014496693889304046,0.008266653660179533,0.12056732124759265
3.422883,0.1103580815256167,0.0014496693889304046,0.008236118999028541,0.12004386991357564
3.425184,0.1106488878222928,0.0014491847117692775,0.00820994643232769,0.12030801896638975
3.427486,0.11009587118144708,0.0014491847117692775,0.008177473062532192,0.11972252895574854
3.429787,0.10985837937249493,0.0014487000346081508,0.0081469384013812,0.11945401780848425
3.432089,0.10989957693119068,0.0014428839086746287,0.008118827126035842,0.11946128796590115
3.434391,0.10940908364413034,0.0014399758457078675,0.0080945932679795,0.1189436527578177
3.436692,0.10901213304916743,0.0009858333457320103,0.008057757803733861,0.11805572419863328
3.438994,0.10886430651502374,0.0009703236765759511,0.008029161851227377,0.11786379204282707
3.441296,0.10890744278236404,0.0009688696450925703,0.008003958638848778,0.1178802710663054
3.443597,0.10857689295847553,0.0009688696450925703,0.007978755426470184,0.11752451803003827
3.445899,0.1075619789830759,0.0009688696450925703,0.007939981253580036,0.1164708298817485
3.4482,0.10692317448471073,0.0009688696450925703,0.00791477804120144,0.11580682217100476
3.450502,0.10620779099488747,0.0009688696450925703,0.007889574828822844,0.1150662354688029
3.452804,0.10515555687808108,0.0009688696450925703,0.007861463553477485,0.11398589007665115
3.455105,0.10454922574951142,0.0009688696450925703,0.007825112766392972,0.11334320816099695
3.457407,0.10397197525060932,0.0009688696450925703,0.007801363585497757,0.11274220848119965
3.459709,0.10354594402597883,0.0009688696450925703,0.007772282955830147,0.11228709662690156
3.46201,0.10282522908738323,0.0009688696450925703,0.0077587119953185955,0.11155281072779437
3.464312,0.10251164296413416,0.0009708083537370779,0.007747564420612677,0.11123001573848393
3.466613,0.10201194081101234,0.000983894637087503,0.00773932490887352,0.11073516035697337
3.468915,0.1016300152080444,0.0006732165768051928,0.007733024105778872,0.11003625589062847
3.471217,0.10025644013341092,0.0004875852240936098,0.00772526927120084,0.10846929462870536
3.473518,0.09909273026954536,0.0005224819796947429,0.0077146063736560485,0.10732981862289613
3.47582,0.09818783800972153,0.0006295956323037764,0.007702489444627878,0.10651992308665316
3.478122,0.09764160684913156,0.00048225377532121444,0.007692795901405344,0.10581665652585813
3.4804230000000005,0.09707841198790217,0.0004846771611268487,0.007686495098310694,0.10524958424733973
3.482725,0.09604459560321857,0.00048516183828797556,0.007679709618054917,0.10420946705956148
3.4850260000000004,0.09516345252429,0.00048516183828797556,0.007670016074832382,0.10331863043741037
3.487328,0.09459831895441607,0.0004846771611268487,0.007657899145804211,0.10274089526134714
3.4896300000000005,0.09382525888241876,0.0004846771611268487,0.007647236248259419,0.10195717229180502
3.491931,0.0930730399283499,0.0004846771611268487,0.007639966090842516,0.10119768318031926
3.4942330000000004,0.09232372903724777,0.00048516183828797556,0.007634149964908994,0.10044304084044474
3.496535,0.09187491798604433,0.00048516183828797556,0.007625425776008711,0.099985505600341
3.4988360000000003,0.0910911950165022,0.00048516183828797556,0.007613793524141667,0.09919015037893184
3.501138,0.09020278178015667,0.0004846771611268487,0.0076021612722746235,0.09828962021355817
3.503439,0.08943941525138191,0.0004846771611268487,0.007594891114857719,0.09751898352736647
3.5057410000000004,0.0889014236025311,0.00048516183828797556,0.00758859031176307,0.09697517575258216
3.508043,0.0882534102381045,0.00048516183828797556,0.0075818048315072955,0.09632037690789977
3.5103440000000004,0.08727823978991729,0.00048516183828797556,0.007534306469716863,0.09529770809792214
3.512646,0.08659775305569517,0.0004817690981600876,0.007499894391276858,0.09457941654513212
3.5149470000000003,0.086218735515694,0.000464320720359521,0.007454334738130935,0.09413739097418447
3.517249,0.0853036650354865,0.0008428535831995898,0.007406351699179375,0.09355287031786548
3.5195510000000003,0.08443221549978043,0.0009751704481872196,0.00736127672319458,0.09276866267116222
3.5218519999999995,0.08418357611612236,0.0007381633163961906,0.007320563841659924,0.09224230327417847
3.524154,0.0837565755371696,0.0007352552534294294,0.007278396928641888,0.09177022771924093
3.526456,0.08315848392033907,0.000961599487675668,0.007235260661301599,0.09135534406931636
3.528757,0.08268834707404603,0.0009698389994148244,0.007194547779766942,0.0908527338532278
3.5310589999999995,0.08206553692199803,0.0009688696450925703,0.007150442158104398,0.090184848725195
3.53336,0.08163417424859512,0.0009688696450925703,0.007103428473475095,0.08970647236716281
3.5356620000000003,0.0808843786803319,0.0009688696450925703,0.00705786882032917,0.08891111714575364
3.537964,0.0800071130186923,0.0009688696450925703,0.007023941419050291,0.08799992408283516
3.540265,0.0791947940966437,0.0009688696450925703,0.006975473702937606,0.08713913744467389
3.542567,0.07849152753584865,0.0009688696450925703,0.006932822112758444,0.08639321929369967
3.5448690000000003,0.07776838921144738,0.0009688696450925703,0.0068925939083849174,0.08562985276492488
3.5471699999999995,0.076979819470294,0.0009688696450925703,0.006848972963883499,0.08479766207927007
3.549472,0.07620094327236315,0.0009688696450925703,0.00680098992493194,0.08397080284238767
3.5517730000000003,0.07541140417688752,0.0009688696450925703,0.006768031877975315,0.0831483056999554
3.554075,0.07473576421427669,0.0009688696450925703,0.0067219875476682645,0.08242662140703752
3.556377,0.07359192611401733,0.0009688696450925703,0.0066754585402000865,0.08123625429930999
3.558678,0.07296814660764707,0.0009698389994148244,0.006633776304343179,0.08057176191140507
3.5609800000000003,0.07188150041240067,0.000961114810514541,0.00659354809996965,0.07943616332288488
3.563282,0.0713275144172327,0.000884051141895372,0.0065484731239848545,0.07876003868311293
3.565583,0.07046721245623254,0.0008249205282378965,0.006511637659739212,0.07780377064420964
3.567885,0.06956619761369771,0.000974201093864966,0.006469470746721176,0.07700986945428387
3.570186,0.06888958829676463,0.0009688696450925703,0.0064229417392530005,0.0762813996811102
3.572488,0.06803364843021463,0.0009683849679314437,0.006378351440429329,0.0753803848385754
3.57479,0.06731438752310237,0.0009688696450925703,0.006326975661349883,0.07461023282954482
3.577091,0.06651757827020985,0.0009683849679314437,0.00627511520510931,0.07376107844325061
3.579393,0.06557439651465699,0.0009683849679314437,0.006223739426029864,0.0727665209086183
3.581695,0.06511686127455325,0.000974201093864966,0.006172363646950419,0.07226342601536864
3.583996,0.06432877621056099,0.0007512495997466155,0.006120987867870974,0.07120101367817859
3.586298,0.06361920884667129,0.0004686828148096627,0.006069612088791527,0.07015750375027248
3.588599,0.0627167399726531,0.0004827384524823414,0.006018236309712081,0.06921771473484753
3.590901,0.062218976528175825,0.00048516183828797556,0.005967345207793761,0.06867148357425758
3.593203,0.06156272365201008,0.00048516183828797556,0.005915969428714315,0.06796385491901237
3.595504,0.06086381918566515,0.0004846771611268487,0.005865078326795997,0.067213574673588
3.597806,0.06034909204054845,0.0004846771611268487,0.005814187224877677,0.06664795642655298
3.600108,0.05954501263023899,0.00048516183828797556,0.005762811445798232,0.06579298591432521
3.602409,0.059213493452028226,0.00048516183828797556,0.005712405021041039,0.06541106031135725
3.604711,0.058738509834123924,0.0004846771611268487,0.005661513919122721,0.0648847009143735
3.607012,0.05801391747823927,0.0004846771611268487,0.0056106228172044005,0.06410921745657053
3.609314,0.05739692345212481,0.00048516183828797556,0.005560216392447208,0.06344230168286
