Wavelength,d_NH3_CH3OH_50_10K_I10m_Baselined,H2O_40K,H2O_CH3OH_CO_NH3_100K_NASA,all
2.85208,0.0013822495308945884,0.10987735225120268,0.07348743613294023,0.1847470379150375
2.854382,0.0014416742759005335,0.11404107934245955,0.07857199708798672,0.1940547507063468
2.8566830000000003,0.0014986021828810188,0.11872065316977648,0.08378339741472657,0.20400265276738405
2.858985,0.0015590256630971474,0.1230821298326498,0.08891639702746698,0.21355755252321396
2.861286,0.0016254415545743804,0.12769428903327926,0.09486736077734806,0.2241870913652017
2.863588,0.001698349224917809,0.13244976673657013,0.09984006338885396,0.2339881793503419
2.8658900000000003,0.0017777486741274331,0.13757827204086473,0.10478180520884414,0.2441378259238363
2.868191,0.0018671354754388968,0.14239966626802775,0.10972404639643944,0.2539908481399061
2.870493,0.001968007731667476,0.14714915156005753,0.11491896759221125,0.26403612688393624
2.872795,0.0020713768259215145,0.15226417393901462,0.11926596259453692,0.273601513359473
2.875096,0.002165257935678806,0.1575559724501743,0.12426313421869227,0.2839843646045454
2.877398,0.0022386649736273263,0.16277336518817526,0.12864158938013875,0.29365361954194136
2.879699,0.002303083394684191,0.168185011924557,0.13314788264848873,0.3036359779677299
2.882001,0.002372994859397068,0.17361163968909152,0.137449435198751,0.3134340697472396
2.884303,0.0024568886170525197,0.17882903242709247,0.14147333936058215,0.32275926040472713
2.886604,0.0025487722563894435,0.18414979425934747,0.14565254684759688,0.3323511133633338
2.888906,0.002639657160516183,0.1893182489720494,0.1499830627189545,0.3419409688515201
2.891208,0.0027245496533818193,0.19450667838895505,0.15395802885548662,0.3511892568978235
2.893509,0.002797956691330339,0.19982843895642025,0.15787107340898734,0.360497469056738
2.895811,0.0028583801715464678,0.20513322102531228,0.1618015958286663,0.36979319702552493
2.898112,0.0029183042841575053,0.21088693457118204,0.1664696842010661,0.3802749230564056
2.900414,0.002998702468577313,0.2160588848571196,0.17043116741226072,0.3894887547379576
2.902716,0.0031020715628313524,0.22079988089986285,0.17509076653537395,0.39899271899806815
2.905017,0.0031804722768307924,0.22577308287897385,0.1792050562337267,0.40815861138953136
2.907319,0.0031769767035951485,0.2307632633566579,0.18362645700921107,0.41756669706946414
2.909621,0.0031055671360669963,0.2353449611333768,0.18809080339873327,0.4265413316681771
2.911922,0.003077602550181845,0.24061328936709714,0.1928792393639603,0.4365701312812393
2.9142240000000004,0.003200446981034472,0.24517551180721744,0.19776804821781072,0.4461440070060626
2.916525,0.003468108017363771,0.24977268997969415,0.20307982143317407,0.4563206194302321
2.918827,0.003797690636724474,0.25441081629578843,0.20819384507692096,0.4664023520094339
2.921129,0.004129270726505547,0.25884420189379503,0.21314657298422324,0.4761200456045238
2.92343,0.004517279355662011,0.2629455080344153,0.21832151947579134,0.4857843068658687
2.925732,0.005051103325505333,0.2667981291077,0.22386200305428686,0.4957112354874922
2.928034,0.0058111408204553185,0.2713054211112601,0.2297979857760151,0.5069145477077306
2.930335,0.006860811526358653,0.2740264751914063,0.2344116430794599,0.5152989297972249
2.932637,0.008259040820616183,0.2786725913891821,0.24160852900404545,0.5285401612138437
2.9349380000000003,0.010009324276463559,0.2828677786395598,0.2473267874499537,0.540203890365977
2.93724,0.012057230824945751,0.2866899382889337,0.2531564048717974,0.5519035739856769
2.939542,0.014336344574585526,0.2903388173793408,0.259327589735524,0.5640027516894504
2.941843,0.016690862832594192,0.29393626160642344,0.2655132562597983,0.5761403806988159
2.944145,0.01892403476256551,0.2970807794156876,0.27139281044215124,0.5873976246204043
2.946447,0.020877061466080225,0.3005359038753189,0.2771220549753715,0.5985350203167706
2.948748,0.022507996064310615,0.304000016951842,0.2834565330459632,0.6099645460621158
2.95105,0.02380135816149883,0.3073203121580985,0.28935406446209944,0.6204757347816967
2.953351,0.024774126256218,0.3105976617503171,0.2951721964290261,0.6305439844355611
2.955653,0.025495213077970817,0.3118315991024994,0.29916613853455165,0.6364929507150219
2.957955,0.02603502945907524,0.3162345232765954,0.3058446808850517,0.6481142336207224
2.960256,0.02641854377978588,0.3196447046517685,0.3110975287230142,0.6571607771545686
2.962558,0.026643758569682357,0.3212626556922665,0.3147593913711537,0.6626658056331025
2.96486,0.026701685211873032,0.32517969518660794,0.3213215810696673,0.6732029614681483
2.967161,0.02655836670921163,0.32740537660250285,0.32682061713694016,0.6807843604486546
2.969463,0.026173354285685718,0.3308310383734338,0.3317513728696184,0.6887557655287379
2.971764,0.02552467576667124,0.3334776866804213,0.33703068719065066,0.6960330496377432
2.974066,0.02463380395918716,0.3361812628943893,0.3423779155059756,0.703192982359552
2.976368,0.02353020155193389,0.33978020522428715,0.3466175464732064,0.7099279532494275
2.978669,0.02227279392231229,0.34197442648106124,0.35110885871340364,0.7153560791167772
2.980971,0.020954962812474567,0.3450465359875871,0.3566263713820649,0.7226278701821266
2.983273,0.01966759312654746,0.34773962548184817,0.3611012044912941,0.7285084230996898
2.985574,0.01847160771235217,0.35040924469866985,0.3661358286858314,0.7350166810968535
2.987876,0.017415944595187742,0.3531507728506248,0.37090678678488015,0.7414735042306927
2.990177,0.016533062669385132,0.3558618395786691,0.3756407916811521,0.7480356939292063
2.992479,0.015808979642001758,0.3585729063067134,0.3802399673240491,0.7546218532727643
2.994781,0.015217728397572863,0.3612994534305156,0.38492653229783735,0.7614437141259258
2.997082,0.014734839923448925,0.364054464507808,0.3896115991688103,0.7684009036000673
2.999384,0.014336843942190619,0.36682595471606855,0.3932959333591789,0.7744587320174381
3.001686,0.014001268911568812,0.3695854601018068,0.3983655132860726,0.7819522422994483
3.003987,0.013723620523137673,0.3723404711790992,0.4035334686311695,0.7895975603334064
3.006289,0.01351138929097358,0.3743389403346773,0.4074410201410142,0.7952913497666652
3.0085900000000003,0.013369568891127464,0.3770330285641485,0.4118039949067028,0.8022065923619788
3.010892,0.013287173236287286,0.3797086401922313,0.41577296863197377,0.8087687820604924
3.013194,0.013248222563090113,0.3820461799516669,0.419965659044326,0.815260061559083
3.015495,0.01324023268140864,0.3839727401721117,0.4240764531694432,0.8212894260229635
3.0177970000000003,0.013253715606746123,0.3860965505965679,0.4274931263234825,0.8268433925267965
3.020098,0.01328118082502618,0.3879816633057901,0.4314805766501419,0.8327434207809582
3.0224,0.013312640984146976,0.3893798926000476,0.43455218678906254,0.8372447203732571
3.024702,0.013334613158771023,0.3906243166719368,0.4376692393800467,0.8416281692107546
3.027003,0.013335611893981207,0.3918492654072274,0.4413380931746575,0.8465229704758661
3.029305,0.013317135292592805,0.39339980182103795,0.4437834963367929,0.8505004334504237
3.031607,0.013287173236287286,0.3949927844812814,0.4470618446642217,0.8553418023817904
3.0339080000000003,0.013254214974351218,0.3952479613274834,0.4501719061087345,0.8586740824105692
3.03621,0.013229246594096616,0.3961118672842925,0.4522312981121338,0.8615724119905229
3.038511,0.013222754815230423,0.3960983843589551,0.4546242676757346,0.86394540684992
3.040813,0.01324073204901373,0.39695080486084705,0.4574471927473196,0.8676387296571804
3.043115,0.013279682722210908,0.3971595405197755,0.459415200478987,0.8698544237209734
3.045416,0.013335611893981207,0.3960239785857964,0.4614091753261193,0.8707687658058969
3.047718,0.013402527153063531,0.3960669241998343,0.4623185237349917,0.8717879750878895
3.05002,0.013474935455801869,0.39571786624387495,0.4645861520297144,0.8737789537293912
3.052321,0.013546844390935113,0.3941962931511597,0.4655409428906502,0.8732840804327451
3.054623,0.013623247634514186,0.3935016728124768,0.467255271878931,0.8743801923259219
3.056924,0.01371013759780019,0.3919251692832014,0.4673556447675545,0.8729909516485561
3.059226,0.013809511751213494,0.3913718699767596,0.4683988236945916,0.8735802054225646
3.061528,0.013911382742652254,0.3894143489647989,0.4697376282438432,0.8730633599512944
3.063829,0.014004764484804456,0.3880470804620571,0.4704027858938257,0.8724546308406873
3.066131,0.014080168993173344,0.3860551030853453,0.470757336893441,0.8708926089719595
3.068433,0.014133601326918184,0.3835377909880766,0.4709460978481658,0.8686174901631607
3.070734,0.014160567177593153,0.38199574382355256,0.4709600801411083,0.867116391142254
3.073036,0.01416006780998806,0.3792132675279801,0.4709610788763185,0.8643344142142866
3.075337,0.01413210322410291,0.376498205859095,0.4709610788763185,0.8615913879595164
3.077639,0.01407917025796316,0.37493768209318257,0.4706999096188554,0.8597167619700012
3.079941,0.014010257528460468,0.3723184990044752,0.4696247711650924,0.8559535276980279
3.082242,0.01393585175530176,0.3686256755648201,0.4696617243678692,0.8522232516879911
3.084544,0.013865440922983795,0.3659750323169918,0.469068975020625,0.8489094482606007
3.086846,0.013806515545582942,0.3627830745852439,0.4682045696962109,0.8447941598270376
3.089147,0.013766066769570493,0.35968649606606856,0.4671119533762696,0.8405645162119086
3.0914490000000003,0.013754581314653376,0.3566922879059371,0.4654915054977462,0.8359383747183367
3.09375,0.013782545900538526,0.3534578839277563,0.464556689341014,0.8317971191693088
3.096052,0.013857451041302322,0.35005918800750035,0.4627090292021736,0.8266256682509763
3.098354,0.013964315708792006,0.3466599927196393,0.4616069248977357,0.822231233326167
3.100655,0.014080168993173344,0.3426021315606619,0.4596274317111511,0.8163097322649864
3.102957,0.014181041249401925,0.3395579866400212,0.4583335702463578,0.8120725981357809
3.105259,0.01424146472961805,0.3352883936164848,0.456021997602387,0.8055518559484898
3.10756,0.01423597168596204,0.331673471523224,0.4538857029878034,0.7997951461969894
3.109862,0.014164062750828797,0.32698490907901545,0.4521114498869118,0.7932604217167559
3.112163,0.014050706304472915,0.3233819718082768,0.4503986190014462,0.787831297114196
3.114465,0.01392286819756937,0.3195707982462149,0.4483861675529257,0.7818798339967099
3.116767,0.013793032620245456,0.31513042150173703,0.445461371489902,0.7743848256118844
3.119068,0.013668190718972463,0.3114615677071263,0.4427008673689534,0.7678306257950522
3.12137,0.013554834272616586,0.3068414186248153,0.4408067660428396,0.7612030189402715
3.123672,0.013459455060044015,0.3023511051198283,0.4385755915832888,0.7543861517631608
3.125973,0.013390042962936232,0.297854299835975,0.435112976609581,0.7463573194084923
3.128275,0.013347097348898322,0.29344038957456703,0.4332213721214925,0.7400088590449578
3.130576,0.013317135292592805,0.28910937433560435,0.4302676127373735,0.7326941223655706
3.132878,0.013286673868682194,0.2848802300880804,0.4274247129615849,0.7255916169183474
3.13518,0.013252217503930849,0.2797572178274418,0.42458930369987263,0.7175987390312453
3.137481,0.013216762403969318,0.2754781368194087,0.4217628830550521,0.71045778227843
3.139783,0.013183304774428157,0.27043752021361034,0.4190288454171735,0.7026496704052121
3.142085,0.01314834904207172,0.2656006455906894,0.4157789610432349,0.6945279556759959
3.144386,0.013107900266059269,0.2611228162758297,0.4121630402147639,0.6863937567566529
3.146688,0.013057464137944978,0.2559548609307328,0.4094504753839043,0.6784628004525821
3.148989,0.012994543819703393,0.2517057419790052,0.4068662480275533,0.6715665338262621
3.151291,0.012918639943729406,0.2465482733536153,0.4028478369093782,0.6623147502067228
3.153593,0.01283075124523322,0.24150416117458126,0.4002725981699189,0.6546075105897333
3.155894,0.012737868870686116,0.2367516796769209,0.3964918860317676,0.6459814345793746
3.158196,0.012644487128533914,0.2315377825121556,0.3936629685489215,0.6378452381896109
3.160498,0.012551105386381716,0.2268077725567244,0.3901029768922207,0.6294618548353268
3.162799,0.012451731232968409,0.22200085999010905,0.3868855514126132,0.6213381426356906
3.165101,0.01234286909505836,0.21704263903915086,0.3837769880709157,0.6131624962051249
3.167402,0.012222521502231192,0.21159653593801767,0.3795323634276338,0.6033514208678827
3.1697040000000003,0.012089190351671638,0.2070198318373498,0.3763938380296308,0.5955028602186522
3.172006,0.011946870584220424,0.20214900021728266,0.372882285030624,0.5869781558321271
3.174307,0.011805050184374305,0.19708541270165,0.3688478941490859,0.5777383570351102
3.176609,0.01167521460705039,0.19190397443121568,0.3656973839285607,0.5692765729668268
3.1789110000000003,0.011557363852248684,0.1872708417911723,0.3621323985958089,0.56096060423923
3.181212,0.011442509303077528,0.18239901143589501,0.3585569265433505,0.552398447282323
3.183514,0.011322661077855454,0.17726201688231386,0.3545505002476975,0.5431351782078668
3.1858150000000003,0.011199317279397738,0.17227633071307555,0.3506224746660441,0.5340981226585173
3.188117,0.011078470318965479,0.16726567616358268,0.34725174333167325,0.5255958898142215
3.190419,0.010964614505004508,0.1628467722261238,0.34251474222977074,0.5163261289608989
3.19272,0.010859247940330104,0.15838592140983718,0.33867061040577273,0.50791577975594
3.1950220000000003,0.010763868727757534,0.1530681557832127,0.3351995061827784,0.4990315306937486
3.197323,0.010676479396866438,0.14881054758219853,0.331630026541581,0.491117053520646
3.199625,0.010595082477236444,0.1435057655133065,0.3270817863944033,0.4811826343849462
3.201927,0.010516182395631915,0.139458391074036,0.3226518963696324,0.4726264698393003
3.204228,0.010444772828103762,0.13486221163676945,0.3182494715631415,0.4635564560280147
3.20653,0.010389842391543645,0.13040885133455926,0.31429997317446906,0.455098666900572
3.208832,0.010357882864817758,0.1259315213873046,0.3101332498775816,0.446422654129704
3.211133,0.010343401204270087,0.12142023444290367,0.30559499708250576,0.4373586327296796
3.213435,0.010336410057798805,0.11701031912233645,0.3009878315579272,0.4283345607380624
3.215736,0.010332914484563156,0.11262886775525945,0.29682760003990594,0.4197893822797285
3.218038,0.010336909425403894,0.10838673995000313,0.2917120782933437,0.4104357276687508
3.22034,0.010352889188766838,0.10413562352785513,0.2874439833726226,0.4019324960892446
3.222641,0.010379855039441806,0.10056015147539657,0.2827888785579552,0.3937288850727936
3.224943,0.010407819625326956,0.09631402872929952,0.27748010154822245,0.38420194990284895
3.227245,0.010430291167556094,0.09212982756623386,0.2727835492223324,0.3753436679561224
3.229546,0.010448767768944498,0.08866122018126499,0.2676365673166494,0.3667465552668589
3.231848,0.010467743737937994,0.08487900994029837,0.2630493764962745,0.35839613017451083
3.234149,0.010490714647772223,0.08118269092740757,0.25809964479460284,0.3497730503697826
3.236451,0.010514184925211546,0.07774654243676969,0.25303955285220586,0.3413002802141871
3.238753,0.010532661526599948,0.07427394011096007,0.2478031841452114,0.33260978578277145
3.241054,0.010541650143491605,0.07128372689166934,0.24252187235375866,0.3243472493889196
3.2433560000000003,0.01053815457025596,0.0676263585519757,0.23790621757989355,0.3160707307021252
3.245658,0.010518679233657374,0.0649442551450267,0.2325345202519192,0.30799745463060324
3.247959,0.010490714647772223,0.06176028729496026,0.2271233728831425,0.29937437482587503
3.250261,0.0104672443703329,0.058872943802318466,0.22177115089176672,0.2911113390644181
3.252562,0.010459753856256521,0.05616737011793013,0.21673502859441413,0.2833621525686008
3.254864,0.010465246899912531,0.053665538416419335,0.21223472773732524,0.2763655130536571
3.257166,0.010476232987224554,0.05117319469940529,0.20708774583164227,0.2687371735182721
3.259467,0.010488717177351857,0.048661375645792655,0.20196573230621387,0.2611158251293584
3.261769,0.010498205161848602,0.04619499904424339,0.1969041422610016,0.2535973464670936
3.264071,0.01050269947029443,0.04380951999471901,0.19198187577761006,0.2462940952426235
3.266372,0.01050269947029443,0.04185349708557375,0.18688383189722604,0.23924002845309425
3.2686740000000003,0.010500202632268972,0.04002830848896258,0.1822422100078961,0.2327707211291277
3.270975,0.010498704529453695,0.03786654612651941,0.17746376139477102,0.2258290120507441
3.273277,0.010496207691428236,0.03623511216068393,0.17259592598033446,0.21932724583244664
3.275579,0.010488717177351857,0.03446235716260742,0.16783695270380788,0.21278802704376715
3.27788,0.010473236781594005,0.03282992446156175,0.16345100702828508,0.20675416827144086
3.280182,0.010448268401339406,0.031096619504287507,0.15884334213610146,0.20038823004172834
3.282484,0.010413812036588057,0.02982872515495898,0.15432806025085974,0.1945705974424068
3.284785,0.010370367054945056,0.028165831030002694,0.15001252540765495,0.1885487234926027
3.287087,0.010319431559225677,0.02705074316783232,0.14596415223317427,0.18333432696023227
3.289388,0.010263003019850284,0.025866243208554157,0.14157171477878525,0.17770096100718968
3.29169,0.01019858459879342,0.02472119329007825,0.13783894193072274,0.17275871981959445
3.293992,0.010121182620004162,0.02355616866739868,0.13385149160406332,0.16752884289146616
3.296293,0.01002730151024687,0.022410120013712592,0.13005629780536432,0.16249371932932374
3.298595,0.009921435577967371,0.02128055049099454,0.12637346171781094,0.15757544778677288
3.300897,0.009811075337242046,0.020162965790798692,0.1227755181231233,0.15274955925116404
3.3031980000000005,0.00969921699370144,0.01950380055207729,0.11930541263533916,0.1485084301811179
3.3055,0.009583363709320105,0.018368737985703227,0.11627325253722068,0.14422535423224403
3.307801,0.009460019910862386,0.01761968657806526,0.11283460720855736,0.139914313697485
