Wavelength,CO_CH3OH_10K,HNCO_NH3,H2O_CH3OH_CO_NH3_100K_NASA,all
2.985574,0.01235756018845369,0.0044350086093674955,0.3621902291579012,0.3789827979557224
2.987876,0.012184171012480424,0.0043327534543063356,0.3669097738509172,0.3834266983177039
2.990177,0.011994480290048131,0.004204317027659472,0.3715927635609644,0.3877915608786721
2.992479,0.011796391801258162,0.0040521692607085715,0.3761423769818014,0.39199093804376817
2.994781,0.011597809326211857,0.003901997438783007,0.3807784379974968,0.3962782447624917
2.997082,0.011402190768703552,0.003752319603113776,0.3854130170544234,0.4005675274262407
2.999384,0.011202126334888249,0.003602641767444547,0.3890576476536563,0.4038624157559891
3.001686,0.010990700217177254,0.00345345791803165,0.39407259612796,0.4085167542631689
3.003987,0.010766924443057907,0.003303780082362419,0.3991848598947616,0.41325556442018185
3.006289,0.010534750902580884,0.003140270631515834,0.4030503023505758,0.4167253238846725
3.0085900000000003,0.01029763749954052,0.0031595360955128642,0.4073662602721668,0.4208234338672202
3.010892,0.010054596261424143,0.0032751288794950423,0.41129246303751016,0.4246221881784293
3.013194,0.009806121174488095,0.0033847938284012106,0.4154399716456912,0.42863088664858057
3.015495,0.00955073027996337,0.003494952763563713,0.4195064665078335,0.4325521495513606
3.0177970000000003,0.00928644763282463,0.0036056056849825507,0.4228863204736714,0.4357783737914786
3.020098,0.009011297288046538,0.003726632317784404,0.4268308007304992,0.4395687303363301
3.0224,0.008729231135679772,0.0038362972666905718,0.4298693101932101,0.4424348385955804
3.024702,0.008448646942082007,0.0039454682293404075,0.4329527724052475,0.4453468875766699
3.027003,0.008177448487354591,0.004054145205733908,0.43658208943053417,0.4488136831236227
3.029305,0.007913165840215848,0.004163316168383743,0.43900114012780217,0.4510776221364017
3.031607,0.0076469072480517715,0.004284342801185596,0.4422441599006355,0.4541754099498728
3.0339080000000003,0.0073747208208116855,0.00439351376383543,0.44532070630508425,0.4570889408897314
3.03621,0.007107474256134942,0.0045071306027922725,0.447357905626206,0.4589725104851333
3.038511,0.006860975114224228,0.004669652081126189,0.44972508776655895,0.4612557149619094
3.040813,0.006638187312617553,0.004851439023457136,0.4525175920736157,0.4640072184096904
3.043115,0.006426267208650228,0.005033719952044415,0.4544643919098284,0.4659243790705229
3.045416,0.006210395214632227,0.00521155500432469,0.4564368790313704,0.4678588292503274
3.047718,0.005994523220614228,0.005392847960399303,0.4573364280041547,0.4687237991851682
3.05002,0.00579445878679892,0.00556277923257823,0.4595796195941678,0.470936857613545
3.052321,0.005623539542107325,0.005741108271114839,0.4605241213162786,0.4718887691295008
3.054623,0.005472379747669091,0.005921907240933117,0.4622199761342736,0.4736142631228758
3.056924,0.005324183870768863,0.006102706210751395,0.4623192673717968,0.47374615745331705
3.059226,0.005172036103817962,0.0062746134279556606,0.4633512046612786,0.4747978541930522
3.061528,0.0050307560345064116,0.0064396048375712465,0.4646755818145104,0.47614594268658794
3.063829,0.004918621154318572,0.006595704494572821,0.4653335715079474,0.4768478971568387
3.066131,0.004834149504485442,0.0067478522615237214,0.4656843017499446,0.4772663035159537
3.068433,0.004755605689728321,0.006892096248373277,0.4658710285548389,0.4775187304929405
3.070734,0.004661748301024843,0.007046713946605849,0.4658848601700162,0.4775933224176469
3.073036,0.0045550472696566785,0.007188488002173733,0.4658858481425289,0.4776293834143593
3.075337,0.004449334210801183,0.0073435996866626375,0.4658858481425289,0.4776787820399927
3.077639,0.0043554768220977055,0.00748734968725586,0.4656274933304662,0.4774703198398198
3.079941,0.004266559295957569,0.007637521509181425,0.4645639409205788,0.4764680217257178
3.082242,0.004171219948485089,0.007784235427312652,0.4646004959035476,0.4765559512793453
3.084544,0.004063530944604256,0.007931443331700209,0.46401413421727894,0.4760091084935834
3.086846,0.003941022353033401,0.00806778353844842,0.4631590440075648,0.4751678498990466
3.089147,0.003805176132541525,0.008191774088788278,0.4620782020787057,0.4740751523000355
3.0914490000000003,0.0036584622144102993,0.008311318762821129,0.4604752166769016,0.472444997654133
3.09375,0.0035082903924847342,0.008441731134493329,0.4595504744050441,0.4715004959320222
3.096052,0.0033600945155845057,0.008568191616114856,0.457722725256608,0.4696510113883074
3.098354,0.00321338059745328,0.008686254331378705,0.4566324975888786,0.4685321325177106
3.100655,0.00306370276178405,0.008813702785512903,0.4546743360687704,0.4665517416160673
3.102957,0.0029100730360641465,0.008930777528264081,0.4533944176786087,0.4652352682429369
3.105259,0.002755949324087909,0.009009815329277537,0.4511077552980382,0.4628735199514036
3.10756,0.0026042955433933424,0.009045382339733591,0.4489944820934408,0.4606441599765678
3.109862,0.002457581625262117,0.009080455363933312,0.44723934892468586,0.4587773859138813
3.112163,0.0023148195971815643,0.009104660690493684,0.44554497606545984,0.4569644563531351
3.114465,0.002175515472895349,0.009138745742180735,0.4435542114524335,0.4548684726675096
3.116767,0.002039669252403473,0.009170854848842452,0.4406609339490847,0.4518714580503306
3.119068,0.0019092568807312727,0.009206421859298508,0.43793017792406985,0.4490458566640996
3.12137,0.0017852663303914152,0.00924198886975456,0.4360564880537946,0.44708374325394057
3.123672,0.0016667096288712324,0.009243470828523564,0.433849357460494,0.4447595379178888
3.125973,0.0015511168448890545,0.009182710518994469,0.43042405675907336,0.4411578841229569
3.128275,0.0014389819647012152,0.009133805879617395,0.4285528368200797,0.4391256246643983
3.130576,0.0013362328233837235,0.009076997460138974,0.4256309081138636,0.4360441383973863
3.132878,0.0012478092834999211,0.009020189040660551,0.4228186443565536,0.4330866426807141
3.13518,0.0011712414137681367,0.008968320483745473,0.4200137903930886,0.4301533522906023
3.137481,0.001100107392856027,0.008909536119241716,0.4172178281822377,0.42722747169433545
3.139783,0.0010274914131749152,0.008851739727250627,0.4145132534288085,0.4243924845692341
3.142085,0.0009548754334938033,0.008803329074129888,0.41129839087258624,0.42105659538021
3.144386,0.0008862113438633645,0.0087470146409078,0.40772143639047104,0.4173546623752422
3.146688,0.0008244630618216026,0.008695640070249054,0.4050381030460642,0.4145582061781348
3.148989,0.0007676546423431818,0.00863734969200163,0.4024817241695353,0.41188672850388014
3.151291,0.0007138101404027655,0.008579553300010544,0.3985066167648148,0.4077999802052281
3.153593,0.0006619415834876858,0.008532130619402467,0.3959591296408999,0.4051532018437901
3.155894,0.000615506875392281,0.008476310172436717,0.3922191596941945,0.4013109767420235
3.158196,0.0005774699336545556,0.008420489725470964,0.38942072755206186,0.3984186872111874
3.160498,0.0005448668407365053,0.00836812718229955,0.385899099530656,0.3948120935536921
3.162799,0.0005127577340747893,0.008310330790308459,0.3827163460810955,0.3915394346054787
3.165101,0.0004766967373624006,0.008253522370830041,0.37964128163541583,0.38837150074360827
3.167402,0.000437177836855673,0.008210051580272637,0.375442398456576,0.38408962787370426
3.1697040000000003,0.0003951890050672751,0.008167074775971575,0.3723376948355162,0.3808999586165551
3.172006,0.0003546821320478793,0.00813298972428452,0.3688639834809749,0.3773516553373073
3.174307,0.00032257302538616327,0.008099892645110136,0.3648730685160517,0.373295534186548
3.176609,0.0003047895201581359,0.008066301579679419,0.3617565092248399,0.3701276003246775
3.1789110000000003,0.0003018256026201313,0.0080327105142487,0.3582299413408708,0.3665644774577397
3.181212,0.0003057774926708041,0.007999613435074316,0.3546929997455187,0.36299839067326384
3.183514,0.0003102233689778109,0.007967010342156265,0.35072974801095025,0.35900698172208434
3.1858150000000003,0.0003102233689778109,0.00794478096062123,0.3468440521186263,0.3550990564482253
3.188117,0.00030034364385112905,0.007911189895190513,0.3435096448883712,0.3517211784274128
3.190419,0.0002800902073414312,0.007877598829759793,0.33882369126078593,0.3469813802978872
3.19272,0.0002593427845753992,0.007844007764329076,0.3350209850595261,0.3431243356084306
3.1950220000000003,0.0002489690731923833,0.007810416698898358,0.3315872865917478,0.3396466723638385
3.197323,0.000252920963243056,0.007776825633467639,0.3280562728314717,0.3360860194281824
3.199625,0.00026625859216407663,0.00774323456803692,0.3235570460087808,0.33156653916898177
3.201927,0.00028354811113576986,0.0077313788978849015,0.3191748939288411,0.3271898209378617
3.204228,0.00030034364385112905,0.007780283537261978,0.3148199110929997,0.3229005382741128
3.20653,0.0003121993140031473,0.007832646080433391,0.3109129737916533,0.31905781918608983
3.208832,0.0003166451903101541,0.007876116870990792,0.3067911524688017,0.3149839145301026
3.211133,0.00032059708036082693,0.007931443331700209,0.3023018053712374,0.3105538457832984
3.213435,0.0003324527505128452,0.007974420136001277,0.297744288170299,0.3060511610568131
3.215736,0.00035418814579154525,0.008018384912815011,0.2936288886687797,0.3020014617273863
3.218038,0.00037592354107024537,0.008070253469730091,0.28856849345889324,0.2970146704696936
3.22034,0.0003867912387095955,0.008115700205312828,0.2843463929260058,0.2928488843700282
3.222641,0.0003877792112222636,0.008157689037101224,0.2797414530444593,0.2882869212927828
3.224943,0.0003937070462982728,0.008214991442835981,0.2744898851533716,0.28309858364250584
3.227245,0.0004154424415769729,0.00825698027462438,0.26984394441254944,0.2785163671287508
3.229546,0.0004460695894696867,0.008301933023950782,0.264752428068514,0.2735004306819344
3.231848,0.00046978092977372323,0.008353801580865863,0.2602146703178289,0.2690382528284685
3.234149,0.0004766967373624006,0.008396778385166927,0.2553182785450454,0.26419175366757475
3.236451,0.0004732388335680618,0.00845012890085101,0.250312715809612,0.2592360835440311
3.238753,0.0004692869435173892,0.008493599691408409,0.2451327759256927,0.2540956625606185
3.241054,0.00047126288854272547,0.008535588523196806,0.2399083772787033,0.2489152286904429
3.2433560000000003,0.0004821305861820756,0.008603264640314578,0.2353424623114073,0.24442785753790394
3.245658,0.0005048539539734441,0.008671928729945018,0.2300286521520215,0.23920543483593995
3.247959,0.000531529211815485,0.008738616874550121,0.2246758170783852,0.23394596316475086
3.250261,0.0005493127170435123,0.008810244881718563,0.2193812723829964,0.2287408299817585
3.252562,0.0005503006895561805,0.00887396910878566,0.21439942098786705,0.2238236907862089
3.254864,0.0005453608269928396,0.008948067047235775,0.2099476168457842,0.2194410447200128
3.257166,0.0005507946758125146,0.009012285260559208,0.2048561005017487,0.21441918043812044
3.259467,0.0005730240573475487,0.009074527528857302,0.1997892834705299,0.20943683505673474
3.261769,0.0005967353976515853,0.009151589384845423,0.19478223877632755,0.20453056355882454
3.264071,0.0006041451914965967,0.00921383165314352,0.1899130162476424,0.19973099309228248
3.266372,0.0005957474251389173,0.00927804986646695,0.1848699105567276,0.19474370784833347
3.2686740000000003,0.0005883376312939058,0.009350665846148059,0.18027830830410216,0.19021731178154416
3.270975,0.0005972293839079196,0.009412908114446158,0.17555135381724127,0.18556149131559532
3.273277,0.000615506875392281,0.009488488011665276,0.1707359757904965,0.18083997067755408
3.275579,0.0006248926142626288,0.009548754334938032,0.1660282867676326,0.17620193371683324
3.27788,0.0006150128891359468,0.009542826499862026,0.16168960547825026,0.17184744486724826
3.280182,0.0005992053289332559,0.009529488870941004,0.15713159429105558,0.16726028849092986
3.282484,0.0005932774938572468,0.009521091104583324,0.15266497056128267,0.16277933915972326
3.284785,0.0006051331640092648,0.00950972942068764,0.14839594133404346,0.15851080391874034
3.287087,0.0006303264630823037,0.009488981997921607,0.14439119475394294,0.1545105032149469
3.289388,0.0006619415834876858,0.009481078217820264,0.14004609164322826,0.1501891114445362
3.29169,0.0007014604839944131,0.00947317443771892,0.13635354437713093,0.14652817929884426
3.293992,0.0007518470821404907,0.009452427014952886,0.13240906412030318,0.14261333821739655
3.296293,0.0008185352267455933,0.00944205330356987,0.12865476857216407,0.13891535710247954
3.298595,0.0009099226841674008,0.009430691619674185,0.12501161993170012,0.1353522342355417
3.300897,0.001036383165788929,0.009418835949522166,0.12145244895481296,0.13190766807012405
3.3031980000000005,0.0012068084242241911,0.009401546430550474,0.11801973845954734,0.12862809331432198
3.3055,0.0014315721708562036,0.009394136636705462,0.11502025391108675,0.1258459627186484
3.307801,0.0017200601445553144,0.009384750897835113,0.11161866454997016,0.1227234755923606
3.310103,0.002071284372808855,0.009363015502556414,0.10869772381626668,0.12013202369163195
3.3124050000000005,0.002473389185464808,0.009356099694967738,0.10594177449217876,0.11777126337261133
3.314706,0.002914518912371153,0.009339304162252378,0.10380775386481547,0.11606157693943901
3.317008,0.003382817883375875,0.009327448492100359,0.1014390897656935,0.11414935614116975
3.31931,0.003866430428326952,0.009316580794461007,0.09982375470748102,0.11300676593026897
3.321611,0.0043525129045597,0.009305713096821659,0.09850431741681263,0.112162543418194
3.323913,0.004823281806846092,0.009285953646568295,0.09751881483542613,0.1116280502888405
3.326214,0.005259965657445432,0.009279037838979615,0.09733653390683884,0.11187553740326388
3.3285160000000005,0.005641817033591685,0.009270640072621938,0.0973849445599596,0.11229740166617322
3.330818,0.005947100540006156,0.009248904677343241,0.0986455974861242,0.1138416027034736
3.3331190000000004,0.006153092808897473,0.009240012924729223,0.0999151421649028,0.1153082478985295
3.335421,0.006254853977702296,0.009233097117140545,0.10122519371670084,0.11671314481154367
3.3377230000000004,0.006259793840265636,0.00921383165314352,0.1025144978457328,0.11798812333914195
3.340024,0.006179768066739514,0.009202963955504169,0.10377564475815376,0.11915837678039745
3.3423260000000004,0.006061211365219331,0.009192096257864818,0.10439856142739104,0.1196518690504752
3.344627,0.005958956210158174,0.009179746601456469,0.10447068342081582,0.11960938623243045
3.3469290000000003,0.00591499143334444,0.00916443302751011,0.10381022379609717,0.1188896482569517
3.349231,0.005941172704930146,0.009157023233665098,0.10203829509462677,0.11713649103322203
3.351532,0.006042933873734968,0.009146155536025748,0.09987809319567777,0.11506718260543848
3.3538339999999995,0.006223732843553247,0.009126890072028715,0.09758747892505656,0.11293810184063853
3.356135,0.006480111710590643,0.009120962236952707,0.09540554163082887,0.1110066155783722
3.3584370000000003,0.006809600543565482,0.00910070880044301,0.09395075210592496,0.10986106144993346
3.360739,0.007210223397452435,0.009090829075316328,0.09338513784242244,0.1096861903151912
3.3630400000000003,0.007679016354713487,0.009084407253983986,0.09384800296460746,0.11061142657330494
3.365342,0.008211533539041641,0.009066129762499623,0.0951783079529152,0.11245597125445646
3.3676440000000003,0.008789497458952529,0.00905476807860394,0.09701198493642732,0.1148562504739838
3.3699449999999995,0.009392160691680123,0.009044394367220923,0.0989657005802287,0.11740225563912975
3.372247,0.009973582515385354,0.009032044710812571,0.10082555883532654,0.11983118606152444
3.3745480000000003,0.010447315335209751,0.009017225123122549,0.1024853526566091,0.1219498931149414
3.37685,0.010722959666244177,0.009009815329277537,0.10302923152483297,0.12276200652035467
3.3791519999999995,0.010708634064810485,0.008969308456258141,0.10337255197298513,0.12305049449405375
3.381453,0.010310481142205206,0.008943127184672434,0.10228726416781914,0.12154087249469678
3.3837550000000003,0.009469716533924578,0.00891595794057406,0.10101080368145184,0.11939647815595048
3.386057,0.008320704501691477,0.008886318765194013,0.09919639216193672,0.1164034154288222
3.388358,0.007063015493064873,0.008846799864687288,0.09727033974849007,0.11318015510624226
3.39066,0.005880412395401054,0.008821112579357913,0.09520053733445023,0.1099020623092092
3.392961,0.004922573044369246,0.008793449349003203,0.09364201069571616,0.10735803308908863
3.395263,0.004330777509281001,0.008762822201110491,0.0923472727178645,0.105440872428256
3.397565,0.0041568943470514,0.008725279245629098,0.09189280536203713,0.10477497895471764
3.3998660000000003,0.004354488849585037,0.008699591960299726,0.09182364728615036,0.10487772809603513
3.402168,0.004866258611147158,0.008670940757432348,0.0912995278681799,0.1048367272367594
3.40447,0.005590936449189274,0.008639325637026966,0.09135831223268366,0.1055885743188999
3.406771,0.00640502579962786,0.008604746599083581,0.09105006480873118,0.10605983720744262
3.409073,0.007171198483202039,0.008578565327497872,0.08979533971764257,0.10554510352834247
3.411374,0.0077126074201442065,0.008548432165861495,0.08832227270125431,0.10458331228725999
3.413676,0.007844995736841744,0.008516323059199778,0.08637744881006698,0.10273876760610848
3.415978,0.007539712230427273,0.008485695911307062,0.08330831219946326,0.0993337203411976
3.418279,0.007022508620045478,0.008457044708439686,0.08097966098710434,0.0964592143155895
3.420581,0.006535438171300061,0.008425429588034305,0.0786248285031597,0.09358569626249406
3.422883,0.0062054553520688865,0.008394308453885255,0.07667259481812737,0.0912723586240815
3.425184,0.0060691151453206756,0.008367633196043214,0.07500786113428147,0.08944460947564536
3.427486,0.006130863427362438,0.00833453611686883,0.07385193329445969,0.08831733283869096
3.429787,0.006227190747347587,0.008303414982719784,0.07319394360102267,0.08772454933109004
3.432089,0.0061333333586441096,0.008274763779852404,0.07212001747975237,0.08652811461824889
3.434391,0.005728264628450152,0.008250064467035701,0.07094630613470257,0.08492463523018841
3.436692,0.00514634881848859,0.00821252151155431,0.07030609994649357,0.08366497027653648
3.438994,0.0045570232146820155,0.008183376322430599,0.06870015062715143,0.08144055016426405
3.441296,0.00403389176922421,0.008157689037101224,0.06773243155099294,0.07992401235731837
3.443597,0.0035374355816084452,0.008132001751771853,0.06640163257642889,0.0780710699098092
3.445899,0.003030111696353332,0.008092482851265126,0.06463563171003453,0.07575822625765298
3.4482,0.0025356314537629035,0.008066795565935753,0.06356565747881485,0.0741680844985135
3.450502,0.002113767190853587,0.00804110828060638,0.06225560592701685,0.0724104813984768
3.452804,0.0018065077394137808,0.008012457077739002,0.060813660044777625,0.0706326248619304
3.455105,0.001595081621702789,0.007975408108513944,0.05990917120942989,0.06947966093964662
3.457407,0.001443427841008222,0.007951202781953574,0.058583806083685526,0.06797843670664733
3.459709,0.001325859112000708,0.00792156360657353,0.05793075625281185,0.06717817897138609
3.46201,0.0012339776683225664,0.007907731991396175,0.0568533722277472,0.06599508188746593
3.464312,0.0011603737161287866,0.00789637030750049,0.056291709854295324,0.0653484538779246
3.466613,0.0011025773241376974,0.00788797254114281,0.05517184301118593,0.06416239287646644
3.468915,0.0010610824786056335,0.007881550719810467,0.054671434933519496,0.0636140681319356
3.471217,0.0010344072207635923,0.007873646939709121,0.05419819609995144,0.06310625026042416
3.473518,0.0010131658117412267,0.00786277924206977,0.053623690083834885,0.06249963513764587
3.47582,0.000984514608873849,0.00785042958566142,0.053652341286702265,0.062487285481237526
3.478122,0.0009430197633417852,0.007840549860534738,0.0536355457539869,0.06241911537786344
3.4804230000000005,0.0009039948490913916,0.007834128039202394,0.05363653372649957,0.06237465661479336
3.482725,0.0008847293850943621,0.007827212231613716,0.05363356980896157,0.06234551142566965
3.4850260000000004,0.0008936211377083758,0.007817332506487034,0.05361134042742653,0.06232229407162195
3.487328,0.0009286941619080963,0.007804982850078683,0.053997143693623455,0.06273082070561023
3.4896300000000005,0.0009889604851808557,0.007794115152439333,0.05457362565476536,0.06335670129238555
3.491931,0.0011070232004447044,0.007786705358594321,0.05502414112054205,0.06391786967958107
3.4942330000000004,0.001331786947076717,0.0077807775235183094,0.05570189026423241,0.06481445473482744
3.496535,0.0017136383232229716,0.007771885770904299,0.05620032239687352,0.06568584649100079
3.4988360000000003,0.0022995060232352065,0.00776003010075228,0.056900794908355264,0.06696033103234274
3.501138,0.0031338488101834913,0.007748174430600262,0.057599785461068,0.06848180870185176
3.503439,0.004186533522431445,0.00774076463675525,0.058344222749363475,0.07027152090855017
3.5057410000000004,0.005287628887800141,0.007734342815422906,0.059218578423074826,0.07224055012629788
3.508043,0.0062538660051896285,0.00772742700783423,0.0598657004188725,0.07384699343189635
3.5103440000000004,0.006909879753601304,0.007679016354713487,0.061591194412247474,0.07618009052056228
3.512646,0.007087714805881578,0.0076439433305137685,0.06334682156725885,0.0780784797036542
3.5149470000000003,0.0066742483093299425,0.0075975086224183645,0.06573573910289053,0.08000749603463883
3.517249,0.005909557584524764,0.007548603983041287,0.06909039976965538,0.08254856133722142
3.5195510000000003,0.005174012048843298,0.0075026632612022175,0.07374523226309153,0.08642190757313704
3.5218519999999995,0.004724484555579273,0.0074611684156701535,0.0784405716295471,0.09062622460079653
3.524154,0.004473539537361553,0.0074181916113690875,0.08369905532822353,0.09559078647695417
3.526456,0.0042794029386222536,0.007374226834555353,0.08919218249865864,0.10084581227183624
3.528757,0.004059085068297249,0.007332731989023287,0.09302156395776054,0.10441338101508107
3.5310589999999995,0.003809128022592197,0.007287779239696888,0.0964300691264658,0.10752697638875487
3.53336,0.0035315077465324367,0.00723986257283248,0.09699963528001898,0.10777100559938388
3.5356620000000003,0.0032410438278079896,0.007193427864737073,0.09528797290182137,0.10572244459436644
3.537964,0.002961447606722893,0.007158848826793686,0.09158603989685367,0.10170633633037024
3.540265,0.0027124785335305088,0.007109450201160278,0.08626877183367349,0.09609070056836427
3.542567,0.0024911726906928352,0.007065979410602876,0.08159615583500927,0.09115330793630498
3.5448690000000003,0.002290120284364859,0.007024978551327147,0.07648784395825843,0.08580294279395043
3.5471699999999995,0.0021053694244959078,0.0069805197882570795,0.0726668602655142,0.08175274947826718
3.549472,0.001942847946161991,0.006931615148880004,0.06893133619511578,0.07780579929015778
3.5517730000000003,0.0018070017256701148,0.006898024083449286,0.06537463514951032,0.07407966095862972
3.554075,0.00169536083173861,0.0068510953890975465,0.062120747679037636,0.0706672038998738
3.556377,0.0015970575667281252,0.006803672708489474,0.05905161106843392,0.06745234134365151
3.558678,0.0015027061917683134,0.006761189890444743,0.056197358479335525,0.06446125456154858
3.5609800000000003,0.001410824748090172,0.0067201890311690115,0.053505133382314704,0.06163614716157389
3.563282,0.0013248711394880394,0.0066742483093299425,0.05061037392019692,0.0586094933690149
3.565583,0.0012463273247309188,0.00663670535384855,0.04823183009594825,0.05611486277452772
3.567885,0.0011727233725371384,0.006593728549547484,0.045515893658623414,0.05328234558070803
3.570186,0.0011015893516250293,0.006546305868939411,0.04314278368319442,0.050790678903758865
3.572488,0.0010334192482509244,0.006500859133356675,0.04054984982369676,0.04808412820530436
3.57479,0.000969695021183826,0.006448496590185261,0.03836396063941839,0.045782152250787474
3.577091,0.0009148625467307416,0.006395640060757513,0.03637072609511032,0.04368122870259858
3.579393,0.0008704037836606733,0.0063432775175860994,0.034405154781156966,0.041618836082403736
3.581695,0.0008382946769989572,0.006290914974414685,0.0323032432604554,0.03943245291186904
3.583996,0.0008190292130019274,0.006238552431243272,0.030288273320868624,0.037345854965113834
3.586298,0.0008007517215175661,0.006186189888071857,0.02856030939621197,0.03554725100580139
3.588599,0.00076864261485585,0.006133827344900444,0.02664710062543002,0.03354957058518632
3.590901,0.0007157860854281018,0.006081958787985363,0.025288144434254933,0.0320858893076684
3.593203,0.0006510738858483356,0.006029596244813949,0.02372418394670119,0.030404854077363475
3.595504,0.0005848797274995669,0.0059777276878988685,0.02239684287593148,0.02895945029132992
3.597806,0.0005196735416634667,0.005925859130983789,0.02109765902177281,0.02754319169442006
3.600108,0.00045051546577669355,0.005873496587812376,0.01966658083717294,0.025990592890762013
3.602409,0.00037444158230124313,0.00582212201715363,0.01869688581598912,0.02489344941544399
3.604711,0.00029935567133846085,0.00577025346023855,0.017751396121365663,0.023821005252942676
3.607012,0.0002395833343220355,0.005718384903323471,0.01680393048171687,0.02276189871936237
