Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,H2O_40K,H2O_CH3OH_CO_NH3_100K_NASA,all
2.85208,0.1531125330306604,0.02341425534651309,0.07349577277650976,0.2500225611536833
2.854382,0.16183468267597936,0.02430152253406781,0.07858091053998259,0.26471711575002976
2.8566830000000003,0.1697788688637816,0.025298713804705275,0.08379290206420201,0.2788704847326889
2.858985,0.17925384213690895,0.02622812033098291,0.0889264839804009,0.2944084464482928
2.861286,0.1876139782344293,0.027210945917964836,0.094878122826139,0.3097030469785331
2.863588,0.19683481068359698,0.028224311884273726,0.09985138955651243,0.3249105121243832
2.8658900000000003,0.20627321693169426,0.029317167966809925,0.10479369198308157,0.3403840768815857
2.868191,0.2162541864136764,0.030344580379359793,0.10973649383390564,0.3563352606269418
2.870493,0.2262529823203608,0.031356669396010416,0.1149320043577131,0.3725416560740843
2.872795,0.2363902758343469,0.03244665234181551,0.11927949249668685,0.3881164206728493
2.875096,0.2468927825108217,0.03357430530253958,0.12427723101555074,0.4047443188289121
2.877398,0.2572663904240653,0.0346861028050068,0.12865618288258374,0.4206086761116559
2.879699,0.2686382781206322,0.035839294758896266,0.13316298735887316,0.4376405602384016
2.882001,0.2797450548857304,0.036995679086931424,0.13746502789065027,0.4542057618633121
2.884303,0.29118961954454475,0.038107476589398635,0.1414893885366986,0.470786484670642
2.886604,0.3022771986215021,0.03924130147347101,0.14566907012602326,0.4871875702209964
2.888906,0.3141294856094028,0.04034267055372903,0.15000007726458506,0.5044722334277169
2.891208,0.32642469068798124,0.04144829613284794,0.15397549433365235,0.5218484811544816
2.893509,0.33726361399473354,0.04258233384186335,0.15788898279511115,0.5377349306317081
2.895811,0.34964795119682296,0.043712753526847004,0.16181995110549166,0.5551806558291617
2.898112,0.3619440704510272,0.0449388380237294,0.16648856904037124,0.5733714775151278
2.900414,0.3739668511931309,0.04604095199128806,0.17045050165455605,0.5904583048389751
2.902716,0.3858058826344581,0.047051231995922815,0.17511062937710226,0.6079677440074832
2.905017,0.39834334425386136,0.04811099379981552,0.17922538581328884,0.6256797238669658
2.907319,0.40991360806121696,0.04917437362773999,0.1836472881662439,0.6427352698552008
2.909621,0.422425472763099,0.05015070805395904,0.18811214100512105,0.6606883218221791
2.911922,0.4349135688987115,0.05127335962852155,0.19290112018543346,0.6790880487126665
2.9142240000000004,0.44743594662028985,0.05224554396835123,0.1977904836409823,0.6974719742296234
2.916525,0.460512771858888,0.05322517718118749,0.20310285944043824,0.7168408084805137
2.918827,0.4735484591943273,0.05421353621668858,0.20821746323495066,0.7359794586459665
2.921129,0.4868675409737501,0.05515826613886544,0.21317075299512772,0.7551965601077433
2.92343,0.5023079672927351,0.05603223176747985,0.2183462865487389,0.7766864856089538
2.925732,0.5161792111501136,0.05685320398527605,0.22388739865694268,0.7969198137923323
2.928034,0.5317896741354888,0.057813682953238237,0.22982405477503354,0.8194274118637606
2.930335,0.5452925052156883,0.058393524510564426,0.2344382354661282,0.8381242651923809
2.932637,0.5576137642996007,0.05938358614560989,0.24163593782786166,0.8586332882730723
2.9349380000000003,0.569381490042119,0.06027755731887052,0.24735484497081264,0.8770138923318022
2.93724,0.5807341800505452,0.06109203837590382,0.2531851237226081,0.8950113421490572
2.939542,0.5905012324361009,0.061869594305318826,0.25935700866476064,0.9117278354061804
2.941843,0.5990364331659532,0.06263618975016702,0.2655433769103055,0.9272159998264258
2.944145,0.6093771307566695,0.06330626908334427,0.27142359808759176,0.9441069979276056
2.946447,0.6181646439592299,0.06404253697380853,0.2771534925641508,0.9593606734971892
2.948748,0.6274855786394177,0.06478072028876021,0.2834886892376582,0.975754988165836
2.95105,0.636967865317551,0.06548825681191339,0.28938688968812115,0.9918430118175856
2.953351,0.6441967090782009,0.06618664186251565,0.2952056816820538,1.0055890326227703
2.955653,0.6529572540998013,0.06644958707964778,0.2992000768728076,1.0186069180522566
2.957955,0.6584354515371322,0.06738782584106177,0.3058793768579466,1.0317026542361405
2.960256,0.6634949565378678,0.06811451660908903,0.3111328205953234,1.0427422937422803
2.962558,0.6703768706485439,0.06845929301682196,0.3147950986565634,1.0536312623219293
2.96486,0.6743805028015335,0.06929399244344456,0.3213580327903089,1.065032528035287
2.967161,0.6794153250603737,0.0697682728290204,0.3268576926853553,1.0760412905747494
2.969463,0.6828709089257238,0.07049826238366483,0.3317890077783165,1.0851581790877052
2.971764,0.6894630293630359,0.07106224848273415,0.3370689210012033,1.0975941988469735
2.974066,0.6944621987724717,0.07163836560355702,0.3424167559227578,1.1085173202987866
2.976368,0.6998736613891225,0.0724052802858198,0.34665686784692634,1.1189358095218689
2.978669,0.7046214325014759,0.07287285668568971,0.35114868959556844,1.128642978782734
2.980971,0.7111111652687037,0.07352750621049621,0.3566668281880465,1.1413054996672465
2.983273,0.718411771815975,0.07410138866941714,0.3611421689362767,1.153655329421669
2.985574,0.7216008734864179,0.07467026974217647,0.3661773642742587,1.162448507502853
2.987876,0.7295135206151316,0.07525447421083507,0.3709488636056493,1.175716858431616
2.990177,0.7374225110413424,0.07583218751873079,0.3756834055421768,1.18893810410225
2.992479,0.742035441248897,0.07640990082662652,0.3802831029298791,1.1987284450054023
2.994781,0.7490846494990863,0.07699091292113944,0.3849701995621902,1.211045761982416
2.997082,0.7566965328469268,0.07757799052652914,0.3896557979217367,1.2239303212951926
2.999384,0.7618959067184027,0.0781685797434791,0.3933405500744476,1.2334050365363294
3.001686,0.7689693406226743,0.07875661506111249,0.3984107051102732,1.24613666079406
3.003987,0.7762201245983421,0.0793436926665022,0.4035792467243156,1.25914306398916
3.006289,0.7824232633068959,0.0797695553775353,0.4074872415189704,1.2696800602034015
3.0085900000000003,0.7894121359657854,0.08034365066139926,0.4118507112341012,1.2816064978612858
3.010892,0.7969134040629098,0.08091380868381688,0.4158201352121096,1.2936473479588364
3.013194,0.8036225389803184,0.08141192546301378,0.4200133012563168,1.305047765699649
3.015495,0.8121001466457483,0.08182246477814761,0.4241245617227191,1.318047173146615
3.0177970000000003,0.8190008013567521,0.08227503701953287,0.4275416224747994,1.3288174608510843
3.020098,0.8260897762466616,0.08267674409953035,0.4315295251502394,1.3402960454964312
3.0224,0.8333478736273355,0.08297469901979339,0.43460148374217816,1.350924056389307
3.024702,0.8382135733954112,0.08323987889882749,0.4377188899413136,1.3591723422355524
3.027003,0.8417080097248559,0.08350090869147223,0.4413881599421224,1.3665970783584505
3.029305,0.8492275613344954,0.08383131941554962,0.4438338405184067,1.376892721268452
3.031607,0.8557447193704956,0.08417077519970644,0.4471125607518774,1.3870280553220793
3.0339080000000003,0.8592268143289925,0.08422515197265444,0.4502229750114442,1.3936749413130909
3.03621,0.8638356307462315,0.08440924554838837,0.4522826006386845,1.4005274769333045
3.038511,0.8685171241257176,0.08440637241165727,0.4546758416682034,1.4075993382055785
3.040813,0.8735034950763928,0.0845880185005462,0.4574990869811982,1.4155906005581371
3.043115,0.8764174298834837,0.0846324989136426,0.4594673179697905,1.4205172467669172
3.045416,0.8816858240147041,0.08439051695340043,0.4614615190196379,1.4275378599877424
3.047718,0.8840274848800729,0.08439966842595135,0.4623709705878253,1.4307981238938496
3.05002,0.8871014004216707,0.08432528610835711,0.4646388561293623,1.43606554265939
3.052321,0.8896313814659449,0.08400104730762803,0.4655937553047464,1.4392261840783194
3.054623,0.8931473009225949,0.08385302755974021,0.4673082787718453,1.4443086072541804
3.056924,0.8927720318282228,0.08351708338714364,0.4674086630470818,1.4436977782624485
3.059226,0.8955186724958007,0.0833991783686967,0.4684519603155846,1.4473698111800817
3.061528,0.8972400651990955,0.08298204148032844,0.4697909167429928,1.450013023422417
3.063829,0.896443361141251,0.0826906841332998,0.4704561498505302,1.4495901951250811
3.066131,0.8985811608420767,0.0822662047843965,0.4708107410715148,1.451658106697988
3.068433,0.8972409793747212,0.08172977951545153,0.4709995234398701,1.4499702823300429
3.070734,0.8961924199319814,0.08140117780339,0.4710135073190074,1.4486071050543787
3.073036,0.8952083098708572,0.08080824751206657,0.4710145061675173,1.4470310635504409
3.075337,0.8937031197030533,0.08022968290439865,0.4710145061675173,1.4449473087749691
3.077639,0.8917312428783021,0.07989714393089077,0.4707533072822005,1.4423816940913932
3.079941,0.8870607196063247,0.07933901051775523,0.4696780468613835,1.4360777769854634
3.082242,0.8856053520101244,0.07855209029084624,0.4697150042562467,1.4338724465572172
3.084544,0.8811341190245615,0.07798725289200473,0.469122187665671,1.4282435595822371
3.086846,0.8773224637529803,0.07730706437403283,0.4682576842804254,1.4228872124074383
3.089147,0.8745547970460098,0.07664720063812172,0.4671649440106868,1.4183669416948184
3.0914490000000003,0.8691794443665765,0.07600915145887274,0.4655443123035105,1.4107329081289597
