Wavelength,CO_NH3_10K,CH3OH,H2O_CH3OH_CO_NH3_100K_NASA,all
2.955653,0.014145872748419434,0.1267425810463357,0.29811977714323,0.4390082309379851
2.957955,0.016349836248006087,0.12911523807185593,0.30477496067076937,0.45024003499063137
2.960256,0.01856375216800179,0.1314600283202308,0.3100094361849152,0.4600332166731478
2.962558,0.020393007039187283,0.13408099823495714,0.3136584911278976,0.4681324964020421
2.96486,0.021491754252347662,0.1363864764227162,0.3201977289576713,0.4780759596327352
2.967161,0.021780374444210444,0.13888403632437016,0.3256775316349006,0.4863419424034812
2.969463,0.021262350961918797,0.1405625120263584,0.33059104159085423,0.4924159045791314
2.971764,0.02001730316874521,0.14304265519229648,0.335851891019084,0.4989118493801257
2.974066,0.01829404157491623,0.14553026267354136,0.3411804169060955,0.5050047211545531
2.976368,0.016358793426374238,0.1475700112363785,0.3454052193697421,0.5093340240324948
2.978669,0.014379754628032381,0.14979487481882414,0.349880822827697,0.5140554522745535
2.980971,0.012425099259692715,0.15223620354516695,0.355379037482683,0.5200403402875426
2.983273,0.010559020432993702,0.15503382892215412,0.3598382194469629,0.5254310688021108
2.985574,0.00885367319590103,0.15801010024548393,0.3648552345751708,0.5317190080165558
2.987876,0.007384695943523568,0.16095104047636155,0.36960950580457946,0.5379452422244646
2.990177,0.006206826988111148,0.16391337841111872,0.3743269530784746,0.5444471584777044
2.992479,0.005302151972927466,0.16773261974309606,0.37891004267684736,0.5519448143928709
2.994781,0.004637827910622617,0.1707103839294872,0.3835802159537994,0.5589284277939092
2.997082,0.0041765332246626215,0.17446642739186696,0.38824889636769017,0.5668918569842197
2.999384,0.003874477265247607,0.17829014731302836,0.39192034425659295,0.5740849688348689
3.001686,0.0036878693825777055,0.1819974239154037,0.3969721928562325,0.5826574861542139
3.003987,0.0035883451784870907,0.18519762469793746,0.4021220727969013,0.5909080426733259
3.006289,0.0035559998121576413,0.18899248259991253,0.40601595728194656,0.5985644396940167
3.0085900000000003,0.003582871347262108,0.19285800268679198,0.4103636721376451,0.6068045461716992
3.010892,0.003707276602375375,0.19675288241387814,0.4143187640082061,0.6147789230244596
3.013194,0.0039829586477063755,0.2006482597619848,0.4184967900959301,0.6231280085056212
3.015495,0.004411410346316471,0.20459688255927996,0.4225932063362997,0.6316014992418961
3.0177970000000003,0.0048737002743173725,0.20768511861221173,0.4259979293582397,0.6385567482447687
3.020098,0.005237461240268567,0.211774568158295,0.4299714332065574,0.646983462605121
3.0224,0.005442481100695232,0.21502005245368996,0.4330323001033641,0.6534948336577493
3.024702,0.005509162317435943,0.21806101450967866,0.4361384505130321,0.6597086273401468
3.027003,0.005464874046615619,0.22079693488012966,0.43979447215030093,0.6660562810770463
3.029305,0.005356392664156851,0.22447385660025732,0.4422313222874597,0.6720615715518738
3.031607,0.005242437450473097,0.22719285785601295,0.445498204286734,0.6779334995932201
3.0339080000000003,0.005167794297405137,0.2291952848423161,0.4485973880021159,0.6829604671418371
3.03621,0.00512599413168708,0.23210885591706884,0.4506495770904642,0.6878844271392202
3.038511,0.0051006154596439715,0.2341963760978695,0.4530341770204754,0.6923311685779888
3.040813,0.005081705860866756,0.2362689676480565,0.4558472286490967,0.6971979021580199
3.043115,0.0050732463035190545,0.23832563532558906,0.4578083530907022,0.7012072347198103
3.045416,0.005079715376784944,0.2400374516359476,0.4597953538253713,0.7049125208381039
3.047718,0.0051006154596439715,0.24168308435058594,0.4607015217036163,0.7074852215138462
3.05002,0.005131467962912063,0.24325307867011536,0.4629612187574937,0.7113457653905211
3.052321,0.005169287160466496,0.24489373517454915,0.4639126701486,0.7139756924836156
3.054623,0.005214073052307273,0.24565808106196504,0.4656210031118154,0.7164931572260876
3.056924,0.005266323259454846,0.2464358627169332,0.4657210249369264,0.7174232109133145
3.059226,0.005327033023950119,0.2472952542192557,0.4667605552486529,0.7193828424918587
3.061528,0.005391723756609019,0.2481377266068827,0.4680946772044876,0.7216241275679793
3.063829,0.005456912110288371,0.2489130201567486,0.468757508403731,0.7231274406707678
3.066131,0.005531555263356331,0.24886475091776464,0.4691108193282527,0.7235071255093737
3.068433,0.0056400366458151,0.2489642751218553,0.46929892007398405,0.7239032318416543
3.070734,0.005805744445625974,0.24976096637560066,0.4693128534625566,0.7248795642837833
3.073036,0.006042114430341182,0.24978734028968466,0.4693138487045975,0.7251433034246233
3.075337,0.006358601399349334,0.24976693782784604,0.4693138487045975,0.7254393879317929
3.077639,0.006736793374893668,0.24894088693389396,0.4690535929109006,0.7247312732196882
3.079941,0.007058256554106353,0.24896726084797796,0.4679822148538651,0.7240077322559494
3.082242,0.007183159430240073,0.2488985891471555,0.4680190388093787,0.7241007873867742
3.084544,0.0070552708279836346,0.24813474088076,0.4674283626581009,0.7226183743668445
3.086846,0.006760181562854964,0.2472902780090511,0.4665669806716967,0.7206174402436027
3.089147,0.006397415838944674,0.24653190357388066,0.4654781858789453,0.7184075052917707
3.0914490000000003,0.0060749574176910855,0.24559737129746975,0.4638634056675751,0.715535734382736
3.09375,0.005909747238900666,0.24433689725266214,0.4629318591172869,0.7131785036088497
3.096052,0.0060003142646231225,0.24323466669235855,0.4610906613416105,0.7103256422985922
3.098354,0.006346658494858461,0.2424534016902473,0.4599924117494706,0.7087924719345764
3.100655,0.0069109607320522425,0.24076149022070684,0.4580198420243947,0.7056922929771539
3.102957,0.007636989800893274,0.23965279058713745,0.4567305059604008,0.7040202863484315
3.105259,0.00842422625525003,0.23757173947960264,0.4544270182567235,0.7004229839915761
3.10756,0.009164188712663746,0.2360052285072164,0.4522981955312253,0.6974676127511054
3.109862,0.009768300631493776,0.2343969173691121,0.4505301480455556,0.6946953660461614
3.112163,0.010167890310917591,0.2321282631368665,0.44882330794540143,0.6911194613931855
3.114465,0.01030573133358309,0.2297745157101235,0.4468178952329757,0.6868981422766822
3.116767,0.010197747572144773,0.22749740192053025,0.443903328916182,0.681598478408857
3.119068,0.00990564403313882,0.22509289714970104,0.4411524799151174,0.6761510210979572
3.12137,0.009481670923712805,0.22237787686210905,0.4392650033845389,0.6711245511703607
3.123672,0.008949216431828019,0.2197315282753396,0.43704163266515467,0.6657223773723223
3.125973,0.008325697293200322,0.2169259409620252,0.43359112850933307,0.6588427667645587
3.128275,0.007634999316811461,0.2140302842440088,0.4317061400838568,0.653371423644677
3.130576,0.006916434563277228,0.21095797206373154,0.4287627117478768,0.6466371183748856
3.132878,0.0062108079562747725,0.20723626445176305,0.4259297552784376,0.6393768276864753
3.13518,0.005537029094581316,0.204473970167228,0.42310426312430505,0.6331152623861144
3.137481,0.004899576567380931,0.200816455666898,0.4202877281485407,0.6260037603828196
3.139783,0.0043019337218167955,0.197174367418202,0.4175632530615601,0.6190395542015789
3.142085,0.0037490767680934335,0.19358651986073527,0.4143247354604515,0.6116603320892802
3.144386,0.0032469771584562853,0.19010217747552288,0.4107214616513508,0.60407061628533
3.146688,0.002800113482089428,0.18652826330662892,0.4080183842682497,0.597346761056968
3.148989,0.0024059976338905963,0.18233978717747545,0.4054431954874051,0.5901889802987712
3.151291,0.0020631367507984305,0.1790863409457533,0.4014388391358192,0.5825883168323709
3.153593,0.0017665546226084004,0.17488442904904755,0.3988726075333428,0.5755235912049987
3.155894,0.001512767902177334,0.17097462069134778,0.39510511878749255,0.5675925073810176
3.158196,0.0012953075162393426,0.16668015128483776,0.39228609570662587,0.560261554507703
3.160498,0.0011116853596921594,0.16302761299471222,0.3887385554518159,0.5528778538062202
3.162799,0.0009574228433517076,0.15881873440372016,0.3855323832170368,0.5453085404641087
3.165101,0.0008300318621157214,0.155443371021987,0.3824346923647165,0.5387080952488192
3.167402,0.0007235409637387644,0.15130216888977654,0.3782049136908653,0.5302306235443807
3.1697040000000003,0.0006324763169958526,0.14773920238333255,0.3750773655773178,0.5234490442776462
3.172006,0.0005523593327029082,0.14384233217216455,0.3715780945614918,0.5159727860663592
3.174307,0.00048368763188038456,0.14007534104733482,0.3675578143372515,0.5081168430164666
3.176609,0.0004264612145282814,0.13690250942092602,0.3644183233192129,0.5017472939546673
3.1789110000000003,0.00037968483860569284,0.13335546678713656,0.36086580685419856,0.4946009584799408
3.181212,0.00034037277798990023,0.13015874935174604,0.3573028403477546,0.4878019624774905
3.183514,0.0003050416855377322,0.12656841368917712,0.3533104269006596,0.4801838822753745
3.1858150000000003,0.0002731939402287357,0.12350207296114528,0.3493961399537758,0.4731714068551498
3.188117,0.0002453271630833637,0.12052530401679505,0.34603719806571753,0.466807829245596
3.190419,0.0002209437330811633,0.11751171111693122,0.3413167650656997,0.4590494199157121
3.19272,0.00019904840818122825,0.11462351871422162,0.337486078450252,0.4523086455726548
3.1950220000000003,0.00017814832532219926,0.11176170022559602,0.33402711473708263,0.4459669632880008
3.197323,0.00015625300042226414,0.10880085515390024,0.3304701196828841,0.43942722783720667
3.199625,0.00013485529654278208,0.10620178056407384,0.3259377874285976,0.4322744232892142
3.201927,0.00011345759266330005,0.10369227775792904,0.3215233913561584,0.4253291267067507
3.204228,9.355275184517725e-05,0.10097178363911206,0.3171363644398441,0.4182017008308013
3.20653,7.61360161293198e-05,0.09855881931093513,0.3132006797890807,0.4118356351161452
3.208832,6.170500653618074e-05,0.09651608502197527,0.30904852999442034,0.4056263200229318
3.211133,4.9264481024853977e-05,0.09429918337585684,0.30452615016054285,0.3988745980174245
3.213435,3.6823955513527225e-05,0.09138859802722683,0.2999350986258428,0.3913605206085832
3.215736,2.3388187961294312e-05,0.089282168247649,0.2957894179044483,0.38509497434005857
3.218038,1.1445283470420622e-05,0.08724142444277096,0.290691788170927,0.3779446578971684
3.22034,2.985726122718423e-06,0.08519222108054521,0.2864386213091146,0.37163382811578255
3.222641,3.4833471431714934e-06,0.08350180247406612,0.28179979815645106,0.3653050839776604
3.224943,1.2440525511326765e-05,0.08139338221040647,0.2765095890880145,0.3579154118239324
3.227245,2.7866777145371948e-05,0.07937055276226475,0.2718294633906534,0.3512278829300635
3.229546,4.627875490213556e-05,0.07817875041827964,0.2667004835328436,0.3449255127060253
3.231848,6.170500653618074e-05,0.07621264976646955,0.2621293368389617,0.33840369161196737
3.234149,7.066218490433599e-05,0.0743087517422161,0.25719691728423083,0.3315763312113513
3.236451,7.762887919067901e-05,0.07305823011781755,0.2521545234839799,0.3252903824809881
3.238753,8.857654164064655e-05,0.07106376506784164,0.24693646946350897,0.31808881107299125
3.241054,0.00010400279327469173,0.0698013005389522,0.2416736295511973,0.3115789328834242
3.2433560000000003,0.00012042428694964304,0.06793273360715092,0.2370741184591496,0.3051272763532501
3.245658,0.00013186957042006368,0.0667464050943908,0.2317212091421359,0.2985994838069468
3.247959,0.00013883626470640668,0.06477483061135574,0.22632898776450644,0.2912426546405686
3.250261,0.00014281723287003125,0.06352679709205943,0.2209954856672904,0.2846650999922199
3.252562,0.0001463005800132027,0.06227080163643589,0.2159769776760212,0.2783940798924703
3.254864,0.00015077916919728037,0.060380837000755125,0.21149241703969807,0.2720240332096505
3.257166,0.00015774586348362338,0.059189532277790474,0.20636343718188835,0.2657107153231624
3.259467,0.0001667030418517786,0.057917115328491975,0.2012593383751012,0.2593431567454449
3.261769,0.00017615784124038698,0.05668948427103425,0.1962154517117889,0.2530810938240635
3.264071,0.00018262691450627683,0.05509162317435943,0.19131040131318294,0.24658465140204866
3.266372,0.00018660788266990143,0.05418844102223711,0.18623018831537755,0.24060523722028454
3.2686740000000003,0.00019108647185397907,0.05239202913840152,0.18160480093026626,0.23418791654052176
3.270975,0.00019855078716077512,0.05115743138665745,0.17684306538555086,0.2281990475593691
3.273277,0.00020800558654938346,0.04990690976225889,0.1719922556781743,0.22210717102698255
3.275579,0.00021845562797889796,0.048699183545619286,0.16724992735325653,0.2161675665268547
3.27788,0.00022741280634705323,0.047513850274900085,0.16287932193061722,0.2106205850118644
3.280182,0.0002343795006333962,0.04627576917601285,0.15828777277489675,0.20479792145154302
3.282484,0.00023786284777656768,0.04567315012024417,0.15378828350796006,0.1996992964759808
3.284785,0.0002393557108379269,0.0443897855084957,0.14948784264920467,0.1941169838685383
3.287087,0.0002413461949197392,0.043194002196346976,0.1454536290363916,0.1888889774276583
3.289388,0.00024682002614472297,0.042037530944814036,0.14107655454048634,0.18336090551144515
3.29169,0.0002552795834924252,0.0414080403539409,0.1373568374125997,0.17902015735003304
3.293992,0.00026373914084012735,0.04017642832831955,0.13338333356428192,0.1738235010334416
3.296293,0.0002707058351264704,0.0392926533959949,0.12960141380883858,0.16916477303995994
3.298595,0.00027468680329009493,0.038333737689581836,0.1259314587829972,0.16453988327586913
3.300897,0.00027717490839236023,0.037691806573197366,0.1223460993306328,0.16031508081222254
3.3031980000000005,0.00027916539247417263,0.036599528433302886,0.11888813085950445,0.1557668246852815
3.3055,0.00028264873961734397,0.03604169526937498,0.11586657602331338,0.15219092003230572
3.307801,0.0002906106759445932,0.03547440730605849,0.11243995767647356,0.14820497565847662
3.310103,0.0003000654753332016,0.03517434183072528,0.10949752458253456,0.14497193188859306
3.3124050000000005,0.00030056309635365466,0.03500962927295532,0.10672129690942686,0.14203148927873582
3.314706,0.00028513684471960943,0.03499917923152581,0.1045715741010696,0.13985589017731506
3.317008,0.000261251035737862,0.03556746243688321,0.10218548130799712,0.1380141947806182
3.31931,0.0002433366790015514,0.03609444309754302,0.10055826057111558,0.13689604034766015
3.321611,0.0002413461949197392,0.036839381765161265,0.09922911482548542,0.1363098427855664
3.323913,0.00025030337328789447,0.03898462598433445,0.09823636088968156,0.1374712902473039
3.326214,0.000260753414717409,0.0413105066339321,0.09805273873313436,0.1396239987817839
3.3285160000000005,0.00026871535104465807,0.0440822557178557,0.09810150559313878,0.14245247666203914
3.330818,0.0002761796663514541,0.04823092216537295,0.099371434437335,0.14787853626905942
3.3331190000000004,0.00028613208676051547,0.052489065237389866,0.1006503204598994,0.15342551778404978
3.335421,0.0002970797492104831,0.057291108084762,0.10197001140614097,0.15955819924011344
3.3377230000000004,0.00030404644349682605,0.06263904119157115,0.10326880226952344,0.16621188990459146
3.340024,0.00030404644349682605,0.06793223598613046,0.10453922873474017,0.17277551116436746
3.3423260000000004,0.00030056309635365466,0.07358670364153871,0.10516672884153147,0.17905399557942386
3.344627,0.00029907023329229533,0.07793491611825762,0.1052393815105176,0.18347336786206755
3.3469290000000003,0.0003025535804354669,0.08173524785145772,0.10457406220617184,0.18661186363806506
3.349231,0.0003085250326809037,0.0845975639611038,0.10278909560580672,0.1876951845995914
3.351532,0.0003130036218649813,0.08692095650559918,0.10061299888336543,0.1878469590108296
3.3538339999999995,0.00031399886390588743,0.08784404349853962,0.09830553021152454,0.1864635725739701
3.356135,0.0003144964849263406,0.08848547699390362,0.09610753816418333,0.18490751164301328
3.3584370000000003,0.00031648696900815284,0.0884411887230833,0.09464204425894902,0.18339971995104049
3.360739,0.0003194726951308713,0.08839789569430391,0.09407226819053027,0.18278963657996505
3.3630400000000003,0.0003214631792126835,0.0890373387055861,0.09453853908669478,0.1838973409714936
3.365342,0.00032196080023313663,0.09094671056106453,0.0958786324947749,0.1871473038560726
3.3676440000000003,0.0003224584212535897,0.09349900877496832,0.0977258017226967,0.1915472689189186
3.3699449999999995,0.000324946526355855,0.09722171162897772,0.0996938928585886,0.19724055101392216
3.372247,0.00032992273656038567,0.1000203322480058,0.1015674360005944,0.2019176909851606
3.3745480000000003,0.0003339037047240103,0.10288065787357004,0.10323944262931672,0.2064540042076108
3.37685,0.00033340608370355723,0.1054717705270692,0.10378732337283557,0.2095924999836083
3.3791519999999995,0.00033091797860129187,0.1069964813337374,0.10413316998205042,0.2114605692943891
3.381453,0.0003304203575808388,0.1083709105922288,0.10303989660011503,0.2117412275499247
3.3837550000000003,0.00033639180982627566,0.10900239166718373,0.10175404388326433,0.21109282736027432
3.386057,0.0003453489881944309,0.10905115852718812,0.09992628187514016,0.20932278939052276
3.388358,0.0003523156824807739,0.10905762760045402,0.09798605751639368,0.20739600079932846
3.39066,0.0003543061665625862,0.10839429878019008,0.09590102544069527,0.20464963038744796
3.392961,0.00035629665064439847,0.10844903709243993,0.09433103112116586,0.20313636486425016
3.395263,0.0003612728608489292,0.10776182246319424,0.09302676642655837,0.2011498617506015
3.397565,0.0003707276602375375,0.10781158456523952,0.09256895508774153,0.20075126731321855
3.3998660000000003,0.0003776943545238805,0.1077653058103374,0.0924992881448781,0.20064228830973935
3.402168,0.00037868959656478664,0.10849382298428067,0.0919713122421774,0.20084382482302288
3.40447,0.000374211007380709,0.10844157277713312,0.09203052914361133,0.20084631292812516
3.406771,0.0003682395551352722,0.10843609894590817,0.0917200136268486,0.20052435212789205
3.409073,0.0003652538290125537,0.1084206726942741,0.0904560562348978,0.19924198275818444
3.411374,0.0003652538290125537,0.10801162821546167,0.08897215035190674,0.19734903239638096
3.413676,0.0003687371761557253,0.10735526608948406,0.087013016394383,0.1947370196600228
3.415978,0.0003752062494216152,0.10669492299534283,0.08392129699430809,0.19099142623907253
3.418279,0.00038217294370795815,0.10609031345549236,0.08157551150389229,0.18804799790309265
3.420581,0.00038714915391248886,0.10486019429293238,0.07920335209939251,0.1844506955462374
3.422883,0.0003896372590147542,0.1035832987544498,0.07723675382656198,0.18120968984002653
3.425184,0.00039113012207611344,0.10232730329882624,0.07555977098763514,0.17827820440853748
3.427486,0.0003936182271783788,0.10114296527014792,0.07439533779977495,0.17593192129710128
3.429787,0.0003966039533010972,0.10048610552314988,0.07373250660053145,0.17461521607698244
3.432089,0.0004000873004442686,0.0986324672219622,0.07265067850206648,0.17168323302447294
3.434391,0.000402575405546534,0.09738095035552273,0.07146833095746999,0.16925185671853926
3.436692,0.0004055611316692525,0.09619511946378304,0.0708234141149628,0.1674240947104151
3.438994,0.000409044478812424,0.09435840027729077,0.06920564817746988,0.1639730929335731
3.441296,0.00041302544697604865,0.09187228565910724,0.06823080859840233,0.1605161197044856
3.443597,0.0004155135520783138,0.08955536218787774,0.06689021756930175,0.1568610933092578
3.445899,0.00041451831003740764,0.0871433931017417,0.06511122242118203,0.1526691338329611
3.4482,0.00041153258391468927,0.08472545256336024,0.06403337529088066,0.14917036043815554
3.450502,0.00040854685779197095,0.08232492876069462,0.06271368434463911,0.1454471599631257
3.452804,0.0004070539947306116,0.08005478166538771,0.0612611285859366,0.1417229642460549
3.455105,0.0004075516157510647,0.07833898438686554,0.06034998449748704,0.13909652050010365
3.457407,0.00041103496289423625,0.07593447961603629,0.05901486729961145,0.135360381878542
3.459709,0.0004155135520783138,0.07371011365461108,0.05835701231057248,0.13248263951726186
3.46201,0.0004180016571805793,0.07140015687766793,0.05727170086496435,0.12908985939981282
3.464312,0.0004155135520783138,0.06912752167725875,0.056705905764709186,0.12624894099404627
3.466613,0.0004095420998328769,0.06731916688893227,0.05557779891134208,0.12330650790010725
3.468915,0.00040406826860789314,0.06578102031471185,0.05507370881762312,0.12125879740094285
3.471217,0.00040456588962834626,0.0640478063004738,0.05459698788002909,0.11904936007013125
3.473518,0.0004070539947306116,0.06290327795343173,0.05401825463324216,0.11732858658140448
3.47582,0.0004055611316692525,0.061289492984102426,0.05404711665242843,0.11574217076820012
3.478122,0.0003975991953420033,0.060735143167317714,0.05403019753773304,0.11516293990039275
3.4804230000000005,0.0003876467749329419,0.059612012524155135,0.05403119277977394,0.11403085207886203
3.482725,0.00038167532268750513,0.05906512702267721,0.05402820705365122,0.11347500939901595
3.4850260000000004,0.00038217294370795815,0.057989767997478125,0.05400581410773084,0.11237775504891692
3.487328,0.0003866515328920357,0.05687509691166325,0.05439445612470468,0.11165620456925997
3.4896300000000005,0.0003916277430965665,0.055776847319523315,0.05497517985557342,0.1111436549181933
3.491931,0.0003941158481988318,0.05474279083902183,0.05542901022622662,0.11056591691344728
3.4942330000000004,0.0003916277430965665,0.05406055241998068,0.05611174626628823,0.11056392642936548
3.496535,0.00038167532268750513,0.053492766835643725,0.05661384587592538,0.11048828803425663
3.4988360000000003,0.00036923479717617844,0.05287273104415919,0.05731947248292784,0.11056143832426317
3.501138,0.00035977999778757003,0.05291652169395907,0.058023606226868925,0.11129990791861558
3.503439,0.00035579902962394535,0.052884176327629616,0.0587735211046917,0.11201349646194526
3.5057410000000004,0.00035480378758303926,0.053816718119958674,0.05965431031089364,0.11382583221843535
3.508043,0.0003518180614603209,0.05443476342736138,0.060306193847687165,0.11509277533650887
3.5103440000000004,0.00034733947227624324,0.05627198023487411,0.06204438407212973,0.11866370377928008
3.512646,0.0003443537461535248,0.058993967216752416,0.06381292917881995,0.1231512501417259
3.5149470000000003,0.0003463442302353371,0.06350440414613905,0.066219424433731,0.13007017281010538
3.517249,0.0003513204404398677,0.0692593912476788,0.0695987687836278,0.13920948047174647
3.5195510000000003,0.00035679427166485154,0.07725018959411421,0.07428785165935707,0.15189483552513616
3.5218519999999995,0.00036027761880802305,0.0853992314250537,0.07901773945876353,0.16477724850262526
3.524154,0.0003627657239102884,0.09532677078309246,0.08431491522148646,0.18000445172848922
3.526456,0.0003647562079921007,0.10540608455236937,0.0898484609689246,0.1956193017292861
3.528757,0.0003647562079921007,0.11460013052626032,0.0937060191194768,0.2086709058537292
3.5310589999999995,0.0003627657239102884,0.12306018549498295,0.09713960416060298,0.22056255537949626
3.53336,0.0003577895137057577,0.1289873494695995,0.09771336119718536,0.22705850018049065
3.5356620000000003,0.0003503251983989616,0.13162374563595988,0.0959891043613155,0.22796317519567436
3.537964,0.0003443537461535248,0.13054639612667895,0.09225993243404018,0.22315068230687266
3.540265,0.0003423632620717125,0.12566174818991166,0.08690353976988334,0.21290765122186667
3.542567,0.00034087039901035325,0.11824172115393587,0.08219654253741772,0.200779134090364
3.5448690000000003,0.00033738705186718186,0.11038378761996144,0.07705064356491254,0.1877718182367412
3.5471699999999995,0.00032992273656038567,0.10270698813743194,0.07320154497170803,0.17623845584570036
3.549472,0.0003194726951308713,0.09603936408438124,0.0694385348150419,0.16579737159455404
3.5517730000000003,0.00030902265370135677,0.08969668655768641,0.06585566346777981,0.15586137267916758
3.554075,0.000303548822476373,0.08400738543084646,0.06257783380605543,0.14688876805937828
3.556377,0.0003085250326809037,0.07843751334891523,0.0594861144059805,0.13823215278757664
3.558678,0.00032992273656038567,0.07336426704539617,0.056610860149802676,0.13030504993175926
3.5609800000000003,0.0003538085455421332,0.06825270392330224,0.05389882558833343,0.1225053380571778
3.563282,0.00035977999778757003,0.06429462632661853,0.05098276640847843,0.11563717273288453
3.565583,0.0003443537461535248,0.0605719234726091,0.0485867211949969,0.10950299841375953
3.567885,0.0003508228194194147,0.05732046772496875,0.04585080082454592,0.10352209136893407
3.570186,0.000430442182691906,0.05483634359086701,0.04346022944228936,0.09872701521584827
3.572488,0.0005672879633165003,0.05212679713450004,0.0408482167059312,0.09354230180374774
3.57479,0.0006573573680185062,0.049520755850387316,0.038646243690426366,0.08882435690883217
3.577091,0.0006026190557686683,0.046895804967497366,0.036638342872898216,0.08413676689616426
3.579393,0.0004384041190191552,0.04427931364195512,0.03465830883251545,0.07937602659348973
3.581695,0.0002846392236991563,0.042167410031152285,0.03254093139048764,0.07499298064533907
3.583996,0.00023487712165384927,0.03980918401522519,0.030511135248059564,0.0705551963849386
3.586298,0.0002602557936969559,0.03727032156887362,0.02877045691851472,0.0663010342810853
3.588599,0.00029608450716957696,0.035235549216241016,0.02684317070629998,0.06237480442971057
3.590901,0.0003045440645172792,0.03301516422297942,0.025474215279033586,0.05879392356653027
3.593203,0.00029956785431274846,0.030803238787065517,0.023898747128279163,0.05500155376965743
3.595504,0.00029857261227184226,0.02878588317014877,0.02256163944632176,0.051646095228742375
3.597806,0.00030653454859909136,0.02690786143895888,0.021252896162530188,0.04846729215008816
3.600108,0.00031350124288543436,0.02549212963576989,0.019811288066277643,0.04561691894493297
3.602409,0.00031001789574226297,0.023548919550900656,0.01883445800312827,0.04269339544977119
3.604711,0.0003000654753332016,0.022053070763418725,0.01788201136998109,0.04023514760873302
3.607012,0.00029110829696504624,0.02018350858957654,0.016927574252752098,0.03740219113929368
