Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,CO_CH3OH_10K,HNCO_NH3,all
3.024702,0.9152382224729226,0.00853594086144792,0.003986233974179065,0.9277603973085496
3.027003,0.9190537675752888,0.008261940304064132,0.004096033833239962,0.931411741712593
3.029305,0.9272643015817016,0.007994927010438767,0.0042063327825693185,0.9394655613747098
3.031607,0.9343803306293847,0.007725917355739567,0.004328609898341685,0.9464348578834659
3.0339080000000003,0.9381824002945024,0.007450918617818863,0.004438908847671039,0.9500722277599924
3.03621,0.943214727471371,0.007180910782582744,0.004553699609416525,0.9549493378633704
3.038511,0.948326410000924,0.006931864738621888,0.004717900307739414,0.9599761750472854
3.040813,0.9537709857395392,0.006706775027547047,0.0049015655265321895,0.9653793262936186
3.043115,0.9569526862009632,0.006492665302378296,0.005085729835593422,0.9685310813389348
3.045416,0.9627052006352173,0.006274562855061875,0.005265402332238529,0.9742451658225176
3.047718,0.9652620400805308,0.006056460407745454,0.005448568460762845,0.9767670689490392
3.05002,0.9686184221359152,0.005854328849019709,0.005620255513112613,0.9800930064980476
3.052321,0.9713808867718337,0.005681643616133025,0.005800427100026179,0.9828629574879928
3.054623,0.9752198891168176,0.0055289219939846845,0.0059830941382820356,0.9867319052490842
3.056924,0.974810136006413,0.005379194913447095,0.006165761176537893,0.986355092096398
3.059226,0.9778091694295808,0.005225475110761838,0.006339444589961497,0.9893740891303042
3.061528,0.9796887433805959,0.005082735293982671,0.006506140739626679,0.9912776194142052
3.063829,0.9788188290426728,0.004969441803042561,0.006663853264459604,0.9904521241101748
3.066131,0.9811530742282536,0.004884097367136136,0.006817573067144863,0.9928547446625346
3.068433,0.9796897415611328,0.004804742014451214,0.006963307425534783,0.9914577910011187
3.070734,0.9785448284852888,0.004709914863444076,0.007119522679562333,0.9903742660282951
3.073036,0.9774702871372972,0.004602111365457012,0.00726276158660996,0.9893351600893644
3.075337,0.9758267828832632,0.004495306048006865,0.007419475930905969,0.987741564862176
3.077639,0.9736737074651326,0.004400478896999726,0.007564711199027428,0.9856388975611596
3.079941,0.9685740031020224,0.004310642648677173,0.007716434640638853,0.9806010803913384
3.082242,0.96698489968725,0.004214318226864657,0.007864664450371065,0.9790638823644856
3.084544,0.9621027986811878,0.004105516548340678,0.008013393350371736,0.9742217085799002
3.086846,0.9579408849325112,0.003981742161762936,0.008151142264466317,0.9700737693587406
3.089147,0.954918893356994,0.003844492337936813,0.008276413921849433,0.9670397996167804
3.0914490000000003,0.9490495917999208,0.003696262528204601,0.008397193766816422,0.961143048094942
3.09375,0.9398383818052484,0.003544539086593178,0.0085289535976895,0.951911874489531
3.096052,0.9382602583763822,0.0033948120060555893,0.008656720706414905,0.9503117910888528
3.098354,0.9309660541028592,0.003246582196323377,0.00877600328057652,0.9429886395797592
3.100655,0.9254675766152506,0.003095357844980413,0.008904768569838847,0.9374677030300698
3.102957,0.9180790442809892,0.002940140771489779,0.00902305296346354,0.9300422380159424
3.105259,0.9115085208967312,0.002784424607730687,0.00910290740641692,0.9233958529108788
3.10756,0.9034776593869636,0.0026312038953138885,0.009138841905745944,0.9152477051880236
3.109862,0.8964888983577373,0.002482974085581676,0.009174277314806505,0.9081461497581254
3.112163,0.8890689233365628,0.002338736997997132,0.009198732737960978,0.900606393072521
3.114465,0.8805414670096787,0.0021979935422917992,0.009233169966484623,0.8919726305184551
3.116767,0.8732018455217261,0.002060743718465676,0.009265610833934436,0.8845282000741261
3.119068,0.8646334637928283,0.0019289838875925984,0.009301545333263456,0.8758639930136843
3.12137,0.8573931612682991,0.0018037122302094824,0.009337479832592477,0.868534353331101
3.123672,0.8489260948638986,0.001683930565779412,0.009338977103397851,0.8599490025330758
3.125973,0.8403447367880207,0.0015671434429600929,0.00927758900037744,0.8511894692313582
3.128275,0.8317369269279149,0.0014538499520199842,0.009228179063800038,0.842418955943735
3.130576,0.8226774403748538,0.0013500391761805894,0.009170783682927295,0.8331982632339617
3.132878,0.814165455846292,0.0012607020181264954,0.009113388302054552,0.8245395461664731
3.13518,0.8050216230378614,0.0011833430265154078,0.009060983823866395,0.8152659498882433
3.137481,0.796762677275408,0.0011114740278573652,0.00900159208191982,0.8068757433851852
3.139783,0.7870528761025454,0.0010381077583939472,0.008943198520510159,0.7970341823814495
3.142085,0.7795879829572098,0.0009647414889305283,0.008894287674201216,0.7894470121203415
3.144386,0.768314531973266,0.0008953679416147793,0.008837391383596932,0.7780472912984778
3.146688,0.7606944217544398,0.0008329816580574508,0.008785485995677234,0.7703128894081744
3.148989,0.7504236431198297,0.0007755862771847082,0.008726593343999117,0.7599258227410135
3.151291,0.7407248219328733,0.0007211854379227179,0.008668199782589456,0.7501142071533855
3.153593,0.7305234168455789,0.0006687809597345619,0.008620287116817428,0.7398124849221308
3.155894,0.7218028125848012,0.0006218664744994509,0.008563889916481604,0.7309885689757822
3.158196,0.7117780854525412,0.0005834365238281366,0.00850749271614578,0.7208690146925151
3.160498,0.7013605742790043,0.000550496566109867,0.008454589147689163,0.7103656599928033
3.162799,0.6922132478386945,0.0005180556986600564,0.008396195586279503,0.7011274991236341
3.165101,0.6823028123779116,0.00048162210906257626,0.008338800205406761,0.6911232346923809
3.167402,0.6715878434043733,0.00044169488758588604,0.008294880261782402,0.6803244185537415
3.1697040000000003,0.6622054454476195,0.00039927221476690266,0.008251459408426505,0.6708561770708129
3.172006,0.6521008638724062,0.0003583468127532951,0.008217022179902856,0.6606762328650623
3.174307,0.6413110313585991,0.00032590594530348434,0.008183583131916127,0.6498205204358187
3.176609,0.6308221502766724,0.0003079386956389737,0.008149644993660941,0.6392797339659723
3.1789110000000003,0.6212935188712604,0.0003049441540282219,0.008115706855405755,0.6297141698806944
3.181212,0.6119435617819564,0.0003089368761758909,0.008082267807419026,0.6203347664655513
3.183514,0.6011811792329146,0.00031342868859201856,0.008049327849700758,0.6095439357712074
3.1858150000000003,0.5911290021358893,0.00031342868859201856,0.00802686878762012,0.5994692996121014
3.188117,0.5818479195036327,0.000303446883222846,0.007992930649364934,0.5901442970362204
3.190419,0.5713385757206993,0.00028298418221604224,0.007958992511109745,0.5795805524140252
3.19272,0.5609265545401154,0.00026202239094077985,0.007925054372854559,0.5691136313039107
3.1950220000000003,0.5511508734518163,0.0002515414953031487,0.007891116234599373,0.5592935311817189
3.197323,0.5411975162279459,0.0002555342174508177,0.007857178096344184,0.5493102285417409
3.199625,0.531333995252398,0.00026900965469920057,0.007823239958089001,0.5394262448651862
3.201927,0.5212139418788625,0.0002864778140952527,0.007811261791645991,0.5293116814846038
3.204228,0.5114432516932478,0.000303446883222846,0.007860671728223396,0.519607370304694
3.20653,0.5016086779532705,0.0003154250496658531,0.00791357529668001,0.5098376782996163
3.208832,0.4911612213636261,0.0003199168620819808,0.00795749524030437,0.4994386334660124
3.211133,0.4815517373347237,0.0003239095842296498,0.008013393350371736,0.489889040269325
3.213435,0.472024603200117,0.0003358877506726569,0.008056814203727638,0.4804173051545173
3.215736,0.4617917554259097,0.0003578477224848365,0.008101233237620454,0.470250836386015
3.218038,0.4524422974268742,0.00037980769429701616,0.008153637715808609,0.4609757428369798
3.22034,0.4430574040187781,0.000390787680203106,0.008199554020506804,0.45164774571948796
3.222641,0.4329608078878601,0.0003917858607400232,0.008241976693325787,0.44159457044192585
3.224943,0.4236078562569454,0.0003977749439615267,0.00829987116446699,0.432305502365374
3.227245,0.414214977404554,0.0004197349157737064,0.008342293837285972,0.4229770061576136
3.229546,0.4051075781857209,0.0004506785124181413,0.008387711051715705,0.4139459677498548
3.231848,0.3954556714839995,0.00047463484530415554,0.008440115529903865,0.4043704218592075
3.234149,0.3868718179567796,0.00048162210906257626,0.008483536383259764,0.3958369764491019
3.236451,0.3775118790621064,0.00047812847718336593,0.008537438132253295,0.3865274456715431
3.238753,0.3685996241382408,0.0004741357550356969,0.008581358075877656,0.3776551179691541
3.241054,0.3600142733402154,0.0004761321161095314,0.008623780748696639,0.3691141862050216
3.2433560000000003,0.35134208083547824,0.0004871121020156212,0.00869215611547547,0.3605213490529693
3.245658,0.3431924358418173,0.0005100702543647181,0.00876152966279122,0.3524640357589732
3.247959,0.3341768692323807,0.000537021128861484,0.008828906849033135,0.34354279721027536
3.250261,0.3262438294152308,0.0005549883785259946,0.008901274937959636,0.3357000927317164
3.252562,0.3185179120594912,0.0005559865590629119,0.008965657582590797,0.3280395562011449
3.254864,0.311270123180935,0.0005509956563783256,0.009040521122859592,0.3208616399601729
3.257166,0.30295527930841426,0.0005564856493313706,0.009105402857759216,0.3126171678155049
3.259467,0.2962245479479812,0.0005789447114120088,0.009168288231585,0.3059717808909782
3.261769,0.2885859713892219,0.000602901044298023,0.009246146313464548,0.2984350187469844
3.264071,0.2818732072784533,0.0006103873983249026,0.009309031687290336,0.2917926263640686
3.266372,0.2753710592609743,0.0006019028637611058,0.009373913422189958,0.2853468755469254
3.2686740000000003,0.2689058439233613,0.0005944165097342264,0.009447279691653376,0.2789475401247489
3.270975,0.2624056922669561,0.0006034001345664817,0.009510165065479165,0.2725192574670017
3.273277,0.2563926527125665,0.0006218664744994509,0.009586525876553334,0.2666010450636193
3.275579,0.2509006633984477,0.0006313491896001648,0.009647414889305286,0.2611794274773532
3.27788,0.2453752350363423,0.0006213673842309922,0.009641425806083782,0.2556380282266571
3.280182,0.2398907320762505,0.0006053964956403162,0.009627950368835398,0.2501240789407262
3.282484,0.2348973339403219,0.0005994074124188126,0.009619465834271602,0.2451162071870123
3.284785,0.2297861505010371,0.0006113855788618197,0.009607986758097056,0.2400055228379959
3.287087,0.2250373065966532,0.0006368391825532098,0.00958702496682179,0.2352611707460282
3.289388,0.22057643777717,0.0006687809597345619,0.009579039522526455,0.23082425825943095
3.29169,0.21648539484661464,0.0007087081812112521,0.009571054078231115,0.226765157106057
3.293992,0.21216976129525286,0.0007596153885940322,0.009550092286955851,0.2224794689708028
3.296293,0.20842408883047084,0.0008269925748359472,0.00953961139131822,0.21879069279662505
3.298595,0.2049923441445493,0.0009193242745007933,0.009528132315143671,0.21543980073419375
3.300897,0.20202325613748892,0.0010470913832262023,0.009516154148700664,0.2125865016694158
3.3031980000000005,0.19892141011901854,0.001219277525844429,0.009498685989304614,0.20963937363416765
3.3055,0.1968646591227005,0.0014463635979931051,0.009491199635277734,0.20780222235597134
3.307801,0.19521316942437092,0.0017378323147729435,0.00948171692017702,0.20643271865932086
3.310103,0.19396594284349286,0.002092685495647028,0.009459756948364841,0.20551838528750474
3.3124050000000005,0.19294131052234728,0.002498944974172352,0.009452769684606422,0.20489302518112606
3.314706,0.19240878120590196,0.002944632583905907,0.009435800615478829,0.20478921440528666
3.317008,0.1920963506978468,0.003417770158404687,0.00942382244903582,0.2049379433052873
3.31931,0.19089404224113,0.003906379531225683,0.009412842463129728,0.2042132642354854
3.321611,0.18859074065219344,0.0043974843553889744,0.009401862477223641,0.202390087484806
3.323913,0.18534266118506468,0.004873117381230047,0.009381898866485295,0.19959767743278006
3.326214,0.18266953370720027,0.005314313178547475,0.009374911602726872,0.19735875848847464
3.3285160000000005,0.17842876369610727,0.005700109956065993,0.009366427068163078,0.19349530072033636
3.330818,0.17318033043299635,0.006008547741973426,0.009344467096350898,0.18853334527132068
3.3331190000000004,0.16760399486350808,0.006216668383920675,0.009335483471518642,0.1831561467189474
3.335421,0.16274684837086872,0.006319480979223151,0.00932849620776022,0.1783948255578521
3.3377230000000004,0.1578976873225247,0.006324471881907739,0.009309031687290336,0.17353119089172278
3.340024,0.15433568007653548,0.00624361925841744,0.009298051701384246,0.16987735103633714
3.3423260000000004,0.15122185589162207,0.006123837593987369,0.009287071715478157,0.1666327652010876
3.344627,0.14825476424563552,0.006020525908416433,0.00927459445876669,0.16354988461281866
3.3469290000000003,0.1452033263442795,0.005976106874523615,0.009259122660444472,0.1604385558792476
3.349231,0.1428146803194365,0.006002558658751923,0.009251636306417592,0.15806887528460606
3.351532,0.14128546773687925,0.0061053712540544,0.009240656320511504,0.15663149531144513
3.3538339999999995,0.13990648132512806,0.006288038292310258,0.009221191800041616,0.15541571141747992
3.356135,0.13858289393317574,0.006547066141640287,0.009215202716820112,0.15434516279163615
3.3584370000000003,0.13750086623115748,0.00687995935070219,0.009194740015813307,0.15357556559767294
3.360739,0.1356113104747731,0.007284721558422139,0.009184758210444136,0.15208079024363935
3.3630400000000003,0.1335485703952336,0.007758358223189377,0.009178270036954176,0.15048519865537716
3.365342,0.1311724016271021,0.008296377532587778,0.009159803697021206,0.14862858285671107
3.3676440000000003,0.12991569233112324,0.008880313146684374,0.009148324620846658,0.1479443300986543
3.3699449999999995,0.1279966902488998,0.0094892032742039,0.009137843725209023,0.14662373724831276
3.372247,0.12633871237708028,0.010076632520179705,0.00912536646849756,0.14554071136575755
3.3745480000000003,0.12554765430157333,0.010555260087631529,0.0091103937604438,0.14521330814964867
3.37685,0.12464480000593164,0.010833752457431444,0.00910290740641692,0.14458145986978002
3.3791519999999995,0.12367955942673267,0.010819278839646144,0.009061982004403314,0.14356082027078212
3.381453,0.12245079918578755,0.010417012083268487,0.009035530220175008,0.14190334148923106
3.3837550000000003,0.1215299776404814,0.009567560446351904,0.009008080255409785,0.14010561834224308
3.386057,0.12101990738611665,0.008406676481917136,0.008978134839302264,0.13840471870733606
3.388358,0.12042598996665088,0.007135992658421466,0.008938207617825577,0.13650019024289792
3.39066,0.11975571173611095,0.005941170555731512,0.008912254923865725,0.13460913721570816
3.392961,0.11926061418979997,0.004973434525190231,0.008884305868832041,0.13311835458382226
3.395263,0.11933447954953184,0.004375524383576795,0.008853362272187606,0.13256336620529627
3.397565,0.11919323700355808,0.004199844609079358,0.00881543141178475,0.1322085130244222
3.3998660000000003,0.118940697327718,0.004399480716462808,0.008789478717824905,0.13212965676200572
3.402168,0.11821302371630532,0.004916538234585948,0.008760531482254303,0.1318900934331456
3.40447,0.1178781341461696,0.005648703658414755,0.00872858970507295,0.1322554275096573
3.406771,0.1173580820864357,0.006471204420834575,0.008693653386280847,0.1325229398935511
3.409073,0.11674320287569465,0.0072452934272139065,0.008667201602052541,0.1326556979049611
3.411374,0.11627904892602815,0.007792296361444564,0.008636757095676564,0.13270810238314928
3.413676,0.11581888769850927,0.007926052553391476,0.00860431622822675,0.1323492564801275
3.415978,0.11527587748642627,0.007617614767484044,0.008573372631582317,0.13146686488549264
3.418279,0.11420782431192485,0.007095067256407859,0.008544425396011716,0.1298473169643444
3.420581,0.11414743438944135,0.006602964251707652,0.008512483618830365,0.12926288225997934
3.422883,0.11363985958641892,0.006269571952377289,0.00848104093191747,0.1283904724707137
3.425184,0.1139393137474941,0.0061318230382827075,0.008454090057420705,0.1285252268431975
3.427486,0.1133698517511828,0.0061942093218400355,0.008420651009433977,0.12798471208245682
3.429787,0.11312529751963807,0.006291531924189468,0.008389208322521083,0.1278060377663486
3.432089,0.11316772019245705,0.006196704773182329,0.00836026108695048,0.12772468605258985
3.434391,0.11266264084077693,0.005787450753046253,0.00833530657352755,0.12678539816735074
3.436692,0.1122538859109093,0.0051995224168019894,0.008297375713124696,0.125750784040836
3.438994,0.1121016633790294,0.004604107726530846,0.008267929387285636,0.1249737004928459
3.441296,0.11214608241292223,0.004075571132233159,0.008241976693325787,0.12446363023848117
3.443597,0.11180570284983343,0.003573985412432237,0.00821602399936594,0.12359571226163164
3.445899,0.11076060782768107,0.003061419706725226,0.008176096777889249,0.12199812431229555
3.4482,0.11010280685385264,0.002561830347998139,0.008150144083929401,0.12081478128578015
3.450502,0.10936614961760767,0.0021356072587344704,0.008124191389969553,0.1196259482663117
3.452804,0.10828262464478397,0.001825173111753204,0.00809524415439895,0.11820304191093615
3.455105,0.10765826271894226,0.0016115624768529107,0.008057812384264553,0.11732763758005972
3.457407,0.10706384620920803,0.0014583417644361118,0.008033356961110079,0.11655554493475423
3.459709,0.10662514586323288,0.0013395582805429587,0.008003411545002564,0.1159681156887784
3.46201,0.10588299863403493,0.0012467274906096536,0.007989437017485723,0.11511916314213028
3.464312,0.1055600872303422,0.0011723630406093178,0.007977957941311174,0.11471040821226268
3.466613,0.10504552516356133,0.0011139694791996585,0.007969473406747377,0.11412896804950835
3.468915,0.10465224203201594,0.0010720458966491336,0.007962985233257416,0.1136872731619225
3.471217,0.1032378202112042,0.0010450950221523676,0.007954999788962075,0.11223791502231864
3.473518,0.102039504476635,0.0010236341406086467,0.007944019803055985,0.11100715842029964
3.47582,0.10110770294542276,0.0009946869050380463,0.00793154254634452,0.11003393239680533
3.478122,0.10054522821286987,0.0009527633224875213,0.007921560740975348,0.10941955227633274
3.4804230000000005,0.09996528532092096,0.0009133351912792901,0.007915072567485387,0.10879369307968564
3.482725,0.09890072577829867,0.0008938706708094033,0.007908085303726964,0.10770268175283504
3.4850260000000004,0.09799337967024092,0.0009028542956416586,0.007898103498357794,0.10679433746424036
3.487328,0.09741144041721816,0.0009382897047022213,0.007885626241646328,0.10623535636356672
3.4896300000000005,0.09661539143902664,0.000999178717454174,0.007874646255740237,0.10548921641222103
3.491931,0.09584080334237884,0.0011184612916157858,0.007867159901713357,0.104826424535708
3.4942330000000004,0.0950692097873418,0.001345547363764462,0.007861170818491853,0.10427592796959813
3.496535,0.09460705219874913,0.0017313441412829815,0.007852187193659599,0.1041905835336917
3.4988360000000003,0.09380002323465153,0.0023232651996749143,0.007840209027216594,0.10396349746154304
3.501138,0.09288519077256684,0.0031662286631015373,0.007828230860773586,0.10387965029644196
3.503439,0.09209912359974452,0.004229790025186875,0.007820744506746706,0.1041496581316781
3.5057410000000004,0.09154513340175544,0.005342262233581157,0.007814256333256744,0.10470165196859334
3.508043,0.09087784971282624,0.006318482798686235,0.007807269069498323,0.1050036015810108
3.5103440000000004,0.0898736800926875,0.006981274675199292,0.007758358223189377,0.10461331299107617
3.512646,0.08917295735577158,0.007160947171844398,0.007722922814128816,0.1040568273417448
3.5149470000000003,0.08878266876583693,0.006743208617144528,0.007676008328893705,0.10320188571187518
3.517249,0.08784038633898704,0.0059706168815705715,0.007626598392316298,0.1014376016128739
3.5195510000000003,0.08694302203629843,0.005227471471835672,0.007580182997349647,0.09975067650548376
3.5218519999999995,0.08668698872857916,0.004773299327538321,0.0075382594147991215,0.0989985474709166
3.524154,0.08624729020206709,0.004519761471161338,0.00749483856144322,0.09826189023467163
3.526456,0.08563141281078915,0.004323618995657096,0.007450419527550403,0.09740545133399664
3.528757,0.08514729525038428,0.00410102473592455,0.007408495944999878,0.0966568159313087
3.5310589999999995,0.08450596425541494,0.003848485060084483,0.007363078730570144,0.09571752804606956
3.53336,0.08406177391648678,0.003567996329210733,0.007314666974529657,0.09494443722022716
3.5356620000000003,0.08328968127118128,0.0032745312513570604,0.007267752489294546,0.09383196501183287
3.537964,0.08238632788527114,0.002992046159409477,0.007232816170502441,0.09261119021518306
3.540265,0.0815498525953345,0.002740504664106328,0.0071829071436565785,0.0914732644030974
3.542567,0.08082567261580102,0.0025169122238368623,0.0071389872000322185,0.0904815720396701
3.5448690000000003,0.08008102993526074,0.002313782484574201,0.0070975627077501545,0.0894923751275851
3.5471699999999995,0.07926901006847856,0.002127122724170674,0.007052644583588876,0.08844877737623813
3.549472,0.07846697200706554,0.001962922025847785,0.007003234647011472,0.0874331286799248
3.5517730000000003,0.07765395395974645,0.0018256722020216626,0.006969296508756285,0.0864489226705244
3.554075,0.0769582221255151,0.0017128778013500124,0.0069218829332527146,0.08559298286011784
3.556377,0.07578036909195275,0.0016135588379267449,0.006873970267480687,0.08426789819736018
3.558678,0.07513803991644649,0.0015182325966511473,0.006831048504393246,0.08348732101749089
3.5609800000000003,0.07401907953456224,0.0014254018067178427,0.0067896240121111786,0.08223410535339126
3.563282,0.07344861935771405,0.0013385601000060411,0.006743208617144528,0.08153038807486462
3.565583,0.07256273413119999,0.0012592047473211194,0.006705277756741671,0.08052721663526277
3.567885,0.07163492532213538,0.0011848402973207836,0.0066618569033857706,0.07948162252284194
3.570186,0.07093819530736713,0.0011129712986627412,0.006613944237613743,0.07866511084364361
3.572488,0.0700568018932692,0.0010440968416154503,0.0065680279329155475,0.0776689266678002
3.57479,0.06931615193487659,0.0009797141969842874,0.006515124364458934,0.0768109904963198
3.577091,0.0684956475335306,0.0009243151771853796,0.00646172170573386,0.07588168441644985
3.579393,0.06752441787111013,0.0008793970530241031,0.006408818137277246,0.07481263306141146
3.581695,0.06705327665768518,0.0008469561855742923,0.006355914568820631,0.07425614741208009
3.583996,0.06624175588117144,0.0008274916651044058,0.006303011000364018,0.07337225854663985
3.586298,0.06551108772814801,0.0008090253251714365,0.0062501074319074035,0.07257022048522685
3.588599,0.06458178164827805,0.0007765844577216258,0.006197203863450788,0.07155556996945045
3.590901,0.06406921594257102,0.0007231817989965523,0.006144799385262632,0.07093719712683022
3.593203,0.06339344771907808,0.0006578009738284721,0.006091895816806017,0.07014314450971255
3.595504,0.06267375955196071,0.0005909228778550159,0.006039491338617861,0.06930417376843359
3.597806,0.06214372568685765,0.0005250429624184768,0.005987086860429705,0.06865585550970582
3.600108,0.061315734931484775,0.00045517032483426904,0.005934183291973092,0.06770508854829213
3.602409,0.060974357187859075,0.00037831042349164033,0.005882277904053393,0.06723494551540411
3.604711,0.060485248724769625,0.00030244870268592873,0.0058298734258652365,0.06661757085332079
3.607012,0.05973910877342398,0.00024205878020243471,0.005777468947677082,0.06575863650130348
