Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,H2O_CH3OH_CO_NH3_120K_NASA,H2O_CH3OH_CO_NH3_100K_NASA,all
2.85208,0.13650409945129482,0.0903256430541962,0.12537037917413107,0.3522001216796221
2.854382,0.14428013945956294,0.09610640700413617,0.13404469642361294,0.3744312428873121
2.8566830000000003,0.151362603317843,0.10233673231301003,0.14293540304466906,0.3966347386755221
2.858985,0.1598098066157882,0.10908417381829616,0.1516923571801458,0.4205863376142301
2.861286,0.16726310143557774,0.11529600196928905,0.16184476718427812,0.4444038705891449
2.863588,0.17548373109110613,0.12187777327790185,0.17032825286197806,0.4676897572309861
2.8658900000000003,0.1838983338649626,0.12868714005087656,0.17875891908677402,0.4913443930026131
2.868191,0.1927966469149858,0.13544986181702087,0.18719043723822976,0.5154369459702365
2.870493,0.20171085272050224,0.14225842436573988,0.1960530302795144,0.5400223073657565
2.872795,0.21074853301100485,0.14931549220946885,0.20346905185255892,0.5635330770730326
2.875096,0.22011181103584385,0.15568012296904382,0.21199428193658607,0.5877862159414737
2.877398,0.22936017221326996,0.1622731534172364,0.2194639748891944,0.6110973005197008
2.879699,0.2394985276983188,0.16883240644668976,0.2271517610666963,0.6354826952117049
2.882001,0.24940052938372426,0.17536270740293805,0.2344902573137044,0.6592534941003667
2.884303,0.25960367841039955,0.1821616192605887,0.2413550823378967,0.683120380008885
2.886604,0.2694885648206584,0.18858656683934089,0.2484848565532683,0.7065599882132675
2.888906,0.2800552096909232,0.1955205883719484,0.2558727645465414,0.7314485626094129
2.891208,0.2910167284092129,0.20126837912740486,0.2626541007580789,0.7549392082946966
2.893509,0.30067993125566833,0.2083769173234984,0.26932979806380875,0.7783866466429754
2.895811,0.3117209137514244,0.21585700712572314,0.2760353128026293,0.8036132336797768
2.898112,0.3226832474828163,0.22276770615491548,0.2839991232178873,0.8294500768556191
2.900414,0.33340189229664485,0.2296406066440901,0.2907574574096119,0.8537999563503469
2.902716,0.34395671947692746,0.2368794291696063,0.2987067850716543,0.8795429337181879
2.905017,0.3551342166673051,0.24479138739713965,0.30572580882125955,0.9056514128857044
2.907319,0.3654494299955355,0.2516731343531269,0.31326876746660554,0.930391331815268
2.909621,0.37660410681905104,0.2593671478073668,0.3208849918046892,0.9568562464311071
2.911922,0.3877375933019088,0.2673538988906798,0.3290541165449447,0.9841456087375332
2.9142240000000004,0.3989016427760999,0.2753752316169878,0.33739447854380816,1.0116713529368957
2.916525,0.4105599976967865,0.2839579128737713,0.3464564224234721,1.04097433299403
2.918827,0.4221816770278734,0.2926025193982433,0.3551810033458787,1.0699651997719954
2.921129,0.434056010420648,0.30108225995029786,0.3636304119571889,1.0987686823281348
2.92343,0.4478215817171209,0.3098378494220559,0.37245892793208396,1.130118359071261
2.925732,0.4601881830236356,0.3187961034062492,0.38191105422190935,1.160895340651794
2.928034,0.4741053467571213,0.3287684841768747,0.3920379064262494,1.1949117373602454
2.930335,0.4861434977834418,0.33702465038584584,0.3999088568355957,1.2230770050048834
2.932637,0.4971282443751448,0.34957376567172,0.4121868238557816,1.2588888339026465
2.9349380000000003,0.5076195005334543,0.3595413210968113,0.4219422360364746,1.2891030576667402
2.93724,0.5177407407433566,0.3694405174601685,0.43188762786229,1.3190688860658148
2.939542,0.5264483407274606,0.3808379836118867,0.4424157375233681,1.3497020618627154
2.941843,0.5340577105563251,0.3915301450913597,0.4529685530575786,1.3785564087052635
2.944145,0.5432767312620713,0.4021089109507797,0.462999137549368,1.4083847797622189
2.946447,0.5511110447071481,0.4121753859593216,0.4727732921165754,1.4360597227830452
2.948748,0.5594209182973694,0.42174726305061067,0.4835799817953888,1.4647481631433688
2.95105,0.5678746417001324,0.4330980841954985,0.4936412356469288,1.4946139615425598
2.953351,0.5743193578059264,0.44276646819747095,0.5035670331595702,1.5206528591629676
2.955653,0.5821296283644876,0.4495782476432128,0.5103807425841779,1.5420886185918783
2.957955,0.5870135943795329,0.4621056488741832,0.5217744097315526,1.5708936529852686
2.960256,0.591524284393762,0.4701253731519798,0.5307358262653672,1.5923854838111091
2.962558,0.597659703027264,0.4782408001162041,0.5369830044612472,1.6128835076047152
2.96486,0.6012290529084305,0.4899141151876259,0.5481781726969025,1.639321340792959
2.967161,0.6057177375688997,0.4983383642660373,0.5575595890739693,1.6616156909089064
2.969463,0.6087984870952863,0.5081635719978705,0.565971512912251,1.6829335720054075
2.971764,0.6146755465753849,0.5163714847514999,0.5749780815590317,1.7060251128859163
2.974066,0.6191324457248676,0.5245713552625723,0.5841005122315374,1.727804313218977
2.976368,0.6239569157834509,0.5329529804554319,0.5913333695727376,1.7482432658116205
2.978669,0.6281896863298235,0.5413265634057345,0.5989955979504473,1.7685118476860051
2.980971,0.6339754643424736,0.5496390253126042,0.6084085356139246,1.7920230252690024
2.983273,0.6404841589767918,0.5583238430498612,0.6160426504118629,1.8148506524385157
2.985574,0.6433273321838815,0.5667714146316878,0.6246317749953706,1.83473052181094
2.987876,0.650381678090135,0.5745112688685022,0.6327710823025352,1.8576640292611728
2.990177,0.6574327639439796,0.5830046812329035,0.6408473470368791,1.881284792213762
2.992479,0.6615453200577749,0.5916943243156945,0.6486935915730927,1.9019332359465624
2.994781,0.6678298860889831,0.5993441054358709,0.656688923274761,1.9238629147996151
2.997082,0.6746160926846065,0.6073147720340702,0.6646816991964504,1.9466125639151268
2.999384,0.6792514797034751,0.6142624653790246,0.6709672140920186,1.9644811591745184
3.001686,0.6855576435818921,0.6232408249696104,0.6796159735417083,1.9884144420932104
3.003987,0.6920219200021391,0.6318074217412799,0.6884325625433669,2.012261904286786
3.006289,0.6975521914072438,0.6396478040100564,0.6950988886558395,2.0322988840731395
