w1,w2,w3,name,best_chi,index
0.4982202163067657,0.4982202163067657,0.4982202163067657,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,17.791,136
0.4982202163067657,0.4982202163067657,0.4982202163067657,CO_CH3OH_10K,17.791,137
0.4982202163067657,0.4982202163067657,0.4982202163067657,CH3OH,17.791,138
0.497111227747897,0.0012935906542002056,0.497111227747897,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,18.03,100
0.497111227747897,0.0012935906542002056,0.497111227747897,d_NH3_CH3OH_50_10K_I10m_Baselined,18.03,101
0.497111227747897,0.0012935906542002056,0.497111227747897,CH3OH,18.03,102
0.4964621967853521,0.4964621967853521,0.4964621967853521,H2O_CH3OH_CO_NH3_120K_NASA,18.09,260
0.4964621967853521,0.4964621967853521,0.4964621967853521,HNCO_NH3,18.09,261
0.4964621967853521,0.4964621967853521,0.4964621967853521,H2O_CH3OH_CO_NH3_100K_NASA,18.09,262
0.4946708301196634,0.4946708301196634,0.4946708301196634,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,18.099,28
0.4946708301196634,0.4946708301196634,0.4946708301196634,CO_NH3_10K,18.099,29
0.4946708301196634,0.4946708301196634,0.4946708301196634,CH3OH,18.099,30
0.4985397907936459,0.4985397907936459,0.4985397907936459,H2O_CH3OH_CO_NH3_120K_NASA,18.202,304
0.4985397907936459,0.4985397907936459,0.4985397907936459,CO_CH3OH_10K,18.202,305
0.4985397907936459,0.4985397907936459,0.4985397907936459,H2O_CH3OH_CO_NH3_100K_NASA,18.202,306
0.490523829493324,0.490523829493324,0.3523859552295836,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,18.489,80
0.490523829493324,0.490523829493324,0.3523859552295836,CH3OH,18.489,81
0.490523829493324,0.490523829493324,0.3523859552295836,HNCO_NH3,18.489,82
0.4946004798936845,0.4946004798936845,0.4946004798936845,CO_NH3_10K,19.15,152
0.4946004798936845,0.4946004798936845,0.4946004798936845,H2O_CH3OH_CO_NH3_120K_NASA,19.15,153
0.4946004798936845,0.4946004798936845,0.4946004798936845,H2O_CH3OH_CO_NH3_100K_NASA,19.15,154
0.4828587525900767,0.4828587525900767,0.4828587525900767,d_NH3_CH3OH_50_10K_I10m_Baselined,19.369,280
0.4828587525900767,0.4828587525900767,0.4828587525900767,H2O_CH3OH_CO_NH3_120K_NASA,19.369,281
0.4828587525900767,0.4828587525900767,0.4828587525900767,H2O_CH3OH_CO_NH3_100K_NASA,19.369,282
0.483428724081041,0.483428724081041,0.483428724081041,H2O_40K,19.554,52
0.483428724081041,0.483428724081041,0.483428724081041,H2O_CH3OH_CO_NH3_120K_NASA,19.554,53
0.483428724081041,0.483428724081041,0.483428724081041,CH3OH,19.554,54
0.4905352159568495,0.4905352159568495,0.4905352159568495,H2O_40K,20.271,112
0.4905352159568495,0.4905352159568495,0.4905352159568495,CH3OH,20.271,113
0.4905352159568495,0.4905352159568495,0.4905352159568495,H2O_CH3OH_CO_NH3_100K_NASA,20.271,114
0.4976083073531353,0.4976083073531353,0.4976083073531353,H2O_CH4_10_0.6_a_V3,21.603,264
0.4976083073531353,0.4976083073531353,0.4976083073531353,H2O_CH3OH_CO_NH3_120K_NASA,21.603,265
0.4976083073531353,0.4976083073531353,0.4976083073531353,HNCO_NH3,21.603,266
0.4978850327522797,0.4978850327522797,0.4978850327522797,H2O_CH4_10_0.6_a_V3,22.431,316
0.4978850327522797,0.4978850327522797,0.4978850327522797,H2O_CH3OH_CO_NH3_120K_NASA,22.431,317
0.4978850327522797,0.4978850327522797,0.4978850327522797,CO_CH3OH_10K,22.431,318
0.4985409522277549,0.329064824245052,0.4985409522277549,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,22.494,384
0.4985409522277549,0.329064824245052,0.4985409522277549,H2O_CH4_10_0.6_a_V3,22.494,385
0.4985409522277549,0.329064824245052,0.4985409522277549,HNCO_NH3,22.494,386
0.4918574089025852,0.2971844649934137,0.4918574089025852,H2O_CH4_10_0.6_a_V3,22.495,320
0.4918574089025852,0.2971844649934137,0.4918574089025852,H2O_40K,22.495,321
0.4918574089025852,0.2971844649934137,0.4918574089025852,H2O_CH3OH_CO_NH3_120K_NASA,22.495,322
0.4844999585010776,0.4844999585010776,0.4844999585010776,d_NH3_CH3OH_50_10K_I10m_Baselined,22.547,284
0.4844999585010776,0.4844999585010776,0.4844999585010776,H2O_CH4_10_0.6_a_V3,22.547,285
0.4844999585010776,0.4844999585010776,0.4844999585010776,H2O_CH3OH_CO_NH3_120K_NASA,22.547,286
0.4979448473965541,0.4979448473965541,0.4979448473965541,d_NH3_CH3OH_50_10K_I10m_Baselined,22.767,400
0.4979448473965541,0.4979448473965541,0.4979448473965541,H2O_CH4_10_0.6_a_V3,22.767,401
0.4979448473965541,0.4979448473965541,0.4979448473965541,H2O_CH3OH_CO_NH3_100K_NASA,22.767,402
0.4888943556662161,0.3497503263481671,0.4888943556662161,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,22.837,468
0.4888943556662161,0.3497503263481671,0.4888943556662161,H2O_CH4_10_0.6_a_V3,22.837,469
0.4888943556662161,0.3497503263481671,0.4888943556662161,CO_CH3OH_10K,22.837,470
0.4974516780097442,0.056941235652350375,0.33005511316771896,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,23.169,240
0.4974516780097442,0.056941235652350375,0.33005511316771896,CO_NH3_10K,23.169,241
0.4974516780097442,0.056941235652350375,0.33005511316771896,H2O_CH4_10_0.6_a_V3,23.169,242
0.4945110434736406,0.337520370197194,0.0026892415292735787,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,23.239,472
0.4945110434736406,0.337520370197194,0.0026892415292735787,H2O_CH4_10_0.6_a_V3,23.239,473
0.4945110434736406,0.337520370197194,0.0026892415292735787,H2O_40K,23.239,474
0.4948226054218262,0.4948226054218262,0.4948226054218262,CO_NH3_10K,23.485,156
0.4948226054218262,0.4948226054218262,0.4948226054218262,H2O_CH4_10_0.6_a_V3,23.485,157
0.4948226054218262,0.4948226054218262,0.4948226054218262,H2O_CH3OH_CO_NH3_120K_NASA,23.485,158
0.4932934856688183,0.26112092089199823,0.4932934856688183,H2O_CH4_10_0.6_a_V3,23.513,444
0.4932934856688183,0.26112092089199823,0.4932934856688183,H2O_40K,23.513,445
0.4932934856688183,0.26112092089199823,0.4932934856688183,H2O_CH3OH_CO_NH3_100K_NASA,23.513,446
0.473660386777026,0.3979424245108708,0.3635257810751473,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,23.539,424
0.473660386777026,0.3979424245108708,0.3635257810751473,d_NH3_CH3OH_50_10K_I10m_Baselined,23.539,425
0.473660386777026,0.3979424245108708,0.3635257810751473,H2O_CH4_10_0.6_a_V3,23.539,426
0.4967863400434304,0.4967863400434304,0.4967863400434304,CO_NH3_10K,24.753,216
0.4967863400434304,0.4967863400434304,0.4967863400434304,H2O_CH4_10_0.6_a_V3,24.753,217
0.4967863400434304,0.4967863400434304,0.4967863400434304,H2O_CH3OH_CO_NH3_100K_NASA,24.753,218
0.4875443209074261,0.4875443209074261,0.4875443209074261,H2O_CH4_10_0.6_a_V3,24.812,440
0.4875443209074261,0.4875443209074261,0.4875443209074261,CO_CH3OH_10K,24.812,441
0.4875443209074261,0.4875443209074261,0.4875443209074261,H2O_CH3OH_CO_NH3_100K_NASA,24.812,442
0.4946403973813738,0.4946403973813738,0.4946403973813738,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,24.816,476
0.4946403973813738,0.4946403973813738,0.4946403973813738,H2O_40K,24.816,477
0.4946403973813738,0.4946403973813738,0.4946403973813738,CO_CH3OH_10K,24.816,478
0.4846771611268487,0.4846771611268487,0.4846771611268487,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,25.1,396
0.4846771611268487,0.4846771611268487,0.4846771611268487,H2O_40K,25.1,397
0.4846771611268487,0.4846771611268487,0.4846771611268487,HNCO_NH3,25.1,398
0.4976854047682163,0.4976854047682163,0.4976854047682163,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,25.331,252
0.4976854047682163,0.4976854047682163,0.4976854047682163,CO_NH3_10K,25.331,253
0.4976854047682163,0.4976854047682163,0.4976854047682163,H2O_40K,25.331,254
0.4834238769850247,0.4834238769850247,0.4834238769850247,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,25.451,436
0.4834238769850247,0.4834238769850247,0.4834238769850247,d_NH3_CH3OH_50_10K_I10m_Baselined,25.451,437
0.4834238769850247,0.4834238769850247,0.4834238769850247,H2O_40K,25.451,438
0.4564496811402237,0.4564496811402237,0.4564496811402237,H2O_CH4_10_0.6_a_V3,27.141,360
0.4564496811402237,0.4564496811402237,0.4564496811402237,HNCO_NH3,27.141,361
0.4564496811402237,0.4564496811402237,0.4564496811402237,H2O_CH3OH_CO_NH3_100K_NASA,27.141,362
0.4871175544764878,0.4871175544764878,0.4871175544764878,H2O_CH4_10_0.6_a_V3,27.558000000000003,124
0.4871175544764878,0.4871175544764878,0.4871175544764878,H2O_40K,27.558000000000003,125
0.4871175544764878,0.4871175544764878,0.4871175544764878,CH3OH,27.558000000000003,126
0.4990902684586283,0.4990902684586283,0.4990902684586283,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,31.934,392
0.4990902684586283,0.4990902684586283,0.4990902684586283,CO_CH3OH_10K,31.934,393
0.4990902684586283,0.4990902684586283,0.4990902684586283,HNCO_NH3,31.934,394
0.4914064118101044,0.4914064118101044,0.4914064118101044,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,32.623000000000005,356
0.4914064118101044,0.4914064118101044,0.4914064118101044,d_NH3_CH3OH_50_10K_I10m_Baselined,32.623000000000005,357
0.4914064118101044,0.4914064118101044,0.4914064118101044,HNCO_NH3,32.623000000000005,358
0.4951620589799108,0.4951620589799108,0.4951620589799108,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,33.174,212
0.4951620589799108,0.4951620589799108,0.4951620589799108,d_NH3_CH3OH_50_10K_I10m_Baselined,33.174,213
0.4951620589799108,0.4951620589799108,0.4951620589799108,CO_NH3_10K,33.174,214
0.4973795146936888,0.4973795146936888,0.4973795146936888,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,33.292,248
0.4973795146936888,0.4973795146936888,0.4973795146936888,CO_NH3_10K,33.292,249
0.4973795146936888,0.4973795146936888,0.4973795146936888,CO_CH3OH_10K,33.292,250
0.4990542075050233,0.4990542075050233,0.4990542075050233,H2O_CH4_10_0.6_a_V3,33.455,68
0.4990542075050233,0.4990542075050233,0.4990542075050233,CH3OH,33.455,69
0.4990542075050233,0.4990542075050233,0.4990542075050233,HNCO_NH3,33.455,70
0.4940603742128698,0.4940603742128698,0.4940603742128698,H2O_CH3OH_CO_NH3_120K_NASA,33.567,48
0.4940603742128698,0.4940603742128698,0.4940603742128698,CO_CH3OH_10K,33.567,49
0.4940603742128698,0.4940603742128698,0.4940603742128698,CH3OH,33.567,50
0.4894164295055753,0.4894164295055753,0.4894164295055753,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,33.743,192
0.4894164295055753,0.4894164295055753,0.4894164295055753,CO_NH3_10K,33.743,193
0.4894164295055753,0.4894164295055753,0.4894164295055753,HNCO_NH3,33.743,194
0.4883730740985967,0.4883730740985967,0.4883730740985967,d_NH3_CH3OH_50_10K_I10m_Baselined,34.518,88
0.4883730740985967,0.4883730740985967,0.4883730740985967,H2O_CH4_10_0.6_a_V3,34.518,89
0.4883730740985967,0.4883730740985967,0.4883730740985967,CH3OH,34.518,90
0.476794702676037,0.476794702676037,0.476794702676037,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,34.535,432
0.476794702676037,0.476794702676037,0.476794702676037,d_NH3_CH3OH_50_10K_I10m_Baselined,34.535,433
0.476794702676037,0.476794702676037,0.476794702676037,CO_CH3OH_10K,34.535,434
0.4785631491386819,0.4785631491386819,0.4785631491386819,d_NH3_CH3OH_50_10K_I10m_Baselined,34.729,36
0.4785631491386819,0.4785631491386819,0.4785631491386819,H2O_CH3OH_CO_NH3_120K_NASA,34.729,37
0.4785631491386819,0.4785631491386819,0.4785631491386819,CH3OH,34.729,38
0.4963694500523849,0.4963694500523849,0.4963694500523849,CH3OH,34.784,64
0.4963694500523849,0.4963694500523849,0.4963694500523849,HNCO_NH3,34.784,65
0.4963694500523849,0.4963694500523849,0.4963694500523849,H2O_CH3OH_CO_NH3_100K_NASA,34.784,66
0.4791536855774391,0.4791536855774391,0.4791536855774391,H2O_CH3OH_CO_NH3_120K_NASA,34.917,32
0.4791536855774391,0.4791536855774391,0.4791536855774391,CH3OH,34.917,33
0.4791536855774391,0.4791536855774391,0.4791536855774391,HNCO_NH3,34.917,34
0.4910149341471553,0.4910149341471553,0.4910149341471553,d_NH3_CH3OH_50_10K_I10m_Baselined,35.223,84
0.4910149341471553,0.4910149341471553,0.4910149341471553,CH3OH,35.223,85
0.4910149341471553,0.4910149341471553,0.4910149341471553,H2O_CH3OH_CO_NH3_100K_NASA,35.223,86
0.4996736844187949,0.4996736844187949,0.4996736844187949,CO_NH3_10K,35.23699999999999,16
0.4996736844187949,0.4996736844187949,0.4996736844187949,H2O_CH4_10_0.6_a_V3,35.23699999999999,17
0.4996736844187949,0.4996736844187949,0.4996736844187949,CH3OH,35.23699999999999,18
0.4976210204530705,0.4976210204530705,0.4976210204530705,CO_NH3_10K,35.696,12
0.4976210204530705,0.4976210204530705,0.4976210204530705,CH3OH,35.696,13
0.4976210204530705,0.4976210204530705,0.4976210204530705,H2O_CH3OH_CO_NH3_100K_NASA,35.696,14
0.4827617207394915,0.4827617207394915,0.4827617207394915,H2O_CH4_10_0.6_a_V3,36.603,120
0.4827617207394915,0.4827617207394915,0.4827617207394915,CO_CH3OH_10K,36.603,121
0.4827617207394915,0.4827617207394915,0.4827617207394915,CH3OH,36.603,122
0.4711313411319856,0.4711313411319856,0.4711313411319856,CO_NH3_10K,37.077,0
0.4711313411319856,0.4711313411319856,0.4711313411319856,H2O_CH3OH_CO_NH3_120K_NASA,37.077,1
0.4711313411319856,0.4711313411319856,0.4711313411319856,CH3OH,37.077,2
0.4741174497169482,0.4741174497169482,0.4741174497169482,CO_CH3OH_10K,38.284,108
0.4741174497169482,0.4741174497169482,0.4741174497169482,CH3OH,38.284,109
0.4741174497169482,0.4741174497169482,0.4741174497169482,H2O_CH3OH_CO_NH3_100K_NASA,38.284,110
0.4985919850379803,0.4985919850379803,0.4985919850379803,H2O_40K,38.487,272
0.4985919850379803,0.4985919850379803,0.4985919850379803,H2O_CH3OH_CO_NH3_120K_NASA,38.487,273
0.4985919850379803,0.4985919850379803,0.4985919850379803,HNCO_NH3,38.487,274
0.4845458096297791,0.4845458096297791,0.4845458096297791,d_NH3_CH3OH_50_10K_I10m_Baselined,39.711,292
0.4845458096297791,0.4845458096297791,0.4845458096297791,H2O_40K,39.711,293
0.4845458096297791,0.4845458096297791,0.4845458096297791,H2O_CH3OH_CO_NH3_120K_NASA,39.711,294
0.4993676050919756,0.4993676050919756,0.4993676050919756,d_NH3_CH3OH_50_10K_I10m_Baselined,39.931,408
0.4993676050919756,0.4993676050919756,0.4993676050919756,H2O_40K,39.931,409
0.4993676050919756,0.4993676050919756,0.4993676050919756,H2O_CH3OH_CO_NH3_100K_NASA,39.931,410
0.4932544882183549,0.4932544882183549,0.4932544882183549,H2O_40K,40.477,328
0.4932544882183549,0.4932544882183549,0.4932544882183549,H2O_CH3OH_CO_NH3_120K_NASA,40.477,329
0.4932544882183549,0.4932544882183549,0.4932544882183549,CO_CH3OH_10K,40.477,330
0.4995810570372618,0.4995810570372618,0.4995810570372618,CO_NH3_10K,40.683,164
0.4995810570372618,0.4995810570372618,0.4995810570372618,H2O_40K,40.683,165
0.4995810570372618,0.4995810570372618,0.4995810570372618,H2O_CH3OH_CO_NH3_120K_NASA,40.683,166
0.4984732387933624,0.4984732387933624,0.4984732387933624,H2O_40K,40.749,368
0.4984732387933624,0.4984732387933624,0.4984732387933624,HNCO_NH3,40.749,369
0.4984732387933624,0.4984732387933624,0.4984732387933624,H2O_CH3OH_CO_NH3_100K_NASA,40.749,370
0.4997474627136268,0.4997474627136268,0.4997474627136268,H2O_40K,41.908,452
0.4997474627136268,0.4997474627136268,0.4997474627136268,CO_CH3OH_10K,41.908,453
0.4997474627136268,0.4997474627136268,0.4997474627136268,H2O_CH3OH_CO_NH3_100K_NASA,41.908,454
0.4938073419158834,0.4938073419158834,0.4938073419158834,CO_NH3_10K,43.791,224
0.4938073419158834,0.4938073419158834,0.4938073419158834,H2O_40K,43.791,225
0.4938073419158834,0.4938073419158834,0.4938073419158834,H2O_CH3OH_CO_NH3_100K_NASA,43.791,226
0.4934254554305729,0.4934254554305729,0.4934254554305729,H2O_CH4_10_0.6_a_V3,52.791,380
0.4934254554305729,0.4934254554305729,0.4934254554305729,H2O_40K,52.791,381
0.4934254554305729,0.4934254554305729,0.4934254554305729,HNCO_NH3,52.791,382
0.4825456114837629,0.4825456114837629,0.4825456114837629,d_NH3_CH3OH_50_10K_I10m_Baselined,53.03,420
0.4825456114837629,0.4825456114837629,0.4825456114837629,H2O_CH4_10_0.6_a_V3,53.03,421
0.4825456114837629,0.4825456114837629,0.4825456114837629,H2O_40K,53.03,422
0.4947622625238828,0.4947622625238828,0.4947622625238828,H2O_CH4_10_0.6_a_V3,54.522,464
0.4947622625238828,0.4947622625238828,0.4947622625238828,H2O_40K,54.522,465
0.4947622625238828,0.4947622625238828,0.4947622625238828,CO_CH3OH_10K,54.522,466
0.4980007165208526,0.4980007165208526,0.4980007165208526,CO_NH3_10K,55.598,236
0.4980007165208526,0.4980007165208526,0.4980007165208526,H2O_CH4_10_0.6_a_V3,55.598,237
0.4980007165208526,0.4980007165208526,0.4980007165208526,H2O_40K,55.598,238
0.4965640755744367,0.4965640755744367,0.4965640755744367,d_NH3_CH3OH_50_10K_I10m_Baselined,57.427,256
0.4965640755744367,0.4965640755744367,0.4965640755744367,H2O_CH3OH_CO_NH3_120K_NASA,57.427,257
0.4965640755744367,0.4965640755744367,0.4965640755744367,HNCO_NH3,57.427,258
0.4911886366072762,0.4911886366072762,0.4911886366072762,d_NH3_CH3OH_50_10K_I10m_Baselined,59.305,288
0.4911886366072762,0.4911886366072762,0.4911886366072762,H2O_CH3OH_CO_NH3_120K_NASA,59.305,289
0.4911886366072762,0.4911886366072762,0.4911886366072762,CO_CH3OH_10K,59.305,290
0.4962391912561901,0.4962391912561901,0.4962391912561901,H2O_CH3OH_CO_NH3_120K_NASA,59.532,268
0.4962391912561901,0.4962391912561901,0.4962391912561901,CO_CH3OH_10K,59.532,269
0.4962391912561901,0.4962391912561901,0.4962391912561901,HNCO_NH3,59.532,270
0.4979749923559277,0.4979749923559277,0.4979749923559277,CO_NH3_10K,60.375,144
0.4979749923559277,0.4979749923559277,0.4979749923559277,H2O_CH3OH_CO_NH3_120K_NASA,60.375,145
0.4979749923559277,0.4979749923559277,0.4979749923559277,HNCO_NH3,60.375,146
0.4989078395392765,0.4989078395392765,0.4989078395392765,d_NH3_CH3OH_50_10K_I10m_Baselined,61.143,404
0.4989078395392765,0.4989078395392765,0.4989078395392765,CO_CH3OH_10K,61.143,405
0.4989078395392765,0.4989078395392765,0.4989078395392765,H2O_CH3OH_CO_NH3_100K_NASA,61.143,406
0.4999664973028714,0.4999664973028714,0.4999664973028714,CO_NH3_10K,61.468,160
0.4999664973028714,0.4999664973028714,0.4999664973028714,H2O_CH3OH_CO_NH3_120K_NASA,61.468,161
0.4999664973028714,0.4999664973028714,0.4999664973028714,CO_CH3OH_10K,61.468,162
0.4825580418311808,0.4825580418311808,0.4825580418311808,d_NH3_CH3OH_50_10K_I10m_Baselined,61.53100000000001,148
0.4825580418311808,0.4825580418311808,0.4825580418311808,CO_NH3_10K,61.53100000000001,149
0.4825580418311808,0.4825580418311808,0.4825580418311808,H2O_CH3OH_CO_NH3_120K_NASA,61.53100000000001,150
0.4912042753219666,0.4912042753219666,0.4912042753219666,d_NH3_CH3OH_50_10K_I10m_Baselined,61.688,96
0.4912042753219666,0.4912042753219666,0.4912042753219666,H2O_40K,61.688,97
0.4912042753219666,0.4912042753219666,0.4912042753219666,CH3OH,61.688,98
0.4970433544678682,0.4970433544678682,0.4970433544678682,H2O_40K,61.691,76
0.4970433544678682,0.4970433544678682,0.4970433544678682,CH3OH,61.691,77
0.4970433544678682,0.4970433544678682,0.4970433544678682,HNCO_NH3,61.691,78
0.4816759222445268,0.4816759222445268,0.4816759222445268,d_NH3_CH3OH_50_10K_I10m_Baselined,62.247,340
0.4816759222445268,0.4816759222445268,0.4816759222445268,HNCO_NH3,62.247,341
