0.0972 0.3582 0.8034 9.5127
0.0848 0.5933 0.6132 9.5260
0.1024 0.5017 0.6672 9.5330
0.0801 0.5797 0.6600 9.5393
0.1232 0.4663 0.6783 9.5791
0.1121 0.4811 0.6636 9.5795
0.0530 0.5856 0.6341 9.5858
0.0704 0.6872 0.5210 9.5901
0.0705 0.5670 0.7094 9.5984
0.0757 0.5732 0.6935 9.6123
0.1498 0.3500 0.7325 9.6916
0.0982 0.5519 0.5898 9.6936
0.0817 0.5726 0.6935 9.6944
0.1128 0.6130 0.5173 9.6994
0.1365 0.4439 0.6513 9.7025
0.1253 0.5371 0.6379 9.7141
0.0429 0.7539 0.4725 9.7168
0.0680 0.4079 0.7680 9.7228
0.1355 0.4124 0.6771 9.7276
0.1516 0.4559 0.6298 9.7279
0.1023 0.6434 0.4919 9.7422
0.1621 0.3712 0.6979 9.7431
0.0929 0.5751 0.5660 9.7559
0.0862 0.5177 0.6299 9.7629
0.1075 0.6972 0.4322 9.7703
0.1321 0.6750 0.4597 9.7740
0.0815 0.6314 0.5243 9.7798
0.1639 0.4606 0.6196 9.7818
0.1252 0.5482 0.5481 9.7934
0.1329 0.5929 0.4983 9.7986
0.0792 0.7489 0.5099 9.8054
0.1421 0.5791 0.5012 9.8132
0.1652 0.5152 0.5719 9.8352
0.1578 0.5510 0.5129 9.8417
0.1843 0.3211 0.7167 9.8439
0.1619 0.5879 0.5006 9.8643
0.1350 0.6455 0.5129 9.8648
0.1514 0.5448 0.5149 9.8700
0.1538 0.4760 0.6667 9.8916
0.0595 0.6333 0.5428 9.8947
0.0986 0.3242 0.7909 9.9064
0.1270 0.7028 0.4728 9.9101
0.1697 0.5049 0.5325 9.9131
0.1799 0.5074 0.5316 9.9194
0.1791 0.4955 0.5354 9.9307
0.1197 0.6088 0.6009 9.9387
0.1306 0.6532 0.5259 9.9399
0.1512 0.5657 0.5789 9.9500
0.1944 0.4055 0.6164 9.9503
0.1900 0.5064 0.5233 9.9767
0.1716 0.4695 0.5525 9.9791
0.1617 0.4733 0.5565 9.9873
0.1745 0.6070 0.4729 9.9913
0.0881 0.4133 0.7100 9.9928
0.1894 0.4692 0.5932 9.9995
0.1496 0.4514 0.7180 10.0022
0.1184 0.6697 0.4123 10.0135
0.2042 0.4039 0.6192 10.0200
0.1029 0.4815 0.6178 10.0261
0.0681 0.6580 0.6589 10.0391
0.1309 0.5509 0.5100 10.0400
0.1332 0.4921 0.5650 10.0407
0.2012 0.4787 0.5250 10.0467
0.1282 0.5580 0.5054 10.0511
0.1875 0.4546 0.6276 10.0570
0.0934 0.8137 0.4363 10.0622
0.1936 0.4762 0.5861 10.0664
0.2003 0.5303 0.4761 10.0677
0.1630 0.5009 0.6390 10.0707
0.1626 0.4142 0.6037 10.0741
0.1369 0.4184 0.6302 10.0790
0.1605 0.6922 0.3341 10.0906
0.1037 0.4571 0.6358 10.0936
0.1777 0.4596 0.6532 10.1000
0.1644 0.4834 0.6587 10.1008
0.1731 0.5479 0.4575 10.1125
0.1670 0.4165 0.5916 10.1224
0.1313 0.6168 0.4359 10.1335
0.2074 0.3873 0.5811 10.1524
0.1866 0.4695 0.6274 10.1620
0.1516 0.6152 0.4095 10.1627
0.2028 0.5842 0.3979 10.1632
0.2091 0.5712 0.4081 10.1775
0.1867 0.2327 0.7473 10.1894
0.2014 0.4017 0.5655 10.1895
0.1539 0.2815 0.7368 10.1918
0.2092 0.4689 0.5721 10.2014
0.1724 0.5159 0.6142 10.2030
0.0884 0.5185 0.5885 10.2068
0.2132 0.4334 0.5235 10.2175
0.1988 0.5890 0.4693 10.2377
0.2134 0.3894 0.5608 10.2505
0.2249 0.5272 0.4518 10.2513
0.2006 0.2544 0.7045 10.2573
0.0823 0.5855 0.5267 10.2656
0.2309 0.3354 0.6712 10.2747
0.1518 0.5053 0.5079 10.2776
0.2264 0.5009 0.4934 10.2826
0.1481 0.5571 0.6295 10.2830
0.1732 0.5174 0.4692 10.2848
0.2069 0.4210 0.5302 10.2862
0.2217 0.4047 0.6226 10.2868
0.1700 0.5815 0.4091 10.2883
0.1739 0.3917 0.7563 10.2915
0.1999 0.4806 0.5980 10.3027
0.0964 0.4902 0.5985 10.3062
0.1335 0.4664 0.5689 10.3097
0.2202 0.6163 0.3832 10.3113
0.2334 0.3782 0.5538 10.3120
0.2195 0.3470 0.6976 10.3127
0.2173 0.4608 0.4799 10.3157
0.2224 0.3629 0.5718 10.3168
0.1615 0.5755 0.5837 10.3250
0.2039 0.4802 0.4699 10.3270
0.1105 0.6169 0.4489 10.3318
0.1917 0.5547 0.4078 10.3319
0.2120 0.5415 0.4027 10.3369
0.1779 0.6003 0.5203 10.3372
0.2167 0.6166 0.4013 10.3381
0.1837 0.4635 0.5058 10.3395
0.2210 0.6010 0.3399 10.3521
0.2201 0.5374 0.4878 10.3663
0.1240 0.4904 0.5542 10.3665
0.2021 0.5365 0.5369 10.3682
0.1352 0.4749 0.5537 10.3724
0.2392 0.4992 0.4684 10.3736
0.0387 0.6673 0.7263 10.3759
0.2317 0.4970 0.5011 10.3796
0.2387 0.4676 0.4559 10.3847
0.1744 0.6501 0.4776 10.3916
0.1648 0.3451 0.6420 10.4163
0.2019 0.2487 0.8600 10.4181
0.1765 0.5878 0.5448 10.4200
0.2073 0.5491 0.5159 10.4258
0.2482 0.2853 0.6192 10.4299
0.1360 0.6426 0.3797 10.4402
0.1962 0.5077 0.4388 10.4434
0.2134 0.4952 0.5633 10.4475
0.2363 0.5166 0.4757 10.4477
0.1403 0.5778 0.4377 10.4526
0.2499 0.4924 0.4243 10.4544
0.2157 0.5541 0.4924 10.4559
0.1983 0.4491 0.4936 10.4596
0.1826 0.6142 0.5059 10.4687
