Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,H2O_CH3OH_CO_NH3_120K_NASA,H2O_CH3OH_CO_NH3_100K_NASA,all
2.85208,3.3497399999999995e-05,0.021115294888609564,0.03397679188353416,0.05512558417214372
2.854382,3.54056e-05,0.02246665571325587,0.03632763004689365,0.058829691360149525
2.8566830000000003,3.71436e-05,0.023923109846329737,0.038737112179364624,0.06269736562569436
2.858985,3.92165e-05,0.0255004494844464,0.0411103458742352,0.0666500118586816
2.861286,4.104550000000001e-05,0.02695257956368514,0.043861763905344506,0.07085538896902965
2.863588,4.30628e-05,0.02849119071962635,0.04616088455263715,0.0746951380722635
2.8658900000000003,4.512770000000001e-05,0.030083006537973637,0.04844569053030416,0.07857382476827779
2.868191,4.73113e-05,0.03166391822056278,0.050730727389739334,0.08244195691030211
2.870493,4.94988e-05,0.03325554603656941,0.05313259042386117,0.08643763526043058
2.872795,5.171660000000001e-05,0.03490526657583922,0.055142416215654966,0.09009939939149418
2.875096,5.401430000000001e-05,0.03639311709980289,0.057452850069587225,0.0938999814693901
2.877398,5.628380000000001e-05,0.0379343602885133,0.05947722141277481,0.09746786550128812
2.879699,5.877170000000001e-05,0.0394677073789161,0.0615606984886102,0.1010871775675263
2.882001,6.12016e-05,0.04099428638505522,0.06354951403950182,0.10460500202455704
2.884303,6.37054e-05,0.042583658172973965,0.06540995932729901,0.10805732290027296
2.886604,6.61311e-05,0.044085608872486935,0.06734220884499252,0.11149394881747944
2.888906,6.872410000000001e-05,0.04570656505363616,0.06934441553843716,0.11511970469207332
2.891208,7.141399999999999e-05,0.0470502177823155,0.07118223441295507,0.1183038661952706
2.893509,7.378529999999999e-05,0.0487119704713874,0.07299142394822174,0.12177717971960915
2.895811,7.649470000000001e-05,0.05046058024184305,0.07480869434537381,0.12534576928721686
2.898112,7.918480000000001e-05,0.05207608435511319,0.07696697711409159,0.12912224626920474
2.900414,8.181510000000001e-05,0.053682752358372415,0.07879856218086931,0.13256312963924172
2.902716,8.44052e-05,0.055374961426630835,0.08095291995952845,0.13641228658615928
2.905017,8.714809999999999e-05,0.05722452845401959,0.08285515484736175,0.14016683140138134
2.907319,8.967940000000001e-05,0.05883326448302605,0.08489938202261071,0.14382232590563676
2.909621,9.24167e-05,0.060631882876096624,0.08696346502992104,0.14768776460601765
2.911922,9.51488e-05,0.06249893412116653,0.0891773903047643,0.15177147322593082
2.9142240000000004,9.78884e-05,0.0643740694668847,0.09143772281500682,0.15590968068189154
2.916525,0.0001007493,0.06638043044638184,0.09389361218287706,0.1603747919292589
2.918827,0.00010360120000000004,0.06840126760610961,0.09625807237055772,0.16476294117666734
2.921129,0.0001065151,0.07038356428600258,0.09854795774712416,0.16903803713312673
2.92343,0.0001098931,0.07243034576874108,0.1009405855105198,0.17348082437926088
2.925732,0.0001129278,0.07452450384132528,0.10350221872820524,0.17813965036953053
2.928034,0.000116343,0.07685573286547863,0.10624671030626988,0.18321878617174853
2.930335,0.00011929709999999999,0.0787857648946688,0.10837982696225873,0.18728488895692752
2.932637,0.0001219927,0.08171935341828887,0.11170729500491604,0.1935486411232049
2.9349380000000003,0.0001245672,0.08404945442839826,0.11435112213206487,0.19852514376046315
2.93724,0.0001270509,0.08636357523955178,0.1170464358935124,0.20353706203306413
2.939542,0.0001291877,0.08902794441135026,0.1198996727843783,0.20905680489572856
2.941843,0.000131055,0.09152743553039208,0.1227596052465207,0.2144180957769128
