w1,w2,w3,w4,w5,w6,w7,w8
0.09342313042292393,0.12187544076909695,0.09008895502614556,0.3533311436604136,0.4855174825193144,0.1646735622063306,0.14726804034935306,0.4294553326399975
0.09342313042292393,0.12187544076909695,0.09008895502614556,0.3533311436604136,0.4855174825193144,0.1646735622063306,0.14726804034935306,0.4294553326399975
0.09342313042292393,0.12187544076909695,0.09008895502614556,0.3533311436604136,0.4855174825193144,0.1646735622063306,0.14726804034935306,0.4294553326399975
w1,w2,w3,w4,w5,w6,w7,w8
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665
0.07254758346169665,0.07254758346169665,0.4912494059790255,0.07254758346169665,0.1526083030571801,0.4912494059790255,0.10837854597765313,0.07254758346169665
w1,w2,w3,w4,w5,w6,w7,w8
0.09693601140094399,0.3915583670365232,0.09693601140094399,0.4833917680997533,0.09693601140094399,0.4922783104412015,0.2808409646586796,0.4922783104412015
0.09693601140094399,0.3915583670365232,0.09693601140094399,0.4833917680997533,0.09693601140094399,0.4922783104412015,0.2808409646586796,0.4922783104412015
0.09693601140094399,0.3915583670365232,0.09693601140094399,0.4833917680997533,0.09693601140094399,0.4922783104412015,0.2808409646586796,0.4922783104412015
0.09693601140094399,0.3915583670365232,0.09693601140094399,0.4833917680997533,0.09693601140094399,0.4922783104412015,0.2808409646586796,0.4922783104412015
0.09693601140094399,0.3915583670365232,0.09693601140094399,0.4833917680997533,0.09693601140094399,0.4922783104412015,0.2808409646586796,0.4922783104412015
0.09693601140094399,0.3915583670365232,0.09693601140094399,0.4833917680997533,0.09693601140094399,0.4922783104412015,0.2808409646586796,0.4922783104412015
0.09693601140094399,0.3915583670365232,0.09693601140094399,0.4833917680997533,0.09693601140094399,0.4922783104412015,0.2808409646586796,0.4922783104412015
0.09693601140094399,0.3915583670365232,0.09693601140094399,0.4833917680997533,0.09693601140094399,0.4922783104412015,0.2808409646586796,0.4922783104412015
