1.235	3.81E-4	1E-5
1.662	0.0101	3.89E-4
2.159	0.0686	0.007
2.81612	0.09139	0.0153
2.81761	0.07094	0.01418
2.8191	0.09276	0.01477
2.82058	0.07938	0.01034
2.82207	0.03618	0.00707
2.82355	0.07278	0.00811
2.82503	0.07194	0.0229
2.83244	0.05749	0.02092
2.83391	0.05151	0.0131
2.83539	0.10891	0.01012
2.83687	0.08007	0.00559
2.83835	0.06005	0.00478
2.83982	0.07221	0.00845
2.8413	0.0142	0.01634
2.84277	0.02503	0.02386
2.84424	0.06624	0.01115
2.84572	0.05151	0.00984
2.84719	0.05878	0.02061
2.84866	-0.01272	0.05229
2.85013	0.06076	0.02139
2.8516	0.04787	0.00846
2.85307	0.06435	0.00681
2.85454	0.07451	0.00838
2.85601	0.07908	0.00654
2.85747	0.0623	0.00434
2.85894	0.06378	0.00415
2.86041	0.05717	0.00459
2.86187	0.05822	0.0059
2.86334	0.06807	0.00677
2.8648	0.06513	0.00649
2.86627	0.05707	0.00789
2.86773	0.07578	0.01069
2.86919	0.09447	0.00577
2.87065	0.06081	0.00321
2.87211	0.04815	0.00333
2.87357	0.05976	0.00404
2.87503	0.06488	0.00381
2.87649	0.05589	0.00353
2.87795	0.05621	0.0036
2.87941	0.0607	0.0039
2.88087	0.04649	0.00407
2.88232	0.05993	0.00377
2.88378	0.06012	0.00435
2.88524	0.03676	0.00598
2.88669	0.03722	0.00427
2.88814	0.04724	0.00342
2.8896	0.04819	0.00341
2.89105	0.049	0.00291
2.8925	0.04901	0.00243
2.89396	0.04756	0.00238
2.89541	0.04098	0.00259
2.89686	0.04679	0.00393
2.89831	0.05499	0.00697
2.89976	0.04843	0.00521
2.90121	0.04294	0.00484
2.90266	0.03137	0.00543
2.90411	0.03944	0.00428
2.90555	0.03611	0.00348
2.907	0.04471	0.00312
2.90845	0.04152	0.00258
2.90989	0.04455	0.00244
2.91134	0.04278	0.00301
2.91278	0.04373	0.00319
2.91423	0.03982	0.00284
2.91567	0.03836	0.0028
2.91711	0.03811	0.00241
2.91856	0.04607	0.00269
2.92	0.05088	0.00435
2.92144	0.05104	0.00818
2.92288	0.033	0.00619
2.92432	0.04355	0.00312
2.92576	0.03816	0.00243
2.9272	0.03476	0.00229
2.92864	0.03792	0.00246
2.93008	0.04303	0.00226
2.93152	0.03462	0.00221
2.93296	0.03134	0.00231
2.9344	0.03394	0.00229
2.93583	0.04059	0.0024
2.93727	0.0343	0.00296
2.93871	0.03477	0.00308
2.94014	0.03279	0.00273
2.94158	0.03231	0.00292
2.94301	0.02826	0.00334
2.94444	0.03126	0.00278
2.94588	0.03062	0.00302
2.94731	0.03996	0.00338
2.94874	0.02953	0.00248
2.95018	0.02995	0.00217
2.95161	0.0309	0.00238
2.95304	0.03804	0.00323
2.95447	0.04452	0.00363
2.9559	0.03799	0.00279
2.95733	0.02832	0.00241
2.95876	0.02917	0.00242
2.96019	0.02756	0.00233
2.96162	0.02555	0.00234
2.96305	0.02569	0.00228
2.96448	0.02626	0.00218
2.9659	0.03065	0.00223
2.96733	0.02729	0.00265
2.96876	0.03024	0.00364
2.97018	0.02879	0.00487
2.97161	0.0098	0.00573
2.97304	0.0234	0.0049
2.97446	0.02044	0.0044
2.97589	0.03757	0.00369
2.97731	0.03213	0.00286
2.97873	0.02928	0.00298
2.98016	0.02394	0.00332
2.98158	0.01379	0.00296
2.983	0.02574	0.00237
2.98443	0.02394	0.00222
2.98585	0.02621	0.00203
2.98727	0.02579	0.002
2.98869	0.02905	0.00197
2.99011	0.02619	0.00199
2.99153	0.023	0.00198
2.99295	0.02622	0.00217
2.99437	0.02453	0.00223
2.99579	0.025	0.00241
2.99721	0.02372	0.0026
2.99863	0.02111	0.00268
3.00005	0.03052	0.00226
3.00147	0.02677	0.00196
3.00289	0.02509	0.00195
3.0043	0.02702	0.00213
3.00572	0.02498	0.0028
3.00714	0.02705	0.00287
3.00856	0.03027	0.00276
3.00997	0.02493	0.00234
3.01139	0.02191	0.00201
3.0128	0.02547	0.00194
3.01422	0.02946	0.00205
3.01563	0.02688	0.00197
3.01705	0.02574	0.00208
3.01846	0.02481	0.00259
3.01988	0.02736	0.00282
3.02129	0.03679	0.00309
3.02271	0.0374	0.00333
3.02412	0.02565	0.00262
3.02553	0.02623	0.002
3.02694	0.02297	0.0019
3.02836	0.02432	0.00194
3.02977	0.02533	0.00197
3.03118	0.02606	0.00208
3.03259	0.02781	0.00253
3.034	0.02695	0.00266
3.03541	0.02556	0.00247
3.03682	0.04169	0.00298
3.03824	0.03989	0.00367
3.03965	0.02906	0.00314
3.04106	0.02945	0.00283
3.04246	0.02599	0.0024
3.04387	0.02615	0.00209
3.04528	0.02746	0.00222
3.04669	0.02794	0.00244
3.0481	0.02633	0.00236
3.04951	0.02766	0.00254
3.05092	0.0261	0.00279
3.05233	0.02211	0.00306
3.05373	0.02205	0.00382
3.05514	0.02689	0.00399
3.05655	0.01477	0.00347
3.05795	0.01949	0.00256
3.05936	0.02424	0.00217
3.06077	0.02588	0.0019
3.06217	0.0291	0.00212
3.06358	0.02718	0.00232
3.06499	0.02403	0.00225
3.06639	0.02659	0.00223
3.0678	0.02627	0.00229
3.0692	0.0245	0.00227
3.07061	0.0252	0.00238
3.07201	0.02453	0.00266
3.07342	0.02362	0.00268
3.07482	0.02372	0.00231
3.07623	0.02649	0.00187
3.07763	0.0284	0.00178
3.07903	0.03108	0.00181
3.08044	0.0332	0.00201
3.08184	0.01908	0.00264
3.08324	0.02458	0.00302
3.08465	0.02623	0.00257
3.08605	0.02776	0.00235
3.08745	0.02658	0.00221
3.08885	0.02366	0.0021
3.09026	0.0309	0.00228
3.09166	0.02613	0.00219
3.09306	0.03263	0.00228
3.09446	0.03758	0.00266
3.09586	0.0254	0.00286
3.09726	0.02005	0.00279
3.09867	0.03293	0.00254
3.10007	0.02584	0.00235
3.10147	0.02946	0.00192
3.10287	0.02999	0.00188
3.10427	0.02289	0.0022
3.10567	0.0286	0.00305
3.10707	0.02844	0.00342
3.10847	0.02782	0.00252
3.10987	0.03113	0.00246
3.11127	0.02096	0.00271
3.11267	0.02355	0.00275
3.11407	0.03347	0.00229
3.11547	0.03358	0.00253
3.11687	0.03549	0.00231
3.11827	0.03189	0.00188
3.11967	0.03015	0.00166
3.12107	0.03109	0.00162
3.12246	0.03157	0.00163
3.12386	0.03197	0.00172
3.12526	0.03629	0.00207
3.12666	0.03492	0.00259
3.12806	0.02611	0.00338
3.12946	0.02143	0.00296
3.13085	0.02943	0.00206
3.13225	0.03332	0.00176
3.13365	0.03388	0.00162
3.13505	0.03349	0.00158
3.13645	0.03409	0.00155
3.13784	0.03422	0.00162
3.13924	0.03146	0.00205
3.14064	0.03539	0.00233
3.14204	0.03785	0.0021
3.14343	0.03603	0.00185
3.14483	0.04008	0.00187
3.14623	0.04687	0.00242
3.14762	0.0442	0.00255
3.14902	0.03314	0.00209
3.15042	0.03549	0.00172
3.15181	0.0358	0.00169
3.15321	0.03655	0.00162
3.15461	0.03786	0.00176
3.156	0.03962	0.00197
3.1574	0.04495	0.00202
3.15879	0.04213	0.0018
3.16019	0.04102	0.00174
3.16159	0.04258	0.00162
3.16298	0.04131	0.00156
3.16438	0.04208	0.00148
3.16577	0.04395	0.00153
3.16717	0.0429	0.00161
3.16857	0.04185	0.00156
3.16996	0.04231	0.00151
3.17136	0.04295	0.00153
3.17275	0.04565	0.00164
3.17415	0.04405	0.00175
3.17554	0.04441	0.00175
3.17694	0.04469	0.00166
3.17833	0.04724	0.00157
3.17973	0.04655	0.00152
3.18113	0.04701	0.00168
3.18252	0.05087	0.0018
3.18392	0.04752	0.0019
3.18531	0.0464	0.00177
3.18671	0.04903	0.00164
3.1881	0.05004	0.00161
3.1895	0.05322	0.0017
3.19089	0.05762	0.00228
3.19229	0.05636	0.00296
3.19368	0.0486	0.00236
3.19508	0.05419	0.00192
3.19647	0.05751	0.00207
3.19787	0.05655	0.0029
3.19926	0.04849	0.00316
3.20065	0.05764	0.00285
3.20205	0.06396	0.00345
3.20344	0.06613	0.00312
3.20484	0.06422	0.00284
3.20623	0.06408	0.00355
3.20763	0.05207	0.00399
3.20902	0.04833	0.0051
3.21042	0.05255	0.00529
3.21181	0.04909	0.00466
3.21321	0.06582	0.00366
3.2146	0.05045	0.00307
3.216	0.05283	0.00286
3.21739	0.05764	0.00275
3.21879	0.06632	0.00237
3.22018	0.07179	0.00273
3.22158	0.0648	0.00377
3.22297	0.05552	0.00495
3.22436	0.05794	0.00547
3.22576	0.0603	0.00377
3.22715	0.06214	0.00287
3.22855	0.05757	0.00355
3.22994	0.06813	0.00504
3.23134	0.0719	0.00355
3.23273	0.06022	0.00227
3.23413	0.06035	0.00172
3.23552	0.06378	0.00169
3.23692	0.06332	0.00176
3.23831	0.06827	0.00216
3.23971	0.06257	0.00239
3.2411	0.06261	0.00227
3.2425	0.05897	0.00226
